,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_　,得票数_ありが党,得票数_さやま維新の会,得票数_しょぼい政党,得票数_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,得票数_みんなの党,得票数_フレッシュ八尾,得票数_介護の党,得票数_令和泉州,得票数_公明党,得票数_公民,得票数_吹田いきいき市民ネットワーク,得票数_吹田・維新の会,得票数_吹田新選会,得票数_四條畷維新の会,得票数_国民新党,得票数_国民民主党,得票数_地域政党ええねん藤井寺議員報酬半減,得票数_大東維新の会,得票数_大阪再生ネットワーク,得票数_大阪狭山維新の会,得票数_大阪維新 ,得票数_大阪維新の会,得票数_大阪維新の会　四条畷,得票数_大阪維新の会　箕面,得票数_大阪維新の会いばらき,得票数_大阪維新の会高槻・島本,得票数_市役所を民・営・化する会,得票数_市民ファーストの会,得票数_幸福実現党,得票数_新社会党,得票数_日本デザイン連,得票数_日本共産党,得票数_日本労働党,得票数_日本第一党,得票数_日本維新の会,得票数_東大阪新風会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_災害に強い街をつくる会,得票数_無所属,得票数_社会党,得票数_社会民主党,得票数_立憲民主党,得票数_維新の会東大阪,得票数_維新政党・新風,得票数_緑の党 グリーンズジャパン,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_西成大阪維新の会,得票数_見張り番、東大阪,得票数_闘う改革の会 大阪,得票数_高槻ご意見番,得票数_高槻維新の会,得票数_高槻繁盛連,得票数_龍馬プロジェクトx吹田新撰会,得票数_sum_v,得票率_NHKから国民を守る党,得票率_　,得票率_ありが党,得票率_さやま維新の会,得票率_しょぼい政党,得票率_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,得票率_みんなの党,得票率_フレッシュ八尾,得票率_介護の党,得票率_令和泉州,得票率_公明党,得票率_公民,得票率_吹田いきいき市民ネットワーク,得票率_吹田・維新の会,得票率_吹田新選会,得票率_四條畷維新の会,得票率_国民新党,得票率_国民民主党,得票率_地域政党ええねん藤井寺議員報酬半減,得票率_大東維新の会,得票率_大阪再生ネットワーク,得票率_大阪狭山維新の会,得票率_大阪維新 ,得票率_大阪維新の会,得票率_大阪維新の会　四条畷,得票率_大阪維新の会　箕面,得票率_大阪維新の会いばらき,得票率_大阪維新の会高槻・島本,得票率_市役所を民・営・化する会,得票率_市民ファーストの会,得票率_幸福実現党,得票率_新社会党,得票率_日本デザイン連,得票率_日本共産党,得票率_日本労働党,得票率_日本第一党,得票率_日本維新の会,得票率_東大阪新風会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_災害に強い街をつくる会,得票率_無所属,得票率_社会党,得票率_社会民主党,得票率_立憲民主党,得票率_維新の会東大阪,得票率_維新政党・新風,得票率_緑の党 グリーンズジャパン,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_西成大阪維新の会,得票率_見張り番、東大阪,得票率_闘う改革の会 大阪,得票率_高槻ご意見番,得票率_高槻維新の会,得票率_高槻繁盛連,得票率_龍馬プロジェクトx吹田新撰会,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_　,一人あたり得票率_ありが党,一人あたり得票率_さやま維新の会,一人あたり得票率_しょぼい政党,一人あたり得票率_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,一人あたり得票率_みんなの党,一人あたり得票率_フレッシュ八尾,一人あたり得票率_介護の党,一人あたり得票率_令和泉州,一人あたり得票率_公明党,一人あたり得票率_公民,一人あたり得票率_吹田いきいき市民ネットワーク,一人あたり得票率_吹田・維新の会,一人あたり得票率_吹田新選会,一人あたり得票率_四條畷維新の会,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党ええねん藤井寺議員報酬半減,一人あたり得票率_大東維新の会,一人あたり得票率_大阪再生ネットワーク,一人あたり得票率_大阪狭山維新の会,一人あたり得票率_大阪維新 ,一人あたり得票率_大阪維新の会,一人あたり得票率_大阪維新の会　四条畷,一人あたり得票率_大阪維新の会　箕面,一人あたり得票率_大阪維新の会いばらき,一人あたり得票率_大阪維新の会高槻・島本,一人あたり得票率_市役所を民・営・化する会,一人あたり得票率_市民ファーストの会,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本デザイン連,一人あたり得票率_日本共産党,一人あたり得票率_日本労働党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_東大阪新風会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_災害に強い街をつくる会,一人あたり得票率_無所属,一人あたり得票率_社会党,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の会東大阪,一人あたり得票率_維新政党・新風,一人あたり得票率_緑の党 グリーンズジャパン,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_西成大阪維新の会,一人あたり得票率_見張り番、東大阪,一人あたり得票率_闘う改革の会 大阪,一人あたり得票率_高槻ご意見番,一人あたり得票率_高槻維新の会,一人あたり得票率_高槻繁盛連,一人あたり得票率_龍馬プロジェクトx吹田新撰会,立候補者数_NHKから国民を守る党,立候補者数_　,立候補者数_ありが党,立候補者数_さやま維新の会,立候補者数_しょぼい政党,立候補者数_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,立候補者数_みんなの党,立候補者数_フレッシュ八尾,立候補者数_介護の党,立候補者数_令和泉州,立候補者数_公明党,立候補者数_公民,立候補者数_吹田いきいき市民ネットワーク,立候補者数_吹田・維新の会,立候補者数_吹田新選会,立候補者数_四條畷維新の会,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党ええねん藤井寺議員報酬半減,立候補者数_大東維新の会,立候補者数_大阪再生ネットワーク,立候補者数_大阪狭山維新の会,立候補者数_大阪維新 ,立候補者数_大阪維新の会,立候補者数_大阪維新の会　四条畷,立候補者数_大阪維新の会　箕面,立候補者数_大阪維新の会いばらき,立候補者数_大阪維新の会高槻・島本,立候補者数_市役所を民・営・化する会,立候補者数_市民ファーストの会,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本デザイン連,立候補者数_日本共産党,立候補者数_日本労働党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_東大阪新風会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_災害に強い街をつくる会,立候補者数_無所属,立候補者数_社会党,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の会東大阪,立候補者数_維新政党・新風,立候補者数_緑の党 グリーンズジャパン,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_西成大阪維新の会,立候補者数_見張り番、東大阪,立候補者数_闘う改革の会 大阪,立候補者数_高槻ご意見番,立候補者数_高槻維新の会,立候補者数_高槻繁盛連,立候補者数_龍馬プロジェクトx吹田新撰会,当選者数_NHKから国民を守る党,当選者数_　,当選者数_ありが党,当選者数_さやま維新の会,当選者数_しょぼい政党,当選者数_まずは議員と役人の高額給与をカットし、市民サービス向上への財源を確保する会,当選者数_みんなの党,当選者数_フレッシュ八尾,当選者数_介護の党,当選者数_令和泉州,当選者数_公明党,当選者数_公民,当選者数_吹田いきいき市民ネットワーク,当選者数_吹田・維新の会,当選者数_吹田新選会,当選者数_四條畷維新の会,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党ええねん藤井寺議員報酬半減,当選者数_大東維新の会,当選者数_大阪再生ネットワーク,当選者数_大阪狭山維新の会,当選者数_大阪維新 ,当選者数_大阪維新の会,当選者数_大阪維新の会　四条畷,当選者数_大阪維新の会　箕面,当選者数_大阪維新の会いばらき,当選者数_大阪維新の会高槻・島本,当選者数_市役所を民・営・化する会,当選者数_市民ファーストの会,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本デザイン連,当選者数_日本共産党,当選者数_日本労働党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_東大阪新風会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_災害に強い街をつくる会,当選者数_無所属,当選者数_社会党,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の会東大阪,当選者数_維新政党・新風,当選者数_緑の党 グリーンズジャパン,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_西成大阪維新の会,当選者数_見張り番、東大阪,当選者数_闘う改革の会 大阪,当選者数_高槻ご意見番,当選者数_高槻維新の会,当選者数_高槻繁盛連,当選者数_龍馬プロジェクトx吹田新撰会
茨木市議会議員選挙（2021年01月24日投票）,茨木市議会議員選挙,大阪府,茨木市,20210124.0,2021.0,1.0,24.0,20210117.0,38.63,28.0,38.0,1.3571428571428572,,,,,任期満了,39.98,,,,茨木市議会議員選挙（2021年01月24日投票）,1.0,38.0,28.0,1.3571428571428572,0.0,0.0,0.0,0.2894736842105263,0.39285714285714285,0.6052631578947368,0.3684210526315789,0.02631578947368421,0.75,0.21428571428571427,0.03571428571428571,0.6979933723123798,0.27078614906595966,0.0312204786216606,0.030347537926625208,0.01934186779042569,0.0312204786216606,87858.999,6.0,52.8421052631579,8.992764096437915,34.0,46.25,53.0,59.0,69.0,53.357142857142854,8.698170110161454,34.0,47.5,53.0,59.0,69.0,,,,,,,,,,,15306.0,,,,,,,,,,,,,22752.359,,,,,,,,,,6669.639999999999,,,,,,,,,,33181.0,,,2394.0,,,,,,7556.0,,,,,,,,87858.999,,,,,,,,,,,0.17421095362126765,,,,,,,,,,,,,0.2589644687392808,,,,,,,,,,0.07591299782507197,,,,,,,,,,0.37766193989986163,,,0.027248204819633786,,,,,,0.08600143509488425,,,,,,,,1.0,,,,,,,,,,,0.02903515893687794,,,,,,,,,,,,,0.036994924105611546,,,,,,,,,,0.02530433260835732,,,,,,,,,,0.020981218883325645,,,0.027248204819633786,,,,,,0.028667145031628084,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,7.0,,,,,,,,,,3.0,,,,,,,,,,18.0,,,1.0,,,,,,3.0,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,6.0,,,,,,,,,,3.0,,,,,,,,,,10.0,,,1.0,,,,,,2.0,,,,,,,
藤井寺市議会議員選挙（2007年04月22日投票）,藤井寺市議会議員選挙,大阪府,藤井寺市,20070422.0,2007.0,4.0,22.0,20070415.0,59.23,18.0,21.0,1.1666666666666667,52826.0,,,,任期満了,,,,,藤井寺市議会議員選挙（2007年04月22日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.1111111111111111,0.6666666666666666,0.2857142857142857,0.047619047619047616,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.6724312924445618,0.25949080736012264,0.06807790019531564,0.048030806603182985,0.04324846789335377,0.06807790019531564,30611.99,6.0,,,,,,,,,,,,,,,,,,,,,,,,,6113.79,,,,,,,,,,,,,,,,,,,,,,,2935.5299999999997,,,,,,1534.0,,,,11833.0,,900.0,,,,,,,7295.67,,,,,,,,30611.989999999998,,,,,,,,,,,0.1997188029918996,,,,,,,,,,,,,,,,,,,,,,,0.09589477848385551,,,,,,0.05011108392495882,,,,0.38654788532205847,,0.02940024480603842,,,,,,,0.23832720447118924,,,,,,,,1.0,,,,,,,,,,,0.0665729343306332,,,,,,,,,,,,,,,,,,,,,,,0.047947389241927756,,,,,,0.05011108392495882,,,,0.04294976503578427,,0.02940024480603842,,,,,,,0.04766544089423785,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,9.0,,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,7.0,,1.0,,,,,,,4.0,,,,,,,
藤井寺市議会議員選挙（2011年04月24日投票）,藤井寺市議会議員選挙,大阪府,藤井寺市,20110424.0,2011.0,4.0,24.0,20110417.0,54.11,16.0,20.0,1.25,52925.0,,,99.0,任期満了,59.23,,,,藤井寺市議会議員選挙（2011年04月24日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.15,0.125,0.7,0.3,0.0,0.8125,0.1875,0.0,0.7573610567166305,0.24263894328336952,,0.054097218336902175,0.04043982388056159,,28087.0,7.0,56.0,10.246950765959598,31.0,48.75,58.5,65.0,68.0,56.375,9.026869612440406,38.0,48.75,58.0,65.0,68.0,,,,,,,,,,,6175.0,,,,,,,,363.0,,,,,,,,,,,,,,,2574.0,,,,,,921.0,,,,12972.0,,813.0,,,,,,,4269.0,,,,,,,,28087.0,,,,,,,,,,,0.2198526008473671,,,,,,,,0.012924128600420123,,,,,,,,,,,,,,,0.09164382098479723,,,,,,0.032790970911809735,,,,0.4618506782497241,,0.028945775625734325,,,,,,,0.1519920247801474,,,,,,,,1.0,,,,,,,,,,,0.0732842002824557,,,,,,,,0.012924128600420123,,,,,,,,,,,,,,,0.045821910492398615,,,,,,0.032790970911809735,,,,0.046185067824972406,,0.028945775625734325,,,,,,,0.0759960123900737,,,,,,,,,,,,,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,10.0,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,0.0,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,8.0,,0.0,,,,,,,2.0,,,,,,,
藤井寺市議会議員選挙（2015年04月26日投票）,藤井寺市議会議員選挙,大阪府,藤井寺市,20150426.0,2015.0,4.0,26.0,20150419.0,52.03,14.0,16.0,1.1428571428571428,,,,,任期満了,54.11,,,,藤井寺市議会議員選挙（2015年04月26日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.75,0.25,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7884428859210625,0.21155711407893754,,0.06570357382675521,0.052889278519734385,,26806.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,6546.0,,,,,,,,,,,,,,,,,,,,,,,3498.0,,,,,,,,,,10986.0,,,,,,,,,5776.0,,,,,,,,26806.0,,,,,,,,,,,0.24419905991196,,,,,,,,,,,,,,,,,,,,,,,0.13049317317018577,,,,,,,,,,0.40983361933895396,,,,,,,,,0.21547414757890024,,,,,,,,1.0,,,,,,,,,,,0.08139968663732,,,,,,,,,,,,,,,,,,,,,,,0.06524658658509289,,,,,,,,,,0.04553706881543933,,,,,,,,,0.10773707378945012,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,9.0,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,7.0,,,,,,,,,2.0,,,,,,,
藤井寺市議会議員選挙（2019年04月21日投票）,藤井寺市議会議員選挙,大阪府,藤井寺市,20190421.0,2019.0,4.0,21.0,20190414.0,51.88,14.0,22.0,1.5714285714285714,53524.0,,,,任期満了,52.03,,,,藤井寺市議会議員選挙（2019年04月21日投票）,1.0,22.0,14.0,1.5714285714285714,0.0,0.0,0.0,0.13636363636363635,0.21428571428571427,0.5,0.5,0.0,0.5714285714285714,0.42857142857142855,0.0,0.5135234051897669,0.48647659481023314,,0.046683945926342445,0.04422514498274847,,27323.0,6.0,53.22727272727273,12.809555446767138,28.0,46.25,56.0,60.75,75.0,52.142857142857146,9.333940699382648,34.0,47.5,54.5,57.75,66.0,,,,,,,,,,,4852.0,,,,,,,,,,,,,6463.0,,,,,,,,,,2530.0,,252.0,,,,,,,,11428.0,,,,,,,,,1798.0,,,,,,,,27323.0,,,,,,,,,,,0.1775793287706328,,,,,,,,,,,,,0.23654064341397357,,,,,,,,,,0.09259598140760532,,0.009222998938623137,,,,,,,,0.41825568202613184,,,,,,,,,0.06580536544303334,,,,,,,,1.0,,,,,,,,,,,0.05919310959021093,,,,,,,,,,,,,0.0788468811379912,,,,,,,,,,0.04629799070380266,,0.009222998938623137,,,,,,,,0.03485464016884432,,,,,,,,,0.06580536544303334,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,1.0,,,,,,,,12.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,3.0,,,,,,,,,,2.0,,0.0,,,,,,,,5.0,,,,,,,,,1.0,,,,,,,
豊中市議会議員補欠選挙（2014年04月20日投票）,豊中市議会議員補欠選挙,大阪府,豊中市,20140420.0,2014.0,4.0,20.0,20140413.0,16.48,1.0,3.0,3.0,,,,,その他,,,,,豊中市議会議員補欠選挙（2014年04月20日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,50066.0,3.0,49.666666666666664,4.027681991198191,44.0,48.0,52.0,52.5,53.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14198.0,,,,,,,,,,8667.0,,,,,,,,,27201.0,,,,,,,,50066.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.283585666919666,,,,,,,,,,0.1731114928294651,,,,,,,,,0.5433028402508688,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.283585666919666,,,,,,,,,,0.1731114928294651,,,,,,,,,0.5433028402508688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,
豊中市議会議員補欠選挙（2018年04月22日投票）,豊中市議会議員補欠選挙,大阪府,豊中市,20180422.0,2018.0,4.0,22.0,20180415.0,36.9,3.0,5.0,1.6666666666666667,,,,,/植田正裕氏、中井源樹氏、山本一徳氏の府議補欠選挙出馬による,16.48,,,,豊中市議会議員補欠選挙（2018年04月22日投票）,1.0,5.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.2,0.3333333333333333,0.0,0.4,0.6,0.0,0.3333333333333333,0.6666666666666666,,0.28304219580691314,0.7169578041930869,,0.14152109790345657,0.23898593473102894,113234.0,3.0,52.8,8.97552226892675,42.0,49.0,50.0,54.0,69.0,51.0,2.160246899469287,49.0,49.5,50.0,52.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,47116.0,,,,,,,,,,,,,,,,,,,,29711.0,,,,,,,,,36407.0,,,,,,,,113234.0,,,,,,,,,,,,,,,,,,,,,,,,0.4160941060105622,,,,,,,,,,,,,,,,,,,,0.26238585583835244,,,,,,,,,0.3215200381510854,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.2080470530052811,,,,,,,,,,,,,,,,,,,,0.13119292791917622,,,,,,,,,0.3215200381510854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,
豊中市議会議員選挙（2003年04月27日投票）,豊中市議会議員選挙,大阪府,豊中市,20030427.0,2003.0,4.0,27.0,20030420.0,37.47,36.0,39.0,1.0833333333333333,308210.0,,,,その他,,,,,豊中市議会議員選挙（2003年04月27日投票）,1.0,39.0,36.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.8461538461538461,0.1282051282051282,0.02564102564102564,0.8611111111111112,0.1111111111111111,0.027777777777777776,0.858290614383718,0.11739525121924484,0.024314134397037154,0.026008806496476303,0.023479050243848967,0.024314134397037154,113760.99,6.0,54.05128205128205,7.513914333605007,34.0,52.0,54.0,57.5,80.0,54.05555555555556,7.549630029362162,34.0,52.0,54.0,57.0,80.0,,,,,,,,,,,,32080.08,,,,,,,,,,,,,,,,,,,,,,18440.0,,,,,,14692.91,,,,35079.0,,2380.0,,,,,,,11089.0,,,,,,,,113760.99,,,,,,,,,,,,0.28199543622115103,,,,,,,,,,,,,,,,,,,,,,0.16209422931358103,,,,,,0.12915596110758176,,,,0.30835702115461544,,0.020921055627240937,,,,,,,0.09747629657582972,,,,,,,,1.0,,,,,,,,,,,,0.028199543622115103,,,,,,,,,,,,,,,,,,,,,,0.02026177866419763,,,,,,0.025831192221516353,,,,0.025696418429551286,,0.020921055627240937,,,,,,,0.03249209885860991,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,5.0,,,,12.0,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,5.0,,,,11.0,,1.0,,,,,,,3.0,,,,,,,
豊中市議会議員選挙（2007年04月22日投票）,豊中市議会議員選挙,大阪府,豊中市,20070422.0,2007.0,4.0,22.0,20070415.0,40.5,36.0,49.0,1.3611111111111112,311058.0,,,2848.0,任期満了,37.47,,,,豊中市議会議員選挙（2007年04月22日投票）,1.0,49.0,36.0,1.3611111111111112,0.0,0.0,0.0,0.20408163265306123,0.19444444444444445,0.5510204081632653,0.42857142857142855,0.02040816326530612,0.6666666666666666,0.3055555555555556,0.027777777777777776,0.6060197619871418,0.3742665293412403,0.019713708671617893,0.02244517636989414,0.017822215682916205,0.019713708671617893,124279.0,6.0,50.83673469387755,11.289053644788778,26.0,44.0,55.0,59.0,68.0,51.5,10.77677544021814,26.0,45.75,55.5,58.25,67.0,,,,,,,,,,,31207.73,,,,,,,,,,,,,,,,,,,,,,,18579.53,,,,,,20441.27,,,,41901.47,,2063.0,,,,,,,10086.0,,,,,,,,124279.0,,,,,,,,,,,0.2511102438867387,,,,,,,,,,,,,,,,,,,,,,,0.14949854762268766,,,,,,0.16447887414607457,,,,0.33715647856838243,,0.016599747342672534,,,,,,,0.0811561084334441,,,,,,,,1.0,,,,,,,,,,,0.02511102438867387,,,,,,,,,,,,,,,,,,,,,,,0.021356935374669667,,,,,,0.027413145691012428,,,,0.01532529448038102,,0.016599747342672534,,,,,,,0.02705203614448137,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,6.0,,,,22.0,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,6.0,,,,9.0,,1.0,,,,,,,3.0,,,,,,,
豊中市議会議員選挙（2011年04月24日投票）,豊中市議会議員選挙,大阪府,豊中市,20110424.0,2011.0,4.0,24.0,20110417.0,39.3,36.0,45.0,1.25,312052.0,,,994.0,任期満了,40.5,,,,豊中市議会議員選挙（2011年04月24日投票）,1.0,45.0,36.0,1.25,0.0,0.0,0.0,0.13333333333333333,0.16666666666666666,0.6444444444444445,0.3111111111111111,0.044444444444444446,0.75,0.2222222222222222,0.027777777777777776,0.7142983312915936,0.25221989537463163,0.033481773333774785,0.024630976941089434,0.01801570681247369,0.016740886666887392,120812.0,7.0,,,,,,,,,,,,,,,,,,,,,5534.0,,,,28776.66,,,,,,,,,,,,,,,,,,,,,,,16387.54,,,,,,17343.0,,,,35406.46,,1937.34,,,,,,,15427.0,,,,,,,,120812.0,,,,,,,0.04580670794291958,,,,0.23819372247789955,,,,,,,,,,,,,,,,,,,,,,,0.13564496904281031,,,,,,0.1435536205012747,,,,0.2930707214515114,,0.016035989802337516,,,,,,,0.1276942687812469,,,,,,,,1.0,,,,,,,0.04580670794291958,,,,0.023819372247789954,,,,,,,,,,,,,,,,,,,,,,,0.019377852720401472,,,,,,0.020507660071610673,,,,0.019538048096767426,,0.016035989802337516,,,,,,,0.031923567195311725,,,,,,,,,,,,,,1.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,7.0,,,,15.0,,1.0,,,,,,,4.0,,,,,,,,,,,,,,1.0,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,6.0,,,,8.0,,1.0,,,,,,,4.0,,,,,,,
豊中市議会議員選挙（2015年04月26日投票）,豊中市議会議員選挙,大阪府,豊中市,20150426.0,2015.0,4.0,26.0,20150419.0,41.59,36.0,42.0,1.1666666666666667,,,,,任期満了,39.3,,,,豊中市議会議員選挙（2015年04月26日投票）,1.0,42.0,36.0,1.1666666666666667,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.30952380952380953,0.023809523809523808,0.7222222222222222,0.25,0.027777777777777776,0.6564961131936335,0.3248303170896577,0.01867356971670866,0.023446289756915484,0.02498694746843521,0.01867356971670866,130184.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,25915.67,,,,,,,,,,,,,29889.71,,,,,,,,,,15512.0,,,,,1006.0,9262.29,,,,29675.0,,2017.33,,,,,,,16906.0,,,,,,,,130184.0,,,,,,,,,,,0.19906954771707736,,,,,,,,,,,,,0.22959587967799422,,,,,,,,,,0.11915442757942604,,,,,0.007727524119707491,0.0711476832790512,,,,0.22794659866035766,,0.015495990290665519,,,,,,,0.12986234867572052,,,,,,,,1.0,,,,,,,,,,,0.022118838635230818,,,,,,,,,,,,,0.057398969919498555,,,,,,,,,,0.019859071263237674,,,,,0.007727524119707491,0.0237158944263504,,,,0.017534353743104435,,0.015495990290665519,,,,,,,0.025972469735144103,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,4.0,,,,,,,,,,6.0,,,,,1.0,3.0,,,,13.0,,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,4.0,,,,,,,,,,6.0,,,,,0.0,3.0,,,,8.0,,1.0,,,,,,,5.0,,,,,,,
