,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_なら分権の会,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_地域政党 やまとの会,得票数_地域政党やまとの会,得票数_奈良維新の会,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_根っこから真改革,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_生駒維新の会,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_なら分権の会,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_地域政党 やまとの会,得票率_地域政党やまとの会,得票率_奈良維新の会,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_根っこから真改革,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_生駒維新の会,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_なら分権の会,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党 やまとの会,一人あたり得票率_地域政党やまとの会,一人あたり得票率_奈良維新の会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_根っこから真改革,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_生駒維新の会,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_なら分権の会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党 やまとの会,立候補者数_地域政党やまとの会,立候補者数_奈良維新の会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_根っこから真改革,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_生駒維新の会,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_なら分権の会,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党 やまとの会,当選者数_地域政党やまとの会,当選者数_奈良維新の会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_根っこから真改革,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_生駒維新の会,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
吉野町議会議員選挙（2013年02月24日投票）,吉野町議会議員選挙,奈良県,吉野町,20130224.0,2013.0,2.0,24.0,20130219.0,,11.0,12.0,1.0909090909090908,7624.0,,,-724.0,任期満了,83.64,,,,吉野町議会議員選挙（2013年02月24日投票）,1.0,12.0,11.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.9166666666666666,0.0,0.08333333333333333,0.9090909090909091,0.0,0.09090909090909091,0.934500086640097,,0.06549991335990296,0.0849545533309179,,0.06549991335990296,5771.0,3.0,58.583333333333336,11.528647892195433,32.0,53.5,60.0,65.5,76.0,57.36363636363637,11.275659442700839,32.0,53.0,60.0,63.5,76.0,,,,,,,,,,531.0,,,,329.0,,,4911.0,,,,,,5771.0,,,,,,,,,,0.09201178305319702,,,,0.05700918385028591,,,0.8509790330965171,,,,,,1.0,,,,,,,,,,0.09201178305319702,,,,0.05700918385028591,,,0.08509790330965171,,,,,,,,,,,,,,,1.0,,,,1.0,,,10.0,,,,,,,,,,,,,,,1.0,,,,1.0,,,9.0,,,,,
吉野町議会議員選挙（2017年02月26日投票）,吉野町議会議員選挙,奈良県,吉野町,20170226.0,2017.0,2.0,26.0,20170221.0,79.36,10.0,13.0,1.3,6925.0,,,-699.0,任期満了,,,,,吉野町議会議員選挙（2017年02月26日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.7692307692307693,0.23076923076923078,0.0,0.7,0.3,0.0,0.7726981061247215,0.22730189387527852,,0.07726981061247215,0.07576729795842617,,5452.999,4.0,56.30769230769231,11.275464277561088,36.0,48.0,58.0,64.0,71.0,57.7,10.844814429025515,39.0,50.25,61.0,65.5,71.0,,,,,,,,,,368.0,,,,,320.0,,4318.477,,,,,446.522,5452.999,,,,,,,,,,0.06748580001573447,,,,,0.05868330436150823,,0.7919453130286656,,,,,0.0818855825940918,1.0,,,,,,,,,,0.06748580001573447,,,,,0.05868330436150823,,0.07919453130286655,,,,,0.0818855825940918,,,,,,,,,,1.0,,,,,1.0,,10.0,,,,,1.0,,,,,,,,,,1.0,,,,,0.0,,8.0,,,,,1.0
吉野町議会議員選挙（2021年02月21日投票）,吉野町議会議員選挙,奈良県,吉野町,20210221.0,2021.0,2.0,21.0,20210216.0,77.87,9.0,10.0,1.1111111111111112,6078.0,2745.0,3333.0,-847.0,任期満了,79.36,,,,吉野町議会議員選挙（2021年02月21日投票）,1.0,10.0,9.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.1,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7236870310825295,0.13440514469453377,0.14190782422293677,0.10338386158321851,0.06720257234726688,0.14190782422293677,4665.0,1.0,61.2,10.097524449091472,43.0,58.25,61.5,69.5,75.0,60.111111111111114,10.071350394333031,43.0,58.0,61.0,68.0,75.0,,,,,,,,,,,,,,,,,4665.0,,,,,,4665.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,
大和郡山市議会議員補欠選挙（2005年06月12日投票）,大和郡山市議会議員補欠選挙,奈良県,大和郡山市,20050612.0,2005.0,6.0,12.0,20050605.0,,1.0,3.0,3.0,74854.0,,,,任期満了,,,,,大和郡山市議会議員補欠選挙（2005年06月12日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,23606.0,3.0,,,,,,,,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,,,5901.0,,,,7172.0,,,10533.0,,,,,,23606.0,,,,,,,,,,0.24997881894433618,,,,0.3038210624417521,,,0.44620011861391173,,,,,,1.0,,,,,,,,,,0.24997881894433618,,,,0.3038210624417521,,,0.44620011861391173,,,,,,,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,,,0.0,,,,0.0,,,1.0,,,,,
大和郡山市議会議員補欠選挙（2013年06月16日投票）,大和郡山市議会議員補欠選挙,奈良県,大和郡山市,20130616.0,2013.0,6.0,16.0,20130609.0,39.04,1.0,2.0,2.0,,,,,その他,,,,,大和郡山市議会議員補欠選挙（2013年06月16日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.4649668062074506,0.5350331937925493,,0.4649668062074506,0.5350331937925493,23649.0,2.0,59.5,7.5,52.0,55.75,59.5,63.25,67.0,67.0,0.0,67.0,67.0,67.0,67.0,67.0,,,,,,10996.0,,,,,,,,,,,12653.0,,,,,,23649.0,,,,,,0.4649668062074506,,,,,,,,,,,0.5350331937925493,,,,,,1.0,,,,,,0.4649668062074506,,,,,,,,,,,0.5350331937925493,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,0.0,,,,,,,,,,,1.0,,,,,
大和郡山市議会議員選挙（2003年04月27日投票）,大和郡山市議会議員選挙,奈良県,大和郡山市,20030427.0,2003.0,4.0,27.0,20030420.0,58.29,24.0,30.0,1.25,74857.0,,,,任期満了,,,,,大和郡山市議会議員選挙（2003年04月27日投票）,1.0,30.0,24.0,1.25,0.0,0.0,0.0,0.03333333333333333,0.041666666666666664,0.7,0.3,0.0,0.75,0.25,0.0,0.7058111661895785,0.2941888338104215,,0.03361005553283707,0.032687648201157944,,42969.0,4.0,56.233333333333334,8.305353026144578,39.0,50.0,57.0,60.75,75.0,55.375,8.44498125121266,39.0,50.0,56.0,59.25,75.0,,,,5365.0,,,,,,5901.0,,,,2056.1,,,29646.9,,,,,,42969.0,,,,0.1248574553748051,,,,,,0.13733156461635132,,,,0.047850776140938814,,,0.6899602038679048,,,,,,1.0,,,,0.0416191517916017,,,,,,0.027466312923270265,,,,0.047850776140938814,,,0.03285524780323356,,,,,,,,,3.0,,,,,,5.0,,,,1.0,,,21.0,,,,,,,,,3.0,,,,,,3.0,,,,1.0,,,17.0,,,,,
大和郡山市議会議員選挙（2007年04月22日投票）,大和郡山市議会議員選挙,奈良県,大和郡山市,20070422.0,2007.0,4.0,22.0,20070415.0,54.52,24.0,26.0,1.0833333333333333,74922.0,,,65.0,任期満了,58.29,,,,大和郡山市議会議員選挙（2007年04月22日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.038461538461538464,0.041666666666666664,0.6923076923076923,0.2692307692307692,0.038461538461538464,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.6759966769169724,0.2915908640015872,0.03241245908144033,0.0375553709398318,0.04165583771451246,0.03241245908144033,40324.0,4.0,55.88461538461539,9.672828410938326,33.0,53.25,56.5,61.75,75.0,55.75,10.005206977702494,33.0,52.25,56.5,62.0,75.0,,,,6044.0,,,,,,5717.0,,,,2651.89,,,25911.11,,,,,,40324.0,,,,0.14988592401547465,,,,,,0.1417766094633469,,,,0.06576455708759052,,,0.6425729094335879,,,,,,1.0,,,,0.04996197467182489,,,,,,0.03544415236583672,,,,0.06576455708759052,,,0.03569849496853266,,,,,,,,,3.0,,,,,,4.0,,,,1.0,,,18.0,,,,,,,,,3.0,,,,,,4.0,,,,1.0,,,16.0,,,,,
大和郡山市議会議員選挙（2011年04月24日投票）,大和郡山市議会議員選挙,奈良県,大和郡山市,20110424.0,2011.0,4.0,24.0,20110417.0,51.11,24.0,26.0,1.0833333333333333,73207.0,,,-1715.0,任期満了,54.52,,,,大和郡山市議会議員選挙（2011年04月24日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.7692307692307693,0.19230769230769232,0.038461538461538464,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.7977912245950126,0.16272759341166254,0.03948118199332483,0.03988956122975063,0.032545518682332505,0.03948118199332483,36853.0,4.0,,,,,,,,,,,,,,,,,,5611.0,,,,,,4242.0,,,,4152.14,,,22847.86,,,,,,36853.0,,,,0.1522535478794128,,,,,,0.11510596152280683,,,,0.11266762543076549,,,0.6199728651670149,,,,,,1.0,,,,0.050751182626470936,,,,,,0.028776490380701708,,,,0.05633381271538274,,,0.03646899206864793,,,,,,,,,3.0,,,,,,4.0,,,,2.0,,,17.0,,,,,,,,,3.0,,,,,,4.0,,,,2.0,,,15.0,,,,,
大和郡山市議会議員選挙（2015年04月26日投票）,大和郡山市議会議員選挙,奈良県,大和郡山市,20150426.0,2015.0,4.0,26.0,20150419.0,50.3,22.0,29.0,1.318181818181818,,,,,任期満了,51.11,,,,大和郡山市議会議員選挙（2015年04月26日投票）,1.0,29.0,22.0,1.3181818181818181,0.0,0.0,0.0,0.13793103448275862,0.13636363636363635,0.6206896551724138,0.3448275862068966,0.034482758620689655,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.7145413369866078,0.16305533033242933,0.1224033326809629,0.03969674094370043,0.016305533033242933,0.1224033326809629,35767.0,6.0,56.37931034482759,12.335577347246176,29.0,52.0,59.0,65.0,73.0,56.36363636363637,12.197412000261869,29.0,52.25,59.0,64.75,73.0,,,,5409.0,,,369.0,,,3873.0,,,,3927.0,,,17811.0,,,,4378.0,,35767.0,,,,0.15122878631140438,,,0.010316772443872843,,,0.10828417256129952,,,,0.10979394413845164,,,0.49797299186400873,,,,0.1224033326809629,,1.0,,,,0.050409595437134795,,,0.010316772443872843,,,0.02707104314032488,,,,0.05489697206922582,,,0.02766516621466715,,,,0.1224033326809629,,,,,3.0,,,1.0,,,4.0,,,,2.0,,,18.0,,,,1.0,,,,,3.0,,,0.0,,,4.0,,,,2.0,,,12.0,,,,1.0,
大和郡山市議会議員選挙（2019年04月21日投票）,大和郡山市議会議員選挙,奈良県,大和郡山市,20190421.0,2019.0,4.0,21.0,20190414.0,48.09,20.0,26.0,1.3,72521.0,,,,任期満了,50.3,,,,大和郡山市議会議員選挙（2019年04月21日投票）,1.0,26.0,20.0,1.3,0.0,0.0,0.0,0.11538461538461539,0.1,0.7307692307692307,0.23076923076923078,0.038461538461538464,0.85,0.15,0.0,0.8043011376828418,0.1891397724634316,0.006559089853726492,0.04233163882541273,0.03152329541057194,0.006559089853726492,34456.0,5.0,59.03846153846154,12.915347963479398,32.0,51.25,61.5,68.75,77.0,60.1,12.161003248087717,33.0,54.75,61.5,68.5,77.0,,,,5408.0,4279.0,,,,,3060.0,5322.0,,,,,,16387.0,,,,,,34456.0,,,,0.15695379614580915,0.12418736939865335,,,,,0.08880891571859763,0.1544578592988159,,,,,,0.475592059438124,,,,,,1.0,,,,0.05231793204860305,0.041395789799551115,,,,,0.029602971906199208,0.07722892964940795,,,,,,0.03170613729587493,,,,,,,,,3.0,3.0,,,,,3.0,2.0,,,,,,15.0,,,,,,,,,3.0,2.0,,,,,3.0,2.0,,,,,,10.0,,,,,
大和高田市議会議員選挙（2003年04月27日投票）,大和高田市議会議員選挙,奈良県,大和高田市,20030427.0,2003.0,4.0,27.0,20030420.0,64.79,20.0,23.0,1.15,58413.0,,,,任期満了,,,,,大和高田市議会議員選挙（2003年04月27日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.17391304347826086,0.15,0.5652173913043478,0.34782608695652173,0.08695652173913043,0.65,0.25,0.1,0.5994087013127916,0.3136324183573831,0.08695888032982532,0.046108361639445504,0.039204052294672886,0.04347944016491266,36868.0,4.0,54.52173913043478,10.349835391328657,31.0,50.5,55.0,63.0,75.0,54.15,10.909972502256824,31.0,49.75,55.0,63.0,75.0,,,,5872.39,,,,,,4702.0,,,,,,,25112.61,,,,,1181.0,36868.0,,,,0.1592814907236628,,,,,,0.1275360746446783,,,,,,,0.6811492351090377,,,,,0.03203319952262124,1.0,,,,0.053093830241220934,,,,,,0.04251202488155944,,,,,,,0.042571827194314855,,,,,0.03203319952262124,,,,3.0,,,,,,3.0,,,,,,,16.0,,,,,1.0,,,,3.0,,,,,,2.0,,,,,,,14.0,,,,,1.0
大和高田市議会議員選挙（2007年04月22日投票）,大和高田市議会議員選挙,奈良県,大和高田市,20070422.0,2007.0,4.0,22.0,20070415.0,62.61,18.0,25.0,1.3888888888888888,56936.0,,,-1477.0,任期満了,64.79,,,,大和高田市議会議員選挙（2007年04月22日投票）,1.0,25.0,18.0,1.3888888888888888,0.0,0.0,0.0,0.2,0.16666666666666666,0.72,0.2,0.08,0.8333333333333334,0.05555555555555555,0.1111111111111111,0.777460493721705,0.14839583155377123,0.0741436747245238,0.043192249651205834,0.029679166310754245,0.0370718373622619,35121.0,4.0,55.36,10.650370885560747,33.0,49.0,58.0,65.0,70.0,55.5,9.973576200251454,35.0,50.0,58.0,63.75,69.0,,,,5566.89,,,,,,4433.63,,,,,,,23910.48,,,,,1210.0,35121.0,,,,0.15850602203809688,,,,,,0.1262387175763788,,,,,,,0.6808029384129154,,,,,0.03445232197260898,1.0,,,,0.05283534067936563,,,,,,0.0420795725254596,,,,,,,0.03782238546738419,,,,,0.03445232197260898,,,,3.0,,,,,,3.0,,,,,,,18.0,,,,,1.0,,,,3.0,,,,,,3.0,,,,,,,12.0,,,,,0.0
大和高田市議会議員選挙（2011年04月24日投票）,大和高田市議会議員選挙,奈良県,大和高田市,20110424.0,2011.0,4.0,24.0,20110417.0,60.08,18.0,22.0,1.2222222222222223,56677.0,,,-259.0,任期満了,62.61,,,,大和高田市議会議員選挙（2011年04月24日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.18181818181818182,0.16666666666666666,0.5909090909090909,0.3181818181818182,0.09090909090909091,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.6276008874497812,0.2984349703184026,0.07396414223181627,0.04827699134229086,0.04263356718834323,0.036982071115908136,33354.0,4.0,,,,,,,,,,,,,,,,,,5481.0,,,,,,4102.0,,,,1879.0,,,21892.0,,,,,,33354.0,,,,0.164328116567728,,,,,,0.12298375007495353,,,,0.056335072255201776,,,0.6563530611021167,,,,,,1.0,,,,0.054776038855909336,,,,,,0.04099458335831784,,,,0.056335072255201776,,,0.04375687074014111,,,,,,,,,3.0,,,,,,3.0,,,,1.0,,,15.0,,,,,,,,,3.0,,,,,,2.0,,,,1.0,,,12.0,,,,,
大和高田市議会議員選挙（2015年04月26日投票）,大和高田市議会議員選挙,奈良県,大和高田市,20150426.0,2015.0,4.0,26.0,20150419.0,57.22,18.0,25.0,1.3888888888888888,,,,,任期満了,60.08,,,,大和高田市議会議員選挙（2015年04月26日投票）,1.0,25.0,18.0,1.3888888888888888,0.0,0.0,0.0,0.08,0.1111111111111111,0.56,0.44,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5947137961670262,0.4052862038329737,,0.0424795568690733,0.03684420034845216,,31516.0,5.0,,,,,,,,,,,,,,,,,,5289.0,,,,,,3289.0,,,,1461.0,,,19497.0,,,,1980.0,,31516.0,,,,0.16781952024368574,,,,,,0.10435969031602996,,,,0.04635740576215256,,,0.6186381520497525,,,,0.06282523162837923,,1.0,,,,0.05593984008122858,,,,,,0.03478656343867665,,,,0.04635740576215256,,,0.03639047953233838,,,,0.06282523162837923,,,,,3.0,,,,,,3.0,,,,1.0,,,17.0,,,,1.0,,,,,3.0,,,,,,2.0,,,,1.0,,,11.0,,,,1.0,
大和高田市議会議員選挙（2019年04月21日投票）,大和高田市議会議員選挙,奈良県,大和高田市,20190421.0,2019.0,4.0,21.0,20190414.0,48.01,17.0,18.0,1.0588235294117647,55773.0,,,,任期満了,57.22,,,,大和高田市議会議員選挙（2019年04月21日投票）,1.0,18.0,17.0,1.0588235294117647,0.0,0.0,0.0,0.05555555555555555,0.058823529411764705,,,,,,,,,,,,,26319.999000000003,5.0,55.72222222222222,10.186077401998581,40.0,49.75,55.0,58.0,80.0,54.294117647058826,8.55270652643569,40.0,49.0,55.0,58.0,71.0,,,,5210.0,1389.0,,,,,3917.0,1969.0,,,,,,13834.999,,,,,,26319.999,,,,0.19794833578831064,0.05277355823607744,,,,,0.1488221941041867,0.07481003323746327,,,,,,0.525645878633962,,,,,,1.0,,,,0.06598277859610355,0.05277355823607744,,,,,0.049607398034728904,0.07481003323746327,,,,,,0.0525645878633962,,,,,,,,,3.0,1.0,,,,,3.0,1.0,,,,,,10.0,,,,,,,,,3.0,1.0,,,,,3.0,1.0,,,,,,9.0,,,,,
大淀町議会議員選挙（2003年04月27日投票）,大淀町議会議員選挙,奈良県,大淀町,20030427.0,2003.0,4.0,27.0,20030422.0,80.76,16.0,17.0,1.0625,16428.0,,,,任期満了,,,,,大淀町議会議員選挙（2003年04月27日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.7058823529411765,0.17647058823529413,0.11764705882352941,0.6875,0.1875,0.125,0.7143513554908868,0.15017613723387963,0.13547250727523358,0.059529279624240566,0.050058712411293206,0.06773625363761679,13058.0,4.0,,,,,,,,,,,,,,,,,,1482.0,,,,,,1400.0,,,,1411.0,,,8765.0,,,,,,13058.0,,,,0.11349364374329912,,,,,,0.10721396844846072,,,,0.10805636391484148,,,0.6712360238933986,,,,,,1.0,,,,0.05674682187164956,,,,,,0.05360698422423036,,,,0.10805636391484148,,,0.05593633532444989,,,,,,,,,2.0,,,,,,2.0,,,,1.0,,,12.0,,,,,,,,,2.0,,,,,,1.0,,,,1.0,,,12.0,,,,,
大淀町議会議員選挙（2007年04月22日投票）,大淀町議会議員選挙,奈良県,大淀町,20070422.0,2007.0,4.0,22.0,20070417.0,75.8,12.0,14.0,1.1666666666666667,16201.0,,,-227.0,任期満了,80.76,,,,大淀町議会議員選挙（2007年04月22日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.7857142857142857,0.07142857142857142,0.14285714285714285,0.9166666666666666,0.0,0.08333333333333333,0.8139880952380952,0.04431216931216931,0.14169973544973544,0.07399891774891774,0.04431216931216931,0.07084986772486772,12096.0,3.0,62.642857142857146,6.251938474895411,55.0,58.25,60.5,67.0,77.0,62.25,6.469479628738826,55.0,57.75,59.5,65.0,77.0,,,,1246.0,,,,,,2083.0,,,,,,,8767.0,,,,,,12096.0,,,,0.10300925925925926,,,,,,0.17220568783068782,,,,,,,0.7247850529100529,,,,,,1.0,,,,0.10300925925925926,,,,,,0.08610284391534391,,,,,,,0.06588955026455026,,,,,,,,,1.0,,,,,,2.0,,,,,,,11.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,9.0,,,,,
大淀町議会議員選挙（2011年04月24日投票）,大淀町議会議員選挙,奈良県,大淀町,20110424.0,2011.0,4.0,24.0,20110419.0,72.34,12.0,13.0,1.0833333333333333,15902.0,,,-299.0,任期満了,75.8,,,,大淀町議会議員選挙（2011年04月24日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.6923076923076923,0.3076923076923077,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6633768064857244,0.33662319351427566,,0.07370853405396938,0.08415579837856892,,11348.0,3.0,61.30769230769231,4.083449058457538,50.0,61.0,62.0,63.0,68.0,61.5,4.193248541803041,50.0,61.0,62.0,63.25,68.0,,,,1491.0,,,,,,1220.0,,,,,,,8637.0,,,,,,11348.0,,,,0.1313887909763835,,,,,,0.1075079309129362,,,,,,,0.7611032781106803,,,,,,1.0,,,,0.1313887909763835,,,,,,0.1075079309129362,,,,,,,0.06919120710097094,,,,,,,,,1.0,,,,,,1.0,,,,,,,11.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,10.0,,,,,
大淀町議会議員選挙（2015年04月26日投票）,大淀町議会議員選挙,奈良県,大淀町,20150426.0,2015.0,4.0,26.0,20150421.0,69.8,12.0,14.0,1.1666666666666667,,,,,任期満了,72.34,,,,大淀町議会議員選挙（2015年04月26日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.14285714285714285,0.16666666666666666,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6666666666666666,0.25,0.08333333333333333,0.7097080916611201,0.2524484168489113,0.03784349148996862,0.07885645462901335,0.06311210421222782,0.03784349148996862,10517.0,4.0,63.42857142857143,4.065785563073631,54.0,62.0,65.0,66.0,69.0,63.25,4.245095208983343,54.0,61.75,65.0,66.0,69.0,,,,1506.0,,,,,,1112.0,,,,,,,5129.0,,,,,2770.0,10517.0,,,,0.14319672910525816,,,,,,0.10573357421317867,,,,,,,0.48768660264333935,,,,,0.26338309403822385,1.0,,,,0.14319672910525816,,,,,,0.10573357421317867,,,,,,,0.06096082533041742,,,,,0.06584577350955596,,,,1.0,,,,,,1.0,,,,,,,8.0,,,,,4.0,,,,1.0,,,,,,1.0,,,,,,,7.0,,,,,3.0
大淀町議会議員選挙（2019年04月21日投票）,大淀町議会議員選挙,奈良県,大淀町,20190421.0,2019.0,4.0,21.0,20190416.0,,12.0,13.0,1.0833333333333333,,,,,任期満了,69.8,,,,大淀町議会議員選挙（2019年04月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8621691413815364,0.09382397245534754,0.04400688616311599,0.07837901285286696,0.09382397245534754,0.04400688616311599,9294.0,4.0,65.92307692307692,6.650176845092611,48.0,65.0,69.0,70.0,73.0,65.83333333333333,6.914156170897181,48.0,63.75,69.0,70.25,73.0,,,,1655.0,,,,,,948.0,,,,,,,3878.0,,,,,2813.0,9294.0,,,,0.17807187432752314,,,,,,0.10200129115558425,,,,,,,0.417258446309447,,,,,0.3026683882074457,1.0,,,,0.17807187432752314,,,,,,0.10200129115558425,,,,,,,0.06954307438490782,,,,,0.060533677641489134,,,,1.0,,,,,,1.0,,,,,,,6.0,,,,,5.0,,,,1.0,,,,,,1.0,,,,,,,5.0,,,,,5.0
天川村議会議員選挙（2008年11月30日投票）,天川村議会議員選挙,奈良県,天川村,20081130.0,2008.0,11.0,30.0,20081125.0,無投票,8.0,8.0,1.0,1642.0,,,,任期満了,,,,,天川村議会議員選挙（2008年11月30日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,,,,,,,0.0,1.0,57.875,6.091746465505603,51.0,54.0,56.0,59.5,72.0,57.875,6.091746465505603,51.0,54.0,56.0,59.5,72.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,
天川村議会議員選挙（2012年12月02日投票）,天川村議会議員選挙,奈良県,天川村,20121202.0,2012.0,12.0,2.0,20121127.0,91.45,8.0,10.0,1.25,1486.0,,,-156.0,任期満了,,,,,天川村議会議員選挙（2012年12月02日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0,0.5,0.5,0.0,0.5537435137138621,0.4462564862861379,,0.09229058561897702,0.11156412157153447,,1349.0,1.0,61.8,5.509990925582364,55.0,58.25,60.5,63.5,76.0,60.375,3.119995993587171,55.0,58.0,60.5,62.5,65.0,,,,,,,,,,,,,,,,,1349.0,,,,,,1349.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,
天川村議会議員選挙（2016年11月27日投票）,天川村議会議員選挙,奈良県,天川村,20161127.0,2016.0,11.0,27.0,20161122.0,無投票,8.0,8.0,1.0,,,,,任期満了,91.45,,,,天川村議会議員選挙（2016年11月27日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.125,0.125,0.75,0.125,0.125,,,,,,,0.0,0.0,64.125,3.018174116912409,59.0,62.75,63.5,65.75,69.0,64.125,3.018174116912409,59.0,62.75,63.5,65.75,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
