,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_維新政党・新風,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_維新政党・新風,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政党・新風,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政党・新風,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政党・新風,当選者数_自由民主党
岩出市議会議員選挙（2009年01月25日投票）,岩出市議会議員選挙,和歌山県,岩出市,20090125.0,2009.0,1.0,25.0,20090118.0,54.74,18.0,21.0,1.1666666666666667,39431.0,,,,任期満了,,,,,岩出市議会議員選挙（2009年01月25日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.19047619047619047,0.2222222222222222,0.5238095238095238,0.38095238095238093,0.09523809523809523,0.6111111111111112,0.2777777777777778,0.1111111111111111,0.540935946731689,0.36561005345587544,0.09345399981243553,0.049175995157426274,0.04570125668198443,0.046726999906217766,21326.0,3.0,54.42857142857143,10.00748019553102,30.0,50.0,57.0,61.0,70.0,55.0,8.353309390761112,37.0,50.5,57.0,60.75,70.0,4056.0,,,2073.0,,,,15197.0,,,,,,21326.0,0.1901903779424177,,,0.09720528931820313,,,,0.7126043327393792,,,,,,1.0,0.06339679264747257,,,0.048602644659101565,,,,0.0445377707962112,,,,,,3.0,,,2.0,,,,16.0,,,,,,3.0,,,2.0,,,,13.0,,,,,
岩出市議会議員選挙（2013年01月27日投票）,岩出市議会議員選挙,和歌山県,岩出市,20130127.0,2013.0,1.0,27.0,20130120.0,47.99,16.0,19.0,1.1875,40860.0,,,1429.0,任期満了,54.74,,,,岩出市議会議員選挙（2013年01月27日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.15789473684210525,0.1875,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.8125,0.125,0.0625,0.7773701885817618,0.17029191423404805,0.05233789718419013,0.055526442041554415,0.04257297855851201,0.05233789718419013,19355.0,3.0,56.31578947368421,8.814178957368677,34.0,53.0,58.0,62.5,68.0,57.4375,7.648273906575261,41.0,53.5,59.0,64.25,68.0,4003.0,,,2048.0,,,,13304.0,,,,,,19355.0,0.20681994316714028,,,0.10581245156290364,,,,0.6873676052699561,,,,,,1.0,0.06893998105571343,,,0.05290622578145182,,,,0.04909768609071115,,,,,,3.0,,,2.0,,,,14.0,,,,,,3.0,,,2.0,,,,11.0,,,,,
岩出市議会議員選挙（2017年01月29日投票）,岩出市議会議員選挙,和歌山県,岩出市,20170129.0,2017.0,1.0,29.0,20170122.0,44.26,16.0,17.0,1.0625,43321.0,,,2461.0,任期満了,47.99,,,,岩出市議会議員選挙（2017年01月29日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.17647058823529413,0.1875,0.7647058823529411,0.17647058823529413,0.058823529411764705,0.8125,0.125,0.0625,0.7500793231094659,0.19465891062929666,0.05526176626123744,0.05769840946995892,0.06488630354309889,0.05526176626123744,18910.0,3.0,59.705882352941174,7.857291150355401,45.0,56.0,62.0,65.0,72.0,59.6875,8.098755691462733,45.0,54.75,62.0,65.0,72.0,3977.0,,,1913.0,,,,13020.0,,,,,,18910.0,0.21031200423056584,,,0.10116340560549973,,,,0.6885245901639344,,,,,,1.0,0.07010400141018862,,,0.050581702802749866,,,,0.05737704918032787,,,,,,3.0,,,2.0,,,,12.0,,,,,,3.0,,,2.0,,,,11.0,,,,,
岩出市議会議員選挙（2021年01月31日投票）,岩出市議会議員選挙,和歌山県,岩出市,20210131.0,2021.0,1.0,31.0,20210124.0,無投票,14.0,14.0,1.0,,,,,任期満了,44.26,,,,岩出市議会議員選挙（2021年01月31日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.21428571428571427,0.21428571428571427,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,,,,,,,0.0,3.0,60.357142857142854,8.24280762550118,48.0,53.5,61.0,66.0,76.0,60.357142857142854,8.24280762550118,48.0,53.5,61.0,66.0,76.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,2.0,,,,9.0,,,,,,3.0,,,2.0,,,,9.0,,,,,
広川町議会議員補欠選挙（2005年09月11日投票）,広川町議会議員補欠選挙,和歌山県,広川町,20050911.0,2005.0,9.0,11.0,20050906.0,無投票,2.0,2.0,1.0,6595.0,,,,その他,,,,,広川町議会議員補欠選挙（2005年09月11日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,1.0,52.0,4.0,48.0,50.0,52.0,54.0,56.0,52.0,4.0,48.0,50.0,52.0,54.0,56.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,,
広川町議会議員選挙（1999年09月19日投票）,広川町議会議員選挙,和歌山県,広川町,19990919.0,1999.0,9.0,19.0,19990914.0,88.9,14.0,17.0,1.2142857142857142,6576.0,,,,任期満了,,,,,広川町議会議員選挙（1999年09月19日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.8823529411764706,0.11764705882352941,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8630397236614853,0.13696027633851468,,0.05753598157743235,0.06848013816925734,,5790.0,2.0,59.35294117647059,9.881302465176567,40.0,54.0,60.0,65.0,74.0,56.785714285714285,8.841287652086589,40.0,53.25,57.5,62.75,73.0,,,,330.0,,,,5460.0,,,,,,5790.0,,,,0.05699481865284974,,,,0.9430051813471503,,,,,,1.0,,,,0.05699481865284974,,,,0.05893782383419689,,,,,,,,,1.0,,,,16.0,,,,,,,,,1.0,,,,13.0,,,,,
広川町議会議員選挙（2003年09月21日投票）,広川町議会議員選挙,和歌山県,広川町,20030921.0,2003.0,9.0,21.0,20030916.0,83.54,14.0,15.0,1.0714285714285714,6567.0,,,-9.0,任期満了,88.9,,,,広川町議会議員選挙（2003年09月21日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.7333333333333333,0.26666666666666666,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7318827217407339,0.26811727825926607,,0.06653479288552126,0.06702931956481652,,5423.0,2.0,57.06666666666667,9.029334908446407,37.0,51.0,60.0,63.5,69.0,57.857142857142854,8.830605406014625,37.0,52.5,60.5,63.75,69.0,,,,325.0,,,,5098.0,,,,,,5423.0,,,,0.0599299280840863,,,,0.9400700719159137,,,,,,1.0,,,,0.0599299280840863,,,,0.06714786227970812,,,,,,,,,1.0,,,,14.0,,,,,,,,,1.0,,,,13.0,,,,,
広川町議会議員選挙（2007年09月16日投票）,広川町議会議員選挙,和歌山県,広川町,20070916.0,2007.0,9.0,16.0,20070911.0,82.88,12.0,15.0,1.25,6468.0,,,-99.0,任期満了,83.54,,,,広川町議会議員選挙（2007年09月16日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.0,0.8666666666666667,0.13333333333333333,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8312935417058934,0.16870645829410658,,0.0639456570542995,0.08435322914705329,,5311.0,1.0,57.333333333333336,10.66249918587987,31.0,52.5,60.0,65.5,71.0,59.5,10.5,31.0,57.25,62.5,66.25,71.0,,,,,,,,5311.0,,,,,,5311.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.06666666666666667,,,,,,,,,,,,,15.0,,,,,,,,,,,,,12.0,,,,,
広川町議会議員選挙（2011年09月18日投票）,広川町議会議員選挙,和歌山県,広川町,20110918.0,2011.0,9.0,18.0,20110913.0,無投票,10.0,10.0,1.0,6369.0,,,-99.0,任期満了,82.88,,,,広川町議会議員選挙（2011年09月18日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,1.0,60.8,11.320777358467925,35.0,53.5,65.0,69.75,72.0,60.8,11.320777358467925,35.0,53.5,65.0,69.75,72.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,10.0,,,,,
広川町議会議員選挙（2015年09月13日投票）,広川町議会議員選挙,和歌山県,広川町,20150913.0,2015.0,9.0,13.0,20150908.0,,10.0,11.0,1.1,,,,,任期満了,,,,,広川町議会議員選挙（2015年09月13日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.7272727272727273,0.2727272727272727,0.0,0.7,0.3,0.0,0.652228763666947,0.347771236333053,,0.08152859545836838,0.11592374544435101,,4756.0,2.0,58.90909090909091,12.026142323020865,39.0,52.0,58.0,69.0,76.0,59.2,12.576167937809991,39.0,50.5,60.0,70.5,76.0,,,,,,,,4282.0,,,,,474.0,4756.0,,,,,,,,0.900336417157275,,,,,0.09966358284272497,1.0,,,,,,,,0.0900336417157275,,,,,0.09966358284272497,,,,,,,,10.0,,,,,1.0,,,,,,,,9.0,,,,,1.0
広川町議会議員選挙（2019年09月08日投票）,広川町議会議員選挙,和歌山県,広川町,20190908.0,2019.0,9.0,8.0,20190903.0,無投票,10.0,10.0,1.0,,,,,任期満了,,,,,広川町議会議員選挙（2019年09月08日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.7,0.3,0.0,0.7,0.3,0.0,,,,,,,0.0,1.0,59.4,11.235657524150511,43.0,51.5,60.0,65.0,78.0,59.4,11.235657524150511,43.0,51.5,60.0,65.0,78.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,10.0,,,,,
御坊市議会議員選挙（1999年01月24日投票）,御坊市議会議員選挙,和歌山県,御坊市,19990124.0,1999.0,1.0,24.0,19990117.0,86.08,18.0,20.0,1.1111111111111112,21793.0,,,,任期満了,,,,,御坊市議会議員選挙（1999年01月24日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.05,0.05555555555555555,0.95,0.0,0.05,1.0,0.0,0.0,0.9632578406584539,,0.03674215934154607,0.05069778108728704,,0.03674215934154607,18589.0,4.0,53.05,8.709047020196872,38.0,47.25,52.5,57.25,74.0,53.22222222222222,9.162456945817024,38.0,45.75,54.0,57.75,74.0,931.0,,,1774.0,,,,15055.0,,,,,829.0,18589.0,0.050083382645650654,,,0.09543278282855452,,,,0.8098875679165097,,,,,0.04459626660928506,1.0,0.050083382645650654,,,0.04771639141427726,,,,0.05061797299478186,,,,,0.04459626660928506,1.0,,,2.0,,,,16.0,,,,,1.0,1.0,,,2.0,,,,14.0,,,,,1.0
御坊市議会議員選挙（2003年01月19日投票）,御坊市議会議員選挙,和歌山県,御坊市,20030119.0,2003.0,1.0,19.0,20030112.0,83.24,16.0,18.0,1.125,21759.0,,,-34.0,任期満了,86.08,,,,御坊市議会議員選挙（2003年01月19日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.8125,0.125,0.0625,0.7957584914106653,0.13938783504000896,0.06485367354932572,0.056839892243618954,0.046462611680002985,0.06485367354932572,17871.0,4.0,56.44444444444444,9.804886662737914,39.0,49.75,56.0,60.0,78.0,56.125,10.34936592260608,39.0,48.75,54.0,61.75,78.0,1408.0,,,1712.0,,,,13984.0,,,,,767.0,17871.0,0.07878686139555705,,,0.09579766101505231,,,,0.7824967824967825,,,,,0.042918695092608136,1.0,0.07878686139555705,,,0.047898830507526156,,,,0.05589262732119875,,,,,0.042918695092608136,1.0,,,2.0,,,,14.0,,,,,1.0,1.0,,,2.0,,,,12.0,,,,,1.0
御坊市議会議員選挙（2007年01月21日投票）,御坊市議会議員選挙,和歌山県,御坊市,20070121.0,2007.0,1.0,21.0,20070114.0,80.23,16.0,17.0,1.0625,17156.0,,,-4603.0,任期満了,83.24,,,,御坊市議会議員選挙（2007年01月21日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.11764705882352941,0.07142857142857142,0.6470588235294118,0.35294117647058826,0.0,0.6428571428571429,0.35714285714285715,0.0,0.6622177633520213,0.3377822366479788,,0.06020161485018376,0.0562970394413298,,16945.0,3.0,56.11764705882353,10.725902418862571,32.0,51.0,56.0,61.0,75.0,56.357142857142854,10.971437872019866,32.0,51.25,55.0,61.0,75.0,1273.72,,,2845.0,,,,12826.279999999999,,,,,,16945.0,0.07516789613455296,,,0.16789613455296548,,,,0.7569359693124815,,,,,,1.0,0.07516789613455296,,,0.055965378184321825,,,,0.05822584379326781,,,,,,1.0,,,3.0,,,,13.0,,,,,,1.0,,,3.0,,,,10.0,,,,,
御坊市議会議員選挙（2011年01月23日投票）,御坊市議会議員選挙,和歌山県,御坊市,20110123.0,2011.0,1.0,23.0,20110116.0,105.21,14.0,17.0,1.2142857142857142,16307.0,,,-849.0,任期満了,80.23,,,,御坊市議会議員選挙（2011年01月23日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.7142857142857143,0.2857142857142857,0.0,0.6664603960396039,0.2962252475247525,0.03731435643564356,0.060587308730873084,0.0592450495049505,0.03731435643564356,16160.0,4.0,,,,,,,,,,,,,,,1118.43,,,2534.0,,,,8678.0,,,,,3829.57,16160.0,0.06920977722772277,,,0.1568069306930693,,,,0.5370049504950495,,,,,0.23697834158415843,1.0,0.06920977722772277,,,0.05226897689768977,,,,0.05966721672167216,,,,,0.059244585396039606,1.0,,,3.0,,,,9.0,,,,,4.0,1.0,,,2.0,,,,7.0,,,,,4.0
御坊市議会議員選挙（2015年01月18日投票）,御坊市議会議員選挙,和歌山県,御坊市,20150118.0,2015.0,1.0,18.0,20150111.0,76.47,14.0,18.0,1.2857142857142858,20226.0,,,3919.0,任期満了,105.21,,,,御坊市議会議員選挙（2015年01月18日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8101372474241169,0.18986275257588314,,0.057866946244579776,0.047465688143970786,,15286.99,4.0,57.77777777777778,11.35074914588634,37.0,51.75,59.0,64.0,80.0,54.92857142857143,9.437495776455334,37.0,48.0,58.0,63.5,65.0,861.42,,,2035.0,,,,7574.43,,,,,4816.14,15286.990000000002,0.05634987659441132,,,0.13311973122243162,,,,0.49548210602610454,,,,,0.3150482861570525,1.0,0.05634987659441132,,,0.06655986561121581,,,,0.04954821060261046,,,,,0.0630096572314105,1.0,,,2.0,,,,10.0,,,,,5.0,1.0,,,2.0,,,,6.0,,,,,5.0
御坊市議会議員選挙（2019年01月20日投票）,御坊市議会議員選挙,和歌山県,御坊市,20190120.0,2019.0,1.0,20.0,20190113.0,71.34,14.0,16.0,1.1428571428571428,,,,,任期満了,76.47,,,,御坊市議会議員選挙（2019年01月20日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.07142857142857142,0.75,0.25,0.0,0.8571428571428571,0.14285714285714285,0.0,0.7870819919055191,0.2129180080944809,,0.0655901659921266,0.05322950202362022,,13949.999,4.0,56.875,8.823795951856548,41.0,50.0,58.0,65.25,69.0,57.0,9.396047801374484,41.0,48.0,59.0,65.75,69.0,1073.0,,,1449.0,,,,8982.206,,,,,2445.793,13949.999,0.0769175682378185,,,0.10387097518788353,,,,0.643885780923712,,,,,0.17532567565058607,1.0,0.0769175682378185,,,0.051935487593941766,,,,0.0643885780923712,,,,,0.05844189188352869,1.0,,,2.0,,,,10.0,,,,,3.0,1.0,,,2.0,,,,8.0,,,,,3.0
新宮市議会議員補欠選挙（2013年10月27日投票）,新宮市議会議員補欠選挙,和歌山県,新宮市,20131027.0,2013.0,10.0,27.0,20131020.0,68.99,1.0,2.0,2.0,,,,,その他,,,,,新宮市議会議員補欠選挙（2013年10月27日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,16191.0,1.0,52.5,5.5,47.0,49.75,52.5,55.25,58.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,,,,,,,,16191.0,,,,,,16191.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,
新宮市議会議員選挙（1999年04月25日投票）,新宮市議会議員選挙,和歌山県,新宮市,19990425.0,1999.0,4.0,25.0,19990418.0,86.97,19.0,24.0,1.263157894736842,26404.0,,,,任期満了,,,,,新宮市議会議員選挙（1999年04月25日投票）,1.0,24.0,19.0,1.263157894736842,0.0,0.0,0.0,0.0,0.0,0.5416666666666666,0.4166666666666667,0.041666666666666664,0.5263157894736842,0.47368421052631576,0.0,0.5055159590951348,0.4800522378148656,0.014431803089999558,0.03888584300731806,0.04800522378148656,0.014431803089999558,22589.0,3.0,52.5,12.446552400832395,32.0,41.75,51.5,62.5,78.0,51.21052631578947,13.209163276295506,32.0,41.0,51.0,63.0,78.0,2203.0,,,1772.0,,,,18614.0,,,,,,22589.0,0.09752534419407677,,,0.07844526096772765,,,,0.8240293948381956,,,,,,1.0,0.048762672097038384,,,0.039222630483863825,,,,0.04120146974190978,,,,,,2.0,,,2.0,,,,20.0,,,,,,2.0,,,2.0,,,,15.0,,,,,
新宮市議会議員選挙（2003年04月27日投票）,新宮市議会議員選挙,和歌山県,新宮市,20030427.0,2003.0,4.0,27.0,20030420.0,80.22,16.0,17.0,1.0625,25980.0,,,-424.0,任期満了,86.97,,,,新宮市議会議員選挙（2003年04月27日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.17647058823529413,0.11764705882352941,0.75,0.1875,0.0625,0.7471395030326746,0.16173351594599883,0.09112698102132655,0.062261625252722885,0.05391117198199961,0.045563490510663274,20444.0,3.0,51.705882352941174,9.651362024467616,36.0,45.0,55.0,59.0,68.0,51.125,9.6557948921878,36.0,45.0,53.5,56.75,68.0,2931.0,,,2553.0,,,,14960.0,,,,,,20444.0,0.1433672471140677,,,0.12487771473292898,,,,0.7317550381530034,,,,,,1.0,0.07168362355703385,,,0.06243885736646449,,,,0.05628884908869257,,,,,,2.0,,,2.0,,,,13.0,,,,,,2.0,,,2.0,,,,12.0,,,,,
新宮市議会議員選挙（2007年04月22日投票）,新宮市議会議員選挙,和歌山県,新宮市,20070422.0,2007.0,4.0,22.0,20070415.0,79.23,19.0,24.0,1.263157894736842,27187.0,,,1207.0,任期満了,80.22,,,,新宮市議会議員選挙（2007年04月22日投票）,1.0,24.0,19.0,1.263157894736842,0.0,0.0,0.0,0.041666666666666664,0.05263157894736842,0.75,0.25,0.0,0.7894736842105263,0.21052631578947367,0.0,0.8161306932546927,0.1838693067453073,,0.04534059406970515,0.030644884457551216,,21363.0,4.0,53.375,9.481615983927353,35.0,46.0,56.5,60.25,70.0,53.8421052631579,9.826190341149443,35.0,46.0,57.0,60.5,70.0,2838.23,,,1537.0,,,,16170.77,,,,,817.0,21363.0,0.1328572765997285,,,0.07194682394794738,,,,0.7569522070870196,,,,,0.0382436923653045,1.0,0.06642863829986426,,,0.03597341197397369,,,,0.039839589846685244,,,,,0.0382436923653045,2.0,,,2.0,,,,19.0,,,,,1.0,2.0,,,2.0,,,,14.0,,,,,1.0
新宮市議会議員選挙（2011年04月24日投票）,新宮市議会議員選挙,和歌山県,新宮市,20110424.0,2011.0,4.0,24.0,20110417.0,73.76,17.0,20.0,1.1764705882352942,26250.0,,,-937.0,任期満了,79.23,,,,新宮市議会議員選挙（2011年04月24日投票）,1.0,20.0,17.0,1.1764705882352942,0.0,0.0,0.0,0.05,0.0,0.85,0.15,0.0,0.9411764705882353,0.058823529411764705,0.0,0.8956141264715074,0.10438587352849255,,0.05268318391008867,0.03479529117616418,,19198.0,4.0,,,,,,,,,,,,,,,2478.0,,,1273.0,,,,14387.0,,,,,1060.0,19198.0,0.1290759454109803,,,0.06630899051984582,,,,0.7494009792686738,,,,,0.05521408480050005,1.0,0.06453797270549015,,,0.03315449525992291,,,,0.049960065284578255,,,,,0.05521408480050005,2.0,,,2.0,,,,15.0,,,,,1.0,2.0,,,1.0,,,,13.0,,,,,1.0
新宮市議会議員選挙（2015年04月26日投票）,新宮市議会議員選挙,和歌山県,新宮市,20150426.0,2015.0,4.0,26.0,20150419.0,68.59,17.0,18.0,1.0588235294117647,,,,,任期満了,73.76,,,,新宮市議会議員選挙（2015年04月26日投票）,1.0,18.0,17.0,1.0588235294117647,0.0,0.0,0.0,0.1111111111111111,0.11764705882352941,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7647058823529411,0.11764705882352941,0.11764705882352941,0.7374285380935713,0.10687201026718003,0.15569945163924864,0.05267346700668367,0.053436005133590016,0.07784972581962432,17142.0,4.0,55.833333333333336,12.893796958227627,27.0,49.0,57.5,66.5,72.0,56.11764705882353,13.212660385541884,27.0,49.0,58.0,67.0,72.0,2327.0,,,826.0,,,,13221.0,,,,,768.0,17142.0,0.13574845408937114,,,0.04818574262046436,,,,0.7712635631781589,,,,,0.0448022401120056,1.0,0.06787422704468557,,,0.04818574262046436,,,,0.05509025451272564,,,,,0.0448022401120056,2.0,,,1.0,,,,14.0,,,,,1.0,2.0,,,1.0,,,,13.0,,,,,1.0
新宮市議会議員選挙（2019年04月21日投票）,新宮市議会議員選挙,和歌山県,新宮市,20190421.0,2019.0,4.0,21.0,20190414.0,69.75,15.0,19.0,1.2666666666666666,24237.0,,,,任期満了,68.59,,,,新宮市議会議員選挙（2019年04月21日投票）,1.0,19.0,15.0,1.2666666666666666,0.0,0.0,0.0,,,,,,,,,,,,,,,16730.999,3.0,,,,,,,,,,,,,,,2020.0,,,,,,,13814.999,,,,,896.0,16730.999,0.12073397410399701,,,,,,,0.8257127383726459,,,,,0.05355328752335709,1.0,0.06036698705199851,,,,,,,0.05160704614829037,,,,,0.05355328752335709,2.0,,,,,,,16.0,,,,,1.0,2.0,,,,,,,12.0,,,,,1.0
日高川町議会議員補欠選挙（2009年05月17日投票）,日高川町議会議員補欠選挙,和歌山県,日高川町,20090517.0,2009.0,5.0,17.0,20090512.0,86.85,2.0,3.0,1.5,9010.0,,,,その他,,,,,日高川町議会議員補欠選挙（2009年05月17日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.8162297824874511,0.1837702175125488,,0.4081148912437256,0.1837702175125488,7172.0,1.0,54.0,12.569805089976535,41.0,45.5,50.0,60.5,71.0,45.5,4.5,41.0,43.25,45.5,47.75,50.0,,,,,,,,7172.0,,,,,,7172.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,,3.0,,,,,,,,,,,,,2.0,,,,,
日高川町議会議員選挙（2006年04月16日投票）,日高川町議会議員選挙,和歌山県,日高川町,20060416.0,2006.0,4.0,16.0,20060411.0,87.62,16.0,17.0,1.0625,9207.0,,,,任期満了,,,,,日高川町議会議員選挙（2006年04月16日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.9411764705882353,0.058823529411764705,0.0,0.9375,0.0625,0.0,0.9328657314629258,0.06713426853707415,,0.058304108216432865,0.06713426853707415,,7984.0,2.0,58.94117647058823,5.754492753597929,50.0,53.0,59.0,64.0,69.0,58.3125,5.335245425470135,50.0,53.0,58.5,64.0,66.0,,,,1107.0,,,,6877.0,,,,,,7984.0,,,,0.13865230460921843,,,,0.8613476953907816,,,,,,1.0,,,,0.06932615230460921,,,,0.057423179692718776,,,,,,,,,2.0,,,,15.0,,,,,,,,,2.0,,,,14.0,,,,,
日高川町議会議員選挙（2010年04月18日投票）,日高川町議会議員選挙,和歌山県,日高川町,20100418.0,2010.0,4.0,18.0,20100413.0,,16.0,18.0,1.125,8944.0,,,-263.0,任期満了,87.62,,,,日高川町議会議員選挙（2010年04月18日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.7777777777777778,0.2222222222222222,0.0,0.75,0.25,0.0,0.6768085662052755,0.3231914337947245,,0.048343469014662535,0.08079785844868112,,7658.0,2.0,,,,,,,,,,,,,,,,,,764.0,,,,6894.0,,,,,,7658.0,,,,0.09976495168451292,,,,0.9002350483154871,,,,,,1.0,,,,0.04988247584225646,,,,0.05626469051971794,,,,,,,,,2.0,,,,16.0,,,,,,,,,2.0,,,,14.0,,,,,
日高川町議会議員選挙（2014年04月20日投票）,日高川町議会議員選挙,和歌山県,日高川町,20140420.0,2014.0,4.0,20.0,20140415.0,83.55,12.0,13.0,1.0833333333333333,,,,,任期満了,,,,,日高川町議会議員選挙（2014年04月20日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.9230769230769231,0.07692307692307693,0.0,0.9166666666666666,0.08333333333333333,0.0,0.9065315183743692,0.09346848162563086,,0.0755442931978641,0.09346848162563086,,7103.999,2.0,60.46153846153846,4.908632656475021,52.0,57.0,59.0,66.0,69.0,60.0,4.83045891539648,52.0,57.0,59.0,62.25,69.0,,,,1288.354,,,,5815.645,,,,,,7103.999000000001,,,,0.18135616291612652,,,,0.8186438370838734,,,,,,1.0,,,,0.09067808145806326,,,,0.07442216700762486,,,,,,,,,2.0,,,,11.0,,,,,,,,,2.0,,,,10.0,,,,,
