,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_公民党,得票数_国民新党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_公民党,得票率_国民新党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_公民党,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_公民党,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_公明党,当選者数_公民党,当選者数_国民新党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
大館市議会議員選挙（2019年04月21日投票）,大館市議会議員選挙,秋田県,大館市,20190421.0,2019.0,4.0,21.0,20190414.0,63.82,26.0,29.0,1.1153846153846154,62849.0,,,-1051.0,任期満了,72.28,,,,大館市議会議員選挙（2019年04月21日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.06896551724137931,0.07692307692307693,0.7931034482758621,0.10344827586206896,0.10344827586206896,0.8846153846153846,0.038461538461538464,0.07692307692307693,0.8697751238724432,0.05480879176724686,0.07541608436031,0.037816309733584484,0.018269597255748952,0.02513869478677,39355.0,4.0,64.89655172413794,7.813978754223903,41.0,64.0,66.0,70.0,75.0,64.73076923076923,8.15502531386767,41.0,64.0,66.0,70.0,75.0,3202.0,,,,,1938.0,,31361.0,2854.0,,,39355.0,0.0813619616313048,,,,,0.049244060475161985,,0.7968746029729387,0.07251937492059458,,,1.0,0.0406809808156524,,,,,0.049244060475161985,,0.033203108457205775,0.03625968746029729,,,2.0,,,,,1.0,,24.0,2.0,,,2.0,,,,,1.0,,21.0,2.0,,
小坂町議会議員補欠選挙（2009年04月12日投票）,小坂町議会議員補欠選挙,秋田県,小坂町,20090412.0,2009.0,4.0,12.0,20090407.0,88.31,2.0,4.0,2.0,5294.0,,,,その他,,,,,小坂町議会議員補欠選挙（2009年04月12日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,4497.0,1.0,59.5,2.0615528128088303,57.0,57.75,59.5,61.25,62.0,59.0,2.0,57.0,58.0,59.0,60.0,61.0,,,,,,,,4497.0,,,,4497.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.25,,,,,,,,,,,4.0,,,,,,,,,,,2.0,,,
小坂町議会議員選挙（2008年03月24日投票）,小坂町議会議員選挙,秋田県,小坂町,20080324.0,2008.0,3.0,24.0,20080319.0,83.8,12.0,14.0,1.1666666666666667,5446.0,,,,任期満了,,,,,小坂町議会議員選挙（2008年03月24日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.8333333333333334,0.16666666666666666,0.0,0.732983193277311,0.26701680672268907,,0.07329831932773109,0.06675420168067227,,4522.0,3.0,60.785714285714285,5.696848394740118,51.0,57.5,61.0,63.0,75.0,60.583333333333336,6.116348765580836,51.0,56.5,60.5,63.25,75.0,308.0,,,,,367.0,,3847.0,,,,4522.0,0.06811145510835913,,,,,0.08115877930119417,,0.8507297655904467,,,,1.0,0.06811145510835913,,,,,0.08115877930119417,,0.07089414713253722,,,,1.0,,,,,1.0,,12.0,,,,1.0,,,,,1.0,,10.0,,,
小坂町議会議員選挙（2012年03月26日投票）,小坂町議会議員選挙,秋田県,小坂町,20120326.0,2012.0,3.0,26.0,20120321.0,82.68,12.0,15.0,1.25,5086.0,,,-360.0,任期満了,83.8,,,,小坂町議会議員選挙（2012年03月26日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.13333333333333333,0.08333333333333333,0.6,0.3333333333333333,0.06666666666666667,0.6666666666666666,0.25,0.08333333333333333,0.6040268456375839,0.3223873441994247,0.07358581016299137,0.06711409395973154,0.06447746883988495,0.07358581016299137,4172.0,3.0,61.733333333333334,8.136065115002186,45.0,59.5,64.0,65.0,79.0,62.583333333333336,7.750896005552447,45.0,59.75,63.5,65.5,79.0,425.0,,,,,284.0,,3463.0,,,,4172.0,0.10186960690316395,,,,,0.06807286673058485,,0.8300575263662512,,,,1.0,0.10186960690316395,,,,,0.06807286673058485,,0.0638505789512501,,,,1.0,,,,,1.0,,13.0,,,,1.0,,,,,1.0,,10.0,,,
小坂町議会議員選挙（2016年03月28日投票）,小坂町議会議員選挙,秋田県,小坂町,20160328.0,2016.0,3.0,28.0,20160323.0,80.25,12.0,13.0,1.0833333333333333,4709.0,,,-377.0,任期満了,82.68,,,,小坂町議会議員選挙（2016年03月28日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.7692307692307693,0.23076923076923078,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7591455273698264,0.24085447263017357,,0.07591455273698264,0.08028482421005785,,3745.0,0.0,63.46153846153846,6.380443493331606,49.0,59.0,65.0,68.0,72.0,63.333333333333336,6.624868971450597,49.0,58.75,64.5,68.25,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小坂町議会議員選挙（2020年03月23日投票）,小坂町議会議員選挙,秋田県,小坂町,20200323.0,2020.0,3.0,23.0,20200318.0,76.04,12.0,14.0,1.1666666666666667,4420.0,,,-289.0,任期満了,80.25,,,,小坂町議会議員選挙（2020年03月23日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.7857142857142857,0.21428571428571427,0.0,0.8333333333333334,0.16666666666666666,0.0,0.782575692341942,0.2174243076580581,,0.07114324475835837,0.0724747692193527,,3332.9990000000003,3.0,66.92857142857143,6.341071177133197,53.0,63.0,68.5,71.75,76.0,67.25,6.597032161004927,53.0,63.0,68.5,72.25,76.0,342.0,,,,,207.0,,2783.9990000000003,,,,3332.9990000000003,0.10261029181226876,,,,,0.062106229254794254,,0.835283478932937,,,,1.0,0.10261029181226876,,,,,0.062106229254794254,,0.06960695657774475,,,,1.0,,,,,1.0,,12.0,,,,1.0,,,,,1.0,,10.0,,,
東成瀬村議会議員補欠選挙（2018年07月22日投票）,東成瀬村議会議員補欠選挙,秋田県,東成瀬村,20180722.0,2018.0,7.0,22.0,20180717.0,無投票,2.0,2.0,1.0,,,,,辞職/佐々木正夫氏、佐々木健夫氏の辞職による,,,,,東成瀬村議会議員補欠選挙（2018年07月22日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,70.0,4.0,66.0,68.0,70.0,72.0,74.0,70.0,4.0,66.0,68.0,70.0,72.0,74.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,
東成瀬村議会議員選挙（2007年04月22日投票）,東成瀬村議会議員選挙,秋田県,東成瀬村,20070422.0,2007.0,4.0,22.0,20070417.0,91.23,10.0,11.0,1.1,2599.0,,,,任期満了,,,,,東成瀬村議会議員選挙（2007年04月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.09090909090909091,,,2356.0,2.0,58.36363636363637,6.371423806521902,46.0,56.0,57.0,60.0,70.0,57.3,5.675385449465085,46.0,56.0,56.5,57.75,70.0,,,,,,265.0,,2091.0,,,,2356.0,,,,,,0.11247877758913413,,0.8875212224108658,,,,1.0,,,,,,0.11247877758913413,,0.08875212224108658,,,,,,,,,1.0,,10.0,,,,,,,,,1.0,,9.0,,,
東成瀬村議会議員選挙（2011年04月24日投票）,東成瀬村議会議員選挙,秋田県,東成瀬村,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,10.0,10.0,1.0,2433.0,,,-166.0,任期満了,91.23,,,,東成瀬村議会議員選挙（2011年04月24日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.9,0.1,0.0,0.9,0.1,0.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,1.0,,9.0,,,
東成瀬村議会議員選挙（2015年04月26日投票）,東成瀬村議会議員選挙,秋田県,東成瀬村,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,10.0,10.0,1.0,2290.0,,,-143.0,任期満了,,,,,東成瀬村議会議員選挙（2015年04月26日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,2.0,61.4,6.1838499334961226,48.0,58.5,64.0,65.0,70.0,61.4,6.1838499334961226,48.0,58.5,64.0,65.0,70.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,9.0,,,,,,,,,1.0,,9.0,,,
東成瀬村議会議員選挙（2019年04月21日投票）,東成瀬村議会議員選挙,秋田県,東成瀬村,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,10.0,10.0,1.0,,,,,任期満了,,,,,東成瀬村議会議員選挙（2019年04月21日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9,0.1,0.0,0.9,0.1,0.0,,,,,,,0.0,3.0,65.1,5.185556864985669,52.0,63.25,67.5,68.75,70.0,65.1,5.185556864985669,52.0,63.25,67.5,68.75,70.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,8.0,,,,1.0,,,,,1.0,,8.0,,,
横手市議会議員選挙（2005年10月23日投票）,横手市議会議員選挙,秋田県,横手市,20051023.0,2005.0,10.0,23.0,20051016.0,84.03,34.0,73.0,2.147058823529412,87178.0,,,,その他,,,,,横手市議会議員選挙（2005年10月23日投票）,1.0,73.0,34.0,2.1470588235294117,0.0,0.0,0.0,0.0273972602739726,0.058823529411764705,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.0136986301369863,,72042.0,3.0,57.136986301369866,7.247701701830482,29.0,54.0,57.0,62.0,72.0,56.23529411764706,7.933765605196607,29.0,53.25,55.5,61.5,72.0,2107.0,,,,,3801.0,,66134.0,,,,72042.0,0.029246828239082756,,,,,0.052760889481136004,,0.9179922822797812,,,,1.0,0.029246828239082756,,,,,0.013190222370284001,,0.01349988650411443,,,,1.0,,,,,4.0,,68.0,,,,1.0,,,,,1.0,,32.0,,,
横手市議会議員選挙（2009年10月18日投票）,横手市議会議員選挙,秋田県,横手市,20091018.0,2009.0,10.0,18.0,20091011.0,76.0,30.0,40.0,1.3333333333333333,84528.0,,,-2650.0,任期満了,84.03,,,,横手市議会議員選挙（2009年10月18日投票）,1.0,40.0,30.0,1.3333333333333333,0.0,0.0,0.0,0.05,0.06666666666666667,0.725,0.275,0.0,0.7666666666666667,0.23333333333333334,0.0,0.7706057893780025,0.2293942106219975,,0.026572613426827672,0.020854019147454318,,63202.990000000005,4.0,58.35,8.472160291212624,33.0,55.0,59.0,62.0,74.0,57.833333333333336,9.187249618659306,33.0,54.25,58.5,63.5,74.0,2609.88,,,,,4700.66,1636.0,54256.45,,,,63202.99,0.0412936160140525,,,,,0.07437401300160008,0.025884851333773926,0.8584475196505734,,,,1.0,0.0412936160140525,,,,,0.024791337667200028,0.025884851333773926,0.024527071990016382,,,,1.0,,,,,3.0,1.0,35.0,,,,1.0,,,,,3.0,1.0,25.0,,,
横手市議会議員選挙（2013年10月20日投票）,横手市議会議員選挙,秋田県,横手市,20131020.0,2013.0,10.0,20.0,20131013.0,,26.0,29.0,1.1153846153846154,,,,,任期満了,76.0,,,,横手市議会議員選挙（2013年10月20日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.06896551724137931,0.07692307692307693,0.8620689655172413,0.13793103448275862,0.0,0.8461538461538461,0.15384615384615385,0.0,0.8518204180999005,0.14817958190009956,,0.03407281672399602,0.03704489547502489,,55436.99,3.0,59.206896551724135,8.587799326088176,33.0,57.0,61.0,65.0,73.0,58.0,8.199437128899106,33.0,55.5,60.0,63.0,70.0,3313.74,,,,,5143.52,,46979.729999999996,,,,55436.99,0.05977489037554167,,,,,0.09278137214881256,,0.8474437374756457,,,,1.0,0.05977489037554167,,,,,0.030927124049604186,,0.033897749499025825,,,,1.0,,,,,3.0,,25.0,,,,1.0,,,,,2.0,,23.0,,,
横手市議会議員選挙（2017年10月15日投票）,横手市議会議員選挙,秋田県,横手市,20171015.0,2017.0,10.0,15.0,20171008.0,,26.0,29.0,1.1153846153846154,79417.0,,,,任期満了,,,,,横手市議会議員選挙（2017年10月15日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.06896551724137931,0.07692307692307693,0.7586206896551724,0.20689655172413793,0.034482758620689655,0.8461538461538461,0.11538461538461539,0.038461538461538464,0.8303528537066869,0.13493457844861909,0.034712567844694044,0.03774331153212213,0.02248909640810318,0.034712567844694044,53019.98999999999,0.0,58.62068965517241,10.4301082518383,35.0,54.0,62.0,66.0,74.0,59.76923076923077,9.488080345309752,35.0,56.5,62.0,66.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
湯沢市議会議員補欠選挙（2009年04月12日投票）,湯沢市議会議員補欠選挙,秋田県,湯沢市,20090412.0,2009.0,4.0,12.0,20090405.0,73.17,1.0,2.0,2.0,44608.0,,,,その他,,,,,湯沢市議会議員補欠選挙（2009年04月12日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.47626420804448044,0.5237357919555196,,0.47626420804448044,0.5237357919555196,28417.0,1.0,72.0,1.0,71.0,71.5,72.0,72.5,73.0,71.0,0.0,71.0,71.0,71.0,71.0,71.0,,,,,,,,28417.0,,,,28417.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.5,,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,
湯沢市議会議員補欠選挙（2017年04月09日投票）,湯沢市議会議員補欠選挙,秋田県,湯沢市,20170409.0,2017.0,4.0,9.0,20170402.0,無投票,2.0,2.0,1.0,,,,,死亡,73.17,,,,湯沢市議会議員補欠選挙（2017年04月09日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,2.0,50.0,10.0,40.0,45.0,50.0,55.0,60.0,50.0,10.0,40.0,45.0,50.0,55.0,60.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,1.0,,,
湯沢市議会議員補欠選挙（2021年04月04日投票）,湯沢市議会議員補欠選挙,秋田県,湯沢市,20210404.0,2021.0,4.0,4.0,20210328.0,65.26,2.0,3.0,1.5,38308.0,18290.0,20018.0,,その他/辞職,,,,,湯沢市議会議員補欠選挙（2021年04月04日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.8684055284004719,0.13159447159952806,,0.43420276420023596,0.13159447159952806,23732.0,2.0,52.0,9.092121131323903,42.0,46.0,50.0,57.0,64.0,46.0,4.0,42.0,44.0,46.0,48.0,50.0,,,,,,3123.0,,20609.0,,,,23732.0,,,,,,0.13159447159952806,,0.8684055284004719,,,,1.0,,,,,,0.13159447159952806,,0.43420276420023596,,,,,,,,,1.0,,2.0,,,,,,,,,0.0,,2.0,,,
湯沢市議会議員選挙（2009年10月18日投票）,湯沢市議会議員選挙,秋田県,湯沢市,20091018.0,2009.0,10.0,18.0,20091011.0,73.3,26.0,27.0,1.0384615384615383,44661.0,,,,任期満了,,,,,湯沢市議会議員選挙（2009年10月18日投票）,1.0,27.0,26.0,1.0384615384615385,0.0,0.0,0.0,0.037037037037037035,0.038461538461538464,0.8888888888888888,0.07407407407407407,0.037037037037037035,0.8846153846153846,0.07692307692307693,0.038461538461538464,0.8806899955530844,0.07942816004690599,0.03988184440000964,0.036695416481378515,0.039714080023452995,0.03988184440000964,32337.02,4.0,61.81481481481482,6.55482314385277,49.0,57.5,62.0,66.0,73.0,61.38461538461539,6.294545398608856,49.0,57.25,62.0,66.0,73.0,1505.2,,,,,4785.93,,24737.98,1307.91,,,32337.02,0.046547269971073404,,,,,0.14800157837673356,,0.7650049386121541,0.04044621304003894,,,1.0,0.046547269971073404,,,,,0.03700039459418339,,0.03642880660057877,0.04044621304003894,,,1.0,,,,,4.0,,21.0,1.0,,,1.0,,,,,4.0,,20.0,1.0,,
湯沢市議会議員選挙（2013年10月27日投票）,湯沢市議会議員選挙,秋田県,湯沢市,20131027.0,2013.0,10.0,27.0,20131020.0,66.8,22.0,23.0,1.0454545454545454,42383.0,,,-2278.0,任期満了,73.3,,,,湯沢市議会議員選挙（2013年10月27日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.043478260869565216,0.045454545454545456,0.8695652173913043,0.13043478260869565,0.0,0.8636363636363636,0.13636363636363635,0.0,0.8757508581235698,0.1242491418764302,,0.04378754290617849,0.041416380625476736,,27968.0,4.0,63.43478260869565,7.033003483307773,44.0,60.0,64.0,69.0,76.0,63.68181818181818,7.092802777440625,44.0,61.25,64.5,69.0,76.0,1475.0,,,,,4089.0,,21591.0,813.0,,,27968.0,0.05273884439359268,,,,,0.14620280320366133,,0.7719894164759725,0.029068935926773454,,,1.0,0.05273884439359268,,,,,0.03655070080091533,,0.04541114214564544,0.029068935926773454,,,1.0,,,,,4.0,,17.0,1.0,,,1.0,,,,,4.0,,16.0,1.0,,
湯沢市議会議員選挙（2017年10月22日投票）,湯沢市議会議員選挙,秋田県,湯沢市,20171022.0,2017.0,10.0,22.0,20171015.0,70.96,22.0,24.0,1.0909090909090908,40802.0,,,-1581.0,任期満了,66.8,,,,湯沢市議会議員選挙（2017年10月22日投票）,1.0,24.0,19.0,1.263157894736842,0.0,0.0,0.0,0.041666666666666664,0.0,0.625,0.3333333333333333,0.041666666666666664,0.631578947368421,0.3684210526315789,0.0,0.5787109981646196,0.39661725257659186,0.02467174925878865,0.03858073321097464,0.04957715657207398,0.02467174925878865,28332.0,0.0,57.458333333333336,13.530764842469999,27.0,53.25,60.0,66.0,80.0,55.26315789473684,13.942898985970027,27.0,44.0,59.0,66.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
潟上市議会議員補欠選挙（2009年04月12日投票）,潟上市議会議員補欠選挙,秋田県,潟上市,20090412.0,2009.0,4.0,12.0,20090405.0,63.69,2.0,4.0,2.0,28933.0,,,,その他,,,,,潟上市議会議員補欠選挙（2009年04月12日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,0.75,0.25,0.0,1.0,0.0,,0.794289897510981,0.20571010248901903,,0.264763299170327,0.20571010248901903,17758.0,1.0,65.25,3.960744879438715,62.0,62.75,63.5,66.0,72.0,67.0,5.0,62.0,64.5,67.0,69.5,72.0,,,,,,,,17758.0,,,,17758.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.25,,,,,,,,,,,4.0,,,,,,,,,,,2.0,,,
潟上市議会議員補欠選挙（2017年04月09日投票）,潟上市議会議員補欠選挙,秋田県,潟上市,20170409.0,2017.0,4.0,9.0,20170402.0,61.57,2.0,3.0,1.5,28464.0,,,-469.0,退職,63.69,,,,潟上市議会議員補欠選挙（2017年04月09日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,,0.3126655429809776,0.6873344570190224,,0.3126655429809776,0.3436672285095112,16612.0,1.0,54.333333333333336,11.897712198383164,44.0,46.0,48.0,59.5,71.0,46.0,2.0,44.0,45.0,46.0,47.0,48.0,,,,,,,,16612.0,,,,16612.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,3.0,,,,,,,,,,,2.0,,,
潟上市議会議員補欠選挙（2021年04月04日投票）,潟上市議会議員補欠選挙,秋田県,潟上市,20210404.0,2021.0,4.0,4.0,20210328.0,54.08,2.0,4.0,2.0,27693.0,12959.0,14734.0,-771.0,その他/市議の辞職、逝去などに伴う,61.57,,,,潟上市議会議員補欠選挙（2021年04月04日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,14147.0,1.0,54.25,8.728545125048045,44.0,49.25,52.5,57.5,68.0,61.0,7.0,54.0,57.5,61.0,64.5,68.0,,,,,,,,14147.0,,,,14147.0,,,,,,,,1.0,,,,1.0,,,,,,,,0.25,,,,,,,,,,,4.0,,,,,,,,,,,2.0,,,
潟上市議会議員選挙（2006年01月29日投票）,潟上市議会議員選挙,秋田県,潟上市,20060129.0,2006.0,1.0,29.0,20060122.0,75.92,22.0,33.0,1.5,29243.0,,,,任期満了,,,,,潟上市議会議員選挙（2006年01月29日投票）,1.0,33.0,22.0,1.5,0.0,0.0,0.0,0.06060606060606061,0.0,0.8484848484848485,0.15151515151515152,0.0,0.8636363636363636,0.13636363636363635,0.0,0.8371732426303856,0.16282675736961452,,0.02989904437965663,0.03256535147392291,,22050.0,3.0,61.54545454545455,7.198867373417508,44.0,56.0,61.0,67.0,73.0,61.09090909090909,7.070483401945731,44.0,55.25,61.0,66.75,73.0,1285.97,,,,,759.96,,20004.070000000003,,,,22050.000000000004,0.05832063492063491,,,,,0.034465306122448976,,0.9072140589569161,,,,1.0,0.05832063492063491,,,,,0.034465306122448976,,0.029264969643771486,,,,1.0,,,,,1.0,,31.0,,,,1.0,,,,,1.0,,20.0,,,
潟上市議会議員選挙（2010年01月31日投票）,潟上市議会議員選挙,秋田県,潟上市,20100131.0,2010.0,1.0,31.0,20100124.0,68.02,20.0,21.0,1.05,28790.0,,,-453.0,任期満了,75.92,,,,潟上市議会議員選挙（2010年01月31日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.09523809523809523,0.1,0.9047619047619048,0.09523809523809523,0.0,0.9,0.1,0.0,0.8714941028351892,0.1285058971648107,,0.045868110675536276,0.06425294858240535,,19427.980000000003,3.0,63.714285714285715,6.583839212458806,48.0,59.0,64.0,69.0,74.0,64.5,5.705260730238365,54.0,59.0,64.5,69.25,74.0,1653.61,,,,,794.64,,16979.73,,,,19427.98,0.08511487040855507,,,,,0.04090183333522065,,0.8739832962562243,,,,1.0,0.08511487040855507,,,,,0.04090183333522065,,0.04599912085559075,,,,1.0,,,,,1.0,,19.0,,,,1.0,,,,,1.0,,18.0,,,
潟上市議会議員選挙（2014年02月02日投票）,潟上市議会議員選挙,秋田県,潟上市,20140202.0,2014.0,2.0,2.0,20140126.0,63.83,20.0,23.0,1.15,28324.0,,,-466.0,任期満了,68.02,,,,潟上市議会議員選挙（2014年02月02日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.08695652173913043,0.05,0.782608695652174,0.13043478260869565,0.08695652173913043,0.8,0.1,0.1,0.7880594335114495,0.11013667343407685,0.10180389305447364,0.04378107963952497,0.036712224478025614,0.05090194652723682,17933.99,3.0,65.82608695652173,8.94744157706812,41.0,62.0,67.0,72.0,78.0,66.15,7.913753850101733,41.0,62.0,67.0,71.5,76.0,1439.39,,,,,841.13,,15653.470000000001,,,,17933.99,0.08026044399489461,,,,,0.0469014424564751,,0.8728381135486303,,,,1.0,0.08026044399489461,,,,,0.0469014424564751,,0.04156371969279192,,,,1.0,,,,,1.0,,21.0,,,,1.0,,,,,1.0,,18.0,,,
潟上市議会議員選挙（2018年02月04日投票）,潟上市議会議員選挙,秋田県,潟上市,20180204.0,2018.0,2.0,4.0,20180128.0,無投票,20.0,20.0,1.0,28477.0,,,153.0,任期満了,63.83,,,,潟上市議会議員選挙（2018年02月04日投票）,1.0,20.0,18.0,1.1111111111111112,1.0,1.0,0.0,0.15,0.05555555555555555,0.75,0.15,0.1,0.8333333333333334,0.1111111111111111,0.05555555555555555,,,,,,,16268.4,0.0,64.6,10.350845376103345,39.0,62.0,66.5,72.0,78.0,64.94444444444444,10.276576506373999,39.0,62.5,66.5,71.75,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
由利本荘市議会議員補欠選挙（2009年04月12日投票）,由利本荘市議会議員補欠選挙,秋田県,由利本荘市,20090412.0,2009.0,4.0,12.0,20090405.0,72.92,2.0,6.0,3.0,72264.0,,,,その他,,,,,由利本荘市議会議員補欠選挙（2009年04月12日投票）,1.0,6.0,2.0,3.0,0.0,0.0,0.0,0.16666666666666666,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.16666666666666666,,49471.0,2.0,58.166666666666664,12.13008198195251,34.0,59.25,60.0,60.75,75.0,67.5,7.5,60.0,63.75,67.5,71.25,75.0,,,,,,4405.0,,45066.0,,,,49471.0,,,,,,0.08904206504821006,,0.9109579349517899,,,,1.0,,,,,,0.08904206504821006,,0.18219158699035798,,,,,,,,,1.0,,5.0,,,,,,,,,0.0,,2.0,,,
由利本荘市議会議員補欠選挙（2013年04月07日投票）,由利本荘市議会議員補欠選挙,秋田県,由利本荘市,20130407.0,2013.0,4.0,7.0,20130331.0,無投票,1.0,1.0,1.0,,,,,その他,72.92,,,,由利本荘市議会議員補欠選挙（2013年04月07日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,
