,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_とうごうの未来を創る会,得票数_みんなの党,得票数_公明党,得票数_公民,得票数_国民新党,得票数_国民民主党,得票数_女性党,得票数_女性党（光岡）,得票数_幸福実現党,得票数_改革尾張旭,得票数_新風をおこす会,得票数_日本一愛知の会,得票数_日本共産党,得票数_日本労働党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_減税尾張旭,得票数_減税日本,得票数_減税日本一,得票数_減税瀬戸,得票数_無所属,得票数_無所属の会,得票数_生活なごや,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_維新政党・新風,得票数_緑の党グリーンズジャパン,得票数_自由党,得票数_自由民主党,得票数_良識の風,得票数_sum_v,得票率_NHKから国民を守る党,得票率_とうごうの未来を創る会,得票率_みんなの党,得票率_公明党,得票率_公民,得票率_国民新党,得票率_国民民主党,得票率_女性党,得票率_女性党（光岡）,得票率_幸福実現党,得票率_改革尾張旭,得票率_新風をおこす会,得票率_日本一愛知の会,得票率_日本共産党,得票率_日本労働党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_減税尾張旭,得票率_減税日本,得票率_減税日本一,得票率_減税瀬戸,得票率_無所属,得票率_無所属の会,得票率_生活なごや,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_維新政党・新風,得票率_緑の党グリーンズジャパン,得票率_自由党,得票率_自由民主党,得票率_良識の風,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_とうごうの未来を創る会,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_公民,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_女性党,一人あたり得票率_女性党（光岡）,一人あたり得票率_幸福実現党,一人あたり得票率_改革尾張旭,一人あたり得票率_新風をおこす会,一人あたり得票率_日本一愛知の会,一人あたり得票率_日本共産党,一人あたり得票率_日本労働党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_減税尾張旭,一人あたり得票率_減税日本,一人あたり得票率_減税日本一,一人あたり得票率_減税瀬戸,一人あたり得票率_無所属,一人あたり得票率_無所属の会,一人あたり得票率_生活なごや,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_維新政党・新風,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_良識の風,立候補者数_NHKから国民を守る党,立候補者数_とうごうの未来を創る会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_公民,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_女性党,立候補者数_女性党（光岡）,立候補者数_幸福実現党,立候補者数_改革尾張旭,立候補者数_新風をおこす会,立候補者数_日本一愛知の会,立候補者数_日本共産党,立候補者数_日本労働党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_減税尾張旭,立候補者数_減税日本,立候補者数_減税日本一,立候補者数_減税瀬戸,立候補者数_無所属,立候補者数_無所属の会,立候補者数_生活なごや,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_維新政党・新風,立候補者数_緑の党グリーンズジャパン,立候補者数_自由党,立候補者数_自由民主党,立候補者数_良識の風,当選者数_NHKから国民を守る党,当選者数_とうごうの未来を創る会,当選者数_みんなの党,当選者数_公明党,当選者数_公民,当選者数_国民新党,当選者数_国民民主党,当選者数_女性党,当選者数_女性党（光岡）,当選者数_幸福実現党,当選者数_改革尾張旭,当選者数_新風をおこす会,当選者数_日本一愛知の会,当選者数_日本共産党,当選者数_日本労働党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_減税尾張旭,当選者数_減税日本,当選者数_減税日本一,当選者数_減税瀬戸,当選者数_無所属,当選者数_無所属の会,当選者数_生活なごや,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_維新政党・新風,当選者数_緑の党グリーンズジャパン,当選者数_自由党,当選者数_自由民主党,当選者数_良識の風
西尾市議会議員選挙（2003年01月12日投票）,西尾市議会議員選挙,愛知県,西尾市,20030112.0,2003.0,1.0,12.0,20030105.0,73.88,27.0,33.0,1.2222222222222223,77397.0,,,1725.0,任期満了,72.52,,,,西尾市議会議員選挙（2003年01月12日投票）,1.0,33.0,28.0,1.1785714285714286,0.0,0.0,0.0,0.12121212121212122,0.10714285714285714,0.7575757575757576,0.21212121212121213,0.030303030303030304,0.7857142857142857,0.21428571428571427,0.0,0.7628920736879304,0.223301984333889,0.013805941978180587,0.030515682947517216,0.03190028347626986,0.013805941978180587,56424.979999999996,3.0,58.90909090909091,6.680426571226849,45.0,55.0,58.0,62.0,74.0,59.17857142857143,6.381074536854898,45.0,55.75,58.5,62.25,74.0,,,,4006.0,,,,,,,,,,3341.0,,,,,,,,,49077.979999999996,,,,,,,,,,,56424.979999999996,,,,0.0709969237029415,,,,,,,,,,0.059211363477665396,,,,,,,,,0.869791712819393,,,,,,,,,,,1.0,,,,0.03549846185147075,,,,,,,,,,0.029605681738832698,,,,,,,,,0.029992817683427347,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,29.0,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,24.0,,,,,,,,,,
西尾市議会議員選挙（2007年01月14日投票）,西尾市議会議員選挙,愛知県,西尾市,20070114.0,2007.0,1.0,14.0,20070107.0,69.17,24.0,25.0,1.0416666666666667,79598.0,,,2201.0,任期満了,73.88,,,,西尾市議会議員選挙（2007年01月14日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.12,0.125,0.84,0.16,0.0,0.8333333333333334,0.16666666666666666,0.0,0.839262055124924,0.16073794487507595,,0.03996485976785352,0.04018448621876899,,54313.0,3.0,60.2,4.995998398718719,49.0,57.0,60.0,64.0,70.0,60.041666666666664,5.037188093459375,49.0,56.75,60.0,63.5,70.0,,,,4348.0,,,,,,,,,,3446.0,,,,,,,,,46518.99999999999,,,,,,,,,,,54312.99999999999,,,,0.0800544989229098,,,,,,,,,,0.0634470568740449,,,,,,,,,0.8564984442030453,,,,,,,,,,,1.0,,,,0.0400272494614549,,,,,,,,,,0.03172352843702245,,,,,,,,,0.04078564020014502,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,21.0,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,20.0,,,,,,,,,,
西尾市議会議員選挙（2009年05月03日投票）,西尾市議会議員選挙,愛知県,西尾市,20090503.0,2009.0,5.0,3.0,20090426.0,69.31,24.0,27.0,1.125,80718.0,,,1120.0,解散,69.17,,,,西尾市議会議員選挙（2009年05月03日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.0,0.2222222222222222,0.037037037037037035,0.0,0.16666666666666666,0.041666666666666664,,0.20407619569547278,0.03896621703187465,,0.034012699282578794,0.03896621703187465,55252.99,3.0,60.77777777777778,8.066085072391793,32.0,57.0,62.0,65.5,72.0,60.041666666666664,8.192878852325896,32.0,56.0,62.0,65.25,72.0,,,,4689.0,,,,,,,,,,3411.0,,,,,,,,,47152.99,,,,,,,,,,,55252.99,,,,0.08486418563049711,,,,,,,,,,0.06173421565059194,,,,,,,,,0.853401598718911,,,,,,,,,,,1.0,,,,0.042432092815248554,,,,,,,,,,0.03086710782529597,,,,,,,,,0.03710441733560482,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,23.0,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,20.0,,,,,,,,,,
西尾市議会議員選挙（2013年05月26日投票）,西尾市議会議員選挙,愛知県,西尾市,20130526.0,2013.0,5.0,26.0,20130519.0,71.1,30.0,40.0,1.3333333333333333,,,,,任期満了,69.31,,,,西尾市議会議員選挙（2013年05月26日投票）,1.0,40.0,30.0,1.3333333333333333,0.0,0.0,0.0,0.075,0.1,0.65,0.35,0.0,0.7333333333333333,0.26666666666666666,0.0,0.6479051965005874,0.3520948034994125,,0.024919430634637977,0.02514962882138661,,90956.98,3.0,59.025,10.061032501686892,34.0,56.5,60.0,66.0,73.0,59.63333333333333,10.107697836577604,34.0,57.25,61.5,66.0,73.0,,,,5280.0,,,,,,,,,,5109.0,,,,,,,,,80567.98,,,,,,,,,,,90956.98,,,,0.05804942072614988,,,,,,,,,,0.05616941107763253,,,,,,,,,0.8857811681962175,,,,,,,,,,,1.0,,,,0.02902471036307494,,,,,,,,,,0.01872313702587751,,,,,,,,,0.025308033377034786,,,,,,,,,,,,,,2.0,,,,,,,,,,3.0,,,,,,,,,35.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,27.0,,,,,,,,,,
西尾市議会議員選挙（2017年06月25日投票）,西尾市議会議員選挙,愛知県,西尾市,20170625.0,2017.0,6.0,25.0,20170618.0,68.05,30.0,35.0,1.1666666666666667,134066.0,,,,任期満了,71.1,,,,西尾市議会議員選挙（2017年06月25日投票）,1.0,35.0,30.0,1.1666666666666667,0.0,0.0,0.0,0.11428571428571428,0.1,0.6857142857142857,0.2571428571428571,0.05714285714285714,0.7666666666666667,0.16666666666666666,0.06666666666666667,0.687109196432573,0.2521190561556043,0.060771747411822695,0.028629549851357208,0.028013228461733812,0.030385873705911347,89252.0,0.0,60.91428571428571,10.390576578450931,41.0,55.5,63.0,69.5,77.0,62.06666666666667,10.052970815745075,41.0,57.5,63.5,69.75,77.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西尾市議会議員選挙（2021年06月20日投票）,西尾市議会議員選挙,愛知県,西尾市,20210620.0,2021.0,6.0,20.0,20210613.0,65.97,30.0,40.0,1.3333333333333333,133061.0,66857.0,66204.0,-1005.0,任期満了,68.05,,,,西尾市議会議員選挙（2021年06月20日投票）,1.0,40.0,30.0,1.3333333333333333,0.0,0.0,0.0,0.125,0.16666666666666666,0.65,0.35,0.0,0.7,0.3,0.0,0.655258522219019,0.34474147778098096,,0.025202250854577654,0.02462439127007007,,85793.99900000001,3.0,58.65,12.529066206226226,29.0,47.75,61.5,68.25,75.0,57.06666666666667,11.946919640178757,33.0,46.25,59.5,67.0,74.0,,,,5408.0,,,,,,,,,,3890.0,,,,,,,,,76495.99900000001,,,,,,,,,,,85793.99900000001,,,,0.0630347117867766,,,,,,,,,,0.045341166577396626,,,,,,,,,0.8916241216358268,,,,,,,,,,,1.0,,,,0.0315173558933883,,,,,,,,,,0.022670583288698313,,,,,,,,,0.024767336712106302,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,36.0,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,26.0,,,,,,,,,,
設楽町議会議員補欠選挙（2009年10月18日投票）,設楽町議会議員補欠選挙,愛知県,設楽町,20091018.0,2009.0,10.0,18.0,20091013.0,無投票,1.0,1.0,1.0,5388.0,,,,その他,,,,,設楽町議会議員補欠選挙（2009年10月18日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
設楽町議会議員補欠選挙（2017年10月15日投票）,設楽町議会議員補欠選挙,愛知県,設楽町,20171015.0,2017.0,10.0,15.0,20171010.0,74.29,1.0,2.0,2.0,4441.0,,,-947.0,任期満了,,,,,設楽町議会議員補欠選挙（2017年10月15日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,3197.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
設楽町議会議員選挙（2007年04月22日投票）,設楽町議会議員選挙,愛知県,設楽町,20070422.0,2007.0,4.0,22.0,20070417.0,87.26,14.0,16.0,1.1428571428571428,5535.0,,,,任期満了,,,,,設楽町議会議員選挙（2007年04月22日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.5,0.4375,0.0625,0.5,0.5,0.0,0.48916215089620674,0.460608586911213,0.05022926219258024,0.06114526886202584,0.06580122670160185,0.05022926219258024,4798.0,2.0,60.5,6.442049363362563,46.0,56.75,59.5,63.75,71.0,59.785714285714285,6.449568882918469,46.0,56.25,59.0,61.5,71.0,,,,,,,,,,,,,,378.0,,,,,,,,,4420.0,,,,,,,,,,,4798.0,,,,,,,,,,,,,,0.07878282617757398,,,,,,,,,0.921217173822426,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.07878282617757398,,,,,,,,,0.061414478254828396,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,13.0,,,,,,,,,,
設楽町議会議員選挙（2011年04月24日投票）,設楽町議会議員選挙,愛知県,設楽町,20110424.0,2011.0,4.0,24.0,20110419.0,83.73,12.0,14.0,1.1666666666666667,5132.0,,,-403.0,任期満了,87.26,,,,設楽町議会議員選挙（2011年04月24日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.07142857142857142,0.08333333333333333,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.5,0.4166666666666667,0.08333333333333333,0.5703564727954972,0.3531894934333959,0.07645403377110695,0.07129455909943715,0.07063789868667918,0.07645403377110695,4264.0,2.0,62.142857142857146,4.626895640200471,50.0,60.25,62.0,65.5,70.0,62.333333333333336,4.955356249106169,50.0,60.5,62.5,66.0,70.0,,,,,,,,,,,,,,306.0,,,,,,,,,3958.0,,,,,,,,,,,4264.0,,,,,,,,,,,,,,0.07176360225140713,,,,,,,,,0.9282363977485929,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.07176360225140713,,,,,,,,,0.07140279982681484,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,11.0,,,,,,,,,,
設楽町議会議員選挙（2015年04月26日投票）,設楽町議会議員選挙,愛知県,設楽町,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,12.0,12.0,1.0,,,,,任期満了,83.73,,,,設楽町議会議員選挙（2015年04月26日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.75,0.16666666666666666,0.08333333333333333,0.75,0.16666666666666666,0.08333333333333333,,,,,,,0.0,2.0,65.5,4.133198922545748,54.0,65.0,66.0,67.25,71.0,65.5,4.133198922545748,54.0,65.0,66.0,67.25,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,11.0,,,,,,,,,,
設楽町議会議員選挙（2019年04月21日投票）,設楽町議会議員選挙,愛知県,設楽町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,12.0,12.0,1.0,,,,,任期満了,,,,,設楽町議会議員選挙（2019年04月21日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.8333333333333334,0.16666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,,,,,,,0.0,2.0,65.91666666666667,6.210989364738028,51.0,63.0,69.5,70.0,72.0,65.91666666666667,6.210989364738028,51.0,63.0,69.5,70.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,11.0,,,,,,,,,,
豊山町議会議員補欠選挙（2016年11月20日投票）,豊山町議会議員補欠選挙,愛知県,豊山町,20161120.0,2016.0,11.0,20.0,20161115.0,無投票,1.0,1.0,1.0,,,,,任期満了/服部正樹議員の町長選出馬に伴う,,,,,豊山町議会議員補欠選挙（2016年11月20日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
豊山町議会議員選挙（2007年04月22日投票）,豊山町議会議員選挙,愛知県,豊山町,20070422.0,2007.0,4.0,22.0,20070417.0,62.36,14.0,19.0,1.3571428571428572,10673.0,,,,任期満了,,,,,豊山町議会議員選挙（2007年04月22日投票）,1.0,19.0,14.0,1.3571428571428572,0.0,0.0,0.0,0.10526315789473684,0.14285714285714285,0.631578947368421,0.3157894736842105,0.05263157894736842,0.6428571428571429,0.2857142857142857,0.07142857142857142,0.6500820543990276,0.2990426986780125,0.050875246922960034,0.054173504533252294,0.04984044977966875,0.050875246922960034,6581.0,3.0,62.26315789473684,3.551754277642735,55.0,59.0,63.0,64.5,68.0,61.857142857142854,3.7005239562824626,55.0,59.0,63.0,64.0,68.0,,,,800.0,,,,,,,,,,822.0,,,,,,,,,4959.0,,,,,,,,,,,6581.0,,,,0.1215620726333384,,,,,,,,,,0.1249050296307552,,,,,,,,,0.7535328977359064,,,,,,,,,,,1.0,,,,0.0607810363166692,,,,,,,,,,0.0624525148153776,,,,,,,,,0.05023552651572709,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,15.0,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,10.0,,,,,,,,,,
豊山町議会議員選挙（2011年04月24日投票）,豊山町議会議員選挙,愛知県,豊山町,20110424.0,2011.0,4.0,24.0,20110419.0,57.27,12.0,18.0,1.5,10961.0,,,288.0,任期満了,62.36,,,,豊山町議会議員選挙（2011年04月24日投票）,1.0,18.0,12.0,1.5,0.0,0.0,0.0,0.2222222222222222,0.25,0.6111111111111112,0.2777777777777778,0.1111111111111111,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.6910148674854557,0.19505494505494506,0.11393018745959922,0.0628195334077687,0.03901098901098901,0.05696509372979961,6188.0,3.0,61.0,9.938701010583715,26.0,59.25,63.0,67.0,70.0,63.25,5.509461558688532,49.0,61.5,63.0,67.25,70.0,,,,856.0,,,,,,,,,,720.0,,,,,,,,,4612.0,,,,,,,,,,,6188.0,,,,0.1383322559793148,,,,,,,,,,0.11635423400129283,,,,,,,,,0.7453135100193924,,,,,,,,,,,1.0,,,,0.0691661279896574,,,,,,,,,,0.058177117000646414,,,,,,,,,0.05323667928709946,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,,,,,,14.0,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,,,,,9.0,,,,,,,,,,
豊山町議会議員選挙（2015年04月26日投票）,豊山町議会議員選挙,愛知県,豊山町,20150426.0,2015.0,4.0,26.0,20150421.0,46.73,10.0,11.0,1.1,11522.0,,,561.0,任期満了,57.27,,,,豊山町議会議員選挙（2015年04月26日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.2,0.5454545454545454,0.45454545454545453,0.0,0.6,0.4,0.0,0.5749622356495468,0.42503776435045315,,0.09582703927492447,0.08500755287009062,,5296.0,3.0,57.45454545454545,13.227819420130071,28.0,51.0,62.0,66.0,74.0,59.2,12.60793400997959,28.0,54.75,62.5,66.0,74.0,,,,669.0,,,,,,,,,,596.0,,,,,,,,,4031.0,,,,,,,,,,,5296.0,,,,0.12632175226586104,,,,,,,,,,0.11253776435045318,,,,,,,,,0.7611404833836858,,,,,,,,,,,1.0,,,,0.12632175226586104,,,,,,,,,,0.11253776435045318,,,,,,,,,0.08457116482040954,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,9.0,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,8.0,,,,,,,,,,
豊山町議会議員選挙（2019年04月21日投票）,豊山町議会議員選挙,愛知県,豊山町,20190421.0,2019.0,4.0,21.0,20190416.0,48.56,10.0,15.0,1.5,12149.0,,,627.0,任期満了,46.73,,,,豊山町議会議員選挙（2019年04月21日投票）,1.0,15.0,10.0,1.5,0.0,0.0,0.0,0.13333333333333333,0.2,0.6,0.4,0.0,0.7,0.3,0.0,0.6334803885254667,0.36651961147453327,,0.07038670983616296,0.06108660191242221,,5817.997,4.0,60.46666666666667,11.971447512959974,32.0,56.5,64.0,68.5,75.0,56.1,12.111564721372709,32.0,50.75,59.5,65.5,70.0,,,,651.0,,,,,,,,,,395.0,,,,,,,,,4266.997,,,,505.0,,,,,,,5817.997,,,,0.11189417938854214,,,,,,,,,,0.06789278165664231,,,,,,,,,0.7334134067102476,,,,0.08679963224456802,,,,,,,1.0,,,,0.11189417938854214,,,,,,,,,,0.06789278165664231,,,,,,,,,0.06111778389252063,,,,0.08679963224456802,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,12.0,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,7.0,,,,1.0,,,,,,
豊川市議会議員増員選挙（2006年02月19日投票）,豊川市議会議員増員選挙,愛知県,豊川市,20060219.0,2006.0,2.0,19.0,20060212.0,67.73,4.0,7.0,1.75,12915.0,,,,その他,,,,,豊川市議会議員増員選挙（2006年02月19日投票）,1.0,7.0,4.0,1.75,0.0,0.0,0.0,0.2857142857142857,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.14285714285714285,,8666.0,2.0,54.42857142857143,8.278321825400239,37.0,51.5,59.0,59.0,64.0,49.75,8.042853971072706,37.0,46.75,51.5,54.5,59.0,,,,,,,,,,,,,,2191.0,,,,,,,,,6475.0,,,,,,,,,,,8666.0,,,,,,,,,,,,,,0.252827140549273,,,,,,,,,0.747172859450727,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.252827140549273,,,,,,,,,0.1245288099084545,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,3.0,,,,,,,,,,
豊川市議会議員増員選挙（2008年02月03日投票）,豊川市議会議員増員選挙,愛知県,豊川市,20080203.0,2008.0,2.0,3.0,20080127.0,,0.0,9.0,,18038.0,,,5123.0,その他,67.73,,,,豊川市議会議員増員選挙（2008年02月03日投票）,2.0,9.0,5.0,1.8,0.0,0.0,0.0,0.1111111111111111,0.2,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.1111111111111111,,,11700.0,1.0,57.888888888888886,10.795518045769882,29.0,58.0,61.0,63.0,69.0,62.2,4.354308211415448,57.0,58.0,63.0,64.0,69.0,,,,,,,,,,,,,,,,,,,,,,,11700.0,,,,,,,,,,,11700.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,
豊川市議会議員増員選挙（2010年02月14日投票）,豊川市議会議員増員選挙,愛知県,豊川市,20100214.0,2010.0,2.0,14.0,20100207.0,64.11,5.0,9.0,1.8,17164.0,,,-874.0,増員,,,,,豊川市議会議員増員選挙（2010年02月14日投票）,1.0,9.0,5.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.1111111111111111,,10901.0,2.0,60.44444444444444,6.344045521608977,51.0,54.0,60.0,66.0,69.0,61.0,4.732863826479693,54.0,59.0,60.0,64.0,68.0,,,,,,,,,,,,,,1484.0,,,,,,,,,9417.0,,,,,,,,,,,10901.0,,,,,,,,,,,,,,0.13613429960554077,,,,,,,,,0.8638657003944592,,,,,,,,,,,1.0,,,,,,,,,,,,,,0.13613429960554077,,,,,,,,,0.1079832125493074,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,4.0,,,,,,,,,,
豊川市議会議員選挙（2007年04月22日投票）,豊川市議会議員選挙,愛知県,豊川市,20070422.0,2007.0,4.0,22.0,20070415.0,61.26,30.0,34.0,1.1333333333333333,106043.0,,,,任期満了,,,,,豊川市議会議員選挙（2007年04月22日投票）,1.0,34.0,30.0,1.1333333333333333,0.0,0.0,0.0,0.29411764705882354,0.3,0.6176470588235294,0.38235294117647056,0.0,0.7,0.3,0.0,0.6472222854539541,0.3527777145460459,,0.030820108831140672,0.027136747272772762,,64137.979999999996,4.0,55.44117647058823,10.863298103004468,29.0,52.25,58.5,60.0,72.0,55.7,11.20461214560028,29.0,52.75,59.0,60.0,72.0,,,,5917.46,,,,,,,,,,5429.530000000001,,,,,,,,,41613.99,,,,,,,,,11177.0,,64137.979999999996,,,,0.09226140268215495,,,,,,,,,,0.0846538977373469,,,,,,,,,0.6488197788580183,,,,,,,,,0.1742649207224799,,1.0,,,,0.03075380089405165,,,,,,,,,,0.04232694886867345,,,,,,,,,0.028209555602522536,,,,,,,,,0.02904415345374665,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,23.0,,,,,,,,,6.0,,,,,3.0,,,,,,,,,,2.0,,,,,,,,,19.0,,,,,,,,,6.0,
