,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_あたりまえの会,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_無所属,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_　,得票率_あたりまえの会,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_無所属,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_あたりまえの会,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_　,立候補者数_あたりまえの会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_維新の党,立候補者数_自由民主党,当選者数_　,当選者数_あたりまえの会,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_維新の党,当選者数_自由民主党
湖南市議会議員選挙（2009年10月25日投票）,湖南市議会議員選挙,滋賀県,湖南市,20091025.0,2009.0,10.0,25.0,20091018.0,56.45,20.0,22.0,1.1,41701.0,,,823.0,任期満了,58.65,,,,湖南市議会議員選挙（2009年10月25日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.2727272727272727,0.3,0.7727272727272727,0.22727272727272727,0.0,0.8,0.2,0.0,0.7844505494505494,0.21554945054945057,,0.046144149967679376,0.043109890109890116,,23296.0,3.0,58.86363636363637,7.611566882923855,42.0,53.25,60.5,64.75,69.0,58.55,7.9086977436237875,42.0,52.0,59.5,65.0,69.0,,,,3501.0,,,3071.44,,,,16723.559999999998,,,23296.0,,,,0.15028331043956045,,,0.13184409340659342,,,,0.717872596153846,,,1.0,,,,0.050094436813186816,,,0.04394803113553114,,,,0.044867037259615376,,,,,,3.0,,,3.0,,,,16.0,,,,,,3.0,,,3.0,,,,14.0,,
湖南市議会議員選挙（2013年10月27日投票）,湖南市議会議員選挙,滋賀県,湖南市,20131027.0,2013.0,10.0,27.0,20131020.0,48.92,18.0,20.0,1.1111111111111112,41966.0,,,265.0,任期満了,56.45,,,,湖南市議会議員選挙（2013年10月27日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.35,0.3888888888888889,0.7,0.2,0.1,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.7416788847796962,0.20800010271610012,0.05032101250420371,0.05297706319854973,0.05200002567902503,0.025160506252101856,20249.989999999998,3.0,59.65,9.204754206387044,36.0,55.25,61.0,67.0,73.0,59.27777777777778,9.538259540488946,36.0,53.75,61.0,66.75,73.0,,,,3135.0,,,2327.49,,,,14787.5,,,20249.989999999998,,,,0.154814891266613,,,0.11493783453720224,,,,0.7302472741961848,,,1.0,,,,0.0774074456333065,,,0.05746891726860112,,,,0.04564045463726155,,,,,,2.0,,,2.0,,,,16.0,,,,,,2.0,,,2.0,,,,14.0,,
湖南市議会議員選挙（2017年10月22日投票）,湖南市議会議員選挙,滋賀県,湖南市,20171022.0,2017.0,10.0,22.0,20171015.0,57.77,18.0,22.0,1.2222222222222223,43128.0,,,1162.0,任期満了,48.92,,,,湖南市議会議員選挙（2017年10月22日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.3181818181818182,0.3333333333333333,0.6818181818181818,0.3181818181818182,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7502661970677369,0.24973380293226308,,0.05001774647118246,0.03567625756175187,,24418.0,0.0,59.5,9.153985719098241,40.0,55.25,60.5,66.5,73.0,58.72222222222222,9.163972668102431,40.0,55.25,60.5,65.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
甲良町議会議員補欠選挙（2011年04月24日投票）,甲良町議会議員補欠選挙,滋賀県,甲良町,20110424.0,2011.0,4.0,24.0,20110409.0,,3.0,4.0,1.3333333333333333,6291.0,,,,その他,,,,,甲良町議会議員補欠選挙（2011年04月24日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.6666666666666666,0.3333333333333333,,0.7696062479661568,0.23039375203384316,,0.25653541598871893,0.23039375203384316,3073.0,2.0,,,,,,,,,,,,,,,,,,,,,710.0,,,,2363.0,,,3073.0,,,,,,,0.23104458184184837,,,,0.7689554181581516,,,1.0,,,,,,,0.23104458184184837,,,,0.25631847271938385,,,,,,,,,1.0,,,,3.0,,,,,,,,,1.0,,,,2.0,,
甲良町議会議員補欠選挙（2013年10月27日投票）,甲良町議会議員補欠選挙,滋賀県,甲良町,20131027.0,2013.0,10.0,27.0,20131022.0,,1.0,3.0,3.0,,,,,その他,,,,,甲良町議会議員補欠選挙（2013年10月27日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.9097515236755743,0.09024847632442569,,0.45487576183778716,0.09024847632442569,4266.0,2.0,60.333333333333336,6.548960901462833,52.0,56.5,61.0,64.5,68.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,1623.0,,,,2643.0,,,4266.0,,,,,,,0.38045007032348804,,,,0.6195499296765119,,,1.0,,,,,,,0.38045007032348804,,,,0.30977496483825595,,,,,,,,,1.0,,,,2.0,,,,,,,,,0.0,,,,1.0,,
甲良町議会議員選挙（2008年01月27日投票）,甲良町議会議員選挙,滋賀県,甲良町,20080127.0,2008.0,1.0,27.0,20080122.0,86.69,12.0,14.0,1.1666666666666667,6445.0,,,,任期満了,,,,,甲良町議会議員選挙（2008年01月27日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.3333333333333333,0.6666666666666666,0.0,0.42722512146841823,0.5727748785315817,,0.07120418691140304,0.07159685981644771,,5557.0,2.0,58.214285714285715,8.204341807225973,41.0,52.75,60.0,64.25,70.0,57.083333333333336,8.087627725249364,41.0,50.75,59.5,62.75,67.0,,,,,,,454.0,,,,5103.0,,,5557.0,,,,,,,0.08169875832283606,,,,0.918301241677164,,,1.0,,,,,,,0.08169875832283606,,,,0.07063855705208953,,,,,,,,,1.0,,,,13.0,,,,,,,,,1.0,,,,11.0,,
甲良町議会議員選挙（2012年01月29日投票）,甲良町議会議員選挙,滋賀県,甲良町,20120129.0,2012.0,1.0,29.0,20120124.0,82.88,12.0,14.0,1.1666666666666667,6266.0,,,-179.0,任期満了,86.69,,,,甲良町議会議員選挙（2012年01月29日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.6428571428571429,0.14285714285714285,0.21428571428571427,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.6374681559866745,0.18381344307270234,0.17871840094062316,0.0708297951096305,0.09190672153635117,0.059572800313541056,5103.0,2.0,60.0,7.171371656006362,45.0,55.5,61.0,64.75,70.0,59.25,7.1428869046999015,45.0,54.75,61.0,64.25,70.0,,,,,,,599.27,,,,4503.73,,,5103.0,,,,,,,0.11743484224965706,,,,0.8825651577503428,,,1.0,,,,,,,0.05871742112482853,,,,0.07354709647919523,,,,,,,,,2.0,,,,12.0,,,,,,,,,1.0,,,,11.0,,
甲良町議会議員選挙（2016年01月24日投票）,甲良町議会議員選挙,滋賀県,甲良町,20160124.0,2016.0,1.0,24.0,20160119.0,76.76,12.0,13.0,1.0833333333333333,6033.0,,,-233.0,任期満了,82.88,,,,甲良町議会議員選挙（2016年01月24日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.6666666666666666,0.25,0.08333333333333333,0.6551680949241925,0.2826477697209404,0.06218413535486706,0.08189601186552406,0.0706619424302351,0.06218413535486706,4551.0,2.0,60.53846153846154,8.536035691434506,42.0,54.0,64.0,67.0,71.0,59.75,8.417491708737625,42.0,53.75,62.5,66.25,71.0,,,,,,,495.0,,,,4056.0,,,4551.0,,,,,,,0.10876730388925511,,,,0.8912326961107448,,,1.0,,,,,,,0.054383651944627555,,,,0.0810211541918859,,,,,,,,,2.0,,,,11.0,,,,,,,,,1.0,,,,11.0,,
甲良町議会議員選挙（2020年01月26日投票）,甲良町議会議員選挙,滋賀県,甲良町,20200126.0,2020.0,1.0,26.0,20200121.0,73.7,12.0,13.0,1.0833333333333333,5803.0,,,-230.0,任期満了,76.76,,,,甲良町議会議員選挙（2020年01月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8586903848556535,0.11314398486855679,0.02816563027578967,0.08586903848556535,0.05657199243427839,0.02816563027578967,4153.999,2.0,61.07692307692308,9.10166120476864,46.0,53.0,65.0,69.0,72.0,62.25,8.476683706890725,46.0,56.0,66.0,69.25,72.0,,,,,,,460.0,,,,3693.999,,,4153.999,,,,,,,0.11073666604156622,,,,0.8892633339584338,,,1.0,,,,,,,0.11073666604156622,,,,0.07410527782986949,,,,,,,,,1.0,,,,12.0,,,,,,,,,1.0,,,,11.0,,
甲賀市議会議員補欠選挙（2016年10月16日投票）,甲賀市議会議員補欠選挙,滋賀県,甲賀市,20161016.0,2016.0,10.0,16.0,20161009.0,55.05,1.0,2.0,2.0,73855.0,,,,辞職/宍戸俊夫市議の辞職による,,,,,甲賀市議会議員補欠選挙（2016年10月16日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.661965294072145,0.338034705927855,,0.661965294072145,0.338034705927855,38783.0,2.0,70.0,4.0,66.0,68.0,70.0,72.0,74.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,13110.0,,,,25673.0,,,38783.0,,,,,,,0.338034705927855,,,,0.661965294072145,,,1.0,,,,,,,0.338034705927855,,,,0.661965294072145,,,,,,,,,1.0,,,,1.0,,,,,,,,,0.0,,,,1.0,,
甲賀市議会議員補欠選挙（2020年10月18日投票）,甲賀市議会議員補欠選挙,滋賀県,甲賀市,20201018.0,2020.0,10.0,18.0,20201011.0,38.27,1.0,4.0,4.0,,,,,その他/2019年2月8日付奥田宏嗣辞職,64.72,,,,甲賀市議会議員補欠選挙（2020年10月18日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,27113.0,2.0,50.0,14.679918255903198,25.0,46.75,57.0,60.25,61.0,25.0,0.0,25.0,25.0,25.0,25.0,25.0,,,,,,,4371.0,,,,22742.0,,,27113.0,,,,,,,0.16121417770073396,,,,0.838785822299266,,,1.0,,,,,,,0.16121417770073396,,,,0.2795952740997553,,,,,,,,,1.0,,,,3.0,,,,,,,,,0.0,,,,1.0,,
甲賀市議会議員選挙（2009年10月18日投票）,甲賀市議会議員選挙,滋賀県,甲賀市,20091018.0,2009.0,10.0,18.0,20091011.0,68.35,27.0,34.0,1.2592592592592593,73111.0,,,,任期満了,,,,,甲賀市議会議員選挙（2009年10月18日投票）,1.0,34.0,27.0,1.2592592592592593,0.0,0.0,0.0,0.058823529411764705,0.07407407407407407,0.6764705882352942,0.2647058823529412,0.058823529411764705,0.7777777777777778,0.14814814814814814,0.07407407407407407,0.7151530375481711,0.22980590359744163,0.055041058854387336,0.03109361032818135,0.025533989288604626,0.027520529427193668,49563.0,4.0,60.029411764705884,6.745304659398038,39.0,57.25,60.0,65.5,74.0,60.074074074074076,5.469957857010967,47.0,57.5,60.0,65.0,68.0,,,406.17,4470.0,,,5110.0,,,,39576.83,,,49563.0,,,0.008195024514254586,0.0901882452636039,,,0.10310110364586486,,,,0.7985156265762767,,,1.0,,,0.008195024514254586,0.04509412263180195,,,0.025775275911466215,,,,0.029574652836158396,,,,,1.0,2.0,,,4.0,,,,27.0,,,,,0.0,2.0,,,4.0,,,,21.0,,
甲賀市議会議員選挙（2013年10月20日投票）,甲賀市議会議員選挙,滋賀県,甲賀市,20131020.0,2013.0,10.0,20.0,20131013.0,61.53,27.0,32.0,1.1851851851851851,72698.0,,,-413.0,任期満了,68.35,,,,甲賀市議会議員選挙（2013年10月20日投票）,1.0,32.0,27.0,1.1851851851851851,0.0,0.0,0.0,0.0625,0.07407407407407407,0.5625,0.4375,0.0,0.5925925925925926,0.4074074074074074,0.0,0.5869360780411872,0.4130639219588127,,0.032607559891177064,0.029504565854200908,,44352.99,4.0,60.0,9.048480535426929,32.0,56.0,62.5,64.25,72.0,62.148148148148145,5.317362919953514,51.0,60.0,63.0,64.5,72.0,,,,4948.43,,,5097.0,2580.0,,,31727.56,,,44352.990000000005,,,,0.1115692538428638,,,0.1149189716409198,0.05816969724025369,,,0.7153420772759627,,,1.0,,,,0.0371897512809546,,,0.02872974291022995,0.029084848620126846,,,0.031101829446780985,,,,,,3.0,,,4.0,2.0,,,23.0,,,,,,3.0,,,3.0,1.0,,,20.0,,
甲賀市議会議員選挙（2017年10月22日投票）,甲賀市議会議員選挙,滋賀県,甲賀市,20171022.0,2017.0,10.0,22.0,20171015.0,64.72,24.0,31.0,1.2916666666666667,73572.0,,,874.0,任期満了,61.53,,,,甲賀市議会議員選挙（2017年10月22日投票）,1.0,31.0,24.0,1.2916666666666667,0.0,0.0,0.0,0.16129032258064516,0.16666666666666666,0.6451612903225806,0.3548387096774194,0.0,0.75,0.25,0.0,0.7072162310825899,0.29278376891741,,0.0353608115541295,0.02661670626521909,,46667.99,0.0,59.45161290322581,9.797427936593193,33.0,55.0,64.0,67.0,70.0,61.0,7.297259759663212,39.0,56.0,64.0,67.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竜王町議会議員選挙（2007年09月16日投票）,竜王町議会議員選挙,滋賀県,竜王町,20070916.0,2007.0,9.0,16.0,20070911.0,78.91,12.0,16.0,1.3333333333333333,10160.0,,,,任期満了,,,,,竜王町議会議員選挙（2007年09月16日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.0625,0.08333333333333333,0.5625,0.4375,0.0,0.4166666666666667,0.5833333333333334,0.0,0.5292860734037205,0.47071392659627953,,0.058809563711524494,0.06724484665661136,,7956.0,3.0,58.75,8.287792227125388,35.0,56.75,60.5,63.25,68.0,57.916666666666664,8.788802851102963,35.0,57.5,60.5,63.0,68.0,,,,,,,449.0,,1057.0,,6450.0,,,7956.0,,,,,,,0.05643539467068879,,0.13285570638511815,,0.8107088989441931,,,1.0,,,,,,,0.05643539467068879,,0.13285570638511815,,0.05790777849601379,,,,,,,,,1.0,,1.0,,14.0,,,,,,,,,1.0,,1.0,,10.0,,
竜王町議会議員選挙（2011年09月11日投票）,竜王町議会議員選挙,滋賀県,竜王町,20110911.0,2011.0,9.0,11.0,20110906.0,無投票,12.0,12.0,1.0,10486.0,,,326.0,任期満了,78.91,,,,竜王町議会議員選挙（2011年09月11日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.08333333333333333,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.5833333333333334,0.3333333333333333,0.08333333333333333,,,,,,,0.0,3.0,59.666666666666664,8.269757486703517,39.0,58.5,61.5,65.25,70.0,59.666666666666664,8.269757486703517,39.0,58.5,61.5,65.25,70.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,10.0,,,,,,,,,1.0,,1.0,,10.0,,
竜王町議会議員選挙（2015年09月13日投票）,竜王町議会議員選挙,滋賀県,竜王町,20150913.0,2015.0,9.0,13.0,20150908.0,68.95,12.0,13.0,1.0833333333333333,9842.0,,,-644.0,任期満了,,,,,竜王町議会議員選挙（2015年09月13日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.38461538461538464,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6104902399046341,0.3895097600953658,,0.07631127998807927,0.07790195201907316,,6711.0,3.0,63.15384615384615,7.512514214461442,43.0,63.0,64.0,68.0,71.0,63.083333333333336,7.815138443360354,43.0,61.75,65.5,68.25,71.0,,,,,,,524.0,,735.0,,5452.0,,,6711.0,,,,,,,0.07808076292653852,,0.10952168082253018,,0.8123975562509314,,,1.0,,,,,,,0.07808076292653852,,0.10952168082253018,,0.07385432329553922,,,,,,,,,1.0,,1.0,,11.0,,,,,,,,,1.0,,1.0,,10.0,,
竜王町議会議員選挙（2019年09月15日投票）,竜王町議会議員選挙,滋賀県,竜王町,20190915.0,2019.0,9.0,15.0,20190910.0,70.68,12.0,15.0,1.25,,,,,任期満了,68.95,,,,竜王町議会議員選挙（2019年09月15日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.13333333333333333,0.16666666666666666,0.4,0.6,0.0,0.3333333333333333,0.6666666666666666,0.0,0.36626828928943955,0.6337317107105604,,0.06104471488157326,0.07041463452339561,,6942.9980000000005,4.0,59.666666666666664,11.145502331533658,34.0,53.5,65.0,67.5,71.0,59.333333333333336,11.671427600007732,34.0,54.5,65.5,67.25,71.0,648.0,,,,536.0,,323.363,,,,5435.635,,,6942.9980000000005,0.093331439818937,,,,0.07720007985023183,,0.046573972799646486,,,,0.7828945075311846,,,1.0,0.093331439818937,,,,0.07720007985023183,,0.046573972799646486,,,,0.06524120896093205,,,1.0,,,,1.0,,1.0,,,,12.0,,,1.0,,,,1.0,,1.0,,,,9.0,,
米原市議会議員補欠選挙（2013年02月17日投票）,米原市議会議員補欠選挙,滋賀県,米原市,20130217.0,2013.0,2.0,17.0,20130210.0,61.83,1.0,3.0,3.0,32202.0,,,,その他,,,,,米原市議会議員補欠選挙（2013年02月17日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,18244.0,1.0,53.333333333333336,12.256517540566824,36.0,49.0,62.0,62.0,62.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,,,,,,,,,,,18244.0,,,18244.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,
米原市議会議員選挙（2005年10月23日投票）,米原市議会議員選挙,滋賀県,米原市,20051023.0,2005.0,10.0,23.0,20051016.0,76.84,24.0,37.0,1.5416666666666667,32597.0,,,,その他,,,,,米原市議会議員選挙（2005年10月23日投票）,1.0,37.0,24.0,1.5416666666666667,0.0,0.0,0.0,0.02702702702702703,0.0,0.8378378378378378,0.16216216216216217,0.0,0.8333333333333334,0.16666666666666666,0.0,0.803297145154805,0.196702854845195,,0.02591281113402597,0.03278380914086584,,24870.0,2.0,60.21621621621622,7.359990948639906,45.0,54.0,60.0,64.0,75.0,60.5,6.614378277661476,45.0,55.75,62.0,64.5,69.0,,,,,,,2687.0,,,,22183.0,,,24870.0,,,,,,,0.10804181745074387,,,,0.8919581825492562,,,1.0,,,,,,,0.036013939150247955,,,,0.02623406419262518,,,,,,,,,3.0,,,,34.0,,,,,,,,,3.0,,,,21.0,,
米原市議会議員選挙（2009年10月18日投票）,米原市議会議員選挙,滋賀県,米原市,20091018.0,2009.0,10.0,18.0,20091011.0,68.4,20.0,22.0,1.1,32679.0,,,82.0,任期満了,76.84,,,,米原市議会議員選挙（2009年10月18日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.045454545454545456,0.0,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.9,0.05,0.05,0.8927523983008155,0.08460744356083687,0.022640158138347605,0.04959735546115642,0.028202481186945624,0.022640158138347605,22172.989999999998,2.0,63.72727272727273,6.749961738489662,49.0,58.25,65.5,68.75,73.0,63.8,6.816157275180789,49.0,58.75,65.5,68.5,73.0,,,,,,,3611.0,,,,18561.989999999998,,,22172.989999999998,,,,,,,0.1628557988796279,,,,0.8371442011203721,,,1.0,,,,,,,0.054285266293209296,,,,0.04406022111159853,,,,,,,,,3.0,,,,19.0,,,,,,,,,3.0,,,,17.0,,
米原市議会議員選挙（2013年10月20日投票）,米原市議会議員選挙,滋賀県,米原市,20131020.0,2013.0,10.0,20.0,20131013.0,66.71,20.0,26.0,1.3,32213.0,,,-466.0,任期満了,68.4,,,,米原市議会議員選挙（2013年10月20日投票）,1.0,26.0,20.0,1.3,0.0,0.0,0.0,0.11538461538461539,0.1,0.5384615384615384,0.46153846153846156,0.0,0.5,0.5,0.0,0.4988762992789587,0.5011237007210413,,0.03563402137706848,0.041760308393420105,,21358.0,3.0,,,,,,,,58.35,11.416107042245178,27.0,55.25,62.0,65.0,72.0,,,,,,,2666.0,946.0,,,17746.0,,,21358.0,,,,,,,0.1248244217623373,0.04429253675437775,,,0.830883041483285,,,1.0,,,,,,,0.04160814058744577,0.04429253675437775,,,0.037767410976512955,,,,,,,,,3.0,1.0,,,22.0,,,,,,,,,3.0,1.0,,,16.0,,
米原市議会議員選挙（2017年10月22日投票）,米原市議会議員選挙,滋賀県,米原市,20171022.0,2017.0,10.0,22.0,20171015.0,68.35,18.0,25.0,1.3888888888888888,32524.0,,,311.0,任期満了,66.71,,,,米原市議会議員選挙（2017年10月22日投票）,1.0,25.0,18.0,1.3888888888888888,0.0,0.0,0.0,0.08,0.1111111111111111,0.52,0.4,0.08,0.5555555555555556,0.4444444444444444,0.0,0.5317148291424003,0.4199238560697793,0.04836131478782045,0.04090114070326156,0.041992385606977926,0.024180657393910225,21876.99,0.0,62.4,8.667179472008181,41.0,58.0,65.0,68.0,74.0,62.22222222222222,8.038487665638188,43.0,58.5,65.5,67.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
草津市議会議員補欠選挙（2007年04月22日投票）,草津市議会議員補欠選挙,滋賀県,草津市,20070422.0,2007.0,4.0,22.0,20070415.0,無投票,6.0,6.0,1.0,91797.0,,,,その他,,,,,草津市議会議員補欠選挙（2007年04月22日投票）,1.0,6.0,6.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,2.0,54.666666666666664,7.180219742846005,45.0,47.75,57.0,60.25,63.0,54.666666666666664,7.180219742846005,45.0,47.75,57.0,60.25,63.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,5.0,,,,,,,,,1.0,,,,5.0,,
草津市議会議員選挙（2007年09月09日投票）,草津市議会議員選挙,滋賀県,草津市,20070909.0,2007.0,9.0,9.0,20070902.0,47.46,24.0,25.0,1.0416666666666667,90592.0,,,,任期満了,,,,,草津市議会議員選挙（2007年09月09日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.16,0.16666666666666666,0.76,0.2,0.04,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.7791107974594214,0.1921430251705481,0.02874617737003058,0.041005831445232704,0.03842860503410962,0.02874617737003058,42510.0,4.0,55.08,6.950798515278659,43.0,48.0,56.0,60.0,66.0,54.625,6.719452482655612,43.0,47.5,56.0,60.0,66.0,,,,4206.0,,,3690.0,,3068.0,,31546.0,,,42510.0,,,,0.09894142554693014,,,0.08680310515172901,,0.07217125382262997,,0.7420842154787108,,,1.0,,,,0.04947071277346507,,,0.043401552575864505,,0.07217125382262997,,0.03710421077393554,,,,,,2.0,,,2.0,,1.0,,20.0,,,,,,2.0,,,2.0,,1.0,,19.0,,
草津市議会議員選挙（2011年09月11日投票）,草津市議会議員選挙,滋賀県,草津市,20110911.0,2011.0,9.0,11.0,20110904.0,48.12,24.0,30.0,1.25,95794.0,,,5202.0,任期満了,47.46,,,,草津市議会議員選挙（2011年09月11日投票）,1.0,30.0,24.0,1.25,0.0,0.0,0.0,0.2,0.25,0.7,0.3,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8132710976705454,0.18672890232945455,,0.03872719512716883,0.02074765581438384,,45633.0,5.0,,,,,,,,,,,,,,,,,,4543.0,,,3714.0,,3743.0,,31529.0,,2104.0,45633.0,,,,0.09955514649486118,,,0.08138846887121162,,0.0820239738785528,,0.6909254267744834,,0.04610698398089102,1.0,,,,0.04977757324743059,,,0.027129489623737207,,0.0410119869392764,,0.03140570121702197,,0.04610698398089102,,,,2.0,,,3.0,,2.0,,22.0,,1.0,,,,2.0,,,3.0,,2.0,,16.0,,1.0
草津市議会議員選挙（2015年09月13日投票）,草津市議会議員選挙,滋賀県,草津市,20150913.0,2015.0,9.0,13.0,20150906.0,46.96,24.0,26.0,1.0833333333333333,,,,,任期満了,48.12,,,,草津市議会議員選挙（2015年09月13日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.11538461538461539,0.125,0.6153846153846154,0.38461538461538464,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6302676992104923,0.3697323007895078,,0.03939173120065577,0.03697323007895078,,46358.0,5.0,55.57692307692308,10.296276686718723,31.0,51.0,54.0,64.0,71.0,55.166666666666664,10.446955962809879,31.0,50.75,54.0,64.0,71.0,,,,4592.0,,,3714.48,,3810.0,,32022.52,,2219.0,46358.0,,,,0.09905517925708615,,,0.08012597609905518,,0.08218646188360154,,0.6907657793692566,,0.047866603391000476,1.0,,,,0.049527589628543076,,,0.02670865869968506,,0.08218646188360154,,0.036356093651013506,,0.047866603391000476,,,,2.0,,,3.0,,1.0,,19.0,,1.0,,,,2.0,,,2.0,,1.0,,18.0,,1.0
