,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから自国民を守る党,得票数_あたらしい党,得票数_たちあがれ日本,得票数_たんぽぽ党,得票数_公明党,得票数_国民民主党,得票数_市民の党「自由と責任」,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_権力者から住民を守る党,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_NHKから自国民を守る党,得票率_あたらしい党,得票率_たちあがれ日本,得票率_たんぽぽ党,得票率_公明党,得票率_国民民主党,得票率_市民の党「自由と責任」,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_権力者から住民を守る党,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから自国民を守る党,一人あたり得票率_あたらしい党,一人あたり得票率_たちあがれ日本,一人あたり得票率_たんぽぽ党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_市民の党「自由と責任」,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_権力者から住民を守る党,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_NHKから自国民を守る党,立候補者数_あたらしい党,立候補者数_たちあがれ日本,立候補者数_たんぽぽ党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_市民の党「自由と責任」,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_権力者から住民を守る党,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_NHKから自国民を守る党,当選者数_あたらしい党,当選者数_たちあがれ日本,当選者数_たんぽぽ党,当選者数_公明党,当選者数_国民民主党,当選者数_市民の党「自由と責任」,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_権力者から住民を守る党,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
岡山市議会議員選挙（2011年04月10日投票）,岡山市議会議員選挙,岡山県,岡山市,20110410.0,2011.0,4.0,10.0,20110401.0,48.14,52.0,67.0,1.2884615384615383,557007.0,,,,任期満了,,,,,岡山市議会議員選挙（2011年04月10日投票）,4.0,67.0,52.0,1.2884615384615385,0.0,0.0,0.0,0.11940298507462686,0.1346153846153846,0.6268656716417911,0.3582089552238806,0.014925373134328358,0.7115384615384616,0.28846153846153844,0.0,0.6970278789386337,0.29676514141575105,0.006206979645615276,0.016595901879491278,0.012365214225656293,0.006206979645615276,257291.0,6.0,,,,,,,,,,,,,,,,,,,45235.0,,,,22838.0,,,,23947.0,,6917.0,157258.0,1096.0,,,257291.0,,,,,0.17581260129580903,,,,0.08876330691707056,,,,0.09307360148625486,,0.02688395629851025,0.6112067658798792,0.004259768122476107,,,1.0,,,,,0.02197657516197613,,,,0.017752661383414112,,,,0.011634200185781858,,0.02688395629851025,0.013891062860906345,0.004259768122476107,,,,,,,8.0,,,,5.0,,,,8.0,,1.0,44.0,1.0,,,,,,,8.0,,,,5.0,,,,4.0,,1.0,34.0,0.0,,
岡山市議会議員選挙（2015年04月12日投票）,岡山市議会議員選挙,岡山県,岡山市,20150412.0,2015.0,4.0,12.0,20150403.0,43.44,46.0,61.0,1.326086956521739,554595.0,,,-2412.0,任期満了,48.14,,,,岡山市議会議員選挙（2015年04月12日投票）,4.0,61.0,46.0,1.326086956521739,0.0,0.0,0.0,0.09836065573770492,0.10869565217391304,0.7049180327868853,0.26229508196721313,0.03278688524590164,0.8260869565217391,0.13043478260869565,0.043478260869565216,0.7912118655922411,0.16739929379548893,0.04138884061226999,0.018400275944005607,0.010462455862218058,0.020694420306134994,235909.0,6.0,55.32786885245902,11.173330823336359,28.0,48.0,56.0,64.0,79.0,55.67391304347826,9.800298016378374,34.0,49.0,56.0,63.75,75.0,,,,,40652.0,,4078.0,,23365.0,,,,22098.0,,,95562.0,,,50154.0,235909.0,,,,,0.17232068297521502,,0.017286326507254916,,0.09904242737665794,,,,0.09367171239757703,,,0.4050799248862909,,,0.21259892585700418,1.0,,,,,0.021540085371901878,,0.005762108835751639,,0.019808485475331587,,,,0.018734342479515408,,,0.013968273271941067,,,0.019327175077909473,,,,,8.0,,3.0,,5.0,,,,5.0,,,29.0,,,11.0,,,,,8.0,,1.0,,5.0,,,,4.0,,,18.0,,,10.0
岡山市議会議員選挙（2019年04月07日投票）,岡山市議会議員選挙,岡山県,岡山市,20190407.0,2019.0,4.0,7.0,20190329.0,39.45,46.0,51.0,1.108695652173913,,,,,任期満了,43.44,,,,岡山市議会議員選挙（2019年04月07日投票）,4.0,51.0,46.0,1.108695652173913,0.0,0.0,0.0,0.13725490196078433,0.13043478260869565,0.8235294117647058,0.11764705882352941,0.058823529411764705,0.8913043478260869,0.08695652173913043,0.021739130434782608,0.9041165202934692,0.06391177852470274,0.03197170118182804,0.021526583816511173,0.010651963087450457,0.010657233727276012,221352.0,6.0,57.98039215686274,11.311091547816053,29.0,52.0,60.0,66.5,79.0,57.15217391304348,11.43786121559208,29.0,48.75,59.5,65.75,79.0,,,,,40440.0,5665.0,,,20173.0,,,,,,,54897.0,,10481.0,89696.0,221352.0,,,,,0.18269543532473165,0.025592721095811198,,,0.09113538617225053,,,,,,,0.2480076981459395,,0.04734992229571,0.4052188369655571,1.0,,,,,0.022836929415591456,0.025592721095811198,,,0.018227077234450106,,,,,,,0.014588688126231736,,0.023674961147855,0.022512157609197617,,,,,8.0,1.0,,,5.0,,,,,,,17.0,,2.0,18.0,,,,,8.0,1.0,,,5.0,,,,,,,13.0,,2.0,17.0
新庄村議会議員補欠選挙（2014年08月24日投票）,新庄村議会議員補欠選挙,岡山県,新庄村,20140824.0,2014.0,8.0,24.0,20140819.0,93.65,1.0,2.0,2.0,834.0,,,,その他,,,,,新庄村議会議員補欠選挙（2014年08月24日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,705.0,1.0,56.5,4.5,52.0,54.25,56.5,58.75,61.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,,,,705.0,,,,705.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,
新庄村議会議員選挙（2003年04月27日投票）,新庄村議会議員選挙,岡山県,新庄村,20030427.0,2003.0,4.0,27.0,20030422.0,95.54,10.0,11.0,1.1,942.0,,,,任期満了,,,,,新庄村議会議員選挙（2003年04月27日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.36363636363636365,0.0,0.6,0.4,0.0,0.6353467561521253,0.36465324384787473,,0.09076382230744648,0.09116331096196868,,894.0,2.0,59.09090909090909,6.761583266104382,45.0,54.5,59.0,63.0,70.0,59.6,6.887670143089026,45.0,55.75,60.0,63.5,70.0,,,,,,,,,78.0,,,,,,,816.0,,,,894.0,,,,,,,,,0.087248322147651,,,,,,,0.912751677852349,,,,1.0,,,,,,,,,0.087248322147651,,,,,,,0.0912751677852349,,,,,,,,,,,,1.0,,,,,,,10.0,,,,,,,,,,,,1.0,,,,,,,9.0,,,
新庄村議会議員選挙（2007年04月22日投票）,新庄村議会議員選挙,岡山県,新庄村,20070422.0,2007.0,4.0,22.0,20070417.0,91.91,8.0,9.0,1.125,890.0,,,-52.0,任期満了,95.54,,,,新庄村議会議員選挙（2007年04月22日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.75,0.125,0.125,0.6855733662145499,0.15289765721331688,0.16152897657213316,0.09793905231636427,0.15289765721331688,0.16152897657213316,811.0,2.0,63.666666666666664,7.2571803523590805,49.0,59.0,65.0,68.0,74.0,63.5,7.681145747868608,49.0,58.75,64.0,69.0,74.0,,,,,,,,,52.0,,,,,,,759.0,,,,811.0,,,,,,,,,0.06411837237977805,,,,,,,0.935881627620222,,,,1.0,,,,,,,,,0.06411837237977805,,,,,,,0.11698520345252775,,,,,,,,,,,,1.0,,,,,,,8.0,,,,,,,,,,,,1.0,,,,,,,7.0,,,
新庄村議会議員選挙（2011年04月24日投票）,新庄村議会議員選挙,岡山県,新庄村,20110424.0,2011.0,4.0,24.0,20110419.0,90.13,8.0,10.0,1.25,861.0,,,-29.0,任期満了,91.91,,,,新庄村議会議員選挙（2011年04月24日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.7,0.2,0.1,0.625,0.25,0.125,0.6649350649350649,0.24805194805194805,0.08701298701298701,0.09499072356215213,0.12402597402597403,0.08701298701298701,770.0,2.0,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,711.0,,,,770.0,,,,,,,,,0.07662337662337662,,,,,,,0.9233766233766234,,,,1.0,,,,,,,,,0.07662337662337662,,,,,,,0.1025974025974026,,,,,,,,,,,,1.0,,,,,,,9.0,,,,,,,,,,,,0.0,,,,,,,8.0,,,
新庄村議会議員選挙（2015年04月26日投票）,新庄村議会議員選挙,岡山県,新庄村,20150426.0,2015.0,4.0,26.0,20150421.0,91.25,8.0,11.0,1.375,,,,,任期満了,90.13,,,,新庄村議会議員選挙（2015年04月26日投票）,1.0,11.0,8.0,1.375,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.2727272727272727,0.09090909090909091,0.5,0.375,0.125,0.5753532608695652,0.2914945652173913,0.1331521739130435,0.08219332298136646,0.09716485507246377,0.1331521739130435,736.0,2.0,65.54545454545455,6.286546043498353,56.0,61.0,66.0,70.0,76.0,64.5,6.264982043070834,56.0,60.0,64.5,67.75,76.0,,,,,,,,,50.0,,,,,,,686.0,,,,736.0,,,,,,,,,0.06793478260869565,,,,,,,0.9320652173913043,,,,1.0,,,,,,,,,0.06793478260869565,,,,,,,0.09320652173913044,,,,,,,,,,,,1.0,,,,,,,10.0,,,,,,,,,,,,0.0,,,,,,,8.0,,,
新庄村議会議員選挙（2019年04月21日投票）,新庄村議会議員選挙,岡山県,新庄村,20190421.0,2019.0,4.0,21.0,20190416.0,,8.0,9.0,1.125,,,,,任期満了,91.25,,,,新庄村議会議員選挙（2019年04月21日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.625,0.125,0.25,0.6185243328100472,0.13657770800627944,0.24489795918367346,0.10308738880167452,0.13657770800627944,0.12244897959183673,637.0,1.0,67.0,7.393691004272944,57.0,61.0,65.0,70.0,80.0,67.25,7.806247497997997,57.0,60.75,66.0,72.0,80.0,,,,,,,,,,,,,,,,637.0,,,,637.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,8.0,,,
新見市議会議員選挙（2005年04月24日投票）,新見市議会議員選挙,岡山県,新見市,20050424.0,2005.0,4.0,24.0,20050417.0,,0.0,38.0,,30097.0,,,,その他,,,,,新見市議会議員選挙（2005年04月24日投票）,5.0,38.0,24.0,1.5833333333333333,0.0,0.0,0.0,0.18421052631578946,0.125,0.0,0.10526315789473684,0.8947368421052632,0.0,0.08333333333333333,0.9166666666666666,,0.05119876256767208,0.9488012374323279,,0.01279969064191802,0.027905918748009646,25860.0,3.0,58.76315789473684,7.648302909542867,41.0,55.0,57.0,63.0,80.0,57.5,8.139410298049853,41.0,54.5,56.5,59.25,80.0,,,,,1331.0,,,,1943.0,,,,,,,22586.0,,,,25860.0,,,,,0.05146945088940449,,,,0.0751353441608662,,,,,,,0.8733952049497293,,,,1.0,,,,,0.05146945088940449,,,,0.025045114720288735,,,,,,,0.025688094263227334,,,,,,,,1.0,,,,3.0,,,,,,,34.0,,,,,,,,1.0,,,,1.0,,,,,,,22.0,,,
新見市議会議員選挙（2009年04月12日投票）,新見市議会議員選挙,岡山県,新見市,20090412.0,2009.0,4.0,12.0,20090405.0,84.64,22.0,25.0,1.1363636363636365,29014.0,,,-1083.0,任期満了,,,,,新見市議会議員選挙（2009年04月12日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.16,0.18181818181818182,0.72,0.24,0.04,0.7727272727272727,0.18181818181818182,0.045454545454545456,0.7818234062641106,0.16776815401666598,0.05040843971922335,0.04343463368133948,0.02796135900277766,0.05040843971922335,24361.0,3.0,59.36,7.984384760268006,42.0,55.0,60.0,62.0,84.0,59.31818181818182,8.204136227517765,42.0,55.5,60.0,62.0,84.0,,,,,1398.0,,,,1466.0,,,,,,,21497.0,,,,24361.0,,,,,0.05738680678133082,,,,0.060178153606173804,,,,,,,0.8824350396124954,,,,1.0,,,,,0.05738680678133082,,,,0.030089076803086902,,,,,,,0.04011068361874979,,,,,,,,1.0,,,,2.0,,,,,,,22.0,,,,,,,,1.0,,,,1.0,,,,,,,20.0,,,
新見市議会議員選挙（2013年04月14日投票）,新見市議会議員選挙,岡山県,新見市,20130414.0,2013.0,4.0,14.0,20130407.0,80.46,18.0,20.0,1.1111111111111112,27409.0,,,-1605.0,任期満了,84.64,,,,新見市議会議員選挙（2013年04月14日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.15,0.16666666666666666,0.65,0.35,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6534106474294585,0.3465893525705415,,0.05026235749457374,0.049512764652934506,,21902.0,4.0,57.8,8.4,35.0,54.5,59.5,64.0,68.0,58.611111111111114,6.717629284939482,43.0,55.5,59.5,63.75,68.0,,,,,1155.0,,,,936.0,715.0,,,,,,19096.0,,,,21902.0,,,,,0.05273491005387636,,,,0.04273582321249201,0.03264542050954251,,,,,,0.8718838462240891,,,,1.0,,,,,0.05273491005387636,,,,0.04273582321249201,0.03264542050954251,,,,,,0.051287285072005244,,,,,,,,1.0,,,,1.0,1.0,,,,,,17.0,,,,,,,,1.0,,,,1.0,0.0,,,,,,16.0,,,
新見市議会議員選挙（2017年04月16日投票）,新見市議会議員選挙,岡山県,新見市,20170416.0,2017.0,4.0,16.0,20170409.0,無投票,18.0,18.0,1.0,,,,,任期満了,80.46,,,,新見市議会議員選挙（2017年04月16日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,0.16666666666666666,0.05555555555555555,0.7777777777777778,0.16666666666666666,0.05555555555555555,,,,,,,0.0,3.0,61.166666666666664,7.151145984308312,47.0,56.25,62.0,67.25,72.0,61.166666666666664,7.151145984308312,47.0,56.25,62.0,67.25,72.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,16.0,,,,,,,,1.0,,,,1.0,,,,,,,16.0,,,
新見市議会議員選挙（2021年04月11日投票）,新見市議会議員選挙,岡山県,新見市,20210411.0,2021.0,4.0,11.0,20210404.0,70.59,16.0,17.0,1.0625,24353.0,11511.0,12842.0,,任期満了,,,,,新見市議会議員選挙（2021年04月11日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.7058823529411765,0.29411764705882354,0.0,0.75,0.25,0.0,0.7326903935215379,0.2673096064784621,,0.06105753279346149,0.05346192129569242,,17057.999,3.0,63.1764705882353,7.793174193731386,46.0,58.0,64.0,67.0,76.0,62.5625,7.623719154717073,46.0,58.0,63.5,67.0,76.0,,,,,1110.0,,,,733.0,,,,,,,15214.999,,,,17057.999,,,,,0.06507211074405621,,,,0.04297104250035423,,,,,,,0.8919568467555896,,,,1.0,,,,,0.06507211074405621,,,,0.04297104250035423,,,,,,,0.05946378978370597,,,,,,,,1.0,,,,1.0,,,,,,,15.0,,,,,,,,1.0,,,,1.0,,,,,,,14.0,,,
早島町議会議員補欠選挙（2008年09月07日投票）,早島町議会議員補欠選挙,岡山県,早島町,20080907.0,2008.0,9.0,7.0,20080902.0,64.84,1.0,2.0,2.0,9661.0,,,,その他,,,,,早島町議会議員補欠選挙（2008年09月07日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,5797.0,1.0,61.0,9.0,52.0,56.5,61.0,65.5,70.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,,,,,,,,,5797.0,,,,5797.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,
早島町議会議員補欠選挙（2015年08月09日投票）,早島町議会議員補欠選挙,岡山県,早島町,20150809.0,2015.0,8.0,9.0,20150804.0,57.48,1.0,3.0,3.0,,,,,その他,64.84,,,,早島町議会議員補欠選挙（2015年08月09日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,4897.0,1.0,59.0,14.854853303438128,38.0,53.5,69.0,69.5,70.0,38.0,0.0,38.0,38.0,38.0,38.0,38.0,,,,,,,,,,,,,,,,4897.0,,,,4897.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,1.0,,,
早島町議会議員選挙（2006年09月03日投票）,早島町議会議員選挙,岡山県,早島町,20060903.0,2006.0,9.0,3.0,20060829.0,64.45,10.0,12.0,1.2,9645.0,,,,任期満了,,,,,早島町議会議員選挙（2006年09月03日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.16666666666666666,0.2,0.75,0.25,0.0,0.7,0.3,0.0,0.7285178542312082,0.27148214576879176,,0.08094642824791203,0.09049404858959725,,6133.0,3.0,59.166666666666664,9.956851354162563,40.0,53.75,61.0,67.25,72.0,60.7,9.81885940422817,40.0,56.75,64.5,67.75,72.0,,,,,712.0,,,,613.0,,,,,,,4808.0,,,,6133.0,,,,,0.11609326593836622,,,,0.09995108429805968,,,,,,,0.7839556497635741,,,,1.0,,,,,0.11609326593836622,,,,0.09995108429805968,,,,,,,0.07839556497635741,,,,,,,,1.0,,,,1.0,,,,,,,10.0,,,,,,,,1.0,,,,1.0,,,,,,,8.0,,,
早島町議会議員選挙（2010年08月29日投票）,早島町議会議員選挙,岡山県,早島町,20100829.0,2010.0,8.0,29.0,20100824.0,64.36,10.0,14.0,1.4,9722.0,,,77.0,任期満了,64.45,,,,早島町議会議員選挙（2010年08月29日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.07142857142857142,0.1,0.5714285714285714,0.35714285714285715,0.07142857142857142,0.6,0.4,0.0,0.5969667634720878,0.36656986124556307,0.03646337528234914,0.07462084543401097,0.07331397224911261,0.03646337528234914,6198.0,3.0,,,,,,,,,,,,,,,,,,,626.0,,,,648.0,,,,,,,4924.0,,,,6198.0,,,,,0.101000322684737,,,,0.10454985479186835,,,,,,,0.7944498225233947,,,,1.0,,,,,0.101000322684737,,,,0.10454985479186835,,,,,,,0.06620415187694956,,,,,,,,1.0,,,,1.0,,,,,,,12.0,,,,,,,,1.0,,,,1.0,,,,,,,8.0,,,
早島町議会議員選挙（2014年08月31日投票）,早島町議会議員選挙,岡山県,早島町,20140831.0,2014.0,8.0,31.0,20140826.0,63.33,10.0,14.0,1.4,,,,,任期満了,64.36,,,,早島町議会議員選挙（2014年08月31日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.07142857142857142,0.1,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.6,0.2,0.2,0.615053037066967,0.23856844611013328,0.14637851682289976,0.07688162963337088,0.05964211152753332,0.07318925841144988,6018.998,3.0,59.214285714285715,11.875416211825236,33.0,55.75,61.5,64.75,76.0,60.0,10.573551910309043,33.0,58.0,61.5,64.5,74.0,,,,,644.0,,,,593.0,,,,,,,4781.998,,,,6018.998,,,,,0.10699455291395678,,,,0.09852138179809995,,,,,,,0.7944840652879432,,,,1.0,,,,,0.10699455291395678,,,,0.09852138179809995,,,,,,,0.06620700544066194,,,,,,,,1.0,,,,1.0,,,,,,,12.0,,,,,,,,1.0,,,,1.0,,,,,,,8.0,,,
早島町議会議員選挙（2018年08月26日投票）,早島町議会議員選挙,岡山県,早島町,20180826.0,2018.0,8.0,26.0,20180821.0,54.19,10.0,12.0,1.2,,,,,任期満了,63.33,,,,早島町議会議員選挙（2018年08月26日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.16666666666666666,0.4,0.4,0.2,0.4658867028133477,0.39444741776748976,0.13966587941916264,0.07764778380222462,0.09861185444187244,0.06983293970958132,5326.999,3.0,59.833333333333336,10.636676590405902,37.0,57.5,62.0,68.25,73.0,61.8,9.81631295344642,37.0,59.0,62.0,68.75,73.0,,,,,571.0,,,,601.0,,,,,,,4154.999,,,,5326.999,,,,,0.10718980799508317,,,,0.11282149668133973,,,,,,,0.7799886953235771,,,,1.0,,,,,0.10718980799508317,,,,0.11282149668133973,,,,,,,0.07799886953235771,,,,,,,,1.0,,,,1.0,,,,,,,10.0,,,,,,,,1.0,,,,1.0,,,,,,,8.0,,,
津山市議会議員増員選挙（2005年03月27日投票）,津山市議会議員増員選挙,岡山県,津山市,20050327.0,2005.0,3.0,27.0,20050320.0,,0.0,13.0,,17264.0,,,,その他,,,,,津山市議会議員増員選挙（2005年03月27日投票）,4.0,13.0,7.0,1.8571428571428572,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.07692307692307693,,13488.0,1.0,54.53846153846154,6.440441750441378,40.0,51.0,54.0,58.0,67.0,56.0,6.141195788629908,49.0,51.5,54.0,59.5,67.0,,,,,,,,,,,,,,,,13488.0,,,,13488.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,,7.0,,,
津山市議会議員補欠選挙（2014年02月09日投票）,津山市議会議員補欠選挙,岡山県,津山市,20140209.0,2014.0,2.0,9.0,20140202.0,,1.0,2.0,2.0,,,,,その他,,,,,津山市議会議員補欠選挙（2014年02月09日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.49228982355557754,0.5077101764444225,,0.49228982355557754,0.5077101764444225,40466.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40466.0,,,,40466.0,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,
津山市議会議員選挙（2003年04月27日投票）,津山市議会議員選挙,岡山県,津山市,20030427.0,2003.0,4.0,27.0,20030420.0,71.9,28.0,30.0,1.0714285714285714,68348.0,,,,任期満了,,,,,津山市議会議員選挙（2003年04月27日投票）,1.0,30.0,28.0,1.0714285714285714,0.0,0.0,0.0,0.1,0.10714285714285714,0.7666666666666667,0.1,0.13333333333333333,0.7857142857142857,0.10714285714285714,0.10714285714285714,0.7890901207804274,0.10429276349747084,0.10661711572210178,0.03430826612088815,0.034764254499156946,0.026654278930525445,48435.0,3.0,53.9,7.453634460225874,38.0,50.0,55.0,58.75,70.0,53.035714285714285,6.904874793822646,38.0,49.75,54.5,56.5,70.0,,,,,5371.0,,,,4789.0,,,,,,,38275.0,,,,48435.0,,,,,0.11089088469082276,,,,0.09887478063383917,,,,,,,0.7902343346753381,,,,1.0,,,,,0.03696362823027425,,,,0.032958260211279726,,,,,,,0.03292643061147242,,,,,,,,3.0,,,,3.0,,,,,,,24.0,,,,,,,,3.0,,,,3.0,,,,,,,22.0,,,
津山市議会議員選挙（2007年04月22日投票）,津山市議会議員選挙,岡山県,津山市,20070422.0,2007.0,4.0,22.0,20070415.0,71.02,32.0,43.0,1.34375,86256.0,,,17908.0,任期満了,71.9,,,,津山市議会議員選挙（2007年04月22日投票）,1.0,43.0,32.0,1.34375,0.0,0.0,0.0,0.11627906976744186,0.09375,0.6976744186046512,0.2558139534883721,0.046511627906976744,0.75,0.21875,0.03125,0.7168148973982755,0.25370511025467785,0.02947999234704663,0.023893829913275853,0.02306410093224344,0.014739996173523316,60786.99,3.0,57.04651162790697,5.762563578308775,42.0,54.0,58.0,60.0,69.0,56.53125,5.700791474655077,42.0,53.75,56.0,60.0,69.0,,,,,5272.6,,,,3669.0,,,,,,,51845.38999999999,,,,60786.98999999999,,,,,0.08673895516129358,,,,0.0603583102239476,,,,,,,0.8529027346147589,,,,1.0,,,,,0.028912985053764526,,,,0.020119436741315867,,,,,,,0.023051425259858347,,,,,,,,3.0,,,,3.0,,,,,,,37.0,,,,,,,,3.0,,,,2.0,,,,,,,27.0,,,
津山市議会議員選挙（2011年04月24日投票）,津山市議会議員選挙,岡山県,津山市,20110424.0,2011.0,4.0,24.0,20110417.0,,28.0,33.0,1.1785714285714286,84708.0,,,-1548.0,任期満了,71.02,,,,津山市議会議員選挙（2011年04月24日投票）,1.0,33.0,28.0,1.1785714285714286,0.0,0.0,0.0,0.09090909090909091,0.07142857142857142,0.7575757575757576,0.21212121212121213,0.030303030303030304,0.8571428571428571,0.14285714285714285,0.0,0.8067430497689569,0.17496288159987883,0.01829406863116431,0.032269721990758275,0.024994697371411263,0.01829406863116431,52804.0,5.0,,,,,,,,,,,,,,,,,1469.08,,6040.0,,,,3391.0,,,,2213.0,,,39690.92,,,,52804.0,,,0.027821377168396333,,0.11438527384289068,,,,0.0642186198015302,,,,0.0419097038103174,,,0.7516650253768653,,,,1.0,,,0.027821377168396333,,0.03812842461429689,,,,0.021406206600510066,,,,0.0419097038103174,,,0.030066601015074614,,,,,,1.0,,3.0,,,,3.0,,,,1.0,,,25.0,,,,,,1.0,,3.0,,,,2.0,,,,1.0,,,21.0,,,
