,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_HAGE党,得票数_NHKから国民を守る党,得票数_いちはら市民ネット ワーク,得票数_いちはら市民ネットワーク,得票数_さくら・市民ネットワーク,得票数_たちあがれ日本,得票数_みどりの未来・のだ,得票数_みんなの党,得票数_コロナワクチン拒絶党,得票数_デモクラティア,得票数_ホリエモン新党,得票数_不登校を考える党,得票数_九十九里ネット・ニューウェーヴ,得票数_佐倉市民オンブズマン,得票数_公明党,得票数_公民党,得票数_動物愛護推進党,得票数_千葉の風21,得票数_千葉を元気にする会,得票数_国民主権党,得票数_国民会議,得票数_国民民主党,得票数_地球環境を育てる会,得票数_子供の未来を守る党,得票数_市民オンブズマン,得票数_市民オンブズマン館山行政監視局,得票数_市民ネットワ ーク・かしわ,得票数_市民ネットワーク,得票数_市民ネットワークちば,得票数_市民ネットワーク・かしわ,得票数_市民ネットワーク・のだ,得票数_市民ネットワーク・ふなばし,得票数_市民ネットワーク千葉県,得票数_市民ネットワーク四街道,得票数_希望の党,得票数_幸福実現党,得票数_新社会党,得票数_日本を元気にする会,得票数_日本共産党,得票数_日本維新の会,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_環境と行政を考える会,得票数_社,得票数_社会民主党,得票数_社民党,得票数_立憲民主党,得票数_維新の党,得票数_習志野みんなの改革,得票数_自由党,得票数_自由民主党,得票数_茂原市民に５万円支給する党,得票数_虐待から子供を守る党,得票数_諸,得票数_議席を減らします党,得票数_闘う改革の会千葉,得票数_青年自由,得票数_sum_v,得票率_HAGE党,得票率_NHKから国民を守る党,得票率_いちはら市民ネット ワーク,得票率_いちはら市民ネットワーク,得票率_さくら・市民ネットワーク,得票率_たちあがれ日本,得票率_みどりの未来・のだ,得票率_みんなの党,得票率_コロナワクチン拒絶党,得票率_デモクラティア,得票率_ホリエモン新党,得票率_不登校を考える党,得票率_九十九里ネット・ニューウェーヴ,得票率_佐倉市民オンブズマン,得票率_公明党,得票率_公民党,得票率_動物愛護推進党,得票率_千葉の風21,得票率_千葉を元気にする会,得票率_国民主権党,得票率_国民会議,得票率_国民民主党,得票率_地球環境を育てる会,得票率_子供の未来を守る党,得票率_市民オンブズマン,得票率_市民オンブズマン館山行政監視局,得票率_市民ネットワ ーク・かしわ,得票率_市民ネットワーク,得票率_市民ネットワークちば,得票率_市民ネットワーク・かしわ,得票率_市民ネットワーク・のだ,得票率_市民ネットワーク・ふなばし,得票率_市民ネットワーク千葉県,得票率_市民ネットワーク四街道,得票率_希望の党,得票率_幸福実現党,得票率_新社会党,得票率_日本を元気にする会,得票率_日本共産党,得票率_日本維新の会,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_環境と行政を考える会,得票率_社,得票率_社会民主党,得票率_社民党,得票率_立憲民主党,得票率_維新の党,得票率_習志野みんなの改革,得票率_自由党,得票率_自由民主党,得票率_茂原市民に５万円支給する党,得票率_虐待から子供を守る党,得票率_諸,得票率_議席を減らします党,得票率_闘う改革の会千葉,得票率_青年自由,得票率_sum_v,一人あたり得票率_HAGE党,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_いちはら市民ネット ワーク,一人あたり得票率_いちはら市民ネットワーク,一人あたり得票率_さくら・市民ネットワーク,一人あたり得票率_たちあがれ日本,一人あたり得票率_みどりの未来・のだ,一人あたり得票率_みんなの党,一人あたり得票率_コロナワクチン拒絶党,一人あたり得票率_デモクラティア,一人あたり得票率_ホリエモン新党,一人あたり得票率_不登校を考える党,一人あたり得票率_九十九里ネット・ニューウェーヴ,一人あたり得票率_佐倉市民オンブズマン,一人あたり得票率_公明党,一人あたり得票率_公民党,一人あたり得票率_動物愛護推進党,一人あたり得票率_千葉の風21,一人あたり得票率_千葉を元気にする会,一人あたり得票率_国民主権党,一人あたり得票率_国民会議,一人あたり得票率_国民民主党,一人あたり得票率_地球環境を育てる会,一人あたり得票率_子供の未来を守る党,一人あたり得票率_市民オンブズマン,一人あたり得票率_市民オンブズマン館山行政監視局,一人あたり得票率_市民ネットワ ーク・かしわ,一人あたり得票率_市民ネットワーク,一人あたり得票率_市民ネットワークちば,一人あたり得票率_市民ネットワーク・かしわ,一人あたり得票率_市民ネットワーク・のだ,一人あたり得票率_市民ネットワーク・ふなばし,一人あたり得票率_市民ネットワーク千葉県,一人あたり得票率_市民ネットワーク四街道,一人あたり得票率_希望の党,一人あたり得票率_幸福実現党,一人あたり得票率_新社会党,一人あたり得票率_日本を元気にする会,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_環境と行政を考える会,一人あたり得票率_社,一人あたり得票率_社会民主党,一人あたり得票率_社民党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_習志野みんなの改革,一人あたり得票率_自由党,一人あたり得票率_自由民主党,一人あたり得票率_茂原市民に５万円支給する党,一人あたり得票率_虐待から子供を守る党,一人あたり得票率_諸,一人あたり得票率_議席を減らします党,一人あたり得票率_闘う改革の会千葉,一人あたり得票率_青年自由,立候補者数_HAGE党,立候補者数_NHKから国民を守る党,立候補者数_いちはら市民ネット ワーク,立候補者数_いちはら市民ネットワーク,立候補者数_さくら・市民ネットワーク,立候補者数_たちあがれ日本,立候補者数_みどりの未来・のだ,立候補者数_みんなの党,立候補者数_コロナワクチン拒絶党,立候補者数_デモクラティア,立候補者数_ホリエモン新党,立候補者数_不登校を考える党,立候補者数_九十九里ネット・ニューウェーヴ,立候補者数_佐倉市民オンブズマン,立候補者数_公明党,立候補者数_公民党,立候補者数_動物愛護推進党,立候補者数_千葉の風21,立候補者数_千葉を元気にする会,立候補者数_国民主権党,立候補者数_国民会議,立候補者数_国民民主党,立候補者数_地球環境を育てる会,立候補者数_子供の未来を守る党,立候補者数_市民オンブズマン,立候補者数_市民オンブズマン館山行政監視局,立候補者数_市民ネットワ ーク・かしわ,立候補者数_市民ネットワーク,立候補者数_市民ネットワークちば,立候補者数_市民ネットワーク・かしわ,立候補者数_市民ネットワーク・のだ,立候補者数_市民ネットワーク・ふなばし,立候補者数_市民ネットワーク千葉県,立候補者数_市民ネットワーク四街道,立候補者数_希望の党,立候補者数_幸福実現党,立候補者数_新社会党,立候補者数_日本を元気にする会,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_環境と行政を考える会,立候補者数_社,立候補者数_社会民主党,立候補者数_社民党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_習志野みんなの改革,立候補者数_自由党,立候補者数_自由民主党,立候補者数_茂原市民に５万円支給する党,立候補者数_虐待から子供を守る党,立候補者数_諸,立候補者数_議席を減らします党,立候補者数_闘う改革の会千葉,立候補者数_青年自由,当選者数_HAGE党,当選者数_NHKから国民を守る党,当選者数_いちはら市民ネット ワーク,当選者数_いちはら市民ネットワーク,当選者数_さくら・市民ネットワーク,当選者数_たちあがれ日本,当選者数_みどりの未来・のだ,当選者数_みんなの党,当選者数_コロナワクチン拒絶党,当選者数_デモクラティア,当選者数_ホリエモン新党,当選者数_不登校を考える党,当選者数_九十九里ネット・ニューウェーヴ,当選者数_佐倉市民オンブズマン,当選者数_公明党,当選者数_公民党,当選者数_動物愛護推進党,当選者数_千葉の風21,当選者数_千葉を元気にする会,当選者数_国民主権党,当選者数_国民会議,当選者数_国民民主党,当選者数_地球環境を育てる会,当選者数_子供の未来を守る党,当選者数_市民オンブズマン,当選者数_市民オンブズマン館山行政監視局,当選者数_市民ネットワ ーク・かしわ,当選者数_市民ネットワーク,当選者数_市民ネットワークちば,当選者数_市民ネットワーク・かしわ,当選者数_市民ネットワーク・のだ,当選者数_市民ネットワーク・ふなばし,当選者数_市民ネットワーク千葉県,当選者数_市民ネットワーク四街道,当選者数_希望の党,当選者数_幸福実現党,当選者数_新社会党,当選者数_日本を元気にする会,当選者数_日本共産党,当選者数_日本維新の会,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_環境と行政を考える会,当選者数_社,当選者数_社会民主党,当選者数_社民党,当選者数_立憲民主党,当選者数_維新の党,当選者数_習志野みんなの改革,当選者数_自由党,当選者数_自由民主党,当選者数_茂原市民に５万円支給する党,当選者数_虐待から子供を守る党,当選者数_諸,当選者数_議席を減らします党,当選者数_闘う改革の会千葉,当選者数_青年自由
酒々井町議会議員選挙（2007年04月22日投票）,酒々井町議会議員選挙,千葉県,酒々井町,20070422.0,2007.0,4.0,22.0,20070417.0,57.59,16.0,22.0,1.375,17647.0,,,1005.0,任期満了,57.11,,,,酒々井町議会議員選挙（2007年04月22日投票）,1.0,22.0,16.0,1.375,0.0,0.0,0.0,0.045454545454545456,0.0625,0.6363636363636364,0.36363636363636365,0.0,0.625,0.375,0.0,0.6560206308272168,0.34397936917278316,,0.04685861648765834,0.042997421146597894,,10082.0,4.0,57.68181818181818,9.92877527756554,25.0,54.0,59.0,64.75,68.0,58.875,7.069962871189636,38.0,56.25,59.0,64.25,68.0,,,,,,,,,,,,,,,914.0,,,,,,,,,,,,,,,,,,,,,,,,1597.0,,,,,7153.0,,,,,,,,,418.0,,,,,,,10082.0,,,,,,,,,,,,,,,0.09065661575084309,,,,,,,,,,,,,,,,,,,,,,,,0.15840111089069628,,,,,0.7094822455861932,,,,,,,,,0.041460027772267406,,,,,,,1.0,,,,,,,,,,,,,,,0.09065661575084309,,,,,,,,,,,,,,,,,,,,,,,,0.05280037029689876,,,,,0.041734249740364306,,,,,,,,,0.041460027772267406,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,17.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,11.0,,,,,,,,,1.0,,,,,,
酒々井町議会議員選挙（2011年04月24日投票）,酒々井町議会議員選挙,千葉県,酒々井町,20110424.0,2011.0,4.0,24.0,20110419.0,54.54,16.0,20.0,1.25,17331.0,,,-316.0,任期満了,57.59,,,,酒々井町議会議員選挙（2011年04月24日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.1,0.0625,0.6,0.25,0.15,0.75,0.125,0.125,0.6842892235394639,0.18231336110221083,0.13339741535832533,0.05702410196162199,0.036462672220442166,0.04446580511944178,9363.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,903.0,,,,,,,,,,,,,,,,,,,,,,,,948.0,,,,,7097.0,,,,,,,,,415.0,,,,,,,9363.0,,,,,,,,,,,,,,,0.09644344761294457,,,,,,,,,,,,,,,,,,,,,,,,0.1012495994873438,,,,,0.757983552280252,,,,,,,,,0.04432340061945957,,,,,,,1.0,,,,,,,,,,,,,,,0.09644344761294457,,,,,,,,,,,,,,,,,,,,,,,,0.0506247997436719,,,,,0.04737397201751575,,,,,,,,,0.04432340061945957,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,16.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,12.0,,,,,,,,,1.0,,,,,,
酒々井町議会議員選挙（2015年04月26日投票）,酒々井町議会議員選挙,千葉県,酒々井町,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,16.0,16.0,1.0,,,,,任期満了,54.54,,,,酒々井町議会議員選挙（2015年04月26日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.0625,0.0625,0.875,0.125,0.0,0.875,0.125,0.0,,,,,,,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,12.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,12.0,,,,,,,,,1.0,,,,,,
酒々井町議会議員選挙（2019年04月21日投票）,酒々井町議会議員選挙,千葉県,酒々井町,20190421.0,2019.0,4.0,21.0,20190416.0,,16.0,20.0,1.25,,,,,任期満了,,,,,酒々井町議会議員選挙（2019年04月21日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.2,0.25,0.6,0.35,0.05,0.6875,0.25,0.0625,0.5398262571883029,0.36620579958399607,0.09396794322770097,0.04498552143235857,0.05231511422628515,0.09396794322770097,8173.0,4.0,64.3,11.260994627474075,41.0,62.5,69.5,70.25,80.0,64.625,10.844785613371986,44.0,62.5,69.0,70.5,80.0,,,,,,,,,,,,,,,909.0,,,,,,,,,,,,,,,,,,,,,,,,883.0,,,,,5651.0,,,,,730.0,,,,,,,,,,,8173.0,,,,,,,,,,,,,,,0.1112198703046617,,,,,,,,,,,,,,,,,,,,,,,,0.10803866389330723,,,,,0.6914229780986174,,,,,0.08931848770341368,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.1112198703046617,,,,,,,,,,,,,,,,,,,,,,,,0.05401933194665361,,,,,0.04321393613116359,,,,,0.08931848770341368,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,16.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,12.0,,,,,1.0,,,,,,,,,,
野田市議会議員補欠選挙（2008年06月22日投票）,野田市議会議員補欠選挙,千葉県,野田市,20080622.0,2008.0,6.0,22.0,20080615.0,40.25,1.0,2.0,2.0,124758.0,,,,その他,,,,,野田市議会議員補欠選挙（2008年06月22日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.5646599197855406,0.43534008021445936,,0.5646599197855406,0.43534008021445936,48121.0,2.0,53.5,6.5,47.0,50.25,53.5,56.75,60.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20949.0,,27172.0,,,,,,,,,,,,,,,,48121.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43534008021445936,,0.5646599197855406,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.43534008021445936,,0.5646599197855406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,
野田市議会議員補欠選挙（2016年06月12日投票）,野田市議会議員補欠選挙,千葉県,野田市,20160612.0,2016.0,6.0,12.0,20160605.0,40.02,2.0,5.0,2.5,125180.0,,,422.0,退職/えんどう達也議員、鈴木有議員の市長選出馬による辞職のため,40.25,,,,野田市議会議員補欠選挙（2016年06月12日投票）,1.0,5.0,2.0,2.5,0.0,0.0,0.0,0.4,0.5,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,48093.0,0.0,51.6,14.759403781996074,35.0,38.0,47.0,68.0,70.0,36.5,1.5,35.0,35.75,36.5,37.25,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
野田市議会議員補欠選挙（2020年06月28日投票）,野田市議会議員補欠選挙,千葉県,野田市,20200628.0,2020.0,6.0,28.0,20200621.0,12.86,1.0,2.0,2.0,,,,,死亡/鶴岡潔氏逝去による欠員。（2019年7月18日逝去）,40.02,,,,野田市議会議員補欠選挙（2020年06月28日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,15761.0,2.0,45.5,11.5,34.0,39.75,45.5,51.25,57.0,57.0,0.0,57.0,57.0,57.0,57.0,57.0,,,,,,,,,,,2891.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12870.0,,,,,,,,,,,,,,,,15761.0,,,,,,,,,,,0.18342744749698622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8165725525030137,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,0.18342744749698622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8165725525030137,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
野田市議会議員選挙（2006年05月28日投票）,野田市議会議員選挙,千葉県,野田市,20060528.0,2006.0,5.0,28.0,20060521.0,51.17,32.0,42.0,1.3125,122577.0,,,,任期満了,,,,,野田市議会議員選挙（2006年05月28日投票）,1.0,42.0,32.0,1.3125,0.0,0.0,0.0,0.21428571428571427,0.25,0.8333333333333334,0.16666666666666666,0.0,0.875,0.125,0.0,0.860954690986708,0.13904530901329193,,0.024598705456763084,0.019863615573327418,,61842.00000000001,7.0,56.357142857142854,7.812753397251094,32.0,54.0,57.0,60.75,74.0,56.5,7.145802963978226,42.0,53.25,57.0,59.25,74.0,,,,,,,,,,,,,,,10482.09,,,,,,,,,,,,,,,,2592.6800000000003,,,,,,1815.0,,5798.0,,,3386.0,,36259.71000000001,,,1508.52,,,,,,,,,,,,,61842.00000000001,,,,,,,,,,,,,,,0.1694979140390026,,,,,,,,,,,,,,,,0.04192425859448271,,,,,,0.029348986125933826,,0.09375505320009055,,,0.0547524336211636,,0.5863282235374018,,,0.024393130881924904,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0.03389958280780052,,,,,,,,,,,,,,,,0.020962129297241356,,,,,,0.029348986125933826,,0.023438763300022637,,,0.0273762168105818,,0.02171586013101488,,,0.024393130881924904,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,4.0,,,2.0,,27.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,3.0,,,2.0,,18.0,,,1.0,,,,,,,,,,,,
野田市議会議員選挙（2010年05月23日投票）,野田市議会議員選挙,千葉県,野田市,20100523.0,2010.0,5.0,23.0,20100516.0,46.99,28.0,33.0,1.1785714285714286,122577.0,,,0.0,任期満了,51.17,,,,野田市議会議員選挙（2010年05月23日投票）,1.0,33.0,28.0,1.1785714285714286,0.0,0.0,0.0,0.30303030303030304,0.25,0.6363636363636364,0.3333333333333333,0.030303030303030304,0.7142857142857143,0.2857142857142857,0.0,0.6527657460078131,0.32790727160578437,0.019326982386402576,0.031084083143229198,0.029809751964162214,0.019326982386402576,58364.0,9.0,,,,,,,,,,,,,,,,,,,,,493.0,,,,,,,,10850.77,,,,,,,,,,,,,,,,2559.0,,,,,,1502.0,,4571.0,,,9351.98,,24270.0,,,1320.25,,,,,,3446.0,,,,,,,58364.0,,,,,,,0.00844698786923446,,,,,,,,0.18591546158590913,,,,,,,,,,,,,,,,0.043845521211705846,,,,,,0.0257350421492701,,0.0783188266739771,,,0.16023541909396202,,0.41583853060105547,,,0.02262096497841135,,,,,,0.05904324583647454,,,,,,,1.0,,,,,,,0.00844698786923446,,,,,,,,0.03718309231718182,,,,,,,,,,,,,,,,0.021922760605852923,,,,,,0.0257350421492701,,0.02610627555799237,,,0.026705903182327004,,0.03198757927700427,,,0.02262096497841135,,,,,,0.05904324583647454,,,,,,,,,,,,,1.0,,,,,,,,5.0,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,3.0,,,6.0,,13.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.0,,,,,,,,5.0,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,3.0,,,3.0,,12.0,,,1.0,,,,,,1.0,,,,,,
野田市議会議員選挙（2014年05月25日投票）,野田市議会議員選挙,千葉県,野田市,20140525.0,2014.0,5.0,25.0,20140518.0,45.94,28.0,34.0,1.2142857142857142,125532.0,,,2955.0,任期満了,46.99,,,,野田市議会議員選挙（2014年05月25日投票）,1.0,34.0,28.0,1.2142857142857142,0.0,0.0,0.0,0.14705882352941177,0.14285714285714285,0.6764705882352942,0.2647058823529412,0.058823529411764705,0.75,0.25,0.0,0.744602290737078,0.21722051404346543,0.038177195219456526,0.03237401264074252,0.024135612671496158,0.019088597609728263,56944.990000000005,8.0,57.529411764705884,9.226672633689425,32.0,51.5,58.0,65.0,71.0,57.17857142857143,9.562028966656799,32.0,52.5,58.0,64.25,71.0,,,,,,,,,,,,,,,10049.64,,,,,,,,,,,,,,,,1694.0,,,,,,1518.0,,3905.0,,,4785.299999999999,,29045.36,,,1253.24,,,,,,4694.45,,,,,,,56944.990000000005,,,,,,,,,,,,,,,0.1764797921643326,,,,,,,,,,,,,,,,0.029748007682502006,,,,,,0.02665730558561868,,0.06857495277459878,,,0.08403373150122599,,0.5100599719132447,,,0.022007906226693515,,,,,,0.08243833215178367,,,,,,,1.0,,,,,,,,,,,,,,,0.03529595843286652,,,,,,,,,,,,,,,,0.029748007682502006,,,,,,0.02665730558561868,,0.03428747638729939,,,0.028011243833741997,,0.026845261679644458,,,0.022007906226693515,,,,,,0.041219166075891836,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,2.0,,,3.0,,19.0,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,2.0,,,3.0,,13.0,,,1.0,,,,,,2.0,,,,,,
野田市議会議員選挙（2018年05月27日投票）,野田市議会議員選挙,千葉県,野田市,20180527.0,2018.0,5.0,27.0,20180520.0,43.05,28.0,36.0,1.2857142857142858,127654.0,,,2122.0,任期満了,45.94,,,,野田市議会議員選挙（2018年05月27日投票）,1.0,36.0,28.0,1.2857142857142858,0.0,0.0,0.0,0.1388888888888889,0.17857142857142858,0.6944444444444444,0.2777777777777778,0.027777777777777776,0.8214285714285714,0.14285714285714285,0.03571428571428571,0.7863842279113334,0.19312298581665144,0.020492786272015163,0.03145536911645334,0.019312298581665145,0.020492786272015163,54262.997,8.0,57.083333333333336,11.419707624200466,28.0,53.75,58.5,66.0,75.0,58.32142857142857,10.02159657735152,37.0,54.0,59.0,66.0,75.0,,727.0,,,,,,,,,,,,,9039.567,,,,,,,4359.261,,,,,,,,,1681.0,,,,,,,,4194.0,,,,,30407.432,,,1231.737,,,,,,2623.0,,,,,,,54262.997,,0.013397711888268906,,,,,,,,,,,,,0.1665880526282026,,,,,,,0.08033579494328336,,,,,,,,,0.030978753348253136,,,,,,,,0.07729023887125143,,,,,0.560371407425211,,,0.022699391262889515,,,,,,0.048338649632640084,,,,,,,1.0,,0.013397711888268906,,,,,,,,,,,,,0.033317610525640515,,,,,,,0.026778598314427787,,,,,,,,,0.030978753348253136,,,,,,,,0.02576341295708381,,,,,0.026684352734533855,,,0.022699391262889515,,,,,,0.048338649632640084,,,,,,,,1.0,,,,,,,,,,,,,5.0,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,3.0,,,,,21.0,,,1.0,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,5.0,,,,,,,3.0,,,,,,,,,1.0,,,,,,,,3.0,,,,,14.0,,,1.0,,,,,,1.0,,,,,,
銚子市議会議員補欠選挙（2013年04月21日投票）,銚子市議会議員補欠選挙,千葉県,銚子市,20130421.0,2013.0,4.0,21.0,20130414.0,47.75,1.0,4.0,4.0,,,,,その他,,,,,銚子市議会議員補欠選挙（2013年04月21日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.5843782654127482,0.4156217345872518,,0.2921891327063741,0.2078108672936259,22968.0,1.0,67.0,4.06201920231798,61.0,64.75,67.5,69.75,72.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22968.0,,,,,,,,,,,,,,,,22968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
銚子市議会議員補欠選挙（2017年04月23日投票）,銚子市議会議員補欠選挙,千葉県,銚子市,20170423.0,2017.0,4.0,23.0,20170416.0,52.57,1.0,2.0,2.0,54388.0,,,,その他,47.75,,,,銚子市議会議員補欠選挙（2017年04月23日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,24584.0,1.0,55.5,16.5,39.0,47.25,55.5,63.75,72.0,39.0,0.0,39.0,39.0,39.0,39.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24584.0,,,,,,,,,,,,,,,,24584.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
