,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_ふくしま県民党,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_民進党,得票数_無所属,得票数_社会民主党,得票数_社民党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_草民党,得票数_sum_v,得票率_　,得票率_ふくしま県民党,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_民進党,得票率_無所属,得票率_社会民主党,得票率_社民党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_草民党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_ふくしま県民党,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_社民党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,一人あたり得票率_草民党,立候補者数_　,立候補者数_ふくしま県民党,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_民進党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_社民党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,立候補者数_草民党,当選者数_　,当選者数_ふくしま県民党,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_民進党,当選者数_無所属,当選者数_社会民主党,当選者数_社民党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党,当選者数_草民党
本宮市議会議員選挙（2007年07月29日投票）,本宮市議会議員選挙,福島県,本宮市,20070729.0,2007.0,7.0,29.0,20070722.0,,0.0,34.0,,24829.0,,,,任期満了,,,,,本宮市議会議員選挙（2007年07月29日投票）,2.0,34.0,24.0,1.4166666666666667,0.0,0.0,0.0,0.029411764705882353,0.041666666666666664,0.7058823529411765,0.2647058823529412,0.029411764705882353,0.5833333333333334,0.375,0.041666666666666664,0.6756082567908274,0.281524096805417,0.04286764640375558,0.02815034403295114,0.03128045520060189,0.04286764640375558,19081.989999999998,3.0,56.794117647058826,6.434189065246344,42.0,52.5,56.5,60.0,71.0,55.25,6.417748826496718,42.0,51.75,54.5,60.0,71.0,,,,1060.94,,,1246.0,,,16775.050000000003,,,,,,,19081.99,,,,0.055599022953056784,,,0.06529717288396021,,,0.8791038041629831,,,,,,,1.0,,,,0.055599022953056784,,,0.032648586441980106,,,0.02835818723106397,,,,,,,,,,1.0,,,2.0,,,31.0,,,,,,,,,,1.0,,,1.0,,,22.0,,,,,,
本宮市議会議員選挙（2011年07月10日投票）,本宮市議会議員選挙,福島県,本宮市,20110710.0,2011.0,7.0,10.0,20110703.0,64.91,24.0,25.0,1.0416666666666667,24917.0,,,88.0,任期満了,,,,,本宮市議会議員選挙（2011年07月10日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.04,0.041666666666666664,0.8,0.16,0.04,0.8333333333333334,0.125,0.041666666666666664,0.8346062351320896,0.12482784524852884,0.04056591961938149,0.04173031175660448,0.03120696131213221,0.04056591961938149,15974.0,3.0,,,,,,,,,,,,,,,,,,1356.47,,,789.59,,,13827.939999999999,,,,,,,15973.999999999998,,,,0.08491736571929387,,,0.04942969825967197,,,0.8656529360210342,,,,,,,1.0,,,,0.08491736571929387,,,0.04942969825967197,,,0.03763708417482758,,,,,,,,,,1.0,,,1.0,,,23.0,,,,,,,,,,1.0,,,1.0,,,22.0,,,,,,
本宮市議会議員選挙（2015年07月12日投票）,本宮市議会議員選挙,福島県,本宮市,20150712.0,2015.0,7.0,12.0,20150705.0,62.24,20.0,21.0,1.05,,,,,任期満了,64.91,,,,本宮市議会議員選挙（2015年07月12日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.047619047619047616,0.05,0.8095238095238095,0.14285714285714285,0.047619047619047616,0.8,0.15,0.05,0.7923031301482701,0.16400658978583196,0.04369028006589786,0.04660606647931001,0.054668863261943985,0.04369028006589786,15175.0,3.0,60.523809523809526,9.240794892726118,32.0,59.0,62.0,66.0,71.0,61.95,6.851824574520279,43.0,59.75,62.0,66.5,71.0,,,,1464.16,,,778.53,,,12932.31,,,,,,,15175.0,,,,0.0964850082372323,,,0.05130345963756178,,,0.852211532125206,,,,,,,1.0,,,,0.0964850082372323,,,0.05130345963756178,,,0.04485323853290558,,,,,,,,,,1.0,,,1.0,,,19.0,,,,,,,,,,1.0,,,1.0,,,18.0,,,,,,
本宮市議会議員選挙（2019年07月21日投票）,本宮市議会議員選挙,福島県,本宮市,20190721.0,2019.0,7.0,21.0,20190714.0,無投票,20.0,20.0,1.0,,,,,任期満了,62.24,,,,本宮市議会議員選挙（2019年07月21日投票）,1.0,20.0,20.0,1.0,1.0,1.0,0.0,0.05,0.05,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,3.0,62.9,9.674192472759676,36.0,59.0,65.5,70.5,75.0,62.9,9.674192472759676,36.0,59.0,65.5,70.5,75.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,18.0,,,,,,,,,,1.0,,,1.0,,,18.0,,,,,,
柳津町議会議員補欠選挙（2007年04月22日投票）,柳津町議会議員補欠選挙,福島県,柳津町,20070422.0,2007.0,4.0,22.0,20070417.0,88.08,1.0,2.0,2.0,3640.0,,,,その他,,,,,柳津町議会議員補欠選挙（2007年04月22日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,0.5,3071.0,1.0,61.5,1.5,60.0,60.75,61.5,62.25,63.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,3071.0,,,,,,,3071.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,
柳津町議会議員補欠選挙（2011年06月26日投票）,柳津町議会議員補欠選挙,福島県,柳津町,20110626.0,2011.0,6.0,26.0,20110621.0,76.06,1.0,2.0,2.0,3425.0,,,-215.0,その他,88.08,,,,柳津町議会議員補欠選挙（2011年06月26日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,2547.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,2547.0,,,,,,,2547.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.5,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,1.0,,,,,,
柳津町議会議員補欠選挙（2015年06月21日投票）,柳津町議会議員補欠選挙,福島県,柳津町,20150621.0,2015.0,6.0,21.0,20150616.0,無投票,1.0,1.0,1.0,,,,,その他,76.06,,,,柳津町議会議員補欠選挙（2015年06月21日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,68.0,0.0,68.0,68.0,68.0,68.0,68.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
柳津町議会議員補欠選挙（2019年06月23日投票）,柳津町議会議員補欠選挙,福島県,柳津町,20190623.0,2019.0,6.0,23.0,20190618.0,84.17,2.0,3.0,1.5,,,,,辞職/田﨑ためひろ氏、小林いさお氏町長選挙出馬による辞職のため。,,,,,柳津町議会議員補欠選挙（2019年06月23日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.7605340008343763,0.2394659991656237,,0.38026700041718814,0.2394659991656237,2397.0,1.0,58.333333333333336,15.2825245151302,37.0,51.5,66.0,69.0,72.0,51.5,14.5,37.0,44.25,51.5,58.75,66.0,,,,,,,,,,2397.0,,,,,,,2397.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,2.0,,,,,,
柳津町議会議員選挙（2008年03月23日投票）,柳津町議会議員選挙,福島県,柳津町,20080323.0,2008.0,3.0,23.0,20080318.0,86.22,10.0,12.0,1.2,3628.0,,,,任期満了,,,,,柳津町議会議員選挙（2008年03月23日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.0,0.0,0.4166666666666667,0.5,0.08333333333333333,0.4,0.5,0.1,0.3887922077922078,0.5164025974025974,0.09480519480519481,0.07775844155844155,0.08606709956709957,0.09480519480519481,3080.0,1.0,59.833333333333336,11.22373477155542,37.0,55.25,60.5,70.25,75.0,57.2,10.428806259586953,37.0,49.75,59.5,63.25,71.0,,,,,,,,,,3080.0,,,,,,,3080.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.08333333333333333,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,10.0,,,,,,
柳津町議会議員選挙（2012年03月25日投票）,柳津町議会議員選挙,福島県,柳津町,20120325.0,2012.0,3.0,25.0,20120320.0,,10.0,13.0,1.3,3384.0,,,-244.0,任期満了,86.22,,,,柳津町議会議員選挙（2012年03月25日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.23076923076923078,0.0,0.8,0.2,0.0,0.7570483814827706,0.24295161851722938,,0.07570483814827707,0.08098387283907646,,2873.0,1.0,58.38461538461539,10.514008688327436,41.0,49.0,62.0,65.0,75.0,60.7,9.402659198333204,48.0,51.75,62.5,66.75,75.0,,,,,,,,,,2873.0,,,,,,,2873.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,10.0,,,,,,
柳津町議会議員選挙（2016年03月27日投票）,柳津町議会議員選挙,福島県,柳津町,20160327.0,2016.0,3.0,27.0,20160322.0,86.9,10.0,14.0,1.4,3091.0,,,-293.0,任期満了,,,,,柳津町議会議員選挙（2016年03月27日投票）,1.0,14.0,10.0,1.4,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7,0.3,0.0,0.710162019593067,0.2898379804069329,,0.0710162019593067,0.07245949510173323,,2654.0,0.0,63.92857142857143,9.18433671074436,50.0,55.75,65.0,71.25,79.0,60.4,8.380930735902785,50.0,53.5,59.0,65.5,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
柳津町議会議員選挙（2020年03月22日投票）,柳津町議会議員選挙,福島県,柳津町,20200322.0,2020.0,3.0,22.0,20200317.0,80.03,10.0,11.0,1.1,2860.0,,,-231.0,任期満了,86.9,,,,柳津町議会議員選挙（2020年03月22日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.09090909090909091,0.9,0.0,0.1,0.886784140969163,,0.113215859030837,0.0886784140969163,,0.113215859030837,2270.0,1.0,64.18181818181819,11.263926183078937,38.0,59.0,67.0,70.5,83.0,62.3,10.03045362882457,38.0,57.5,65.5,69.5,73.0,,,,,,,,,,2270.0,,,,,,,2270.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.09090909090909091,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,10.0,,,,,,
桑折町議会議員補欠選挙（2010年09月26日投票）,桑折町議会議員補欠選挙,福島県,桑折町,20100926.0,2010.0,9.0,26.0,20100921.0,無投票,2.0,2.0,1.0,,,,,任期満了,,,,,桑折町議会議員補欠選挙（2010年09月26日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,2.0,,,,,,
桑折町議会議員選挙（2007年09月30日投票）,桑折町議会議員選挙,福島県,桑折町,20070930.0,2007.0,9.0,30.0,20070925.0,70.9,14.0,15.0,1.0714285714285714,11150.0,,,,任期満了,,,,,桑折町議会議員選挙（2007年09月30日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.2,0.21428571428571427,0.6666666666666666,0.3333333333333333,0.0,0.6428571428571429,0.35714285714285715,0.0,0.5725912870744747,0.4274087129255253,,0.05725912870744747,0.08548174258510506,,7812.99,2.0,55.86666666666667,6.530611678004512,46.0,49.5,57.0,59.0,68.0,55.785714285714285,6.752550538538028,46.0,49.25,56.5,59.0,68.0,,,,,,,1032.65,,,6780.34,,,,,,,7812.99,,,,,,,0.13217091024050973,,,0.8678290897594904,,,,,,,1.0,,,,,,,0.06608545512025486,,,0.0667560838276531,,,,,,,,,,,,,2.0,,,13.0,,,,,,,,,,,,,2.0,,,12.0,,,,,,
桑折町議会議員選挙（2011年10月02日投票）,桑折町議会議員選挙,福島県,桑折町,20111002.0,2011.0,10.0,2.0,20110927.0,無投票,14.0,14.0,1.0,10883.0,,,-267.0,任期満了,70.9,,,,桑折町議会議員選挙（2011年10月02日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7857142857142857,0.14285714285714285,0.07142857142857142,,,,,,,0.0,2.0,59.214285714285715,5.796286636762386,50.0,53.75,60.5,63.0,69.0,59.214285714285715,5.796286636762386,50.0,53.75,60.5,63.0,69.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,12.0,,,,,,,,,,,,,2.0,,,12.0,,,,,,
桑折町議会議員選挙（2015年10月04日投票）,桑折町議会議員選挙,福島県,桑折町,20151004.0,2015.0,10.0,4.0,20150929.0,無投票,12.0,12.0,1.0,,,,,任期満了,,,,,桑折町議会議員選挙（2015年10月04日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.9166666666666666,0.0,0.08333333333333333,0.9166666666666666,0.0,0.08333333333333333,,,,,,,0.0,2.0,63.0,5.431390245600108,54.0,59.0,64.5,67.0,73.0,63.0,5.431390245600108,54.0,59.0,64.5,67.0,73.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,10.0,,,,,,,,,,,,,2.0,,,10.0,,,,,,
桑折町議会議員選挙（2019年09月29日投票）,桑折町議会議員選挙,福島県,桑折町,20190929.0,2019.0,9.0,29.0,20190924.0,56.7,12.0,13.0,1.0833333333333333,,,,,任期満了,,,,,桑折町議会議員選挙（2019年09月29日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.8461538461538461,0.15384615384615385,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8791070939584472,0.1208929060415528,,0.0799188267234952,0.0604464530207764,,5674.998,2.0,64.53846153846153,9.377677132550835,38.0,60.0,68.0,71.0,77.0,64.25,9.705024471890836,38.0,60.0,67.0,71.0,77.0,,,,,,,579.769,,,5095.229,,,,,,,5674.9980000000005,,,,,,,0.10216197433021121,,,0.8978380256697888,,,,,,,1.0,,,,,,,0.051080987165105604,,,0.08162163869725353,,,,,,,,,,,,,2.0,,,11.0,,,,,,,,,,,,,2.0,,,10.0,,,,,,
棚倉町議会議員補欠選挙（2000年09月03日投票）,棚倉町議会議員補欠選挙,福島県,棚倉町,20000903.0,2000.0,9.0,3.0,20000829.0,70.14,2.0,4.0,2.0,12566.0,,,,その他,,,,,棚倉町議会議員補欠選挙（2000年09月03日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.5,0.5,,0.7391917293233082,0.2608082706766917,,0.24639724310776942,0.2608082706766917,8512.0,2.0,62.0,1.5811388300841898,60.0,60.75,62.0,63.25,64.0,60.5,0.5,60.0,60.25,60.5,60.75,61.0,,,,,,,1684.0,,,6828.0,,,,,,,8512.0,,,,,,,0.19783834586466165,,,0.8021616541353384,,,,,,,1.0,,,,,,,0.19783834586466165,,,0.2673872180451128,,,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,,,,0.0,,,2.0,,,,,,
棚倉町議会議員選挙（1999年12月05日投票）,棚倉町議会議員選挙,福島県,棚倉町,19991205.0,1999.0,12.0,5.0,19991130.0,無投票,20.0,20.0,1.0,12686.0,,,,任期満了,,,,,棚倉町議会議員選挙（1999年12月05日投票）,1.0,20.0,20.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.2,0.0,,,,,,,0.0,3.0,58.55,9.080060572485186,32.0,54.75,58.5,65.25,74.0,58.55,9.080060572485186,32.0,54.75,58.5,65.25,74.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,17.0,1.0,,,,,,,,,,,,2.0,,,17.0,1.0,,,,,
棚倉町議会議員選挙（2003年12月07日投票）,棚倉町議会議員選挙,福島県,棚倉町,20031207.0,2003.0,12.0,7.0,20031201.0,73.04,16.0,19.0,1.1875,12391.0,,,-295.0,任期満了,,,,,棚倉町議会議員選挙（2003年12月07日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.0,0.0,0.6842105263157895,0.3157894736842105,0.0,0.6875,0.3125,0.0,0.6319207411219764,0.3680792588780237,,0.04860928777861357,0.06134654314633728,,9715.0,2.0,59.8421052631579,6.425796349540015,44.0,56.0,59.0,64.5,70.0,59.6875,6.788950121336877,44.0,55.75,59.5,64.25,70.0,,,,,,,455.42,,,9259.58,,,,,,,9715.0,,,,,,,0.0468780236747298,,,0.9531219763252702,,,,,,,1.0,,,,,,,0.0468780236747298,,,0.05295122090695945,,,,,,,,,,,,,1.0,,,18.0,,,,,,,,,,,,,1.0,,,15.0,,,,,,
棚倉町議会議員選挙（2007年12月09日投票）,棚倉町議会議員選挙,福島県,棚倉町,20071209.0,2007.0,12.0,9.0,20071204.0,77.99,16.0,19.0,1.1875,12265.0,,,-126.0,任期満了,73.04,,,,棚倉町議会議員選挙（2007年12月09日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.0,0.0,0.5789473684210527,0.3157894736842105,0.10526315789473684,0.625,0.375,0.0,0.5559134190728356,0.4011359235288344,0.042950657398329886,0.050537583552075965,0.06685598725480574,0.021475328699164943,9475.99,2.0,58.78947368421053,8.14072896883592,43.0,53.5,60.0,64.0,71.0,57.8125,8.427772170034023,43.0,52.25,59.5,63.5,71.0,,,,,,,536.4,,,8939.59,,,,,,,9475.99,,,,,,,0.05660622267435909,,,0.9433937773256409,,,,,,,1.0,,,,,,,0.05660622267435909,,,0.05241076540698005,,,,,,,,,,,,,1.0,,,18.0,,,,,,,,,,,,,1.0,,,15.0,,,,,,
棚倉町議会議員選挙（2011年12月04日投票）,棚倉町議会議員選挙,福島県,棚倉町,20111204.0,2011.0,12.0,4.0,20111129.0,75.52,14.0,17.0,1.2142857142857142,11973.0,,,-292.0,任期満了,77.99,,,,棚倉町議会議員選挙（2011年12月04日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.6428571428571429,0.35714285714285715,0.0,0.612758813654169,0.36485730274202577,0.02238388360380526,0.05570534669583354,0.07297146054840516,0.02238388360380526,8935.0,2.0,,,,,,,,,,,,,,,,,,,,,510.0,,,8425.0,,,,,,,8935.0,,,,,,,0.05707890318970341,,,0.9429210968102966,,,,,,,1.0,,,,,,,0.05707890318970341,,,0.058932568550643535,,,,,,,,,,,,,1.0,,,16.0,,,,,,,,,,,,,1.0,,,13.0,,,,,,
棚倉町議会議員選挙（2015年12月06日投票）,棚倉町議会議員選挙,福島県,棚倉町,20151206.0,2015.0,12.0,6.0,20151201.0,70.83,14.0,16.0,1.1428571428571428,11662.0,,,-311.0,任期満了,75.52,,,,棚倉町議会議員選挙（2015年12月06日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.875,0.125,0.0,0.9285714285714286,0.07142857142857142,0.0,0.8470990773273006,0.15290092267269936,,0.060507076951950046,0.07645046133634968,,8159.99,2.0,64.3125,6.979601976474017,51.0,60.75,65.5,68.0,79.0,63.714285714285715,7.264675505766355,51.0,60.25,64.5,66.75,79.0,,,,,,,512.0,,,7647.990000000001,,,,,,,8159.990000000001,,,,,,,0.06274517493281241,,,0.9372548250671876,,,,,,,1.0,,,,,,,0.06274517493281241,,,0.06248365500447917,,,,,,,,,,,,,1.0,,,15.0,,,,,,,,,,,,,1.0,,,13.0,,,,,,
棚倉町議会議員選挙（2019年12月08日投票）,棚倉町議会議員選挙,福島県,棚倉町,20191208.0,2019.0,12.0,8.0,20191203.0,62.98,14.0,15.0,1.0714285714285714,11573.0,,,-89.0,任期満了,70.83,,,,棚倉町議会議員選挙（2019年12月08日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.8,0.13333333333333333,0.06666666666666667,0.8571428571428571,0.14285714285714285,0.0,0.7865667499306134,0.17735220649458786,0.03608104357479878,0.06554722916088444,0.08867610324729393,0.03608104357479878,7206.0,2.0,66.6,7.692420511993174,54.0,62.5,68.0,70.5,83.0,66.0,7.615773105863909,54.0,61.75,67.5,70.0,83.0,,,,,,,501.0,,,6705.0,,,,,,,7206.0,,,,,,,0.06952539550374688,,,0.9304746044962531,,,,,,,1.0,,,,,,,0.06952539550374688,,,0.06646247174973237,,,,,,,,,,,,,1.0,,,14.0,,,,,,,,,,,,,1.0,,,13.0,,,,,,
楢葉町議会議員補欠選挙（2012年04月15日投票）,楢葉町議会議員補欠選挙,福島県,楢葉町,20120415.0,2012.0,4.0,15.0,20120405.0,78.14,3.0,5.0,1.6666666666666667,6259.0,,,,任期満了,,,,,楢葉町議会議員補欠選挙（2012年04月15日投票）,1.0,5.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.2,,4444.0,1.0,55.4,6.151422599691879,47.0,50.0,56.0,61.0,63.0,60.0,2.943920288775949,56.0,58.5,61.0,62.0,63.0,,,,,,,,,,4444.0,,,,,,,4444.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.2,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,3.0,,,,,,
楢葉町議会議員補欠選挙（2020年04月12日投票）,楢葉町議会議員補欠選挙,福島県,楢葉町,20200412.0,2020.0,4.0,12.0,20200407.0,無投票,1.0,1.0,1.0,,,,,その他/前回の町議選での定数割れの補充のため,78.14,,,,楢葉町議会議員補欠選挙（2020年04月12日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,54.0,0.0,54.0,54.0,54.0,54.0,54.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,
楢葉町議会議員選挙（2005年08月07日投票）,楢葉町議会議員選挙,福島県,楢葉町,20050807.0,2005.0,8.0,7.0,20050802.0,,14.0,15.0,1.0714285714285714,6573.0,,,,任期満了,,,,,楢葉町議会議員選挙（2005年08月07日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.8,0.13333333333333333,0.06666666666666667,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.8301709381959862,0.11820099857625564,0.05162806322775821,0.06918091151633218,0.05910049928812782,0.05162806322775821,5626.01,1.0,58.266666666666666,6.7573827938205655,44.0,54.5,57.0,61.5,71.0,57.357142857142854,6.042789597731248,44.0,54.25,57.0,60.25,71.0,,,,,,,,,,5626.01,,,,,,,5626.01,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,14.0,,,,,,
楢葉町議会議員選挙（2009年08月02日投票）,楢葉町議会議員選挙,福島県,楢葉町,20090802.0,2009.0,8.0,2.0,20090728.0,84.7,14.0,16.0,1.1428571428571428,6440.0,,,-133.0,任期満了,,,,,楢葉町議会議員選挙（2009年08月02日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.75,0.1875,0.0625,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7222011160139289,0.1910678114674045,0.08673107251866664,0.060183426334494076,0.06368927048913484,0.08673107251866664,5395.99,1.0,60.1875,5.246650717362458,48.0,57.75,60.0,62.75,69.0,59.214285714285715,4.82816989032034,48.0,57.25,58.5,61.0,69.0,,,,,,,,,,5395.99,,,,,,,5395.99,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.0625,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,14.0,,,,,,
楢葉町議会議員選挙（2013年08月11日投票）,楢葉町議会議員選挙,福島県,楢葉町,20130811.0,2013.0,8.0,11.0,20130801.0,70.95,12.0,15.0,1.25,,,,,任期満了,84.7,,,,楢葉町議会議員選挙（2013年08月11日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.08333333333333333,0.7333333333333333,0.26666666666666666,0.0,0.75,0.25,0.0,0.6486362594545038,0.35136374054549624,,0.05896693267768216,0.08784093513637406,,4363.0,1.0,60.0,4.676180777800049,50.0,57.0,61.0,63.5,66.0,60.666666666666664,4.4783429475148,50.0,57.75,61.5,64.25,66.0,,,,,,,,,,4363.0,,,,,,,4363.0,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,0.06666666666666667,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,12.0,,,,,,
