,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_NHKから自国民を守る党,得票数_さいたま未来,得票数_しょぼい政党,得票数_はにゅう市民ネットワーク,得票数_みんなの党,得票数_よしかわ市民ネットワーク,得票数_オリーブの木,得票数_スーパークレイジー君党,得票数_チームはんのう,得票数_テレビ改革党,得票数_ネクスト草加,得票数_ネットワーク三芳,得票数_人生ひゃくねん党,得票数_住民自治を進める街づくり会議,得票数_公募型競争入札を促進する会,得票数_公明党,得票数_創健の会,得票数_創建の会,得票数_国民会議,得票数_国民民主党,得票数_地域政党蓮田から変える会,得票数_富士見市民ネットワーク,得票数_少子化対策党,得票数_市民ネットワーク・かわぐち,得票数_市民ネットワーク所沢,得票数_市民ネットワーク鶴ヶ島,得票数_平和の党,得票数_平成改新,得票数_幸福実現党,得票数_愛煙党,得票数_新党・市民の力,得票数_新党市民の力,得票数_新社会党,得票数_日本を元気にする会,得票数_日本共産党,得票数_日本創新党,得票数_日本労働党,得票数_日本維新の会,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_生き活きネットワーク鴻巣／吹上,得票数_生活者ネットワーク さいたま市,得票数_生活者ネットワークさいたま市,得票数_社会民主党,得票数_税金のムダづかいをなくす党,得票数_立憲民主党,得票数_維新の党,得票数_自由党,得票数_自由大丈夫党,得票数_自由民主党,得票数_見沼区の未来を創る会,得票数_議席を減らします党,得票数_越谷市民ネットワーク,得票数_青年自由,得票数_青年自由党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_NHKから自国民を守る党,得票率_さいたま未来,得票率_しょぼい政党,得票率_はにゅう市民ネットワーク,得票率_みんなの党,得票率_よしかわ市民ネットワーク,得票率_オリーブの木,得票率_スーパークレイジー君党,得票率_チームはんのう,得票率_テレビ改革党,得票率_ネクスト草加,得票率_ネットワーク三芳,得票率_人生ひゃくねん党,得票率_住民自治を進める街づくり会議,得票率_公募型競争入札を促進する会,得票率_公明党,得票率_創健の会,得票率_創建の会,得票率_国民会議,得票率_国民民主党,得票率_地域政党蓮田から変える会,得票率_富士見市民ネットワーク,得票率_少子化対策党,得票率_市民ネットワーク・かわぐち,得票率_市民ネットワーク所沢,得票率_市民ネットワーク鶴ヶ島,得票率_平和の党,得票率_平成改新,得票率_幸福実現党,得票率_愛煙党,得票率_新党・市民の力,得票率_新党市民の力,得票率_新社会党,得票率_日本を元気にする会,得票率_日本共産党,得票率_日本創新党,得票率_日本労働党,得票率_日本維新の会,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_生き活きネットワーク鴻巣／吹上,得票率_生活者ネットワーク さいたま市,得票率_生活者ネットワークさいたま市,得票率_社会民主党,得票率_税金のムダづかいをなくす党,得票率_立憲民主党,得票率_維新の党,得票率_自由党,得票率_自由大丈夫党,得票率_自由民主党,得票率_見沼区の未来を創る会,得票率_議席を減らします党,得票率_越谷市民ネットワーク,得票率_青年自由,得票率_青年自由党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_NHKから自国民を守る党,一人あたり得票率_さいたま未来,一人あたり得票率_しょぼい政党,一人あたり得票率_はにゅう市民ネットワーク,一人あたり得票率_みんなの党,一人あたり得票率_よしかわ市民ネットワーク,一人あたり得票率_オリーブの木,一人あたり得票率_スーパークレイジー君党,一人あたり得票率_チームはんのう,一人あたり得票率_テレビ改革党,一人あたり得票率_ネクスト草加,一人あたり得票率_ネットワーク三芳,一人あたり得票率_人生ひゃくねん党,一人あたり得票率_住民自治を進める街づくり会議,一人あたり得票率_公募型競争入札を促進する会,一人あたり得票率_公明党,一人あたり得票率_創健の会,一人あたり得票率_創建の会,一人あたり得票率_国民会議,一人あたり得票率_国民民主党,一人あたり得票率_地域政党蓮田から変える会,一人あたり得票率_富士見市民ネットワーク,一人あたり得票率_少子化対策党,一人あたり得票率_市民ネットワーク・かわぐち,一人あたり得票率_市民ネットワーク所沢,一人あたり得票率_市民ネットワーク鶴ヶ島,一人あたり得票率_平和の党,一人あたり得票率_平成改新,一人あたり得票率_幸福実現党,一人あたり得票率_愛煙党,一人あたり得票率_新党・市民の力,一人あたり得票率_新党市民の力,一人あたり得票率_新社会党,一人あたり得票率_日本を元気にする会,一人あたり得票率_日本共産党,一人あたり得票率_日本創新党,一人あたり得票率_日本労働党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_生き活きネットワーク鴻巣／吹上,一人あたり得票率_生活者ネットワーク さいたま市,一人あたり得票率_生活者ネットワークさいたま市,一人あたり得票率_社会民主党,一人あたり得票率_税金のムダづかいをなくす党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由党,一人あたり得票率_自由大丈夫党,一人あたり得票率_自由民主党,一人あたり得票率_見沼区の未来を創る会,一人あたり得票率_議席を減らします党,一人あたり得票率_越谷市民ネットワーク,一人あたり得票率_青年自由,一人あたり得票率_青年自由党,立候補者数_NHKから国民を守る党,立候補者数_NHKから自国民を守る党,立候補者数_さいたま未来,立候補者数_しょぼい政党,立候補者数_はにゅう市民ネットワーク,立候補者数_みんなの党,立候補者数_よしかわ市民ネットワーク,立候補者数_オリーブの木,立候補者数_スーパークレイジー君党,立候補者数_チームはんのう,立候補者数_テレビ改革党,立候補者数_ネクスト草加,立候補者数_ネットワーク三芳,立候補者数_人生ひゃくねん党,立候補者数_住民自治を進める街づくり会議,立候補者数_公募型競争入札を促進する会,立候補者数_公明党,立候補者数_創健の会,立候補者数_創建の会,立候補者数_国民会議,立候補者数_国民民主党,立候補者数_地域政党蓮田から変える会,立候補者数_富士見市民ネットワーク,立候補者数_少子化対策党,立候補者数_市民ネットワーク・かわぐち,立候補者数_市民ネットワーク所沢,立候補者数_市民ネットワーク鶴ヶ島,立候補者数_平和の党,立候補者数_平成改新,立候補者数_幸福実現党,立候補者数_愛煙党,立候補者数_新党・市民の力,立候補者数_新党市民の力,立候補者数_新社会党,立候補者数_日本を元気にする会,立候補者数_日本共産党,立候補者数_日本創新党,立候補者数_日本労働党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_生き活きネットワーク鴻巣／吹上,立候補者数_生活者ネットワーク さいたま市,立候補者数_生活者ネットワークさいたま市,立候補者数_社会民主党,立候補者数_税金のムダづかいをなくす党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由党,立候補者数_自由大丈夫党,立候補者数_自由民主党,立候補者数_見沼区の未来を創る会,立候補者数_議席を減らします党,立候補者数_越谷市民ネットワーク,立候補者数_青年自由,立候補者数_青年自由党,当選者数_NHKから国民を守る党,当選者数_NHKから自国民を守る党,当選者数_さいたま未来,当選者数_しょぼい政党,当選者数_はにゅう市民ネットワーク,当選者数_みんなの党,当選者数_よしかわ市民ネットワーク,当選者数_オリーブの木,当選者数_スーパークレイジー君党,当選者数_チームはんのう,当選者数_テレビ改革党,当選者数_ネクスト草加,当選者数_ネットワーク三芳,当選者数_人生ひゃくねん党,当選者数_住民自治を進める街づくり会議,当選者数_公募型競争入札を促進する会,当選者数_公明党,当選者数_創健の会,当選者数_創建の会,当選者数_国民会議,当選者数_国民民主党,当選者数_地域政党蓮田から変える会,当選者数_富士見市民ネットワーク,当選者数_少子化対策党,当選者数_市民ネットワーク・かわぐち,当選者数_市民ネットワーク所沢,当選者数_市民ネットワーク鶴ヶ島,当選者数_平和の党,当選者数_平成改新,当選者数_幸福実現党,当選者数_愛煙党,当選者数_新党・市民の力,当選者数_新党市民の力,当選者数_新社会党,当選者数_日本を元気にする会,当選者数_日本共産党,当選者数_日本創新党,当選者数_日本労働党,当選者数_日本維新の会,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_生き活きネットワーク鴻巣／吹上,当選者数_生活者ネットワーク さいたま市,当選者数_生活者ネットワークさいたま市,当選者数_社会民主党,当選者数_税金のムダづかいをなくす党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由党,当選者数_自由大丈夫党,当選者数_自由民主党,当選者数_見沼区の未来を創る会,当選者数_議席を減らします党,当選者数_越谷市民ネットワーク,当選者数_青年自由,当選者数_青年自由党
蕨市議会議員選挙（2019年06月02日投票）,蕨市議会議員選挙,埼玉県,蕨市,20190602.0,2019.0,6.0,2.0,20190526.0,47.85,18.0,20.0,1.1111111111111112,,,,,任期満了,44.45,,,,蕨市議会議員選挙（2019年06月02日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.3,0.3333333333333333,0.7,0.3,0.0,0.7222222222222222,0.2777777777777778,0.0,0.7621682537467055,0.23783174625329448,,0.054440589553336104,0.03963862437554908,,27468.999,5.0,52.25,11.277743568639961,28.0,43.75,53.5,61.25,72.0,52.5,10.594810050208546,28.0,44.5,53.5,60.0,72.0,,,,,,,,,,,,,,,,,4324.218,,,,,,,,,,,,,,,,,,,5278.0,,,1276.0,,,,15068.780999999999,,,,,,1522.0,,,,,,,,,,27468.999,,,,,,,,,,,,,,,,,0.15742175388335045,,,,,,,,,,,,,,,,,,,0.19214387826800677,,,0.04645236617468296,,,,0.5485740852806467,,,,,,0.05540791639331306,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.05247391796111681,,,,,,,,,,,,,,,,,,,0.04803596956700169,,,0.04645236617468296,,,,0.049870371389149695,,,,,,0.05540791639331306,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,11.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,9.0,,,,,,1.0,,,,,,,,,
行田市議会議員選挙（2003年04月27日投票）,行田市議会議員選挙,埼玉県,行田市,20030427.0,2003.0,4.0,27.0,20030420.0,69.56,25.0,29.0,1.16,67504.0,,,,任期満了,,,,,行田市議会議員選挙（2003年04月27日投票）,1.0,29.0,25.0,1.16,0.0,0.0,0.0,0.06896551724137931,0.08,0.4827586206896552,0.5172413793103449,0.0,0.56,0.44,0.0,0.48132527501195704,0.518674724988043,,0.03438037678656836,0.034578314999202865,,45998.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5910.0,,,,,,,,,,,,,,,,,,,2884.0,,,,,,,37204.0,,,,,,,,,,,,,,,,45998.0,,,,,,,,,,,,,,,,,0.128483847123788,,,,,,,,,,,,,,,,,,,0.0626983781903561,,,,,,,0.8088177746858559,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.042827949041262664,,,,,,,,,,,,,,,,,,,0.03134918909517805,,,,,,,0.03370074061191066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,20.0,,,,,,,,,,,,,,,
行田市議会議員選挙（2007年04月22日投票）,行田市議会議員選挙,埼玉県,行田市,20070422.0,2007.0,4.0,22.0,20070415.0,66.02,24.0,26.0,1.0833333333333333,70866.0,,,3362.0,任期満了,69.56,,,,行田市議会議員選挙（2007年04月22日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.11538461538461539,0.125,0.6153846153846154,0.38461538461538464,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6866062685784228,0.31339373142157717,,0.04291289178615142,0.03133937314215772,,45752.00000000001,3.0,58.80769230769231,5.75138264827371,47.0,53.5,59.0,63.0,69.0,58.583333333333336,5.787318511673222,47.0,52.75,59.0,63.0,69.0,,,,,,,,,,,,,,,,,7006.0,,,,,,,,,,,,,,,,,,,4475.0,,,,,,,34271.00000000001,,,,,,,,,,,,,,,,45752.00000000001,,,,,,,,,,,,,,,,,0.1531299178178003,,,,,,,,,,,,,,,,,,,0.09780993180625983,,,,,,,0.7490601503759399,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.051043305939266766,,,,,,,,,,,,,,,,,,,0.032603310602086606,,,,,,,0.037453007518796995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,18.0,,,,,,,,,,,,,,,
行田市議会議員選挙（2011年04月24日投票）,行田市議会議員選挙,埼玉県,行田市,20110424.0,2011.0,4.0,24.0,20110417.0,54.98,22.0,28.0,1.2727272727272727,70094.0,,,-772.0,任期満了,66.02,,,,行田市議会議員選挙（2011年04月24日投票）,1.0,28.0,22.0,1.2727272727272727,0.0,0.0,0.0,0.10714285714285714,0.13636363636363635,0.6071428571428571,0.35714285714285715,0.03571428571428571,0.6818181818181818,0.2727272727272727,0.045454545454545456,0.6459752313840976,0.3191259991586033,0.03489876945729912,0.03799854302259398,0.03191259991586033,0.03489876945729912,38032.00000000001,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5755.0,,,,,,,,,,,,,,,,,,,3240.73,,,,,,,29036.27,,,,,,,,,,,,,,,,38032.0,,,,,,,,,,,,,,,,,0.1513199411022297,,,,,,,,,,,,,,,,,,,0.08521061211611275,,,,,,,0.7634694467816575,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0504399803674099,,,,,,,,,,,,,,,,,,,0.028403537372037584,,,,,,,0.034703156671893526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,3.0,,,,,,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,17.0,,,,,,,,,,,,,,,
行田市議会議員選挙（2015年04月26日投票）,行田市議会議員選挙,埼玉県,行田市,20150426.0,2015.0,4.0,26.0,20150419.0,53.9,22.0,30.0,1.3636363636363635,,,,,任期満了,54.98,,,,行田市議会議員選挙（2015年04月26日投票）,1.0,30.0,22.0,1.3636363636363635,0.0,0.0,0.0,0.13333333333333333,0.18181818181818182,0.5,0.4666666666666667,0.03333333333333333,0.6818181818181818,0.3181818181818182,0.0,0.5833287723715177,0.3995676208198785,0.0171036068086038,0.03888858482476785,0.028540544344277035,0.0171036068086038,36542.0,3.0,59.0,9.201449161228174,31.0,55.25,60.0,64.75,72.0,59.54545454545455,10.187904025350457,31.0,56.25,60.5,66.75,72.0,,,,,,,,,,,,,,,,,5747.0,,,,,,,,,,,,,,,,,,,2745.0,,,,,,,28050.0,,,,,,,,,,,,,,,,36542.0,,,,,,,,,,,,,,,,,0.15727108532647366,,,,,,,,,,,,,,,,,,,0.07511904110338788,,,,,,,0.7676098735701384,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.05242369510882455,,,,,,,,,,,,,,,,,,,0.03755952055169394,,,,,,,0.030704394942805538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,2.0,,,,,,,17.0,,,,,,,,,,,,,,,
行田市議会議員選挙（2019年04月21日投票）,行田市議会議員選挙,埼玉県,行田市,20190421.0,2019.0,4.0,21.0,20190414.0,52.66,20.0,25.0,1.25,,,,,任期満了,53.9,,,,行田市議会議員選挙（2019年04月21日投票）,1.0,25.0,20.0,1.25,0.0,0.0,0.0,0.16,0.15,,,,,,,,,,,,,35168.997,4.0,56.76,12.007597594856351,27.0,53.0,60.0,63.0,76.0,57.75,11.941000795578233,27.0,53.75,59.0,64.75,76.0,,,,,,,,,,,,,,,,,5219.0,,,,,,,,,,,,,915.97,,,,,,3030.0,,,,,,,26004.027000000002,,,,,,,,,,,,,,,,35168.997,,,,,,,,,,,,,,,,,0.14839774930175004,,,,,,,,,,,,,0.02604481441424104,,,,,,0.08615542831659373,,,,,,,0.7394020079674152,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.04946591643391668,,,,,,,,,,,,,0.02604481441424104,,,,,,0.043077714158296865,,,,,,,0.03891589515617975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,0.0,,,,,,2.0,,,,,,,15.0,,,,,,,,,,,,,,,
越生町議会議員補欠選挙（2021年02月07日投票）,越生町議会議員補欠選挙,埼玉県,越生町,20210207.0,2021.0,2.0,7.0,20210202.0,58.19,3.0,4.0,1.3333333333333333,9897.0,4923.0,4974.0,,その他,,,,,越生町議会議員補欠選挙（2021年02月07日投票）,1.0,4.0,3.0,1.3333333333333333,0.0,0.0,0.0,0.25,0.3333333333333333,0.0,0.75,0.25,0.0,0.6666666666666666,0.3333333333333333,,0.48653395784543324,0.5134660421545667,,0.16217798594847774,0.5134660421545667,5124.0,1.0,64.5,6.224949798994366,54.0,63.0,67.0,68.5,70.0,62.666666666666664,6.182412330330469,54.0,60.0,66.0,67.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5124.0,,,,,,,,,,,,,,,,5124.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,
越生町議会議員選挙（2007年07月29日投票）,越生町議会議員選挙,埼玉県,越生町,20070729.0,2007.0,7.0,29.0,20070724.0,72.07,11.0,12.0,1.0909090909090908,10836.0,,,,任期満了,,,,,越生町議会議員選挙（2007年07月29日投票）,1.0,12.0,11.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.75,0.25,0.0,0.7272727272727273,0.2727272727272727,0.0,0.7321918703437459,0.26780812965625406,,0.08135465226041622,0.08926937655208468,,7651.0,3.0,60.0,8.755950357709132,40.0,57.5,59.5,64.25,75.0,59.27272727272727,8.791430839081151,40.0,56.0,59.0,61.5,75.0,,,,,,,,,,,,,,,,,696.0,,,,,,,,,,,,,,,,,,,654.0,,,,,,,6301.0,,,,,,,,,,,,,,,,7651.0,,,,,,,,,,,,,,,,,0.09096850084956215,,,,,,,,,,,,,,,,,,,0.0854790223500196,,,,,,,0.8235524768004182,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.09096850084956215,,,,,,,,,,,,,,,,,,,0.0854790223500196,,,,,,,0.08235524768004182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,9.0,,,,,,,,,,,,,,,
越生町議会議員選挙（2011年07月10日投票）,越生町議会議員選挙,埼玉県,越生町,20110710.0,2011.0,7.0,10.0,20110705.0,60.73,11.0,13.0,1.181818181818182,10683.0,,,-153.0,任期満了,72.07,,,,越生町議会議員選挙（2011年07月10日投票）,1.0,13.0,11.0,1.1818181818181819,0.0,0.0,0.0,0.23076923076923078,0.2727272727272727,0.46153846153846156,0.5384615384615384,0.0,0.5454545454545454,0.45454545454545453,0.0,0.5253068019660695,0.4746931980339305,,0.08755113366101158,0.06781331400484722,,6307.0,3.0,60.07692307692308,5.91557967068627,44.0,58.0,62.0,64.0,67.0,59.09090909090909,5.915381267271796,44.0,57.5,59.0,63.0,67.0,,,,,,,,,,,,,,,,,744.0,,,,,,,,,,,,,,,,,,,568.0,,,,,,,4995.0,,,,,,,,,,,,,,,,6307.0,,,,,,,,,,,,,,,,,0.11796416679879498,,,,,,,,,,,,,,,,,,,0.09005866497542413,,,,,,,0.7919771682257809,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.11796416679879498,,,,,,,,,,,,,,,,,,,0.09005866497542413,,,,,,,0.0719979243841619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,9.0,,,,,,,,,,,,,,,
越生町議会議員選挙（2015年07月12日投票）,越生町議会議員選挙,埼玉県,越生町,20150712.0,2015.0,7.0,12.0,20150707.0,62.63,11.0,15.0,1.3636363636363635,10240.0,,,-443.0,任期満了,60.73,,,,越生町議会議員選挙（2015年07月12日投票）,1.0,15.0,11.0,1.3636363636363635,0.0,0.0,0.0,0.2,0.2727272727272727,0.6,0.4,0.0,0.6363636363636364,0.36363636363636365,0.0,0.6861232855115875,0.3138767144884124,,0.07623592061239862,0.05231278574806874,,6343.0,3.0,63.86666666666667,3.403266404826725,58.0,62.0,64.0,66.0,71.0,64.0,3.7172815091383407,58.0,62.5,64.0,66.0,71.0,,,,,,,,,,,,,,,,,547.0,,,,,,,,,,,,,,,,,,,535.0,,,,,,,5261.0,,,,,,,,,,,,,,,,6343.0,,,,,,,,,,,,,,,,,0.08623679646854801,,,,,,,,,,,,,,,,,,,0.0843449471858742,,,,,,,0.8294182563455778,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.08623679646854801,,,,,,,,,,,,,,,,,,,0.0843449471858742,,,,,,,0.06380140433427521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,9.0,,,,,,,,,,,,,,,
越生町議会議員選挙（2019年07月21日投票）,越生町議会議員選挙,埼玉県,越生町,20190721.0,2019.0,7.0,21.0,20190716.0,61.04,11.0,12.0,1.0909090909090908,,,,,任期満了/定数11名のところ、法定得票数にとどかず、当選者は10名となりました。,62.63,,,,越生町議会議員選挙（2019年07月21日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.3333333333333333,0.4,0.5833333333333334,0.4166666666666667,0.0,0.7,0.3,0.0,0.7206301323948383,0.27936986760516175,,0.10294716177069119,0.05587397352103235,,5967.0,3.0,66.33333333333333,5.70574758954123,50.0,66.0,67.5,68.25,75.0,66.2,6.2257529665093525,50.0,66.25,67.5,68.75,75.0,,,,,,,,,,,,,,,,,663.0,,,,,,,,,,,,,,,,,,,552.0,,,,,,,4752.0,,,,,,,,,,,,,,,,5967.0,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,0.09250879839115134,,,,,,,0.7963800904977375,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,,,,,,,0.09250879839115134,,,,,,,0.07963800904977375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,8.0,,,,,,,,,,,,,,,
越谷市議会議員補欠選挙（2005年10月30日投票）,越谷市議会議員補欠選挙,埼玉県,越谷市,20051030.0,2005.0,10.0,30.0,20051023.0,40.74,3.0,5.0,1.6666666666666667,250105.0,,,,その他,,,,,越谷市議会議員補欠選挙（2005年10月30日投票）,1.0,5.0,3.0,1.6666666666666667,0.0,0.0,0.0,0.2,0.3333333333333333,0.0,0.8,0.2,0.0,0.6666666666666666,0.3333333333333333,,0.7886749621657979,0.21132503783420212,,0.19716874054144948,0.21132503783420212,95152.0,2.0,48.8,13.029197979921864,29.0,39.0,52.0,61.0,63.0,40.0,9.41629792788369,29.0,34.0,39.0,45.5,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62329.0,,,,,,,,,,32823.0,,,,,,95152.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6550466621826131,,,,,,,,,,0.3449533378173869,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.16376166554565327,,,,,,,,,,0.3449533378173869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,,,
越谷市議会議員選挙（1999年04月25日投票）,越谷市議会議員選挙,埼玉県,越谷市,19990425.0,1999.0,4.0,25.0,19990418.0,44.54,32.0,41.0,1.28125,233927.0,,,,任期満了,,,,,越谷市議会議員選挙（1999年04月25日投票）,1.0,41.0,32.0,1.28125,0.0,0.0,0.0,0.24390243902439024,0.25,0.6341463414634146,0.36585365853658536,0.0,0.8125,0.1875,0.0,0.7427746778747256,0.25722532212527444,,0.028568256841335602,0.01714835480835163,,102737.98000000001,8.0,52.34146341463415,8.062589779715857,25.0,48.0,51.0,56.0,72.0,53.9375,7.013101578474392,40.0,50.0,51.5,58.0,72.0,,,,,,,,,,,,,,,,,19251.97,,,,,,,,,,,,,,,,,,,11301.84,,,,7943.0,,,46335.74,,,,2243.0,,,,,,9818.16,,,4740.0,,1104.27,102737.98000000001,,,,,,,,,,,,,,,,,0.18738902594736628,,,,,,,,,,,,,,,,,,,0.11000644552287284,,,,0.07731318057839953,,,0.451008867412032,,,,0.021832237698268933,,,,,,0.09556504809613736,,,0.046136784079266496,,0.010748410665656459,1.0,,,,,,,,,,,,,,,,,0.03123150432456105,,,,,,,,,,,,,,,,,,,0.02750161138071821,,,,0.025771060192799844,,,0.021476612733906286,,,,0.021832237698268933,,,,,,0.03185501603204579,,,0.023068392039633248,,0.010748410665656459,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,4.0,,,,3.0,,,21.0,,,,1.0,,,,,,3.0,,,2.0,,1.0,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,4.0,,,,2.0,,,14.0,,,,1.0,,,,,,3.0,,,2.0,,0.0
