,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党
佐井村議会議員補欠選挙（2018年04月22日投票）,佐井村議会議員補欠選挙,青森県,佐井村,20180422.0,2018.0,4.0,22.0,20180417.0,55.42,1.0,2.0,2.0,,,,,その他,92.83,,,,佐井村議会議員補欠選挙（2018年04月22日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.6666666666666666,0.3333333333333333,,0.6666666666666666,0.3333333333333333,942.0,1.0,53.5,8.5,45.0,49.25,53.5,57.75,62.0,45.0,0.0,45.0,45.0,45.0,45.0,45.0,,,,,,942.0,,,,942.0,,,,,,1.0,,,,1.0,,,,,,0.5,,,,,,,,,2.0,,,,,,,,,1.0,,,
佐井村議会議員選挙（1999年04月25日投票）,佐井村議会議員選挙,青森県,佐井村,19990425.0,1999.0,4.0,25.0,19990420.0,93.38,14.0,16.0,1.1428571428571428,2600.0,,,,任期満了,,,,,佐井村議会議員選挙（1999年04月25日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.0,0.0,0.625,0.375,0.0,0.6428571428571429,0.35714285714285715,0.0,0.5794044665012407,0.4205955334987593,,0.057940446650124065,0.07009925558312655,,2418.0,1.0,,,,,,,,,,,,,,,,,,,,2418.0,,,,2418.0,,,,,,1.0,,,,1.0,,,,,,0.0625,,,,,,,,,16.0,,,,,,,,,14.0,,,
佐井村議会議員選挙（2003年04月27日投票）,佐井村議会議員選挙,青森県,佐井村,20030427.0,2003.0,4.0,27.0,20030422.0,89.38,12.0,13.0,1.0833333333333333,2487.0,,,-113.0,任期満了,93.38,,,,佐井村議会議員選挙（2003年04月27日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.7692307692307693,0.23076923076923078,0.0,0.8333333333333334,0.16666666666666666,0.0,0.855072463768116,0.14492753623188406,,0.08550724637681159,0.04830917874396135,,2208.0,1.0,56.0,9.281909617845143,38.0,52.0,55.0,59.0,77.0,54.25,7.315793417896198,38.0,51.0,55.0,58.25,67.0,,,,,,2208.0,,,,2208.0,,,,,,1.0,,,,1.0,,,,,,0.07692307692307693,,,,,,,,,13.0,,,,,,,,,12.0,,,
佐井村議会議員選挙（2007年04月22日投票）,佐井村議会議員選挙,青森県,佐井村,20070422.0,2007.0,4.0,22.0,20070417.0,88.09,8.0,10.0,1.25,2276.0,,,-211.0,任期満了,89.38,,,,佐井村議会議員選挙（2007年04月22日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.1,0.875,0.0,0.125,0.8591549295774648,,0.14084507042253522,0.09546165884194052,,0.14084507042253522,1988.0,1.0,56.7,7.59012516365837,42.0,52.0,57.5,61.25,71.0,57.125,8.192031188905473,42.0,52.0,57.5,62.25,71.0,,,,,,1988.0,,,,1988.0,,,,,,1.0,,,,1.0,,,,,,0.1,,,,,,,,,10.0,,,,,,,,,8.0,,,
佐井村議会議員選挙（2011年04月24日投票）,佐井村議会議員選挙,青森県,佐井村,20110424.0,2011.0,4.0,24.0,20110419.0,87.03,8.0,9.0,1.125,2113.0,,,-163.0,任期満了,88.09,,,,佐井村議会議員選挙（2011年04月24日投票）,1.0,9.0,8.0,1.125,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.875,0.0,0.125,0.8315098468271335,0.06236323851203501,0.1061269146608315,0.11878712097530478,0.06236323851203501,0.1061269146608315,1828.0,1.0,,,,,,,,61.625,3.9031237489989987,56.0,59.0,62.0,64.5,67.0,,,,,,1828.0,,,,1828.0,,,,,,1.0,,,,1.0,,,,,,0.1111111111111111,,,,,,,,,9.0,,,,,,,,,8.0,,,
佐井村議会議員選挙（2015年04月26日投票）,佐井村議会議員選挙,青森県,佐井村,20150426.0,2015.0,4.0,26.0,20150421.0,無投票,8.0,8.0,1.0,1973.0,,,-140.0,任期満了,87.03,,,,佐井村議会議員選挙（2015年04月26日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,65.625,3.9031237489989987,60.0,63.0,66.0,68.5,71.0,65.625,3.9031237489989987,60.0,63.0,66.0,68.5,71.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,8.0,,,
佐井村議会議員選挙（2019年04月21日投票）,佐井村議会議員選挙,青森県,佐井村,20190421.0,2019.0,4.0,21.0,20190416.0,81.62,8.0,10.0,1.25,,,,,任期満了,0.0,,,,佐井村議会議員選挙（2019年04月21日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.875,0.125,0.0,0.7614354109077812,0.23856458909221867,,0.09517942636347265,0.11928229454610934,,1454.998,1.0,63.2,10.007996802557443,43.0,62.5,66.0,70.5,74.0,62.375,10.804368329523017,43.0,59.5,66.0,69.5,74.0,,,,,,1454.998,,,,1454.998,,,,,,1.0,,,,1.0,,,,,,0.1,,,,,,,,,10.0,,,,,,,,,8.0,,,
八戸市議会議員補欠選挙（2001年10月28日投票）,八戸市議会議員補欠選挙,青森県,八戸市,20011028.0,2001.0,10.0,28.0,20011021.0,59.36,2.0,4.0,2.0,189737.0,,,,任期満了,,,,,八戸市議会議員補欠選挙（2001年10月28日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,102574.0,2.0,47.25,6.832825184358224,39.0,41.25,48.0,54.0,54.0,40.5,1.5,39.0,39.75,40.5,41.25,42.0,,,,10882.0,,91692.0,,,,102574.0,,,,0.10608926238617973,,0.8939107376138202,,,,1.0,,,,0.10608926238617973,,0.2979702458712734,,,,,,,1.0,,3.0,,,,,,,0.0,,2.0,,,
八戸市議会議員補欠選挙（2009年10月25日投票）,八戸市議会議員補欠選挙,青森県,八戸市,20091025.0,2009.0,10.0,25.0,20091018.0,51.18,4.0,8.0,2.0,195686.0,,,5949.0,その他,59.36,,,,八戸市議会議員補欠選挙（2009年10月25日投票）,1.0,8.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,0.5036137421207221,0.4963862578792779,,0.12590343553018052,0.12409656446981948,90903.0,4.0,53.25,12.295832627357937,30.0,47.75,55.0,62.25,70.0,51.0,16.170961628796228,30.0,38.25,52.0,64.75,70.0,,,,7039.0,32746.0,4268.0,,,46850.0,90903.0,,,,0.07743418809060207,0.36023013541907306,0.04695114572676369,,,0.5153845307635612,1.0,,,,0.07743418809060207,0.12007671180635769,0.04695114572676369,,,0.1717948435878537,,,,1.0,3.0,1.0,,,3.0,,,,0.0,2.0,0.0,,,2.0
八戸市議会議員補欠選挙（2017年10月22日投票）,八戸市議会議員補欠選挙,青森県,八戸市,20171022.0,2017.0,10.0,22.0,20171015.0,,1.0,2.0,2.0,,,,,"その他/石橋充志議員の辞職による",51.18,,,,八戸市議会議員補欠選挙（2017年10月22日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.47968107279524475,0.5203189272047553,,0.47968107279524475,0.5203189272047553,90679.0,0.0,52.5,13.5,39.0,45.75,52.5,59.25,66.0,66.0,0.0,66.0,66.0,66.0,66.0,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八戸市議会議員選挙（1999年04月25日投票）,八戸市議会議員選挙,青森県,八戸市,19990425.0,1999.0,4.0,25.0,19990418.0,59.28,40.0,48.0,1.2,185488.0,,,,任期満了,,,,,八戸市議会議員選挙（1999年04月25日投票）,1.0,48.0,40.0,1.2,0.0,0.0,0.0,0.041666666666666664,0.025,0.6875,0.2916666666666667,0.020833333333333332,0.825,0.15,0.025,0.7889112367478215,0.19677595227841257,0.014312810973765955,0.02390640111357035,0.014055425162743756,0.014312810973765955,109133.0,5.0,54.041666666666664,10.226514421943687,29.0,47.0,52.0,60.5,75.0,54.475,10.468972012571243,29.0,47.0,52.0,63.0,75.0,6247.32,,,4609.0,,78799.38,3838.59,,15638.71,109133.0,0.057245012965830684,,,0.04223287181695729,,0.7220490594045798,0.03517350388974921,,0.14329955192288307,1.0,0.028622506482915342,,,0.021116435908478646,,0.020629973125845136,0.017586751944874603,,0.02047136456041187,2.0,,,2.0,,35.0,2.0,,7.0,2.0,,,2.0,,27.0,2.0,,7.0
八戸市議会議員選挙（2003年04月27日投票）,八戸市議会議員選挙,青森県,八戸市,20030427.0,2003.0,4.0,27.0,20030420.0,52.97,36.0,42.0,1.1666666666666667,189438.0,,,3950.0,任期満了,59.28,,,,八戸市議会議員選挙（2003年04月27日投票）,1.0,42.0,36.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.7619047619047619,0.21428571428571427,0.023809523809523808,0.8055555555555556,0.19444444444444445,0.0,0.7758269853074187,0.20497256446847426,0.019200450224107088,0.024244593290856833,0.02277472938538603,0.019200450224107088,99506.0,5.0,55.92857142857143,9.095767872877964,38.0,51.0,54.0,60.75,78.0,55.97222222222222,9.275074456457991,38.0,51.0,54.0,60.25,78.0,7058.0,,,4420.0,,61339.56,4448.0,,22240.440000000002,99506.0,0.07093039615701566,,,0.04441943199405061,,0.6164408176391373,0.04470082206098125,,0.22350853214881516,1.0,0.03546519807850783,,,0.022209715997025304,,0.02283114139404212,0.022350411030490624,,0.024834281349868353,2.0,,,2.0,,27.0,2.0,,9.0,2.0,,,2.0,,22.0,2.0,,8.0
八戸市議会議員選挙（2007年04月22日投票）,八戸市議会議員選挙,青森県,八戸市,20070422.0,2007.0,4.0,22.0,20070415.0,55.59,36.0,47.0,1.3055555555555556,195787.0,,,6349.0,任期満了,52.97,,,,八戸市議会議員選挙（2007年04月22日投票）,1.0,47.0,36.0,1.3055555555555556,0.0,0.0,0.0,0.06382978723404255,0.08333333333333333,0.7659574468085106,0.19148936170212766,0.0425531914893617,0.8055555555555556,0.16666666666666666,0.027777777777777776,0.7356690766403855,0.2246115746680713,0.0397193486915432,0.020435252128899597,0.0249568416297857,0.0198596743457716,108032.99,6.0,55.765957446808514,9.69582662131134,27.0,53.5,57.0,60.0,81.0,54.97222222222222,10.414962823615067,27.0,52.25,55.5,60.0,81.0,7170.0,,,4277.0,15145.97,45136.020000000004,3977.0,,32327.0,108032.99,0.06636861573487876,,,0.039589758646872586,0.14019763777712715,0.41779848914669493,0.036812829118216574,,0.29923266957621,1.0,0.03318430786743938,,,0.019794879323436293,0.020028233968161023,0.020889924457334747,0.018406414559108287,,0.021373762112586427,2.0,,,2.0,7.0,20.0,2.0,,14.0,2.0,,,2.0,6.0,12.0,2.0,,12.0
八戸市議会議員選挙（2011年04月24日投票）,八戸市議会議員選挙,青森県,八戸市,20110424.0,2011.0,4.0,24.0,20110417.0,45.39,36.0,43.0,1.1944444444444444,193794.0,,,-1993.0,任期満了,55.59,,,,八戸市議会議員選挙（2011年04月24日投票）,1.0,43.0,36.0,1.1944444444444444,0.0,0.0,0.0,0.09302325581395349,0.08333333333333333,0.6744186046511628,0.20930232558139536,0.11627906976744186,0.8055555555555556,0.08333333333333333,0.1111111111111111,0.7612803962257662,0.12407277896884995,0.1146468248053839,0.026251048145716074,0.013785864329872216,0.02292936496107678,87223.0,6.0,,,,,,,,,,,,,,,6842.0,,,3653.0,19598.58,23442.05,2285.0,,31402.37,87223.0,0.07844261261364548,,,0.041881155199889934,0.22469509189090037,0.2687599601022666,0.0261972186235282,,0.36002396156976946,1.0,0.03922130630682274,,,0.020940577599944967,0.0204268265355364,0.01919714000730476,0.0261972186235282,,0.027694150889982266,2.0,,,2.0,11.0,14.0,1.0,,13.0,2.0,,,2.0,9.0,10.0,1.0,,12.0
八戸市議会議員選挙（2015年04月26日投票）,八戸市議会議員選挙,青森県,八戸市,20150426.0,2015.0,4.0,26.0,20150419.0,44.57,32.0,43.0,1.34375,,,,,任期満了/いしばしあつし議員は、2015年の八戸市議選をめぐり、公選法違反（買収、文書頒布等）で有罪判決を受け、2016年5月9日議員辞職した。,45.39,,,,八戸市議会議員選挙（2015年04月26日投票）,1.0,43.0,32.0,1.34375,0.0,0.0,0.0,0.13953488372093023,0.15625,0.6511627906976745,0.3023255813953488,0.046511627906976744,0.78125,0.15625,0.0625,0.7614505155362278,0.19727151574665078,0.041277968717121416,0.02719466126915099,0.015174731980511598,0.020638984358560708,85542.0,6.0,,,,,,,,,,,,,,,7584.0,,,4790.0,18284.38,20691.43,3089.0,,31103.19,85542.0,0.08865820298800589,,,0.05599588506230857,0.21374739893853312,0.2418862079446354,0.03611091627504617,,0.36360138879147086,1.0,0.029552734329335296,,,0.027997942531154285,0.02671842486731664,0.016125747196309027,0.018055458137523087,,0.02796933759934391,3.0,,,2.0,8.0,15.0,2.0,,13.0,3.0,,,2.0,8.0,7.0,1.0,,11.0
八戸市議会議員選挙（2019年04月21日投票）,八戸市議会議員選挙,青森県,八戸市,20190421.0,2019.0,4.0,21.0,20190414.0,41.3,32.0,35.0,1.09375,191854.0,,,,任期満了,44.57,,,,八戸市議会議員選挙（2019年04月21日投票）,1.0,35.0,32.0,1.09375,0.0,0.0,0.0,0.17142857142857143,0.1875,,,,,,,,,,,,,78549.0,7.0,55.57142857142857,13.434041439111134,26.0,41.0,59.0,67.0,72.0,55.5625,13.649490604048196,26.0,40.75,58.0,67.25,72.0,7534.0,18971.0,1692.0,5737.0,,15121.0,2089.0,,27405.0,78549.0,0.095914652000662,0.24151803332951405,0.021540694343658098,0.07303721244064215,,0.19250404206291613,0.026594864352187806,,0.3488905014704197,1.0,0.03197155066688733,0.026835337036612672,0.021540694343658098,0.024345737480214052,,0.02750057743755945,0.026594864352187806,,0.0317173183154927,3.0,9.0,1.0,3.0,,7.0,1.0,,11.0,3.0,6.0,1.0,3.0,,7.0,1.0,,11.0
六ヶ所村議会議員選挙（2007年04月22日投票）,六ヶ所村議会議員選挙,青森県,六ヶ所村,20070422.0,2007.0,4.0,22.0,20070417.0,86.18,20.0,21.0,1.05,9357.0,,,,任期満了,,,,,六ヶ所村議会議員選挙（2007年04月22日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.0,0.0,0.7619047619047619,0.23809523809523808,0.0,0.75,0.25,0.0,0.7949876449012465,0.20501235509875354,,0.04968672780632791,0.04100247101975071,,8020.98,2.0,58.80952380952381,6.744444257659129,44.0,55.0,58.0,63.0,72.0,58.85,6.908509245850366,44.0,55.0,58.0,63.0,72.0,,,,,249.0,7771.98,,,,8020.98,,,,,0.0310435881899718,0.9689564118100282,,,,1.0,,,,,0.0310435881899718,0.048447820590501414,,,,,,,,1.0,20.0,,,,,,,,1.0,19.0,,,
六ヶ所村議会議員選挙（2011年04月24日投票）,六ヶ所村議会議員選挙,青森県,六ヶ所村,20110424.0,2011.0,4.0,24.0,20110419.0,87.31,18.0,20.0,1.1111111111111112,9044.0,,,-313.0,任期満了,86.18,,,,六ヶ所村議会議員選挙（2011年04月24日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.0,0.0,0.85,0.1,0.05,0.8333333333333334,0.1111111111111111,0.05555555555555555,0.8358437579780444,0.10824610671432218,0.05591013530763339,0.04916727988106144,0.05412305335716109,0.05591013530763339,7834.0,1.0,,,,,,,,,,,,,,,,,,,,7834.0,,,,7834.0,,,,,,1.0,,,,1.0,,,,,,0.05,,,,,,,,,20.0,,,,,,,,,18.0,,,
六ヶ所村議会議員選挙（2015年04月26日投票）,六ヶ所村議会議員選挙,青森県,六ヶ所村,20150426.0,2015.0,4.0,26.0,20150421.0,83.56,18.0,19.0,1.0555555555555556,,,,,任期満了,87.31,,,,六ヶ所村議会議員選挙（2015年04月26日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.05263157894736842,0.0,0.8421052631578947,0.15789473684210525,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8845779446530385,0.11542205534696148,,0.05528612154081491,0.03847401844898716,,7191.0,1.0,62.526315789473685,7.687093907477797,38.0,61.5,63.0,66.0,76.0,62.333333333333336,7.852812659593163,38.0,61.25,63.0,66.0,76.0,,,,,,7191.0,,,,7191.0,,,,,,1.0,,,,1.0,,,,,,0.05263157894736842,,,,,,,,,19.0,,,,,,,,,18.0,,,
六ヶ所村議会議員選挙（2019年04月21日投票）,六ヶ所村議会議員選挙,青森県,六ヶ所村,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,18.0,18.0,1.0,,,,,任期満了,83.56,,,,六ヶ所村議会議員選挙（2019年04月21日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.0,0.0,0.8888888888888888,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,0.0,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,18.0,,,
六戸町議会議員補欠選挙（2016年01月17日投票）,六戸町議会議員補欠選挙,青森県,六戸町,20160117.0,2016.0,1.0,17.0,20160112.0,34.75,1.0,2.0,2.0,8916.0,,,,その他,,,,,六戸町議会議員補欠選挙（2016年01月17日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,3056.0,1.0,61.5,2.5,59.0,60.25,61.5,62.75,64.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,,3056.0,,,,3056.0,,,,,,1.0,,,,1.0,,,,,,0.5,,,,,,,,,2.0,,,,,,,,,1.0,,,
六戸町議会議員選挙（2007年04月22日投票）,六戸町議会議員選挙,青森県,六戸町,20070422.0,2007.0,4.0,22.0,20070417.0,78.09,12.0,16.0,1.3333333333333333,8833.0,,,,任期満了,,,,,六戸町議会議員選挙（2007年04月22日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.75,0.1875,0.0625,0.75,0.16666666666666666,0.08333333333333333,0.7172675521821632,0.1796817982776237,0.1030506495402131,0.05977229601518027,0.0598939327592079,0.1030506495402131,6851.0,1.0,60.6875,7.346076759059899,49.0,54.5,62.0,65.5,71.0,59.166666666666664,7.668478046884894,49.0,52.5,58.5,64.0,71.0,,,,,,6851.0,,,,6851.0,,,,,,1.0,,,,1.0,,,,,,0.0625,,,,,,,,,16.0,,,,,,,,,12.0,,,
六戸町議会議員選挙（2011年04月24日投票）,六戸町議会議員選挙,青森県,六戸町,20110424.0,2011.0,4.0,24.0,20110419.0,71.26,12.0,14.0,1.1666666666666667,8695.0,,,-138.0,任期満了,78.09,,,,六戸町議会議員選挙（2011年04月24日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.35714285714285715,0.5,0.14285714285714285,0.4166666666666667,0.4166666666666667,0.16666666666666666,0.4208387516254877,0.4983745123537061,0.08078673602080624,0.08416775032509753,0.0711963589076723,0.04039336801040312,6152.0,1.0,,,,,,,,59.583333333333336,4.536120466752276,53.0,56.5,59.5,62.5,68.0,,,,,,6152.0,,,,6152.0,,,,,,1.0,,,,1.0,,,,,,0.07142857142857142,,,,,,,,,14.0,,,,,,,,,12.0,,,
六戸町議会議員選挙（2015年04月26日投票）,六戸町議会議員選挙,青森県,六戸町,20150426.0,2015.0,4.0,26.0,20150421.0,64.1,12.0,13.0,1.0833333333333333,,,,,任期満了,71.26,,,,六戸町議会議員選挙（2015年04月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.0,0.8461538461538461,0.15384615384615385,0.0,0.9166666666666666,0.08333333333333333,0.0,0.8622754491017964,0.1377245508982036,,0.0783886771910724,0.0688622754491018,,5678.0,1.0,62.53846153846154,5.485861332207826,51.0,59.0,63.0,66.0,72.0,62.5,5.7081812631812365,51.0,58.75,62.0,66.5,72.0,,,,,,5678.0,,,,5678.0,,,,,,1.0,,,,1.0,,,,,,0.07692307692307693,,,,,,,,,13.0,,,,,,,,,12.0,,,
六戸町議会議員選挙（2019年04月21日投票）,六戸町議会議員選挙,青森県,六戸町,20190421.0,2019.0,4.0,21.0,20190416.0,60.75,12.0,15.0,1.25,,,,,任期満了,64.1,,,,六戸町議会議員選挙（2019年04月21日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.06666666666666667,0.0,0.7333333333333333,0.26666666666666666,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7758929443853776,0.22410705561462244,,0.0705357222168525,0.05602676390365561,,5505.998,1.0,64.53333333333333,5.72557614762237,52.0,62.0,65.0,68.5,74.0,64.16666666666667,6.175669104549635,52.0,61.75,64.0,68.5,74.0,,,,,,5505.998,,,,5505.998,,,,,,1.0,,,,1.0,,,,,,0.06666666666666667,,,,,,,,,15.0,,,,,,,,,12.0,,,
十和田市議会議員補欠選挙（2017年01月22日投票）,十和田市議会議員補欠選挙,青森県,十和田市,20170122.0,2017.0,1.0,22.0,20170115.0,21.44,1.0,2.0,2.0,53274.0,,,,その他/桜田博幸議員の死去による,,,,,十和田市議会議員補欠選挙（2017年01月22日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,11212.0,2.0,58.0,9.0,49.0,53.5,58.0,62.5,67.0,49.0,0.0,49.0,49.0,49.0,49.0,49.0,,,,3644.0,,7568.0,,,,11212.0,,,,0.3250089190153407,,0.6749910809846593,,,,1.0,,,,0.3250089190153407,,0.6749910809846593,,,,,,,1.0,,1.0,,,,,,,0.0,,1.0,,,
十和田市議会議員補欠選挙（2021年01月24日投票）,十和田市議会議員補欠選挙,青森県,十和田市,20210124.0,2021.0,1.0,24.0,20210117.0,,,1.0,,,,,,その他/竹島勝昭市議の死去　他,21.44,,,,十和田市議会議員補欠選挙（2021年01月24日投票）,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,
十和田市議会議員選挙（2006年12月17日投票）,十和田市議会議員選挙,青森県,十和田市,20061217.0,2006.0,12.0,17.0,20061210.0,66.29,26.0,29.0,1.1153846153846154,54747.0,,,,任期満了,,,,,十和田市議会議員選挙（2006年12月17日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.0,0.0,0.9310344827586207,0.06896551724137931,0.0,0.9615384615384616,0.038461538461538464,0.0,0.9545971558460253,0.04540284415397471,,0.03535545021651946,0.022701422076987356,,36055.009999999995,6.0,60.689655172413794,8.570613176775716,38.0,57.0,62.0,66.0,74.0,61.11538461538461,8.55447216857009,38.0,57.0,62.0,66.75,74.0,2318.0,,,1244.0,2716.4,17418.66,1144.0,,11213.95,36055.01,0.06429064920520061,,,0.03450283330943466,0.07534043119111601,0.48311344248691096,0.03172929365433542,,0.3110233501530023,1.0,0.06429064920520061,,,0.03450283330943466,0.037670215595558006,0.03450810303477935,0.03172929365433542,,0.03110233501530023,1.0,,,1.0,2.0,14.0,1.0,,10.0,1.0,,,1.0,2.0,12.0,1.0,,9.0
十和田市議会議員選挙（2010年12月19日投票）,十和田市議会議員選挙,青森県,十和田市,20101219.0,2010.0,12.0,19.0,20101212.0,59.48,22.0,23.0,1.0454545454545454,53690.0,,,-1057.0,任期満了,66.29,,,,十和田市議会議員選挙（2010年12月19日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.0,0.0,0.8695652173913043,0.08695652173913043,0.043478260869565216,0.8636363636363636,0.09090909090909091,0.045454545454545456,0.8286425912294413,0.14034206485204292,0.03101534391851578,0.04143212956147206,0.07017103242602146,0.03101534391851578,31693.989999999998,5.0,,,,,,,,62.36363636363637,9.093181534161909,42.0,60.25,65.5,69.5,73.0,2505.0,,,983.0,,15492.599999999999,1100.0,,11613.39,31693.989999999998,0.07903706664891356,,,0.031015343918515785,,0.48881822705187955,0.03470689553445307,,0.366422466846238,1.0,0.07903706664891356,,,0.031015343918515785,,0.04443802064107996,0.03470689553445307,,0.04071360742735978,1.0,,,1.0,,11.0,1.0,,9.0,1.0,,,1.0,,11.0,1.0,,8.0
十和田市議会議員選挙（2014年12月14日投票）,十和田市議会議員選挙,青森県,十和田市,20141214.0,2014.0,12.0,14.0,20141207.0,61.01,22.0,24.0,1.0909090909090908,52699.0,,,-991.0,任期満了,59.48,,,,十和田市議会議員選挙（2014年12月14日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.041666666666666664,0.045454545454545456,0.7916666666666666,0.20833333333333334,0.0,0.8181818181818182,0.18181818181818182,0.0,0.8355104629042486,0.16448953709575143,,0.043974234889697296,0.03289790741915029,,31540.0,5.0,61.875,11.515614399588065,27.0,55.0,65.0,70.0,77.0,61.95454545454545,11.92963183432244,27.0,53.5,65.0,70.0,77.0,3343.0,,,1430.0,,14232.0,1319.0,,11216.0,31540.0,0.10599239061509194,,,0.04533925174381737,,0.4512365250475587,0.04181991122384274,,0.3556119213696893,1.0,0.05299619530754597,,,0.04533925174381737,,0.041021502277050786,0.04181991122384274,,0.03951243570774325,2.0,,,1.0,,11.0,1.0,,9.0,2.0,,,1.0,,10.0,1.0,,8.0
