,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_たちあがれ日本,得票数_公明党,得票数_公民党,得票数_国民民主党,得票数_地域政党日本新生,得票数_妙高はね馬クラブ,得票数_幸福実現党,得票数_日本共産党,得票数_次世代の党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_緑の党グリーンズジャパン,得票数_緑・にいがた,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_たちあがれ日本,得票率_公明党,得票率_公民党,得票率_国民民主党,得票率_地域政党日本新生,得票率_妙高はね馬クラブ,得票率_幸福実現党,得票率_日本共産党,得票率_次世代の党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_緑の党グリーンズジャパン,得票率_緑・にいがた,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_たちあがれ日本,一人あたり得票率_公明党,一人あたり得票率_公民党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党日本新生,一人あたり得票率_妙高はね馬クラブ,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_緑の党グリーンズジャパン,一人あたり得票率_緑・にいがた,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_たちあがれ日本,立候補者数_公明党,立候補者数_公民党,立候補者数_国民民主党,立候補者数_地域政党日本新生,立候補者数_妙高はね馬クラブ,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_次世代の党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_緑の党グリーンズジャパン,立候補者数_緑・にいがた,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_たちあがれ日本,当選者数_公明党,当選者数_公民党,当選者数_国民民主党,当選者数_地域政党日本新生,当選者数_妙高はね馬クラブ,当選者数_幸福実現党,当選者数_日本共産党,当選者数_次世代の党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_緑の党グリーンズジャパン,当選者数_緑・にいがた,当選者数_自由民主党
南魚沼市議会議員選挙（2013年10月20日投票）,南魚沼市議会議員選挙,新潟県,南魚沼市,20131020.0,2013.0,10.0,20.0,20131013.0,70.42,26.0,29.0,1.1153846153846154,48392.0,,,-1031.0,任期満了,77.81,,,,南魚沼市議会議員選挙（2013年10月20日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.034482758620689655,0.0,0.7241379310344828,0.2413793103448276,0.034482758620689655,0.8076923076923077,0.19230769230769232,0.0,0.766595473742139,0.20827412525904615,0.025130400998814903,0.036504546368673285,0.02975344646557802,0.025130400998814903,33743.990000000005,3.0,55.44827586206897,9.517990974977977,35.0,53.0,59.0,62.0,71.0,55.42307692307692,9.149077620272722,35.0,53.0,59.0,62.0,67.0,,,1799.25,,,,,,2386.0,,,29558.739999999998,,,,,,,33743.99,,,0.05332060612867655,,,,,,0.07070888771600514,,,0.8759705061553184,,,,,,,1.0,,,0.05332060612867655,,,,,,0.03535444385800257,,,0.03369117331366609,,,,,,,,,1.0,,,,,,2.0,,,26.0,,,,,,,,,1.0,,,,,,2.0,,,23.0,,,,,,
南魚沼市議会議員選挙（2017年10月22日投票）,南魚沼市議会議員選挙,新潟県,南魚沼市,20171022.0,2017.0,10.0,22.0,20171015.0,74.36,22.0,25.0,1.1363636363636365,47883.0,,,-509.0,任期満了,70.42,,,,南魚沼市議会議員選挙（2017年10月22日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.04,0.045454545454545456,0.8,0.2,0.0,0.8181818181818182,0.18181818181818182,0.0,0.7725143765351828,0.2274856234648172,,0.038625718826759144,0.045497124692963443,,34605.0,0.0,56.92,9.74441378431766,34.0,49.0,61.0,64.0,68.0,56.59090909090909,10.192060595068776,34.0,46.75,61.0,64.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙高市議会議員増員選挙（2005年05月15日投票）,妙高市議会議員増員選挙,新潟県,妙高市,20050515.0,2005.0,5.0,15.0,20050508.0,,0.0,13.0,,9138.0,,,,任期満了,,,,,妙高市議会議員増員選挙（2005年05月15日投票）,2.0,13.0,9.0,1.4444444444444444,0.0,0.0,0.0,0.07692307692307693,0.1111111111111111,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.07692307692307693,,7282.0,2.0,63.84615384615385,9.028554308382283,39.0,60.0,64.0,71.0,74.0,61.888888888888886,9.631481303453038,39.0,59.0,63.0,69.0,73.0,,,,,,,,,1111.5700000000002,,,6170.43,,,,,,,7282.0,,,,,,,,,0.15264625102993684,,,0.8473537489700632,,,,,,,1.0,,,,,,,,,0.07632312551496842,,,0.07703215899727847,,,,,,,,,,,,,,,2.0,,,11.0,,,,,,,,,,,,,,,1.0,,,8.0,,,,,,
妙高市議会議員補欠選挙（2010年11月07日投票）,妙高市議会議員補欠選挙,新潟県,妙高市,20101107.0,2010.0,11.0,7.0,20101031.0,無投票,2.0,1.0,0.5,30118.0,,,,その他,,,,,妙高市議会議員補欠選挙（2010年11月07日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
妙高市議会議員補欠選挙（2018年10月28日投票）,妙高市議会議員補欠選挙,新潟県,妙高市,20181028.0,2018.0,10.0,28.0,20181021.0,無投票,1.0,1.0,1.0,,,,,死亡/竹内真氏の死去による,,,,,妙高市議会議員補欠選挙（2018年10月28日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,64.0,0.0,64.0,64.0,64.0,64.0,64.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
妙高市議会議員選挙（2003年07月13日投票）,妙高市議会議員選挙,新潟県,妙高市,20030713.0,2003.0,7.0,13.0,20030706.0,78.98,20.0,21.0,1.05,22001.0,,,,任期満了,,,,,妙高市議会議員選挙（2003年07月13日投票）,1.0,21.0,19.0,1.105263157894737,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.38095238095238093,0.047619047619047616,0.5789473684210527,0.3684210526315789,0.05263157894736842,,,,,,,16642.0,3.0,58.19047619047619,7.46176953109297,46.0,53.0,58.0,61.0,74.0,58.89473684210526,7.418999342669966,46.0,53.5,60.0,62.5,74.0,,,1200.82,,,,,,1441.1799999999998,,,,,,,,,,2642.0,,,0.4545117335352006,,,,,,0.5454882664647993,,,,,,,,,,1.0,,,0.4545117335352006,,,,,,0.27274413323239965,,,,,,,,,,,,1.0,,,,,,2.0,,,18.0,,,,,,,,,1.0,,,,,,1.0,,,17.0,,,,,,
妙高市議会議員選挙（2007年07月29日投票）,妙高市議会議員選挙,新潟県,妙高市,20070729.0,2007.0,7.0,29.0,20070722.0,,23.0,26.0,1.1304347826086956,30770.0,,,8769.0,任期満了,78.98,,,,妙高市議会議員選挙（2007年07月29日投票）,3.0,26.0,23.0,1.1304347826086956,0.11538461538461539,0.3333333333333333,0.3333333333333333,0.07692307692307693,0.043478260869565216,0.7307692307692307,0.23076923076923078,0.038461538461538464,0.7391304347826086,0.21739130434782608,0.043478260869565216,0.7061303692665376,0.24026914723771575,0.05360048349574676,0.0441331480791586,0.04004485787295262,0.05360048349574676,20963.99,3.0,59.73076923076923,6.624881376631424,41.0,56.25,61.0,64.0,73.0,59.69565217391305,6.867913945731523,41.0,56.5,61.0,64.0,73.0,,,1102.32,,,,,,,,,,,,,,,,1102.32,,,1.0,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,4.0,,,21.0,,,,,,,,,1.0,,,,,,3.0,,,19.0,,,,,,
妙高市議会議員選挙（2011年07月24日投票）,妙高市議会議員選挙,新潟県,妙高市,20110724.0,2011.0,7.0,24.0,20110717.0,72.17,18.0,21.0,1.1666666666666667,29705.0,,,-1065.0,任期満了,,,,,妙高市議会議員選挙（2011年07月24日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.1111111111111111,0.7619047619047619,0.23809523809523808,0.0,0.8333333333333334,0.16666666666666666,0.0,0.7398041681427212,0.26019583185727885,,0.046237760508920075,0.05203916637145577,,21255.99,3.0,,,,,,,,60.27777777777778,7.830180610628451,41.0,56.5,62.5,65.75,69.0,,,1043.0,,,,,,2139.7200000000003,,,18073.27,,,,,,,21255.99,,,0.04906852139091145,,,,,,0.10066433038404704,,,0.8502671482250415,,,,,,,1.0,,,0.04906852139091145,,,,,,0.03355477679468235,,,0.05001571460147303,,,,,,,,,1.0,,,,,,3.0,,,17.0,,,,,,,,,1.0,,,,,,1.0,,,16.0,,,,,,
妙高市議会議員選挙（2015年07月19日投票）,妙高市議会議員選挙,新潟県,妙高市,20150719.0,2015.0,7.0,19.0,20150712.0,66.03,18.0,19.0,1.0555555555555556,,,,,任期満了,72.17,,,,妙高市議会議員選挙（2015年07月19日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,0.5789473684210527,0.3157894736842105,0.10526315789473684,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.6014302613184214,0.3197440585009141,0.07882568018066459,0.05467547830167467,0.05329067641681901,0.039412840090332295,18598.0,3.0,61.63157894736842,7.533857097800774,45.0,57.5,62.0,67.0,73.0,61.166666666666664,7.4703116103383245,45.0,56.75,62.0,66.75,73.0,,,956.0,,,,,,1902.0,,,15740.0,,,,,,,18598.0,,,0.051403376707172814,,,,,,0.1022690611893752,,,0.846327562103452,,,,,,,1.0,,,0.051403376707172814,,,,,,0.0511345305946876,,,0.05289547263146575,,,,,,,,,1.0,,,,,,2.0,,,16.0,,,,,,,,,1.0,,,,,,2.0,,,15.0,,,,,,
妙高市議会議員選挙（2019年07月21日投票）,妙高市議会議員選挙,新潟県,妙高市,20190721.0,2019.0,7.0,21.0,20190714.0,68.15,18.0,19.0,1.0555555555555556,,,,,任期満了,66.03,,,,妙高市議会議員選挙（2019年07月21日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.15789473684210525,0.16666666666666666,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.7777777777777778,0.2222222222222222,0.0,0.7402682368334969,0.23607022134990732,0.023661541816595792,0.05287630263096406,0.05901755533747683,0.023661541816595792,18342.0,4.0,63.10526315789474,8.365938062619758,48.0,55.0,65.0,70.0,76.0,62.5,8.180260794538684,48.0,54.5,65.0,68.25,76.0,,,1454.0,,,,2232.0,,1353.0,,,13303.0,,,,,,,18342.0,,,0.0792716170537564,,,,0.12168792934249265,,0.07376512921164541,,,0.7252753243921055,,,,,,,1.0,,,0.0792716170537564,,,,0.06084396467124632,,0.036882564605822704,,,0.051805380313721824,,,,,,,,,1.0,,,,2.0,,2.0,,,14.0,,,,,,,,,1.0,,,,2.0,,2.0,,,13.0,,,,,,
小千谷市議会議員選挙（1999年04月25日投票）,小千谷市議会議員選挙,新潟県,小千谷市,19990425.0,1999.0,4.0,25.0,19990418.0,83.52,23.0,27.0,1.173913043478261,33400.0,,,,任期満了,,,,,小千谷市議会議員選挙（1999年04月25日投票）,1.0,27.0,23.0,1.173913043478261,0.0,0.0,0.0,0.18518518518518517,0.13043478260869565,0.5925925925925926,0.3333333333333333,0.07407407407407407,0.6956521739130435,0.21739130434782608,0.08695652173913043,0.6362149787419601,0.30422617100912097,0.05955885024891893,0.039763436171372506,0.03380290788990233,0.029779425124459465,27519.0,3.0,56.925925925925924,8.524152726119866,29.0,53.5,58.0,63.5,68.0,58.869565217391305,6.312887769070279,43.0,55.5,59.0,64.0,68.0,,,1160.0,,,,,,1449.0,,,24910.0,,,,,,,27519.0,,,0.04215269450198045,,,,,,0.05265452959773247,,,0.9051927759002871,,,,,,,1.0,,,0.04215269450198045,,,,,,0.026327264798866237,,,0.037716365662511964,,,,,,,,,1.0,,,,,,2.0,,,24.0,,,,,,,,,1.0,,,,,,1.0,,,21.0,,,,,,
小千谷市議会議員選挙（2003年04月27日投票）,小千谷市議会議員選挙,新潟県,小千谷市,20030427.0,2003.0,4.0,27.0,20030420.0,79.63,23.0,26.0,1.1304347826086956,33292.0,,,-108.0,任期満了,83.52,,,,小千谷市議会議員選挙（2003年04月27日投票）,1.0,26.0,23.0,1.1304347826086956,0.0,0.0,0.0,0.038461538461538464,0.043478260869565216,0.6923076923076923,0.2692307692307692,0.038461538461538464,0.6956521739130435,0.2608695652173913,0.043478260869565216,0.691100076394194,0.2731856378915202,0.03571428571428571,0.038394448688566334,0.039026519698788606,0.03571428571428571,26180.0,3.0,60.92307692307692,8.213137116947163,38.0,55.5,62.0,67.75,72.0,60.91304347826087,8.717364198158009,38.0,54.5,62.0,69.0,72.0,,,1226.0,,,,,,782.0,,,24172.0,,,,,,,26180.0,,,0.046829640947288004,,,,,,0.02987012987012987,,,0.9233002291825821,,,,,,,1.0,,,0.046829640947288004,,,,,,0.02987012987012987,,,0.03847084288260759,,,,,,,,,1.0,,,,,,1.0,,,24.0,,,,,,,,,1.0,,,,,,1.0,,,21.0,,,,,,
小千谷市議会議員選挙（2007年04月22日投票）,小千谷市議会議員選挙,新潟県,小千谷市,20070422.0,2007.0,4.0,22.0,20070415.0,76.93,19.0,21.0,1.1052631578947372,32537.0,,,-755.0,任期満了,79.63,,,,小千谷市議会議員選挙（2007年04月22日投票）,1.0,21.0,19.0,1.105263157894737,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.38095238095238093,0.047619047619047616,0.631578947368421,0.3684210526315789,0.0,0.5693422171817408,0.4033176718376605,0.027340110980598648,0.04744518476514507,0.05041470897970756,0.027340110980598648,24689.0,3.0,60.333333333333336,8.774059891756323,40.0,56.0,59.0,66.0,75.0,60.63157894736842,8.749198617833157,40.0,56.0,59.0,65.5,75.0,,,1385.0,,,,,,1017.51,,,22286.489999999998,,,,,,,24688.999999999996,,,0.05609785734537649,,,,,,0.041213090850176194,,,0.9026890518044474,,,,,,,1.0,,,0.05609785734537649,,,,,,0.041213090850176194,,,0.047509950094970915,,,,,,,,,1.0,,,,,,1.0,,,19.0,,,,,,,,,1.0,,,,,,1.0,,,17.0,,,,,,
小千谷市議会議員選挙（2011年04月24日投票）,小千谷市議会議員選挙,新潟県,小千谷市,20110424.0,2011.0,4.0,24.0,20110417.0,71.01,16.0,18.0,1.125,31988.0,,,-549.0,任期満了,76.93,,,,小千谷市議会議員選挙（2011年04月24日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.75,0.25,0.0,0.6895314168743325,0.28789649341402634,0.022572089711641152,0.0530408782211025,0.07197412335350659,0.022572089711641152,22472.0,4.0,,,,,,,,,,,,,,,,,1294.0,,,,,,841.88,,,19711.120000000003,625.0,,,,,,22472.000000000004,,,0.05758276966892131,,,,,,0.03746351014595941,,,0.8771413314346742,0.027812388750444995,,,,,,1.0,,,0.05758276966892131,,,,,,0.03746351014595941,,,0.05847608876231161,0.027812388750444995,,,,,,,,1.0,,,,,,1.0,,,15.0,1.0,,,,,,,,1.0,,,,,,1.0,,,14.0,0.0,,,,,
小千谷市議会議員選挙（2015年04月26日投票）,小千谷市議会議員選挙,新潟県,小千谷市,20150426.0,2015.0,4.0,26.0,20150419.0,70.8,16.0,18.0,1.125,,,,,任期満了,71.01,,,,小千谷市議会議員選挙（2015年04月26日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.5,0.4444444444444444,0.05555555555555555,0.5,0.4375,0.0625,0.499094497329928,0.46220803343394473,0.038697469236127234,0.055454944147769775,0.05777600417924309,0.038697469236127234,21535.0,3.0,58.166666666666664,11.081766806586193,39.0,52.25,61.0,64.5,80.0,56.375,10.111101572034572,39.0,49.75,58.5,63.0,71.0,,,1201.0,,,,,,1009.0,,,19325.0,,,,,,,21535.0,,,0.05576967726956118,,,,,,0.046853958671929416,,,0.8973763640585094,,,,,,,1.0,,,0.05576967726956118,,,,,,0.046853958671929416,,,0.05608602275365684,,,,,,,,,1.0,,,,,,1.0,,,16.0,,,,,,,,,1.0,,,,,,1.0,,,14.0,,,,,,
小千谷市議会議員選挙（2019年04月21日投票）,小千谷市議会議員選挙,新潟県,小千谷市,20190421.0,2019.0,4.0,21.0,20190414.0,無投票,16.0,16.0,1.0,,,,,任期満了,70.8,,,,小千谷市議会議員選挙（2019年04月21日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,14.0,,,,,,,,,1.0,,,,,,1.0,,,14.0,,,,,,
弥彦村議会議員補欠選挙（2016年07月10日投票）,弥彦村議会議員補欠選挙,新潟県,弥彦村,20160710.0,2016.0,7.0,10.0,20160705.0,,2.0,4.0,2.0,6977.0,,,,その他/阿部正秀氏の体調不良による辞職、及び石川守氏の公選法違反による辞職のため,,,,,弥彦村議会議員補欠選挙（2016年07月10日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.5,0.5,,0.7807415815361332,0.21925841846386682,,0.2602471938453777,0.21925841846386682,5286.0,0.0,73.25,9.202581159652981,66.0,67.5,69.0,74.75,89.0,78.5,10.5,68.0,73.25,78.5,83.75,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
弥彦村議会議員選挙（2003年04月27日投票）,弥彦村議会議員選挙,新潟県,弥彦村,20030427.0,2003.0,4.0,27.0,20030422.0,85.11,16.0,18.0,1.125,6818.0,,,,任期満了,,,,,弥彦村議会議員選挙（2003年04月27日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.75,0.1875,0.0625,0.7684283727399166,0.17837273991655075,0.05319888734353268,0.05910987482614743,0.04459318497913769,0.05319888734353268,5752.0,3.0,60.77777777777778,10.40595745797973,31.0,56.0,61.5,67.0,75.0,60.3125,10.912829319200407,31.0,54.75,61.0,67.75,75.0,,,464.0,,,,,,306.0,,,4982.0,,,,,,,5752.0,,,0.08066759388038942,,,,,,0.05319888734353268,,,0.8661335187760779,,,,,,,1.0,,,0.08066759388038942,,,,,,0.05319888734353268,,,0.05413334492350487,,,,,,,,,1.0,,,,,,1.0,,,16.0,,,,,,,,,1.0,,,,,,1.0,,,14.0,,,,,,
弥彦村議会議員選挙（2007年04月22日投票）,弥彦村議会議員選挙,新潟県,弥彦村,20070422.0,2007.0,4.0,22.0,20070417.0,82.43,10.0,13.0,1.3,6971.0,,,153.0,任期満了,85.11,,,,弥彦村議会議員選挙（2007年04月22日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.7692307692307693,0.23076923076923078,0.0,0.7,0.3,0.0,0.7495597041211695,0.2504402958788306,,0.07495597041211695,0.08348009862627687,,5678.0,3.0,64.3076923076923,8.3425195915919,52.0,58.0,64.0,71.0,79.0,63.7,8.509406559801922,52.0,57.25,61.5,70.25,79.0,,,609.0,,,,,,350.0,,,4719.0,,,,,,,5678.0,,,0.10725607608312786,,,,,,0.06164142303628038,,,0.8311025008805918,,,,,,,1.0,,,0.10725607608312786,,,,,,0.06164142303628038,,,0.07555477280732653,,,,,,,,,1.0,,,,,,1.0,,,11.0,,,,,,,,,1.0,,,,,,0.0,,,9.0,,,,,,
弥彦村議会議員選挙（2011年04月24日投票）,弥彦村議会議員選挙,新潟県,弥彦村,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,10.0,10.0,1.0,7170.0,,,199.0,任期満了,82.43,,,,弥彦村議会議員選挙（2011年04月24日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.1,0.1,0.9,0.1,0.0,0.9,0.1,0.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,9.0,,,,,,,,,1.0,,,,,,,,,9.0,,,,,,
弥彦村議会議員選挙（2015年04月26日投票）,弥彦村議会議員選挙,新潟県,弥彦村,20150426.0,2015.0,4.0,26.0,20150421.0,77.03,10.0,12.0,1.2,,,,,任期満了,,,,,弥彦村議会議員選挙（2015年04月26日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.16666666666666666,0.1,0.6666666666666666,0.3333333333333333,0.0,0.7,0.3,0.0,0.6917078737162419,0.3082921262837581,,0.08646348421453023,0.07707303157093952,,5258.0,2.0,68.25,7.58424902896347,60.0,64.75,66.0,67.0,87.0,66.8,5.473572873361603,60.0,65.0,66.0,67.0,82.0,,,502.0,,,,,,,,,4756.0,,,,,,,5258.0,,,0.09547356409281095,,,,,,,,,0.9045264359071891,,,,,,,1.0,,,0.09547356409281095,,,,,,,,,0.08222967599156264,,,,,,,,,1.0,,,,,,,,,11.0,,,,,,,,,1.0,,,,,,,,,9.0,,,,,,
弥彦村議会議員選挙（2019年04月21日投票）,弥彦村議会議員選挙,新潟県,弥彦村,20190421.0,2019.0,4.0,21.0,20190416.0,,10.0,13.0,1.3,,,,,任期満了,77.03,,,,弥彦村議会議員選挙（2019年04月21日投票）,1.0,13.0,10.0,1.3,0.0,0.0,0.0,0.07692307692307693,0.1,0.5384615384615384,0.46153846153846156,0.0,0.6,0.4,0.0,0.5133219026643805,0.48667809733561945,,0.07333170038062578,0.08111301622260324,,4999.999000000001,1.0,67.38461538461539,11.894009232437218,43.0,64.0,70.0,71.0,91.0,65.3,11.072939989000211,43.0,65.25,70.5,71.0,77.0,,,,,,,,,,,,4999.999000000001,,,,,,,4999.999000000001,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,,10.0,,,,,,
新潟市議会議員補欠選挙（2010年08月29日投票）,新潟市議会議員補欠選挙,新潟県,新潟市,20100829.0,2010.0,8.0,29.0,20100820.0,27.76,1.0,2.0,2.0,38628.0,,,,その他,,,,,新潟市議会議員補欠選挙（2010年08月29日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,10515.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,10515.0,,,,,,,10515.0,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,
新潟市議会議員補欠選挙（2018年10月28日投票）,新潟市議会議員補欠選挙,新潟県,新潟市,20181028.0,2018.0,10.0,28.0,20181021.0,無投票,1.0,1.0,1.0,,,,,辞職/小柳聡氏の新潟市長選出馬による辞職のため,27.76,,,,新潟市議会議員補欠選挙（2018年10月28日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,69.0,0.0,69.0,69.0,69.0,69.0,69.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
新潟市議会議員選挙（2007年04月08日投票）,新潟市議会議員選挙,新潟県,新潟市,20070408.0,2007.0,4.0,8.0,20070330.0,56.36,0.0,87.0,,648173.0,,,,任期満了,,,,,新潟市議会議員選挙（2007年04月08日投票）,8.0,87.0,56.0,1.5535714285714286,0.0,0.0,0.0,0.12643678160919541,0.17857142857142858,,,,0.7857142857142857,0.21428571428571427,0.0,,,,,,,357703.99,7.0,,,,,,,,53.857142857142854,10.039971135823214,29.0,49.75,56.0,62.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新潟市議会議員選挙（2011年04月10日投票）,新潟市議会議員選挙,新潟県,新潟市,20110410.0,2011.0,4.0,10.0,20110401.0,45.71,56.0,77.0,1.375,653879.0,,,5706.0,任期満了,56.36,,,,新潟市議会議員選挙（2011年04月10日投票）,8.0,77.0,56.0,1.375,0.0,0.0,0.0,0.16883116883116883,0.16071428571428573,0.5584415584415584,0.37662337662337664,0.06493506493506493,0.7321428571428571,0.23214285714285715,0.03571428571428571,0.6840042967934837,0.25898638778561195,0.05700931542090445,0.0159070766696159,0.008930565096055585,0.01140186308418089,292311.0,7.0,,,,,,,,,,,,,,,,,19771.4,,,,,,31694.28,,29896.0,138482.91999999998,10242.0,,,,5329.0,56895.4,292311.0,,,0.06763823461997667,,,,,,0.10842657306772581,,0.10227463215547825,0.4737519970168758,0.03503802456972197,,,,0.01823058318024296,0.1946399553899785,1.0,,,0.016909558654994168,,,,,,0.013553321633465726,,0.011363848017275361,0.011843799925421896,0.011679341523240657,,,,0.01823058318024296,0.01621999628249821,,,4.0,,,,,,8.0,,9.0,40.0,3.0,,,,1.0,12.0,,,4.0,,,,,,7.0,,6.0,26.0,1.0,,,,1.0,11.0
