,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_公明党,得票数_国民民主党,得票数_地域政党いわて,得票数_幸福実現党,得票数_政党こどもの涙ゼロ,得票数_日本共産党,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_自由民主党,得票数_青年自由,得票数_sum_v,得票率_公明党,得票率_国民民主党,得票率_地域政党いわて,得票率_幸福実現党,得票率_政党こどもの涙ゼロ,得票率_日本共産党,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_自由民主党,得票率_青年自由,得票率_sum_v,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党いわて,一人あたり得票率_幸福実現党,一人あたり得票率_政党こどもの涙ゼロ,一人あたり得票率_日本共産党,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_自由民主党,一人あたり得票率_青年自由,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党いわて,立候補者数_幸福実現党,立候補者数_政党こどもの涙ゼロ,立候補者数_日本共産党,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_自由民主党,立候補者数_青年自由,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党いわて,当選者数_幸福実現党,当選者数_政党こどもの涙ゼロ,当選者数_日本共産党,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_自由民主党,当選者数_青年自由
奥州市議会議員選挙（2010年03月14日投票）,奥州市議会議員選挙,岩手県,奥州市,20100314.0,2010.0,3.0,14.0,20100307.0,77.27,34.0,36.0,1.0588235294117647,104017.0,,,-1930.0,任期満了,79.83,,,,奥州市議会議員選挙（2010年03月14日投票）,1.0,36.0,34.0,1.0588235294117647,0.0,0.0,0.0,0.08333333333333333,0.08823529411764706,0.6944444444444444,0.3055555555555556,0.0,0.7352941176470589,0.2647058823529412,0.0,0.7051059177394292,0.29489408226057073,,0.02820423670957717,0.02680855293277916,,78467.97,3.0,,,,,,,,,,,,,,,4840.0,,,,,11137.77,,62490.20000000001,,,,,78467.97000000002,0.06168121846404334,,,,,0.14194033565542727,,0.7963784458805293,,,,,1.0,0.03084060923202167,,,,,0.028388067131085454,,0.02746132572001825,,,,,2.0,,,,,5.0,,29.0,,,,,2.0,,,,,4.0,,28.0,,,,
奥州市議会議員選挙（2014年03月09日投票）,奥州市議会議員選挙,岩手県,奥州市,20140309.0,2014.0,3.0,9.0,20140302.0,46.92,28.0,32.0,1.1428571428571428,,,,,任期満了,77.27,,,,奥州市議会議員選挙（2014年03月09日投票）,1.0,32.0,28.0,1.1428571428571428,0.0,0.0,0.0,0.09375,0.10714285714285714,0.75,0.25,0.0,0.75,0.25,0.0,0.7365155584077613,0.2634844415922386,,0.030688148266990053,0.032935555199029826,,67253.98999999999,4.0,61.1875,6.473201970431635,46.0,57.75,62.0,66.0,72.0,60.82142857142857,6.5522818894781745,46.0,56.75,62.0,66.0,72.0,4608.0,,,,,10607.51,,50183.479999999996,1855.0,,,,67253.98999999999,0.06851638096118907,,,,,0.15772313285799106,,0.7461784795221815,0.0275820066586384,,,,1.0,0.03425819048059454,,,,,0.03154462657159821,,0.031090769980090898,0.0275820066586384,,,,2.0,,,,,5.0,,24.0,1.0,,,,2.0,,,,,5.0,,20.0,1.0,,,
奥州市議会議員選挙（2018年03月04日投票）,奥州市議会議員選挙,岩手県,奥州市,20180304.0,2018.0,3.0,4.0,20180225.0,,28.0,30.0,1.0714285714285714,100692.0,,,,任期満了,46.92,,,,奥州市議会議員選挙（2018年03月04日投票）,1.0,30.0,28.0,1.0714285714285714,0.0,0.0,0.0,0.1,0.10714285714285714,0.7,0.3,0.0,0.6785714285714286,0.32142857142857145,0.0,0.6995440867566273,0.3004559132433728,,0.033311623178887015,0.03338399036037475,,62954.96,0.0,62.03333333333333,8.41222655160663,40.0,57.0,61.5,69.0,76.0,61.357142857142854,8.21676981072544,40.0,56.75,61.0,69.0,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宮古市議会議員補欠選挙（2009年06月28日投票）,宮古市議会議員補欠選挙,岩手県,宮古市,20090628.0,2009.0,6.0,28.0,20090621.0,67.16,1.0,2.0,2.0,47296.0,,,,その他,,,,,宮古市議会議員補欠選挙（2009年06月28日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.4106691591373282,0.5893308408626718,,0.4106691591373282,0.5893308408626718,28887.0,2.0,55.5,5.5,50.0,52.75,55.5,58.25,61.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,17024.0,,11863.0,,,,,28887.0,,,,,,0.5893308408626718,,0.4106691591373282,,,,,1.0,,,,,,0.5893308408626718,,0.4106691591373282,,,,,,,,,,1.0,,1.0,,,,,,,,,,1.0,,0.0,,,,
宮古市議会議員補欠選挙（2013年06月16日投票）,宮古市議会議員補欠選挙,岩手県,宮古市,20130616.0,2013.0,6.0,16.0,20130609.0,無投票,1.0,1.0,1.0,,,,,その他,67.16,,,,宮古市議会議員補欠選挙（2013年06月16日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,,,,,0.0,1.0,113.0,0.0,113.0,113.0,113.0,113.0,113.0,113.0,0.0,113.0,113.0,113.0,113.0,113.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,
宮古市議会議員補欠選挙（2017年06月25日投票）,宮古市議会議員補欠選挙,岩手県,宮古市,20170625.0,2017.0,6.0,25.0,20170618.0,63.19,5.0,7.0,1.4,46476.0,,,,その他/北村進議員の死去、内舘勝則議員の市長選出馬による辞職、近藤和也議員の辞職、松本尚美議員、茂市敏之議員の失職による,,,,,宮古市議会議員補欠選挙（2017年06月25日投票）,1.0,7.0,5.0,1.4,0.0,0.0,0.0,0.14285714285714285,0.2,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8,0.2,,0.8600924716761373,0.13990752832386263,,0.14334874527935623,0.13990752832386263,28333.0,0.0,51.142857142857146,7.548482750641661,43.0,44.5,51.0,55.5,64.0,52.8,7.984985911070852,44.0,45.0,51.0,60.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
宮古市議会議員選挙（2006年04月23日投票）,宮古市議会議員選挙,岩手県,宮古市,20060423.0,2006.0,4.0,23.0,20060416.0,73.16,30.0,32.0,1.0666666666666669,48820.0,,,,任期満了,,,,,宮古市議会議員選挙（2006年04月23日投票）,1.0,32.0,30.0,1.0666666666666667,0.0,0.0,0.0,0.03125,0.03333333333333333,0.8125,0.1875,0.0,0.8,0.2,0.0,0.7699136914784932,0.2300863085215067,,0.029612065056865124,0.03834771808691778,,35364.99,4.0,59.34375,5.76416394089377,46.0,55.0,59.0,62.75,72.0,59.56666666666667,5.863351335958719,46.0,55.25,59.0,64.25,72.0,1878.0,,,,,2491.0,,27695.99,3300.0,,,,35364.990000000005,0.05310336578633275,,,,,0.07043689253128588,,0.7831471180961735,0.0933126235862077,,,,1.0,0.05310336578633275,,,,,0.02347896417709529,,0.030121043003698982,0.04665631179310385,,,,1.0,,,,,3.0,,26.0,2.0,,,,1.0,,,,,2.0,,25.0,2.0,,,
宮古市議会議員選挙（2010年04月25日投票）,宮古市議会議員選挙,岩手県,宮古市,20100425.0,2010.0,4.0,25.0,20100418.0,71.62,28.0,32.0,1.1428571428571428,49794.0,,,974.0,任期満了,73.16,,,,宮古市議会議員選挙（2010年04月25日投票）,1.0,32.0,28.0,1.1428571428571428,0.0,0.0,0.0,0.0625,0.07142857142857142,0.65625,0.3125,0.03125,0.6785714285714286,0.2857142857142857,0.03571428571428571,0.6776582923103038,0.2898910767837945,0.03245063090590166,0.032269442490966846,0.02898910767837945,0.03245063090590166,35346.0,4.0,,,,,,,,,,,,,,,2001.0,,,,,3113.0,,27190.0,3042.0,,,,35346.0,0.056611780682396876,,,,,0.08807220053188479,,0.76925253211113,0.08606348667458835,,,,1.0,0.056611780682396876,,,,,0.02935740017729493,,0.029586635850428075,0.043031743337294176,,,,1.0,,,,,3.0,,26.0,2.0,,,,1.0,,,,,3.0,,22.0,2.0,,,
宮古市議会議員選挙（2014年04月20日投票）,宮古市議会議員選挙,岩手県,宮古市,20140420.0,2014.0,4.0,20.0,20140413.0,無投票,28.0,28.0,1.0,,,,,任期満了,71.62,,,,宮古市議会議員選挙（2014年04月20日投票）,1.0,28.0,28.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.75,0.25,0.0,0.75,0.25,0.0,,,,,,,0.0,4.0,60.892857142857146,8.549600181605344,32.0,57.75,63.0,66.0,75.0,60.892857142857146,8.549600181605344,32.0,57.75,63.0,66.0,75.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,3.0,,22.0,2.0,,,,1.0,,,,,3.0,,22.0,2.0,,,
宮古市議会議員選挙（2018年04月22日投票）,宮古市議会議員選挙,岩手県,宮古市,20180422.0,2018.0,4.0,22.0,20180415.0,59.57,22.0,24.0,1.0909090909090908,,,,,任期満了,,,,,宮古市議会議員選挙（2018年04月22日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.9583333333333334,0.041666666666666664,0.0,1.0,0.0,0.0,0.9893115601897035,0.010688439810296524,,0.0430135460952045,0.010688439810296524,,26944.999,4.0,63.125,10.588171466310886,36.0,60.75,66.5,70.0,79.0,63.68181818181818,10.159573915709277,36.0,61.5,66.5,70.0,79.0,1782.0,,,,,2035.0,,21361.999,1766.0,,,,26944.999,0.06613472132620973,,,,,0.0755242187984494,,0.7928001407608143,0.0655409191145266,,,,1.0,0.06613472132620973,,,,,0.0377621093992247,,0.039640007038040714,0.0655409191145266,,,,1.0,,,,,2.0,,20.0,1.0,,,,1.0,,,,,2.0,,18.0,1.0,,,
山田町議会議員補欠選挙（2000年07月09日投票）,山田町議会議員補欠選挙,岩手県,山田町,20000709.0,2000.0,7.0,9.0,20000704.0,85.27,1.0,6.0,6.0,17420.0,,,,その他,,,,,山田町議会議員補欠選挙（2000年07月09日投票）,1.0,6.0,3.0,2.0,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.16666666666666666,,14406.0,1.0,54.5,10.452272480183437,37.0,52.0,52.0,61.0,70.0,56.0,5.656854249492381,52.0,52.0,52.0,58.0,64.0,,,,,,,,14406.0,,,,,14406.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.16666666666666666,,,,,,,,,,,,6.0,,,,,,,,,,,,3.0,,,,
山田町議会議員補欠選挙（2012年07月08日投票）,山田町議会議員補欠選挙,岩手県,山田町,20120708.0,2012.0,7.0,8.0,20120703.0,68.95,2.0,3.0,1.5,14412.0,,,-3008.0,その他,85.27,,,,山田町議会議員補欠選挙（2012年07月08日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.5,0.5,,0.5061898211829436,0.4938101788170564,,0.2530949105914718,0.4938101788170564,9451.0,1.0,62.0,8.602325267042627,52.0,56.5,61.0,67.0,73.0,67.0,6.0,61.0,64.0,67.0,70.0,73.0,,,,,,,,9451.0,,,,,9451.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.3333333333333333,,,,,,,,,,,,3.0,,,,,,,,,,,,2.0,,,,
山田町議会議員選挙（1999年04月27日投票）,山田町議会議員選挙,岩手県,山田町,19990427.0,1999.0,4.0,27.0,19990420.0,82.66,1.0,26.0,26.0,17414.0,,,,任期満了,,,,,山田町議会議員選挙（1999年04月27日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.038461538461538464,0.041666666666666664,0.8846153846153846,0.11538461538461539,0.0,0.875,0.125,0.0,0.8767018943643828,0.1232981056356171,,0.03811747366801665,0.041099368545205704,,14323.01,2.0,63.53846153846154,8.490858293259464,36.0,57.5,65.5,70.5,74.0,63.166666666666664,8.658650138573693,36.0,57.0,65.5,69.5,74.0,,,,,,809.0,,13514.01,,,,,14323.01,,,,,,0.05648254103013263,,0.9435174589698674,,,,,1.0,,,,,,0.05648254103013263,,0.0377406983587947,,,,,,,,,,1.0,,25.0,,,,,,,,,,1.0,,23.0,,,,
山田町議会議員選挙（2003年04月22日投票）,山田町議会議員選挙,岩手県,山田町,20030422.0,2003.0,4.0,22.0,20030417.0,81.14,1.0,22.0,22.0,17135.0,,,-279.0,任期満了,82.66,,,,山田町議会議員選挙（2003年04月22日投票）,1.0,22.0,20.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.7727272727272727,0.22727272727272727,0.0,0.8,0.2,0.0,0.7432667245873154,0.25673327541268465,,0.04372157203454796,0.05134665508253693,,13812.0,2.0,62.13636363636363,9.211136809445078,40.0,60.0,62.0,69.5,75.0,63.35,8.193137372215848,40.0,60.0,63.5,70.25,75.0,,,,,,743.23,,13068.77,,,,,13812.0,,,,,,0.05381045467709238,,0.9461895453229077,,,,,1.0,,,,,,0.05381045467709238,,0.045056645015376554,,,,,,,,,,1.0,,21.0,,,,,,,,,,1.0,,19.0,,,,
山田町議会議員選挙（2007年04月22日投票）,山田町議会議員選挙,岩手県,山田町,20070422.0,2007.0,4.0,22.0,20070417.0,77.55,18.0,21.0,1.1666666666666667,16547.0,,,-588.0,任期満了,81.14,,,,山田町議会議員選挙（2007年04月22日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.1111111111111111,0.7142857142857143,0.19047619047619047,0.09523809523809523,0.7222222222222222,0.16666666666666666,0.1111111111111111,0.7270116226476622,0.18613403318494412,0.08685434416739372,0.048467441509844146,0.04653350829623603,0.04342717208369686,12756.99,2.0,61.0,9.72478424292429,43.0,58.0,64.0,67.0,75.0,60.44444444444444,9.0934788736045,43.0,58.0,64.0,65.0,75.0,,,,,,714.07,,12042.920000000002,,,,,12756.990000000002,,,,,,0.05597480283358378,,0.9440251971664162,,,,,1.0,,,,,,0.05597480283358378,,0.04720125985832081,,,,,,,,,,1.0,,20.0,,,,,,,,,,1.0,,17.0,,,,
山田町議会議員選挙（2011年09月11日投票）,山田町議会議員選挙,岩手県,山田町,20110911.0,2011.0,9.0,11.0,20110906.0,71.1,16.0,18.0,1.125,14634.0,,,-1913.0,任期満了,77.55,,,,山田町議会議員選挙（2011年09月11日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.16666666666666666,0.1875,0.6666666666666666,0.3333333333333333,0.0,0.75,0.25,0.0,0.6887765219115606,0.3112234780884394,,0.05739804349263005,0.05187057968140657,,10086.0,2.0,62.333333333333336,8.73053390247253,47.0,57.5,62.5,68.0,80.0,63.1875,8.812056726440202,47.0,58.5,63.0,68.25,80.0,,,,,,1127.0,,8959.0,,,,,10086.0,,,,,,0.1117390442197105,,0.8882609557802895,,,,,1.0,,,,,,0.1117390442197105,,0.052250644457664086,,,,,,,,,,1.0,,17.0,,,,,,,,,,1.0,,15.0,,,,
山田町議会議員選挙（2015年09月06日投票）,山田町議会議員選挙,岩手県,山田町,20150906.0,2015.0,9.0,6.0,20150901.0,69.79,14.0,19.0,1.3571428571428572,13894.0,,,-740.0,任期満了,71.1,,,,山田町議会議員選挙（2015年09月06日投票）,1.0,19.0,14.0,1.3571428571428572,0.0,0.0,0.0,0.15789473684210525,0.14285714285714285,0.5263157894736842,0.47368421052631576,0.0,0.7142857142857143,0.2857142857142857,0.0,0.5921740949989538,0.40782590500104626,,0.05921740949989538,0.04531398944456069,,9558.0,2.0,58.78947368421053,12.36114007418078,28.0,53.5,62.0,66.5,76.0,61.142857142857146,10.966553976635003,31.0,57.25,63.0,66.75,76.0,,,,,,631.0,,8927.0,,,,,9558.0,,,,,,0.06601799539652647,,0.9339820046034736,,,,,1.0,,,,,,0.06601799539652647,,0.05188788914463742,,,,,,,,,,1.0,,18.0,,,,,,,,,,1.0,,13.0,,,,
山田町議会議員選挙（2019年09月08日投票）,山田町議会議員選挙,岩手県,山田町,20190908.0,2019.0,9.0,8.0,20190903.0,67.43,14.0,16.0,1.1428571428571428,,,,,任期満了,69.79,,,,山田町議会議員選挙（2019年09月08日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.75,0.1875,0.0625,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.6773502925360848,0.3223490624321167,0.0003006450317985052,0.0564458577113404,0.10744968747737223,0.0003006450317985052,2361589.0,2.0,65.125,8.184398267435427,43.0,61.75,66.5,70.0,77.0,64.71428571428571,8.663788114317889,43.0,61.25,66.0,70.0,77.0,,,,,,600.0,,2360989.0,,,,,2361589.0,,,,,,0.0002540662240550748,,0.9997459337759449,,,,,1.0,,,,,,0.0002540662240550748,,0.06664972891839632,,,,,,,,,,1.0,,15.0,,,,,,,,,,1.0,,13.0,,,,
岩手町議会議員補欠選挙（2006年05月28日投票）,岩手町議会議員補欠選挙,岩手県,岩手町,20060528.0,2006.0,5.0,28.0,20060523.0,31.38,1.0,2.0,2.0,13627.0,,,,その他,,,,,岩手町議会議員補欠選挙（2006年05月28日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.34714003944773175,0.6528599605522682,,0.34714003944773175,0.6528599605522682,4056.0,1.0,62.0,10.0,52.0,57.0,62.0,67.0,72.0,72.0,0.0,72.0,72.0,72.0,72.0,72.0,,,,,,,,4056.0,,,,,4056.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,
岩手町議会議員選挙（2008年07月06日投票）,岩手町議会議員選挙,岩手県,岩手町,20080706.0,2008.0,7.0,6.0,20080701.0,無投票,16.0,16.0,1.0,13519.0,,,,任期満了,,,,,岩手町議会議員選挙（2008年07月06日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.0625,0.0625,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,2.0,62.875,6.469882147303767,56.0,57.75,60.5,70.0,75.0,62.875,6.469882147303767,56.0,57.75,60.5,70.0,75.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,14.0,,,,,,,,,,2.0,,14.0,,,,
岩手町議会議員選挙（2012年07月08日投票）,岩手町議会議員選挙,岩手県,岩手町,20120708.0,2012.0,7.0,8.0,20120703.0,72.38,16.0,19.0,1.1875,12729.0,,,-790.0,任期満了,,,,,岩手町議会議員選挙（2012年07月08日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.7368421052631579,0.2631578947368421,0.0,0.75,0.25,0.0,0.7730945621314698,0.22690543786853024,,0.05522104015224784,0.04538108757370605,,9158.0,2.0,62.89473684210526,6.789269682777725,50.0,60.0,62.0,65.5,77.0,61.9375,6.407698007084916,50.0,59.75,61.5,64.5,74.0,,,,,,1078.0,,8080.0,,,,,9158.0,,,,,,0.11771129067481984,,0.8822887093251802,,,,,1.0,,,,,,0.05885564533740992,,0.05189933584265766,,,,,,,,,,2.0,,17.0,,,,,,,,,,2.0,,14.0,,,,
岩手町議会議員選挙（2016年07月10日投票）,岩手町議会議員選挙,岩手県,岩手町,20160710.0,2016.0,7.0,10.0,20160705.0,69.49,14.0,16.0,1.1428571428571428,12252.0,,,-477.0,任期満了,72.38,,,,岩手町議会議員選挙（2016年07月10日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.058823529411764705,0.07142857142857142,0.7058823529411765,0.29411764705882354,0.0,0.7857142857142857,0.21428571428571427,0.0,0.8081963078623192,0.19180369213768075,,0.06734969232185993,0.03836073842753615,,8393.999,2.0,63.1764705882353,4.780294036214128,54.0,60.0,64.0,66.0,72.0,63.57142857142857,4.894811914003376,54.0,60.75,64.0,66.0,72.0,,,,,,830.0,,7563.999,,,,,8393.999,,,,,,0.09888016426973603,,0.901119835730264,,,,,1.0,,,,,,0.049440082134868016,,0.060074655715350936,,,,,,,,,,2.0,,15.0,,,,,,,,,,2.0,,12.0,,,,
岩手町議会議員選挙（2020年07月12日投票）,岩手町議会議員選挙,岩手県,岩手町,20200712.0,2020.0,7.0,12.0,20200707.0,63.04,14.0,15.0,1.0714285714285714,11303.0,,,-949.0,任期満了,69.49,,,,岩手町議会議員選挙（2020年07月12日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.06666666666666667,0.07142857142857142,0.7333333333333333,0.2,0.06666666666666667,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7785728534975983,0.15715574528104861,0.06427140122135314,0.07077935031796348,0.0523852484270162,0.06427140122135314,7052.9969999999985,2.0,65.93333333333334,4.552898954390367,58.0,63.0,67.0,69.0,74.0,65.64285714285714,4.576448137040385,58.0,62.5,65.5,68.0,74.0,,,,,,824.0,,6228.9969999999985,,,,,7052.9969999999985,,,,,,0.11682976754420854,,0.8831702324557915,,,,,1.0,,,,,,0.05841488377210427,,0.06793617172736857,,,,,,,,,,2.0,,13.0,,,,,,,,,,2.0,,12.0,,,,
岩泉町議会議員補欠選挙（2015年11月29日投票）,岩泉町議会議員補欠選挙,岩手県,岩泉町,20151129.0,2015.0,11.0,29.0,20151124.0,46.12,1.0,2.0,2.0,,,,,その他,,,,,岩泉町議会議員補欠選挙（2015年11月29日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,3835.0,1.0,52.5,8.5,44.0,48.25,52.5,56.75,61.0,61.0,0.0,61.0,61.0,61.0,61.0,61.0,,,,,,,,3835.0,,,,,3835.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.5,,,,,,,,,,,,2.0,,,,,,,,,,,,1.0,,,,
岩泉町議会議員選挙（2001年04月22日投票）,岩泉町議会議員選挙,岩手県,岩泉町,20010422.0,2001.0,4.0,22.0,20010417.0,87.34,22.0,24.0,1.0909090909090908,10778.0,,,,任期満了,,,,,岩泉町議会議員選挙（2001年04月22日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.5833333333333334,0.3333333333333333,0.08333333333333333,0.5909090909090909,0.3181818181818182,0.09090909090909091,0.5937731097743042,0.31448342731531176,0.09174346291038411,0.04241236498387887,0.03931042841441397,0.04587173145519206,9343.99,2.0,56.416666666666664,6.277716322216402,47.0,50.5,56.0,62.0,68.0,56.5,6.250454528926822,47.0,51.25,56.0,62.0,68.0,,,,,,261.0,,9082.99,,,,,9343.99,,,,,,0.027932392907098574,,0.9720676070929014,,,,,1.0,,,,,,0.027932392907098574,,0.04226380900403919,,,,,,,,,,1.0,,23.0,,,,,,,,,,0.0,,22.0,,,,
岩泉町議会議員選挙（2005年04月24日投票）,岩泉町議会議員選挙,岩手県,岩泉町,20050424.0,2005.0,4.0,24.0,20050419.0,84.8,18.0,21.0,1.1666666666666667,10372.0,,,-406.0,任期満了,87.34,,,,岩泉町議会議員選挙（2005年04月24日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.9047619047619048,0.09523809523809523,0.0,0.9444444444444444,0.05555555555555555,0.0,0.9059798303919322,0.09402016960806783,,0.047683148967996435,0.047010084804033916,,8726.0,2.0,60.23809523809524,6.202186725777118,51.0,55.0,60.0,66.0,72.0,59.27777777777778,5.8670980481131245,51.0,53.5,59.0,64.25,71.0,,,,,,294.0,,8432.0,,,,,8726.0,,,,,,0.03369241347696539,,0.9663075865230346,,,,,1.0,,,,,,0.03369241347696539,,0.04831537932615173,,,,,,,,,,1.0,,20.0,,,,,,,,,,0.0,,18.0,,,,
岩泉町議会議員選挙（2009年04月26日投票）,岩泉町議会議員選挙,岩手県,岩泉町,20090426.0,2009.0,4.0,26.0,20090421.0,83.23,16.0,19.0,1.1875,9696.0,,,-676.0,任期満了,84.8,,,,岩泉町議会議員選挙（2009年04月26日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0,0.7368421052631579,0.2631578947368421,0.0,0.8125,0.1875,0.0,0.7429392651837041,0.25706073481629593,,0.05306709037026458,0.05141214696325919,,8002.0,1.0,59.78947368421053,6.566092704737135,44.0,56.0,59.0,64.0,70.0,61.1875,5.027657879171971,55.0,56.75,60.0,64.5,70.0,,,,,,,,8002.0,,,,,8002.0,,,,,,,,1.0,,,,,1.0,,,,,,,,0.05263157894736842,,,,,,,,,,,,19.0,,,,,,,,,,,,16.0,,,,
岩泉町議会議員選挙（2013年04月21日投票）,岩泉町議会議員選挙,岩手県,岩泉町,20130421.0,2013.0,4.0,21.0,20130416.0,79.13,15.0,17.0,1.1333333333333333,,,,,任期満了,83.23,,,,岩泉町議会議員選挙（2013年04月21日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.058823529411764705,0.06666666666666667,0.7058823529411765,0.23529411764705882,0.058823529411764705,0.7333333333333333,0.2,0.06666666666666667,0.6977251184834122,0.21194870365207694,0.09032617786451073,0.05814375987361769,0.052987175913019234,0.09032617786451073,7174.0,2.0,60.94117647058823,6.3752332205117765,42.0,60.0,61.0,65.0,70.0,62.266666666666666,4.508756911709577,53.0,60.0,63.0,65.0,70.0,,,,,,312.0,,6862.0,,,,,7174.0,,,,,,0.04349038193476443,,0.9565096180652356,,,,,1.0,,,,,,0.04349038193476443,,0.059781851129077225,,,,,,,,,,1.0,,16.0,,,,,,,,,,1.0,,14.0,,,,
岩泉町議会議員選挙（2017年04月23日投票）,岩泉町議会議員選挙,岩手県,岩泉町,20170423.0,2017.0,4.0,23.0,20170418.0,74.63,14.0,15.0,1.0714285714285714,,,,,任期満了,79.13,,,,岩泉町議会議員選挙（2017年04月23日投票）,1.0,15.0,14.0,1.0714285714285714,0.0,0.0,0.0,0.13333333333333333,0.07142857142857142,0.8,0.2,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8416395534290271,0.1583604465709729,,0.07013662945241893,0.05278681552365763,,6270.0,0.0,63.53333333333333,5.690537955432879,46.0,63.0,65.0,67.0,69.0,63.285714285714285,5.811670173373712,46.0,63.0,65.0,67.0,69.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
