,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_　,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_　,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_　,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
恵那市議会議員選挙（2008年11月16日投票）,恵那市議会議員選挙,岐阜県,恵那市,20081116.0,2008.0,11.0,16.0,20081109.0,75.91,24.0,27.0,1.125,45149.0,,,,任期満了,,,,,恵那市議会議員選挙（2008年11月16日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.08333333333333333,0.8518518518518519,0.14814814814814814,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8222747415066469,0.17772525849335302,,0.035751075717680304,0.044431314623338256,,33850.0,3.0,60.22222222222222,7.171617583602189,44.0,56.5,61.0,64.5,79.0,60.25,7.490271468155655,44.0,56.5,61.0,64.25,79.0,,2134.0,,,4110.0,,,,27606.0,,,,,33850.0,,0.06304283604135894,,,0.12141802067946825,,,,0.8155391432791729,,,,,1.0,,0.06304283604135894,,,0.030354505169867062,,,,0.037069961058144224,,,,,,1.0,,,4.0,,,,22.0,,,,,,1.0,,,2.0,,,,21.0,,,,
恵那市議会議員選挙（2012年11月18日投票）,恵那市議会議員選挙,岐阜県,恵那市,20121118.0,2012.0,11.0,18.0,20121111.0,73.57,20.0,21.0,1.05,44079.0,,,-1070.0,任期満了,75.91,,,,恵那市議会議員選挙（2012年11月18日投票）,1.0,21.0,20.0,1.05,0.0,0.0,0.0,0.09523809523809523,0.1,0.6666666666666666,0.3333333333333333,0.0,0.65,0.35,0.0,0.6461620502525174,0.35383794974748267,,0.0461544321608941,0.050548278535354665,,31879.0,3.0,61.142857142857146,6.577636818983621,45.0,59.0,63.0,66.0,69.0,60.9,6.647555941848101,45.0,58.75,62.0,65.5,69.0,,2265.0,,,3807.0,,,,25807.0,,,,,31879.0,,0.07104990746259293,,,0.1194203080397754,,,,0.8095297844976317,,,,,1.0,,0.07104990746259293,,,0.0597101540198877,,,,0.044973876916535094,,,,,,1.0,,,2.0,,,,18.0,,,,,,1.0,,,2.0,,,,17.0,,,,
恵那市議会議員選挙（2016年11月13日投票）,恵那市議会議員選挙,岐阜県,恵那市,20161113.0,2016.0,11.0,13.0,20161106.0,71.62,18.0,22.0,1.2222222222222223,43240.0,,,-839.0,任期満了,73.57,,,,恵那市議会議員選挙（2016年11月13日投票）,1.0,22.0,18.0,1.2222222222222223,0.0,0.0,0.0,0.09090909090909091,0.1111111111111111,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.8888888888888888,0.1111111111111111,0.0,0.8214963606904804,0.14400050188769256,0.03450313742182708,0.04563868670502669,0.04800016729589752,0.03450313742182708,30460.998,4.0,63.27272727272727,6.311474530076284,49.0,59.25,65.0,68.0,72.0,63.05555555555556,6.810712331991111,49.0,57.5,65.0,68.75,72.0,,2121.0,,708.0,3526.0,,,,24105.998,,,,,30460.998,,0.069630023284201,,0.02324283662669227,0.11575457901937422,,,,0.7913725610697325,,,,,1.0,,0.069630023284201,,0.02324283662669227,0.05787728950968711,,,,0.043965142281651805,,,,,,1.0,,1.0,2.0,,,,18.0,,,,,,1.0,,0.0,2.0,,,,15.0,,,,
恵那市議会議員選挙（2020年11月15日投票）,恵那市議会議員選挙,岐阜県,恵那市,20201115.0,2020.0,11.0,15.0,20201108.0,66.37,18.0,19.0,1.0555555555555556,,,,,任期満了,71.62,,,,恵那市議会議員選挙（2020年11月15日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.15789473684210525,0.16666666666666666,0.5263157894736842,0.47368421052631576,0.0,0.5555555555555556,0.4444444444444444,0.0,0.5200058732838999,0.47999412671610014,,0.05200058732838999,0.053332680746233346,,27242.0,3.0,61.68421052631579,7.490714473539873,42.0,58.0,61.0,66.5,73.0,61.55555555555556,7.675518239631353,42.0,58.0,60.5,67.25,73.0,,2002.0,,,2570.0,,,,22670.0,,,,,27242.0,,0.07348946479700462,,,0.09433962264150944,,,,0.8321709125614859,,,,,1.0,,0.07348946479700462,,,0.04716981132075472,,,,0.05201068203509287,,,,,,1.0,,,2.0,,,,16.0,,,,,,1.0,,,2.0,,,,15.0,,,,
揖斐川町議会議員補欠選挙（2016年10月02日投票）,揖斐川町議会議員補欠選挙,岐阜県,揖斐川町,20161002.0,2016.0,10.0,2.0,20160927.0,無投票,1.0,1.0,1.0,,,,,任期満了/死去,,,,,揖斐川町議会議員補欠選挙（2016年10月02日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,42.0,0.0,42.0,42.0,42.0,42.0,42.0,42.0,0.0,42.0,42.0,42.0,42.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
揖斐川町議会議員補欠選挙（2019年04月21日投票）,揖斐川町議会議員補欠選挙,岐阜県,揖斐川町,20190421.0,2019.0,4.0,21.0,20190416.0,無投票,3.0,3.0,1.0,,,,,その他/所竜也氏の県議選出馬による辞職、林幹夫氏の死去、	坪井重憲氏の死去,,,,,揖斐川町議会議員補欠選挙（2019年04月21日投票）,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,,,,,,,0.0,2.0,69.0,2.8284271247461903,65.0,68.0,71.0,71.0,71.0,69.0,2.8284271247461903,65.0,68.0,71.0,71.0,71.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,1.0,,,,2.0,,,,
揖斐川町議会議員選挙（2005年03月06日投票）,揖斐川町議会議員選挙,岐阜県,揖斐川町,20050306.0,2005.0,3.0,6.0,20050301.0,無投票,26.0,9.0,0.3461538461538461,3059.0,,,,その他,,,,,揖斐川町議会議員選挙（2005年03月06日投票）,1.0,9.0,5.0,1.8,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,2727.0,1.0,67.88888888888889,7.046582220314635,56.0,60.0,71.0,72.0,76.0,66.0,7.014271166700073,56.0,59.0,71.0,72.0,72.0,,,,,,,,,2727.0,,,,,2727.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.1111111111111111,,,,,,,,,,,,,9.0,,,,,,,,,,,,,5.0,,,,
揖斐川町議会議員選挙（2009年02月22日投票）,揖斐川町議会議員選挙,岐阜県,揖斐川町,20090222.0,2009.0,2.0,22.0,20090217.0,無投票,18.0,4.0,0.2222222222222222,2954.0,,,-105.0,任期満了,80.27,,,,揖斐川町議会議員選挙（2009年02月22日投票）,1.0,4.0,3.0,1.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.75,0.25,0.0,1.0,0.0,0.0,,,,,,,2419.0,1.0,67.75,6.796138609534093,60.0,61.5,68.0,74.25,75.0,65.66666666666667,6.649979114420002,60.0,61.0,62.0,68.5,75.0,,,,,,,,,2419.0,,,,,2419.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.25,,,,,,,,,,,,,4.0,,,,,,,,,,,,,3.0,,,,
揖斐川町議会議員選挙（2013年02月17日投票）,揖斐川町議会議員選挙,岐阜県,揖斐川町,20130217.0,2013.0,2.0,17.0,20130212.0,,,19.0,,15099.0,,,,任期満了,,,,,揖斐川町議会議員選挙（2013年02月17日投票）,6.0,19.0,16.0,1.1875,0.3157894736842105,0.6666666666666666,0.0,0.05263157894736842,0.0625,0.631578947368421,0.3684210526315789,0.0,0.6875,0.3125,0.0,0.6906072629989476,0.30939273700105246,,0.08632590787486845,0.061878547400210496,,10901.998,2.0,65.3157894736842,6.5938777951014,54.0,60.0,64.0,69.5,78.0,65.375,6.040229714174784,59.0,60.5,63.0,69.25,78.0,,,,,987.2460000000001,,,,,,,,,987.2460000000001,,,,,1.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,,,,18.0,,,,,,,,,1.0,,,,15.0,,,,
揖斐川町議会議員選挙（2017年02月19日投票）,揖斐川町議会議員選挙,岐阜県,揖斐川町,20170219.0,2017.0,2.0,19.0,20170214.0,71.26,16.0,23.0,1.4375,18864.0,,,,任期満了,,,,,揖斐川町議会議員選挙（2017年02月19日投票）,1.0,23.0,16.0,1.4375,0.0,0.0,0.0,0.043478260869565216,0.0625,0.6521739130434783,0.34782608695652173,0.0,0.8125,0.1875,0.0,0.693947555314476,0.30605244468552395,,0.0462631703542984,0.038256555585690494,,13339.998,0.0,66.91304347826087,8.576576004130747,42.0,63.0,66.0,73.0,82.0,64.9375,8.792530565770017,42.0,62.25,65.0,70.75,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
揖斐川町議会議員選挙（2021年02月14日投票）,揖斐川町議会議員選挙,岐阜県,揖斐川町,20210214.0,2021.0,2.0,14.0,20210209.0,72.1,15.0,22.0,1.4666666666666666,17542.0,8358.0,9184.0,-1322.0,任期満了,71.26,,,,揖斐川町議会議員選挙（2021年02月14日投票）,1.0,22.0,15.0,1.4666666666666666,0.0,0.0,0.0,0.09090909090909091,0.06666666666666667,0.5454545454545454,0.45454545454545453,0.0,0.5333333333333333,0.4666666666666667,0.0,0.5066621589214129,0.4933378410785871,,0.042221846576784405,0.04933378410785871,,12567.998,3.0,64.5,8.627387680046503,39.0,61.0,67.0,69.75,74.0,62.86666666666667,9.047037575299933,39.0,60.0,67.0,69.0,73.0,,561.0,,,526.0,,,,11480.998,,,,,12567.998,,0.04463718087797277,,,0.041852330021058246,,,,0.913510489100969,,,,,1.0,,0.04463718087797277,,,0.041852330021058246,,,,0.04567552445504845,,,,,,1.0,,,1.0,,,,20.0,,,,,,1.0,,,1.0,,,,13.0,,,,
本巣市議会議員補欠選挙（2020年02月16日投票）,本巣市議会議員補欠選挙,岐阜県,本巣市,20200216.0,2020.0,2.0,16.0,20200209.0,30.79,1.0,3.0,3.0,,,,,その他,,,,,本巣市議会議員補欠選挙（2020年02月16日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,,0.5442002319217741,0.455799768078226,,0.27210011596088707,0.455799768078226,8382.999,1.0,42.0,8.286535263104035,33.0,36.5,40.0,46.5,53.0,33.0,0.0,33.0,33.0,33.0,33.0,33.0,,,,,,,,,8382.999,,,,,8382.999,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.3333333333333333,,,,,,,,,,,,,3.0,,,,,,,,,,,,,1.0,,,,
本巣市議会議員選挙（2009年09月20日投票）,本巣市議会議員選挙,岐阜県,本巣市,20090920.0,2009.0,9.0,20.0,20090913.0,70.57,18.0,21.0,1.1666666666666667,28106.0,,,,任期満了,,,,,本巣市議会議員選挙（2009年09月20日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.1111111111111111,0.8571428571428571,0.09523809523809523,0.047619047619047616,0.8888888888888888,0.05555555555555555,0.05555555555555555,0.8527851458885941,0.07932054682717812,0.06789430728422771,0.04737695254936634,0.03966027341358906,0.06789430728422771,19604.0,3.0,61.19047619047619,4.943673664093551,46.0,58.0,61.0,64.0,68.0,61.5,5.090841449767088,46.0,59.25,61.5,64.75,68.0,,1112.0,,,1030.0,,,,17462.0,,,,,19604.0,,0.056723117731075294,,,0.052540297898388086,,,,0.8907365843705366,,,,,1.0,,0.056723117731075294,,,0.052540297898388086,,,,0.04688087286160719,,,,,,1.0,,,1.0,,,,19.0,,,,,,1.0,,,1.0,,,,16.0,,,,
本巣市議会議員選挙（2013年09月22日投票）,本巣市議会議員選挙,岐阜県,本巣市,20130922.0,2013.0,9.0,22.0,20130915.0,63.16,18.0,19.0,1.0555555555555556,,,,,任期満了,70.57,,,,本巣市議会議員選挙（2013年09月22日投票）,1.0,19.0,18.0,1.0555555555555556,0.0,0.0,0.0,0.10526315789473684,0.1111111111111111,0.8947368421052632,0.10526315789473684,0.0,0.9444444444444444,0.05555555555555555,0.0,0.9170245662257344,0.08297543377426558,,0.05394262154269026,0.04148771688713279,,17463.0,3.0,64.21052631578948,5.996305418368889,50.0,62.0,65.0,68.5,72.0,64.61111111111111,5.907987896708516,50.0,62.25,65.0,68.75,72.0,,1213.0,,,903.0,,,,15347.0,,,,,17463.0,,0.06946114642386761,,,0.05170932829410754,,,,0.8788295252820248,,,,,1.0,,0.06946114642386761,,,0.05170932829410754,,,,0.0516958544283544,,,,,,1.0,,,1.0,,,,17.0,,,,,,1.0,,,1.0,,,,16.0,,,,
本巣市議会議員選挙（2017年09月24日投票）,本巣市議会議員選挙,岐阜県,本巣市,20170924.0,2017.0,9.0,24.0,20170917.0,58.67,16.0,17.0,1.0625,28147.0,,,,任期満了,63.16,,,,本巣市議会議員選挙（2017年09月24日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.5882352941176471,0.4117647058823529,0.0,0.625,0.375,0.0,0.5939052057146361,0.40609479428536394,,0.059390520571463615,0.058013542040766274,,16309.0,0.0,63.11764705882353,10.41425693003799,31.0,56.0,67.0,70.0,74.0,62.8125,10.660785325200015,31.0,56.0,66.5,70.25,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東白川村議会議員選挙（2003年04月27日投票）,東白川村議会議員選挙,岐阜県,東白川村,20030427.0,2003.0,4.0,27.0,20030422.0,94.35,12.0,13.0,1.0833333333333333,2480.0,,,,任期満了,,,,,東白川村議会議員選挙（2003年04月27日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.07692307692307693,,,2309.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2309.0,,,,,2309.0,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.07692307692307693,,,,,,,,,,,,,13.0,,,,,,,,,,,,,12.0,,,,
東白川村議会議員選挙（2006年04月23日投票）,東白川村議会議員選挙,岐阜県,東白川村,20060423.0,2006.0,4.0,23.0,20060418.0,無投票,7.0,7.0,1.0,2450.0,,,-30.0,解散,94.35,,,,東白川村議会議員選挙（2006年04月23日投票）,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.14285714285714285,0.8571428571428571,,,,,,,0.0,1.0,60.42857142857143,5.576920370269467,52.0,56.5,60.0,64.5,69.0,60.42857142857143,5.576920370269467,52.0,56.5,60.0,64.5,69.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,7.0,,,,
東白川村議会議員選挙（2010年04月22日投票）,東白川村議会議員選挙,岐阜県,東白川村,20100422.0,2010.0,4.0,22.0,20100413.0,無投票,7.0,7.0,1.0,,,,,任期満了,,,,,東白川村議会議員選挙（2010年04月22日投票）,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,56.57142857142857,7.761758689832072,45.0,51.0,56.0,63.0,67.0,56.57142857142857,7.761758689832072,45.0,51.0,56.0,63.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東白川村議会議員選挙（2014年04月13日投票）,東白川村議会議員選挙,岐阜県,東白川村,20140413.0,2014.0,4.0,13.0,20140408.0,88.12,7.0,8.0,1.1428571428571428,,,,,任期満了,,,,,東白川村議会議員選挙（2014年04月13日投票）,1.0,8.0,7.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.14285714285714285,0.625,0.375,0.0,0.7142857142857143,0.2857142857142857,0.0,0.6427107198202016,0.35728928017979844,,0.12854214396404032,0.11909642672659948,,1882.998,1.0,57.5,9.420721840708387,43.0,49.5,59.5,66.5,68.0,56.0,9.133924207511875,43.0,48.0,59.0,63.0,68.0,,,,,,,,,1882.998,,,,,1882.998,,,,,,,,,1.0,,,,,1.0,,,,,,,,,0.125,,,,,,,,,,,,,8.0,,,,,,,,,,,,,7.0,,,,
東白川村議会議員選挙（2018年04月15日投票）,東白川村議会議員選挙,岐阜県,東白川村,20180415.0,2018.0,4.0,15.0,20180410.0,無投票,7.0,7.0,1.0,,,,,任期満了,88.12,,,,東白川村議会議員選挙（2018年04月15日投票）,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,,,,,,,,,,,,,0.0,1.0,56.57142857142857,7.148569144683887,47.0,50.5,55.0,63.5,66.0,56.57142857142857,7.148569144683887,47.0,50.5,55.0,63.5,66.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,7.0,,,,
池田町議会議員補欠選挙（2007年01月21日投票）,池田町議会議員補欠選挙,岐阜県,池田町,20070121.0,2007.0,1.0,21.0,20070116.0,無投票,2.0,2.0,1.0,19105.0,,,,その他,,,,,池田町議会議員補欠選挙（2007年01月21日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,66.0,1.0,65.0,65.5,66.0,66.5,67.0,66.0,1.0,65.0,65.5,66.0,66.5,67.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,2.0,,,,
池田町議会議員補欠選挙（2015年02月01日投票）,池田町議会議員補欠選挙,岐阜県,池田町,20150201.0,2015.0,2.0,1.0,20150127.0,32.19,1.0,2.0,2.0,19265.0,,,160.0,その他,,,,,池田町議会議員補欠選挙（2015年02月01日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.3508104531921932,0.6491895468078068,,0.3508104531921932,0.6491895468078068,6046.0,2.0,54.0,5.0,49.0,51.5,54.0,56.5,59.0,59.0,0.0,59.0,59.0,59.0,59.0,59.0,,,,,3925.0,,,,2121.0,,,,,6046.0,,,,,0.6491895468078068,,,,0.3508104531921932,,,,,1.0,,,,,0.6491895468078068,,,,0.3508104531921932,,,,,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,0.0,,,,
池田町議会議員選挙（2008年03月23日投票）,池田町議会議員選挙,岐阜県,池田町,20080323.0,2008.0,3.0,23.0,20080318.0,73.74,12.0,15.0,1.25,19149.0,,,,任期満了,,,,,池田町議会議員選挙（2008年03月23日投票）,1.0,15.0,12.0,1.25,0.0,0.0,0.0,0.2,0.16666666666666666,0.7333333333333333,0.26666666666666666,0.0,0.75,0.25,0.0,0.7369403358342265,0.2630596641657735,,0.06699457598492968,0.06576491604144337,,13995.0,2.0,60.93333333333333,10.698701894259052,36.0,56.0,66.0,67.5,73.0,62.25,8.889366306623511,40.0,60.5,66.0,67.25,73.0,,,,,1061.0,,,,12934.0,,,,,13995.0,,,,,0.07581279028224366,,,,0.9241872097177564,,,,,1.0,,,,,0.07581279028224366,,,,0.06601337212269688,,,,,,,,,1.0,,,,14.0,,,,,,,,,1.0,,,,11.0,,,,
池田町議会議員選挙（2012年03月25日投票）,池田町議会議員選挙,岐阜県,池田町,20120325.0,2012.0,3.0,25.0,20120320.0,,10.0,12.0,1.2,19312.0,,,163.0,任期満了,73.74,,,,池田町議会議員選挙（2012年03月25日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.75,0.25,0.0,0.8,0.2,0.0,0.787450357426529,0.212549642573471,,0.08749448415850322,0.07084988085782366,,12590.0,2.0,63.666666666666664,8.249579113843055,44.0,57.75,68.0,70.0,72.0,64.0,8.590692637965812,44.0,58.5,69.0,70.0,72.0,,,,,880.0,,,,11710.0,,,,,12590.0,,,,,0.0698967434471803,,,,0.9301032565528197,,,,,1.0,,,,,0.0698967434471803,,,,0.08455484150480179,,,,,,,,,1.0,,,,11.0,,,,,,,,,0.0,,,,10.0,,,,
池田町議会議員選挙（2016年03月27日投票）,池田町議会議員選挙,岐阜県,池田町,20160327.0,2016.0,3.0,27.0,20160322.0,65.54,10.0,12.0,1.2,19134.0,,,-178.0,任期満了,,,,,池田町議会議員選挙（2016年03月27日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.0,0.3333333333333333,0.5833333333333334,0.08333333333333333,0.4,0.6,0.0,0.3752610441767068,0.5767871485943775,0.04795180722891566,0.0938152610441767,0.08239816408491107,0.04795180722891566,12450.0,0.0,63.25,5.3870987862979955,50.0,61.0,63.5,65.5,74.0,62.7,5.728001396647874,50.0,61.0,62.5,64.75,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
池田町議会議員選挙（2020年03月29日投票）,池田町議会議員選挙,岐阜県,池田町,20200329.0,2020.0,3.0,29.0,20200324.0,無投票,10.0,10.0,1.0,,,,,任期満了,65.54,,,,池田町議会議員選挙（2020年03月29日投票）,1.0,10.0,10.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9,0.0,0.1,0.9,0.0,0.1,,,,,,,0.0,2.0,68.0,6.603029607687671,54.0,65.25,67.5,70.5,78.0,68.0,6.603029607687671,54.0,65.25,67.5,70.5,78.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,9.0,,,,,,,,,1.0,,,,9.0,,,,
海津市議会議員選挙（2009年09月13日投票）,海津市議会議員選挙,岐阜県,海津市,20090913.0,2009.0,9.0,13.0,20090906.0,無投票,18.0,18.0,1.0,31877.0,,,,任期満了,,,,,海津市議会議員選挙（2009年09月13日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.1111111111111111,0.1111111111111111,0.8888888888888888,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,0.0,,,,,,,0.0,3.0,62.0,6.97614984548545,48.0,58.0,63.5,65.75,73.0,62.0,6.97614984548545,48.0,58.0,63.5,65.75,73.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,16.0,,,,,,1.0,,,1.0,,,,16.0,,,,
海津市議会議員選挙（2013年09月15日投票）,海津市議会議員選挙,岐阜県,海津市,20130915.0,2013.0,9.0,15.0,20130908.0,62.04,15.0,19.0,1.2666666666666666,,,,,任期満了,,,,,海津市議会議員選挙（2013年09月15日投票）,1.0,19.0,15.0,1.2666666666666666,0.0,0.0,0.0,0.10526315789473684,0.13333333333333333,0.6842105263157895,0.3157894736842105,0.0,0.8,0.2,0.0,0.7594846769304789,0.240515323069521,,0.05842189822542146,0.0400858871782535,,18788.989999999998,3.0,61.21052631578947,7.817517087106507,41.0,55.5,61.0,68.0,73.0,62.2,6.48279774994305,52.0,56.5,61.0,68.0,73.0,,1656.0,,,863.0,,,,16269.989999999998,,,,,18788.989999999998,,0.08813672262319583,,,0.04593115436220894,,,,0.8659321230145952,,,,,1.0,,0.08813672262319583,,,0.04593115436220894,,,,0.05093718370674089,,,,,,1.0,,,1.0,,,,17.0,,,,,,1.0,,,1.0,,,,13.0,,,,
海津市議会議員選挙（2017年09月24日投票）,海津市議会議員選挙,岐阜県,海津市,20170924.0,2017.0,9.0,24.0,20170917.0,61.05,15.0,17.0,1.1333333333333333,29731.0,,,,任期満了,62.04,,,,海津市議会議員選挙（2017年09月24日投票）,1.0,17.0,15.0,1.1333333333333333,0.0,0.0,0.0,0.11764705882352941,0.13333333333333333,0.6470588235294118,0.35294117647058826,0.0,0.7333333333333333,0.26666666666666666,0.0,0.6920912590296003,0.3079087409703998,,0.06291738718450912,0.05131812349506663,,17958.99,0.0,57.76470588235294,11.085387370263113,40.0,45.0,60.0,65.0,73.0,59.733333333333334,10.285696649014861,40.0,57.0,61.0,67.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
瑞浪市議会議員選挙（2007年02月04日投票）,瑞浪市議会議員選挙,岐阜県,瑞浪市,20070204.0,2007.0,2.0,4.0,20070128.0,75.3,18.0,23.0,1.2777777777777777,32345.0,,,,任期満了,,,,,瑞浪市議会議員選挙（2007年02月04日投票）,1.0,23.0,18.0,1.2777777777777777,0.0,0.0,0.0,0.08695652173913043,0.1111111111111111,0.4782608695652174,0.43478260869565216,0.08695652173913043,0.5555555555555556,0.3888888888888889,0.05555555555555555,0.46088759850684363,0.47627540439651594,0.0628369970966404,0.04189887259153124,0.047627540439651596,0.0314184985483202,24110.0,3.0,58.95652173913044,7.2919148846040445,43.0,54.0,58.0,63.0,77.0,58.0,6.523461930260309,43.0,54.0,58.5,61.75,73.0,,2736.0,,,1667.0,,,,19707.0,,,,,24110.0,,0.11347988386561593,,,0.06914143508917461,,,,0.8173786810452095,,,,,1.0,,0.056739941932807965,,,0.03457071754458731,,,,0.04301993058132682,,,,,,2.0,,,2.0,,,,19.0,,,,,,2.0,,,2.0,,,,14.0,,,,
