,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_みどり京都,得票数_みんなの党,得票数_京都党,得票数_公明党,得票数_北近畿の明日をつくる会,得票数_向日市・生活者ネットワーク,得票数_国民新党,得票数_国民民主党,得票数_地域政党ふくちやま,得票数_地域政党京都久御山党,得票数_地域政党京都党,得票数_地域政党京都宇治党,得票数_宇治維新21（片岡維新）,得票数_宇治維新の会,得票数_市民ネットワーク・きょうと,得票数_幸福実現党,得票数_政事公団太平会,得票数_新社会党,得票数_日本共産党,得票数_日本第一党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_みどり京都,得票率_みんなの党,得票率_京都党,得票率_公明党,得票率_北近畿の明日をつくる会,得票率_向日市・生活者ネットワーク,得票率_国民新党,得票率_国民民主党,得票率_地域政党ふくちやま,得票率_地域政党京都久御山党,得票率_地域政党京都党,得票率_地域政党京都宇治党,得票率_宇治維新21（片岡維新）,得票率_宇治維新の会,得票率_市民ネットワーク・きょうと,得票率_幸福実現党,得票率_政事公団太平会,得票率_新社会党,得票率_日本共産党,得票率_日本第一党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_みどり京都,一人あたり得票率_みんなの党,一人あたり得票率_京都党,一人あたり得票率_公明党,一人あたり得票率_北近畿の明日をつくる会,一人あたり得票率_向日市・生活者ネットワーク,一人あたり得票率_国民新党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党ふくちやま,一人あたり得票率_地域政党京都久御山党,一人あたり得票率_地域政党京都党,一人あたり得票率_地域政党京都宇治党,一人あたり得票率_宇治維新21（片岡維新）,一人あたり得票率_宇治維新の会,一人あたり得票率_市民ネットワーク・きょうと,一人あたり得票率_幸福実現党,一人あたり得票率_政事公団太平会,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本第一党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_みどり京都,立候補者数_みんなの党,立候補者数_京都党,立候補者数_公明党,立候補者数_北近畿の明日をつくる会,立候補者数_向日市・生活者ネットワーク,立候補者数_国民新党,立候補者数_国民民主党,立候補者数_地域政党ふくちやま,立候補者数_地域政党京都久御山党,立候補者数_地域政党京都党,立候補者数_地域政党京都宇治党,立候補者数_宇治維新21（片岡維新）,立候補者数_宇治維新の会,立候補者数_市民ネットワーク・きょうと,立候補者数_幸福実現党,立候補者数_政事公団太平会,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本第一党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_みどり京都,当選者数_みんなの党,当選者数_京都党,当選者数_公明党,当選者数_北近畿の明日をつくる会,当選者数_向日市・生活者ネットワーク,当選者数_国民新党,当選者数_国民民主党,当選者数_地域政党ふくちやま,当選者数_地域政党京都久御山党,当選者数_地域政党京都党,当選者数_地域政党京都宇治党,当選者数_宇治維新21（片岡維新）,当選者数_宇治維新の会,当選者数_市民ネットワーク・きょうと,当選者数_幸福実現党,当選者数_政事公団太平会,当選者数_新社会党,当選者数_日本共産党,当選者数_日本第一党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由党,当選者数_自由民主党
八幡市議会議員選挙（1999年04月25日投票）,八幡市議会議員選挙,京都府,八幡市,19990425.0,1999.0,4.0,25.0,19990418.0,56.48,24.0,27.0,1.125,56377.0,,,,任期満了,,,,,八幡市議会議員選挙（1999年04月25日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.037037037037037035,0.041666666666666664,0.5555555555555556,0.37037037037037035,0.07407407407407407,0.625,0.375,0.0,0.6185129660935855,0.3556186405537303,0.025868393352684125,0.04123419773957237,0.03556186405537303,0.012934196676342062,31351.0,5.0,53.111111111111114,8.508528764034066,35.0,48.5,54.0,59.5,73.0,52.333333333333336,8.600710564960444,35.0,47.5,51.0,59.25,73.0,,,,,4189.0,,,,,,,,,,,,,,,6207.0,,,3018.0,14650.0,,,,,3287.0,31351.0,,,,,0.13361615259481358,,,,,,,,,,,,,,,0.19798411533922364,,,0.0962648719339096,0.4672897196261682,,,,,0.10484514050588498,1.0,,,,,0.04453871753160452,,,,,,,,,,,,,,,0.039596823067844726,,,0.0481324359669548,0.035945363048166784,,,,,0.026211285126471244,,,,,3.0,,,,,,,,,,,,,,,5.0,,,2.0,13.0,,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,5.0,,,2.0,11.0,,,,,3.0
八幡市議会議員選挙（2003年04月27日投票）,八幡市議会議員選挙,京都府,八幡市,20030427.0,2003.0,4.0,27.0,20030420.0,48.06,24.0,25.0,1.0416666666666667,58237.0,,,1860.0,任期満了,56.48,,,,八幡市議会議員選挙（2003年04月27日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.12,0.125,0.76,0.2,0.04,0.7916666666666666,0.20833333333333334,0.0,0.7774837797672985,0.21149733589474065,0.011018884337960782,0.04092019893512098,0.04229946717894813,0.011018884337960782,27589.0,5.0,53.48,9.835120741505921,26.0,47.0,54.0,62.0,67.0,53.125,9.879745695107744,26.0,46.5,54.0,60.5,67.0,,,,,4310.0,,,,,,,,,,,,,,,5389.0,,,3548.0,11383.0,,,,,2959.0,27589.0,,,,,0.15622168255464133,,,,,,,,,,,,,,,0.1953314726883903,,,0.12860197904962123,0.41259197506252493,,,,,0.10725289064482221,1.0,,,,,0.05207389418488045,,,,,,,,,,,,,,,0.039066294537678056,,,0.06430098952481061,0.037508361369320446,,,,,0.026813222661205553,,,,,3.0,,,,,,,,,,,,,,,5.0,,,2.0,11.0,,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,5.0,,,2.0,10.0,,,,,4.0
八幡市議会議員選挙（2007年04月22日投票）,八幡市議会議員選挙,京都府,八幡市,20070422.0,2007.0,4.0,22.0,20070415.0,49.94,22.0,26.0,1.181818181818182,59008.0,,,771.0,任期満了,48.06,,,,八幡市議会議員選挙（2007年04月22日投票）,1.0,26.0,22.0,1.1818181818181819,0.0,0.0,0.0,0.11538461538461539,0.13636363636363635,0.7692307692307693,0.19230769230769232,0.038461538461538464,0.8636363636363636,0.09090909090909091,0.045454545454545456,0.837980713592278,0.10477338762822377,0.057245898779498205,0.0418990356796139,0.020954677525644755,0.057245898779498205,29119.989999999998,5.0,53.46153846153846,10.870676043058966,30.0,46.5,56.5,59.75,71.0,55.04545454545455,10.498819296071831,30.0,49.5,57.0,61.5,71.0,,,,,4594.0,,,,,,,,,,,,,,,6257.39,,,2959.0,13477.6,,,,,1832.0,29119.989999999998,,,,,0.15776104318717143,,,,,,,,,,,,,,,0.21488297214387783,,,0.10161404588394433,0.46282982926848537,,,,,0.06291210951652113,1.0,,,,,0.05258701439572381,,,,,,,,,,,,,,,0.042976594428775564,,,0.05080702294197217,0.03305927351917753,,,,,0.03145605475826056,,,,,3.0,,,,,,,,,,,,,,,5.0,,,2.0,14.0,,,,,2.0,,,,,3.0,,,,,,,,,,,,,,,5.0,,,2.0,10.0,,,,,2.0
八幡市議会議員選挙（2011年04月24日投票）,八幡市議会議員選挙,京都府,八幡市,20110424.0,2011.0,4.0,24.0,20110417.0,46.95,22.0,25.0,1.1363636363636365,59340.0,,,332.0,任期満了,49.94,,,,八幡市議会議員選挙（2011年04月24日投票）,1.0,25.0,22.0,1.1363636363636365,0.0,0.0,0.0,0.16,0.18181818181818182,0.76,0.2,0.04,0.8181818181818182,0.13636363636363635,0.045454545454545456,0.7590278282351232,0.1740899513187532,0.06688222044612367,0.03994883306500648,0.03481799026375064,0.06688222044612367,27526.0,5.0,,,,,,,,,,,,,,,,,,,4091.0,,,,,,,,,,,,,,,5501.5599999999995,,,2804.0,11770.44,,,,,3359.0,27526.0,,,,,0.14862311995931118,,,,,,,,,,,,,,,0.19986776138923198,,,0.10186732543776793,0.42761171256266806,,,,,0.12203008065102085,1.0,,,,,0.04954103998643706,,,,,,,,,,,,,,,0.039973552277846394,,,0.050933662718883964,0.035634309380222336,,,,,0.04067669355034028,,,,,3.0,,,,,,,,,,,,,,,5.0,,,2.0,12.0,,,,,3.0,,,,,3.0,,,,,,,,,,,,,,,5.0,,,2.0,10.0,,,,,2.0
八幡市議会議員選挙（2015年04月26日投票）,八幡市議会議員選挙,京都府,八幡市,20150426.0,2015.0,4.0,26.0,20150419.0,45.64,21.0,25.0,1.1904761904761905,,,,,任期満了,46.95,,,,八幡市議会議員選挙（2015年04月26日投票）,1.0,25.0,21.0,1.1904761904761905,0.0,0.0,0.0,0.16,0.19047619047619047,0.52,0.4,0.08,0.6190476190476191,0.3333333333333333,0.047619047619047616,0.6067201061209021,0.3388550312677658,0.0544248626113322,0.04667077739391555,0.03388550312677658,0.0272124313056661,26385.0,5.0,56.72,9.14995081953996,40.0,52.0,57.0,64.0,72.0,56.285714285714285,8.663788114317889,40.0,52.0,57.0,62.0,72.0,,,,,3862.6400000000003,,,,,,,,,,,,,,,5965.2300000000005,,,2336.0,9517.36,,,,,4703.77,26385.0,,,,,0.14639530036005308,,,,,,,,,,,,,,,0.2260841387151791,,,0.08853515254879667,0.3607110100435854,,,,,0.17827439833238584,1.0,,,,,0.048798433453351026,,,,,,,,,,,,,,,0.04521682774303582,,,0.04426757627439833,0.03279191000396231,,,,,0.04456859958309646,,,,,3.0,,,,,,,,,,,,,,,5.0,,,2.0,11.0,,,,,4.0,,,,,3.0,,,,,,,,,,,,,,,5.0,,,2.0,8.0,,,,,3.0
八幡市議会議員選挙（2019年04月21日投票）,八幡市議会議員選挙,京都府,八幡市,20190421.0,2019.0,4.0,21.0,20190414.0,40.28,21.0,22.0,1.0476190476190477,58640.0,,,,任期満了,45.64,,,,八幡市議会議員選挙（2019年04月21日投票）,1.0,22.0,21.0,1.0476190476190477,0.0,0.0,0.0,0.22727272727272727,0.23809523809523808,0.8181818181818182,0.18181818181818182,0.0,0.8571428571428571,0.14285714285714285,0.0,0.8640917927628494,0.13590820723715055,,0.04800509959793608,0.03397705180928764,,23353.998,6.0,58.72727272727273,9.31363525444778,41.0,55.25,59.5,64.75,74.0,58.04761904761905,8.983986762044431,41.0,55.0,59.0,64.0,74.0,,,,,3660.0,,,,977.0,,,,,,,,,,,4916.6900000000005,,3017.0,,7154.775,,,,,3628.5330000000004,23353.998,,,,,0.1567183486099468,,,,0.04183437885025082,,,,,,,,,,,0.21052883536257905,,0.1291855895508769,,0.3063618914414568,,,,,0.15537095618488964,1.0,,,,,0.052239449536648934,,,,0.04183437885025082,,,,,,,,,,,0.04210576707251581,,0.1291855895508769,,0.03404021016016187,,,,,0.05179031872829654,,,,,3.0,,,,1.0,,,,,,,,,,,5.0,,1.0,,9.0,,,,,3.0,,,,,3.0,,,,1.0,,,,,,,,,,,5.0,,1.0,,8.0,,,,,3.0
南丹市議会議員選挙（2006年02月19日投票）,南丹市議会議員選挙,京都府,南丹市,20060219.0,2006.0,2.0,19.0,20060212.0,80.53,0.0,44.0,,29101.0,,,,任期満了,,,,,南丹市議会議員選挙（2006年02月19日投票）,4.0,44.0,26.0,1.6923076923076923,0.0,0.0,0.0,0.022727272727272728,0.038461538461538464,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.022727272727272728,,23100.0,3.0,57.81818181818182,9.456293544687885,34.0,53.0,59.0,65.0,72.0,58.38461538461539,9.28222835926856,37.0,53.0,59.5,65.75,72.0,,,,,,,,,,,,,,,,,,,,1873.0,,,411.0,20816.0,,,,,,23100.0,,,,,,,,,,,,,,,,,,,,0.08108225108225109,,,0.017792207792207793,0.9011255411255411,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.02702741702741703,,,0.017792207792207793,0.02252813852813853,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,1.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,0.0,24.0,,,,,
南丹市議会議員選挙（2010年02月07日投票）,南丹市議会議員選挙,京都府,南丹市,20100207.0,2010.0,2.0,7.0,20100131.0,73.94,22.0,27.0,1.2272727272727273,28336.0,,,-765.0,任期満了,80.53,,,,南丹市議会議員選挙（2010年02月07日投票）,1.0,27.0,22.0,1.2272727272727273,0.0,0.0,0.0,0.07407407407407407,0.09090909090909091,0.5555555555555556,0.4444444444444444,0.0,0.6363636363636364,0.36363636363636365,0.0,0.5817029327647842,0.4182970672352158,,0.038780195517652286,0.03485808893626798,,20702.989999999998,4.0,58.148148148148145,8.226892234003309,38.0,56.0,60.0,62.5,73.0,59.59090909090909,6.853393923047384,41.0,57.0,60.0,62.75,73.0,,,,,1861.0,,,,,,,,,,,,,,,2736.0,,,812.29,15293.7,,,,,,20702.99,,,,,0.08989039747398805,,,,,,,,,,,,,,,0.132154824013343,,,0.039235395467031565,0.7387193830456373,,,,,,1.0,,,,,0.04494519873699403,,,,,,,,,,,,,,,0.044051608004447664,,,0.039235395467031565,0.035177113478363685,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,,1.0,21.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,,1.0,16.0,,,,,
南丹市議会議員選挙（2014年02月09日投票）,南丹市議会議員選挙,京都府,南丹市,20140209.0,2014.0,2.0,9.0,20140202.0,,22.0,24.0,1.0909090909090908,,,,,任期満了,73.94,,,,南丹市議会議員選挙（2014年02月09日投票）,1.0,24.0,22.0,1.0909090909090908,0.0,0.0,0.0,0.041666666666666664,0.045454545454545456,0.625,0.375,0.0,0.6363636363636364,0.36363636363636365,0.0,0.5947218763377548,0.4052781236622453,,0.03964812508918365,0.045030902629138364,,18944.989999999998,5.0,58.833333333333336,8.905366671595031,37.0,52.5,61.0,65.25,73.0,58.54545454545455,9.203394989830816,37.0,51.5,61.0,65.5,73.0,,,,,1663.0,,,,,,,,,,,,,,,2489.0,,441.0,538.35,13813.64,,,,,,18944.989999999998,,,,,0.0877804633309387,,,,,,,,,,,,,,,0.13138038077613132,,0.023277922025823187,0.028416483724720894,0.729144750142386,,,,,,1.0,,,,,0.04389023166546935,,,,,,,,,,,,,,,0.04379346025871044,,0.023277922025823187,0.028416483724720894,0.04289086765543447,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,1.0,1.0,17.0,,,,,,,,,,2.0,,,,,,,,,,,,,,,3.0,,0.0,0.0,17.0,,,,,
南丹市議会議員選挙（2018年02月11日投票）,南丹市議会議員選挙,京都府,南丹市,20180211.0,2018.0,2.0,11.0,20180204.0,,22.0,23.0,1.0454545454545454,27458.0,,,,任期満了,,,,,南丹市議会議員選挙（2018年02月11日投票）,1.0,23.0,22.0,1.0454545454545454,0.0,0.0,0.0,0.08695652173913043,0.045454545454545456,0.6086956521739131,0.34782608695652173,0.043478260869565216,0.6363636363636364,0.3181818181818182,0.045454545454545456,0.6328392909038071,0.31165358907294394,0.055507120023249056,0.04520280649312908,0.03895669863411799,0.055507120023249056,17205.0,0.0,58.130434782608695,11.353238755780074,27.0,51.5,61.0,66.0,72.0,59.54545454545455,9.418199368183018,40.0,53.5,61.5,66.5,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南山城村議会議員補欠選挙（2007年07月29日投票）,南山城村議会議員補欠選挙,京都府,南山城村,20070729.0,2007.0,7.0,29.0,20070724.0,74.89,2.0,3.0,1.5,2951.0,,,,その他,,,,,南山城村議会議員補欠選挙（2007年07月29日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.5,0.0,,0.5995271867612293,,,0.29976359338061465,,2115.0,2.0,52.666666666666664,11.440668201153676,37.0,47.0,57.0,60.5,64.0,47.0,10.0,37.0,42.0,47.0,52.0,57.0,,,,,,,,,,,,,,,,,,,,847.0,,,,1268.0,,,,,,2115.0,,,,,,,,,,,,,,,,,,,,0.4004728132387707,,,,0.5995271867612293,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.4004728132387707,,,,0.29976359338061465,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,
南山城村議会議員補欠選挙（2019年07月21日投票）,南山城村議会議員補欠選挙,京都府,南山城村,20190721.0,2019.0,7.0,21.0,20190716.0,69.13,2.0,3.0,1.5,,,,,失職/北久保浩司氏、徳谷契次氏の村長選挙出馬による自動失職のため,74.89,,,,南山城村議会議員補欠選挙（2019年07月21日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.5,0.5,,0.31861804222648754,0.6813819577735125,,0.31861804222648754,0.34069097888675626,1563.0,2.0,69.0,4.96655480858378,65.0,65.5,66.0,71.0,76.0,65.5,0.5,65.0,65.25,65.5,65.75,66.0,,,,,,,,,,,,,,,,,,,,498.0,,,,1065.0,,,,,,1563.0,,,,,,,,,,,,,,,,,,,,0.31861804222648754,,,,0.6813819577735125,,,,,,1.0,,,,,,,,,,,,,,,,,,,,0.31861804222648754,,,,0.34069097888675626,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,
南山城村議会議員選挙（2008年03月30日投票）,南山城村議会議員選挙,京都府,南山城村,20080330.0,2008.0,3.0,30.0,20080325.0,78.05,10.0,11.0,1.1,2906.0,,,,任期満了,,,,,南山城村議会議員選挙（2008年03月30日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.8181818181818182,0.18181818181818182,0.0,0.8,0.2,0.0,0.8884408602150538,0.11155913978494623,,0.09871565113500597,0.05577956989247312,,2232.0,3.0,59.0,8.54932214218818,38.0,56.0,60.0,63.5,70.0,57.9,8.19084855189009,38.0,55.5,59.5,63.0,69.0,,,,,248.0,,,,,,,,,,,,,,,573.0,,,,1411.0,,,,,,2232.0,,,,,0.1111111111111111,,,,,,,,,,,,,,,0.2567204301075269,,,,0.632168458781362,,,,,,1.0,,,,,0.1111111111111111,,,,,,,,,,,,,,,0.12836021505376344,,,,0.07902105734767025,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,8.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,7.0,,,,,
南山城村議会議員選挙（2012年03月25日投票）,南山城村議会議員選挙,京都府,南山城村,20120325.0,2012.0,3.0,25.0,20120320.0,81.8,10.0,12.0,1.2,2752.0,,,-154.0,任期満了,78.05,,,,南山城村議会議員選挙（2012年03月25日投票）,1.0,12.0,10.0,1.2,0.0,0.0,0.0,0.08333333333333333,0.1,0.5833333333333334,0.4166666666666667,0.0,0.5,0.5,0.0,0.617011701170117,0.382988298829883,,0.08814452873858815,0.0765976597659766,,2222.0,3.0,63.583333333333336,5.407684860969208,55.0,60.5,62.5,68.25,73.0,63.4,5.6956123463592565,55.0,59.5,62.5,68.5,73.0,,,,,250.0,,,,,,,,,,,,,,,419.0,,,,1553.0,,,,,,2222.0,,,,,0.11251125112511251,,,,,,,,,,,,,,,0.18856885688568856,,,,0.6989198919891989,,,,,,1.0,,,,,0.11251125112511251,,,,,,,,,,,,,,,0.09428442844284428,,,,0.07765776577657765,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,9.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,7.0,,,,,
南山城村議会議員選挙（2016年03月27日投票）,南山城村議会議員選挙,京都府,南山城村,20160327.0,2016.0,3.0,27.0,20160322.0,77.22,10.0,11.0,1.1,2586.0,,,-166.0,任期満了,81.8,,,,南山城村議会議員選挙（2016年03月27日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.5,0.4,0.1,0.49593082400813837,0.3514750762970498,0.1525940996948118,0.09918616480162767,0.08786876907426246,0.0762970498474059,1966.0,0.0,62.81818181818182,8.829889135700421,43.0,59.5,65.0,70.0,73.0,61.9,8.74585616163449,43.0,59.25,64.0,68.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南山城村議会議員選挙（2020年03月29日投票）,南山城村議会議員選挙,京都府,南山城村,20200329.0,2020.0,3.0,29.0,20200324.0,74.26,10.0,11.0,1.1,,,,,任期満了,77.22,,,,南山城村議会議員選挙（2020年03月29日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.18181818181818182,0.2,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.6,0.2,0.2,0.6653363740022805,0.19726339794754846,0.13740022805017105,0.09504805342889722,0.09863169897377423,0.06870011402508552,1754.0,3.0,67.9090909090909,7.821352422631795,47.0,66.0,69.0,73.0,77.0,70.0,4.381780460041329,63.0,67.25,69.0,73.0,77.0,,,,,240.0,,,,,,,,,,,,,,,281.0,,,,1233.0,,,,,,1754.0,,,,,0.13683010262257697,,,,,,,,,,,,,,,0.16020524515393386,,,,0.7029646522234891,,,,,,1.0,,,,,0.13683010262257697,,,,,,,,,,,,,,,0.08010262257696693,,,,0.08787058152793614,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,8.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,2.0,,,,7.0,,,,,
向日市議会議員選挙（1999年07月18日投票）,向日市議会議員選挙,京都府,向日市,19990718.0,1999.0,7.0,18.0,19990711.0,52.33,24.0,26.0,1.0833333333333333,41892.0,,,,任期満了,,,,,向日市議会議員選挙（1999年07月18日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.2692307692307692,0.2916666666666667,0.8461538461538461,0.11538461538461539,0.038461538461538464,0.8333333333333334,0.125,0.041666666666666664,0.836645101663586,0.10942698706099815,0.05392791127541589,0.03802932280289027,0.036475662353666054,0.05392791127541589,21640.0,6.0,53.19230769230769,7.374692852896059,35.0,48.25,52.0,59.0,69.0,53.083333333333336,7.499537022747175,35.0,48.0,52.0,59.0,69.0,,,,,3160.0,,,,,,,,,,,,,,,6311.0,,,678.0,9085.0,863.0,,,,1543.0,21640.0,,,,,0.14602587800369685,,,,,,,,,,,,,,,0.2916358595194085,,,0.03133086876155268,0.4198243992606285,0.03987985212569316,,,,0.07130314232902034,1.0,,,,,0.03650646950092421,,,,,,,,,,,,,,,0.036454482439926064,,,0.03133086876155268,0.038165854478238954,0.03987985212569316,,,,0.07130314232902034,,,,,4.0,,,,,,,,,,,,,,,8.0,,,1.0,11.0,1.0,,,,1.0,,,,,4.0,,,,,,,,,,,,,,,8.0,,,1.0,9.0,1.0,,,,1.0
向日市議会議員選挙（2003年07月20日投票）,向日市議会議員選挙,京都府,向日市,20030720.0,2003.0,7.0,20.0,20030713.0,50.22,24.0,26.0,1.0833333333333333,42633.0,,,741.0,任期満了,52.33,,,,向日市議会議員選挙（2003年07月20日投票）,1.0,26.0,24.0,1.0833333333333333,0.0,0.0,0.0,0.23076923076923078,0.25,0.6153846153846154,0.23076923076923078,0.15384615384615385,0.625,0.25,0.125,0.5447380840018877,0.2825861255309108,0.17267579046720152,0.03404613025011798,0.04709768758848513,0.04316894761680038,21189.999999999996,5.0,54.0,9.55550586351619,27.0,52.0,54.5,58.0,73.0,52.75,8.790383002653146,27.0,51.75,53.5,57.25,68.0,,,,,2949.0,,,,,,,,,,,,,,,6185.0,,,1153.0,10093.0,810.0,,,,,21190.0,,,,,0.13916941953751769,,,,,,,,,,,,,,,0.29188296366210476,,,0.054412458706937235,0.47630957999056156,0.038225578102878716,,,,,1.0,,,,,0.03479235488437942,,,,,,,,,,,,,,,0.036485370457763094,,,0.054412458706937235,0.039692464999213466,0.038225578102878716,,,,,,,,,4.0,,,,,,,,,,,,,,,8.0,,,1.0,12.0,1.0,,,,,,,,,4.0,,,,,,,,,,,,,,,8.0,,,1.0,10.0,1.0,,,,
向日市議会議員選挙（2007年08月05日投票）,向日市議会議員選挙,京都府,向日市,20070805.0,2007.0,8.0,5.0,20070729.0,48.44,24.0,25.0,1.0416666666666667,44072.0,,,1439.0,任期満了,50.22,,,,向日市議会議員選挙（2007年08月05日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.2,0.16666666666666666,0.64,0.32,0.04,0.6666666666666666,0.2916666666666667,0.041666666666666664,0.6251654377008886,0.3124409151068255,0.06239364719228588,0.03907283985630554,0.039055114388353185,0.06239364719228588,21156.0,6.0,53.0,9.09945053286186,31.0,45.0,57.0,59.0,67.0,52.791666666666664,9.228484737786347,31.0,45.0,56.5,59.25,67.0,,,,,2269.0,,,,,,,,,,,,,,,6446.0,,,2428.0,7984.0,878.0,,,,1151.0,21156.0,,,,,0.10725089809037626,,,,,,,,,,,,,,,0.30468897712232934,,,0.11476649650217433,0.3773870296842503,0.04150122896577803,,,,0.0544053696350917,1.0,,,,,0.035750299363458755,,,,,,,,,,,,,,,0.03808612214029117,,,0.05738324825108716,0.037738702968425034,0.04150122896577803,,,,0.0544053696350917,,,,,3.0,,,,,,,,,,,,,,,8.0,,,2.0,10.0,1.0,,,,1.0,,,,,3.0,,,,,,,,,,,,,,,8.0,,,2.0,9.0,1.0,,,,1.0
