,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_NHK受信料を支払わない方法を教える党,得票数_いなべ市民の会,得票数_三重ヤマネコの会,得票数_三重民主連合,得票数_公明党,得票数_地域政党草の根運動いが,得票数_幸福実現党,得票数_日本共産,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自民、市民クラブ,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_NHK受信料を支払わない方法を教える党,得票率_いなべ市民の会,得票率_三重ヤマネコの会,得票率_三重民主連合,得票率_公明党,得票率_地域政党草の根運動いが,得票率_幸福実現党,得票率_日本共産,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自民、市民クラブ,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_NHK受信料を支払わない方法を教える党,一人あたり得票率_いなべ市民の会,一人あたり得票率_三重ヤマネコの会,一人あたり得票率_三重民主連合,一人あたり得票率_公明党,一人あたり得票率_地域政党草の根運動いが,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自民、市民クラブ,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_NHK受信料を支払わない方法を教える党,立候補者数_いなべ市民の会,立候補者数_三重ヤマネコの会,立候補者数_三重民主連合,立候補者数_公明党,立候補者数_地域政党草の根運動いが,立候補者数_幸福実現党,立候補者数_日本共産,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自民、市民クラブ,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_NHK受信料を支払わない方法を教える党,当選者数_いなべ市民の会,当選者数_三重ヤマネコの会,当選者数_三重民主連合,当選者数_公明党,当選者数_地域政党草の根運動いが,当選者数_幸福実現党,当選者数_日本共産,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自民、市民クラブ,当選者数_自由民主党
大紀町議会議員選挙（2013年02月24日投票）,大紀町議会議員選挙,三重県,大紀町,20130224.0,2013.0,2.0,24.0,20130219.0,85.01,14.0,16.0,1.1428571428571428,8599.0,,,-478.0,任期満了,90.07,,,,大紀町議会議員選挙（2013年02月24日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.125,0.07142857142857142,0.6875,0.3125,0.0,0.7857142857142857,0.21428571428571427,0.0,0.7336926478717524,0.26630735212824763,,0.06669933162470476,0.05326147042564953,,7236.0,2.0,62.4375,9.06206895526623,44.0,56.75,64.0,70.0,75.0,64.21428571428571,7.965807029589222,47.0,60.0,65.0,70.0,75.0,,,,,,,,,,837.0,,,6399.0,,,,,,7236.0,,,,,,,,,,0.11567164179104478,,,0.8843283582089553,,,,,,1.0,,,,,,,,,,0.05783582089552239,,,0.06316631130063967,,,,,,,,,,,,,,,2.0,,,14.0,,,,,,,,,,,,,,,2.0,,,12.0,,,,,
大紀町議会議員選挙（2017年02月26日投票）,大紀町議会議員選挙,三重県,大紀町,20170226.0,2017.0,2.0,26.0,20170221.0,81.13,14.0,17.0,1.2142857142857142,8036.0,,,-563.0,任期満了,85.01,,,,大紀町議会議員選挙（2017年02月26日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.0,0.0,0.7058823529411765,0.17647058823529413,0.11764705882352941,0.7857142857142857,0.14285714285714285,0.07142857142857142,0.7311014703951667,0.17556312489403347,0.09333540471079986,0.06092512253293056,0.05852104163134449,0.04666770235539993,6481.999,0.0,65.6470588235294,9.701068324859826,48.0,56.0,69.0,74.0,79.0,65.78571428571429,9.025191501162347,51.0,57.25,68.0,73.75,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大紀町議会議員選挙（2021年02月28日投票）,大紀町議会議員選挙,三重県,大紀町,20210228.0,2021.0,2.0,28.0,20210223.0,82.21,11.0,14.0,1.2727272727272727,7236.0,3385.0,3851.0,-800.0,任期満了,81.13,,,,大紀町議会議員選挙（2021年02月28日投票）,1.0,14.0,11.0,1.2727272727272727,0.0,0.0,0.0,0.07142857142857142,0.09090909090909091,0.6428571428571429,0.35714285714285715,0.0,0.6363636363636364,0.36363636363636365,0.0,0.6022414140449853,0.39775858595501473,,0.06691571267166503,0.07955171719100294,,5886.9980000000005,2.0,65.28571428571429,13.029793175798366,31.0,60.0,67.5,76.0,81.0,66.36363636363636,14.278227081645722,31.0,60.5,73.0,77.5,81.0,,,,,,,,,,465.0,,,5421.9980000000005,,,,,,5886.9980000000005,,,,,,,,,,0.07898762663075475,,,0.9210123733692452,,,,,,1.0,,,,,,,,,,0.07898762663075475,,,0.0708471056437881,,,,,,,,,,,,,,,1.0,,,13.0,,,,,,,,,,,,,,,1.0,,,10.0,,,,,
尾鷲市議会議員選挙（2006年11月12日投票）,尾鷲市議会議員選挙,三重県,尾鷲市,20061112.0,2006.0,11.0,12.0,20061105.0,80.01,16.0,19.0,1.1875,18997.0,,,,任期満了,,,,,尾鷲市議会議員選挙（2006年11月12日投票）,1.0,19.0,16.0,1.1875,0.0,0.0,0.0,0.05263157894736842,0.0625,0.6842105263157895,0.3157894736842105,0.0,0.6875,0.3125,0.0,0.722072091488748,0.27792790851125204,,0.055544007037595995,0.046321318085208674,,15079.45,3.0,57.578947368421055,11.953047572079173,32.0,51.0,62.0,66.5,73.0,57.625,10.463478150213723,34.0,51.5,60.0,66.0,73.0,,,,,,1256.0,,,,,,,13021.45,,,,802.0,,15079.45,,,,,,0.08329216251255848,,,,,,,0.8635228738448684,,,,0.05318496364257317,,1.0,,,,,,0.08329216251255848,,,,,,,0.0507954631673452,,,,0.05318496364257317,,,,,,,1.0,,,,,,,17.0,,,,1.0,,,,,,,1.0,,,,,,,14.0,,,,1.0,
尾鷲市議会議員選挙（2009年05月31日投票）,尾鷲市議会議員選挙,三重県,尾鷲市,20090531.0,2009.0,5.0,31.0,20090524.0,77.05,16.0,20.0,1.25,18098.0,,,-899.0,解散,80.01,,,,尾鷲市議会議員選挙（2009年05月31日投票）,1.0,20.0,16.0,1.25,0.0,0.0,0.0,0.05,0.0625,0.0,0.3,0.0,0.0,0.125,0.0,,0.1951131090487239,,,0.03251885150812065,,13792.0,3.0,59.15,11.883917704191662,33.0,53.75,64.0,68.0,75.0,58.0,12.624381172952598,33.0,52.25,63.0,68.0,75.0,,,,,,1375.0,,,,713.0,,,11704.0,,,,,,13792.0,,,,,,0.09969547563805105,,,,0.05169663573085847,,,0.8486078886310905,,,,,,1.0,,,,,,0.09969547563805105,,,,0.05169663573085847,,,0.04714488270172725,,,,,,,,,,,1.0,,,,1.0,,,18.0,,,,,,,,,,,1.0,,,,1.0,,,14.0,,,,,
尾鷲市議会議員選挙（2013年06月09日投票）,尾鷲市議会議員選挙,三重県,尾鷲市,20130609.0,2013.0,6.0,9.0,20130602.0,77.91,13.0,16.0,1.2307692307692308,,,,,任期満了,77.05,,,,尾鷲市議会議員選挙（2013年06月09日投票）,1.0,16.0,13.0,1.2307692307692308,0.0,0.0,0.0,0.0625,0.07692307692307693,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.0625,,,12984.0,2.0,59.1875,10.75417796719024,40.0,52.75,60.5,69.25,73.0,61.07692307692308,8.507567115506763,45.0,56.0,62.0,69.0,73.0,,,,,,1481.0,,,,,,,11503.0,,,,,,12984.0,,,,,,0.11406346272335181,,,,,,,0.8859365372766482,,,,,,1.0,,,,,,0.11406346272335181,,,,,,,0.05906243581844321,,,,,,,,,,,1.0,,,,,,,15.0,,,,,,,,,,,1.0,,,,,,,12.0,,,,,
尾鷲市議会議員選挙（2017年06月11日投票）,尾鷲市議会議員選挙,三重県,尾鷲市,20170611.0,2017.0,6.0,11.0,20170604.0,77.89,13.0,18.0,1.3846153846153846,16057.0,,,,任期満了,77.91,,,,尾鷲市議会議員選挙（2017年06月11日投票）,1.0,18.0,13.0,1.3846153846153846,0.0,0.0,0.0,0.05555555555555555,0.07692307692307693,0.6666666666666666,0.3333333333333333,0.0,0.6153846153846154,0.38461538461538464,0.0,0.5927497366928624,0.4072502633071377,,0.04939581139107186,0.06787504388452295,,12343.0,0.0,62.388888888888886,9.563465718201215,39.0,58.0,62.0,67.5,77.0,60.46153846153846,8.353860320146651,39.0,58.0,61.0,66.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
尾鷲市議会議員選挙（2021年06月06日投票）,尾鷲市議会議員選挙,三重県,尾鷲市,20210606.0,2021.0,6.0,6.0,20210530.0,73.17,10.0,15.0,1.5,15103.0,6950.0,8153.0,-954.0,任期満了,77.89,,,,尾鷲市議会議員選挙（2021年06月06日投票）,1.0,15.0,10.0,1.5,0.0,0.0,0.0,0.26666666666666666,0.4,0.6666666666666666,0.3333333333333333,0.0,0.6,0.4,0.0,0.6479947128449172,0.35200528715508284,,0.06479947128449172,0.07040105743101657,,10913.998,2.0,62.333333333333336,11.258576977378427,33.0,61.0,64.0,70.0,77.0,63.0,10.779610382569492,33.0,62.25,64.5,69.75,72.0,,,,,,1165.0,,,,,,,9748.998,,,,,,10913.998,,,,,,0.10674365159311923,,,,,,,0.8932563484068807,,,,,,1.0,,,,,,0.10674365159311923,,,,,,,0.06380402488620576,,,,,,,,,,,1.0,,,,,,,14.0,,,,,,,,,,,1.0,,,,,,,9.0,,,,,
川越町議会議員補欠選挙（2009年03月22日投票）,川越町議会議員補欠選挙,三重県,川越町,20090322.0,2009.0,3.0,22.0,20090317.0,50.71,2.0,4.0,2.0,10371.0,,,,その他,,,,,川越町議会議員補欠選挙（2009年03月22日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,1.0,0.0,,0.9710371819960861,0.028962818003913895,,0.32367906066536206,0.028962818003913895,5110.0,1.0,57.75,8.842369591913696,44.0,53.75,59.5,63.5,68.0,53.0,9.0,44.0,48.5,53.0,57.5,62.0,,,,,,,,,,,,,5110.0,,,,,,5110.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,2.0,,,,,
川越町議会議員選挙（2007年04月22日投票）,川越町議会議員選挙,三重県,川越町,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,14.0,14.0,1.0,10081.0,,,,任期満了,,,,,川越町議会議員選挙（2007年04月22日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.07142857142857142,0.07142857142857142,0.8571428571428571,0.14285714285714285,0.0,0.8571428571428571,0.14285714285714285,0.0,,,,,,,0.0,2.0,65.92857142857143,7.116021016132599,48.0,63.5,66.0,68.0,77.0,65.92857142857143,7.116021016132599,48.0,63.5,66.0,68.0,77.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,13.0,,,,,,,,,,,1.0,,,,,,,13.0,,,,,
川越町議会議員選挙（2011年04月24日投票）,川越町議会議員選挙,三重県,川越町,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,12.0,12.0,1.0,,,,,任期満了,,,,,川越町議会議員選挙（2011年04月24日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,11.0,,,,,,,,,,,1.0,,,,,,,11.0,,,,,
川越町議会議員選挙（2015年04月26日投票）,川越町議会議員選挙,三重県,川越町,20150426.0,2015.0,4.0,26.0,20150421.0,56.63,12.0,13.0,1.0833333333333333,11026.0,,,,任期満了,,,,,川越町議会議員選挙（2015年04月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.7692307692307693,0.23076923076923078,0.0,0.75,0.25,0.0,0.793859649122807,0.20614035087719298,,0.0793859649122807,0.06871345029239766,,6156.0,2.0,61.07692307692308,7.9174737468806535,50.0,56.0,59.0,68.0,74.0,60.5,7.973915809270458,50.0,55.75,58.0,65.0,74.0,,,,,,568.0,,,,,,,5588.0,,,,,,6156.0,,,,,,0.09226770630279402,,,,,,,0.907732293697206,,,,,,1.0,,,,,,0.09226770630279402,,,,,,,0.0756443578081005,,,,,,,,,,,1.0,,,,,,,12.0,,,,,,,,,,,1.0,,,,,,,11.0,,,,,
川越町議会議員選挙（2019年04月21日投票）,川越町議会議員選挙,三重県,川越町,20190421.0,2019.0,4.0,21.0,20190416.0,52.47,12.0,13.0,1.0833333333333333,11602.0,,,576.0,任期満了,56.63,,,,川越町議会議員選挙（2019年04月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.08333333333333333,,,,,,,,,,,,,6007.999,2.0,62.46153846153846,7.996300919948353,48.0,59.0,61.0,67.0,78.0,61.166666666666664,6.890008869531463,48.0,57.75,60.5,66.25,75.0,,,,,,492.0,,,,,,,5515.999,,,,,,6007.999,,,,,,0.08189082588063014,,,,,,,0.9181091741193699,,,,,,1.0,,,,,,0.08189082588063014,,,,,,,0.07650909784328082,,,,,,,,,,,1.0,,,,,,,12.0,,,,,,,,,,,1.0,,,,,,,11.0,,,,,
度会町議会議員選挙（2007年06月17日投票）,度会町議会議員選挙,三重県,度会町,20070617.0,2007.0,6.0,17.0,20070612.0,84.75,12.0,13.0,1.0833333333333333,7412.0,,,,任期満了,,,,,度会町議会議員選挙（2007年06月17日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.8461538461538461,0.15384615384615385,0.0,0.8333333333333334,0.16666666666666666,0.0,0.812711182622687,0.18728881737731295,,0.07388283478388064,0.09364440868865648,,6215.0,2.0,59.46153846153846,7.850677429029584,46.0,55.0,60.0,64.0,73.0,59.0,8.0,46.0,54.25,59.0,63.25,73.0,,,,,,,,,,589.0,,,5626.0,,,,,,6215.0,,,,,,,,,,0.09477071600965406,,,0.905229283990346,,,,,,1.0,,,,,,,,,,0.09477071600965406,,,0.07543577366586217,,,,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,1.0,,,11.0,,,,,
度会町議会議員選挙（2011年06月12日投票）,度会町議会議員選挙,三重県,度会町,20110612.0,2011.0,6.0,12.0,20110607.0,77.1,12.0,13.0,1.0833333333333333,7267.0,,,-145.0,任期満了,84.75,,,,度会町議会議員選挙（2011年06月12日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.07692307692307693,0.08333333333333333,0.7692307692307693,0.23076923076923078,0.0,0.75,0.25,0.0,0.7351088716933597,0.2648911283066403,,0.07351088716933597,0.0882970427688801,,5557.0,2.0,60.69230769230769,5.194444004964348,50.0,59.0,62.0,64.0,68.0,60.833333333333336,5.382585087318382,50.0,58.25,62.5,64.0,68.0,,,,,,,,,,283.0,,,5274.0,,,,,,5557.0,,,,,,,,,,0.050926759042648914,,,0.9490732409573511,,,,,,1.0,,,,,,,,,,0.050926759042648914,,,0.07908943674644593,,,,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,0.0,,,12.0,,,,,
度会町議会議員選挙（2015年06月14日投票）,度会町議会議員選挙,三重県,度会町,20150614.0,2015.0,6.0,14.0,20150609.0,73.05,11.0,12.0,1.0909090909090908,,,,,任期満了,77.1,,,,度会町議会議員選挙（2015年06月14日投票）,1.0,12.0,11.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.09090909090909091,0.75,0.16666666666666666,0.08333333333333333,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.6748971193415638,0.19890260631001372,0.1262002743484225,0.07498856881572931,0.09945130315500686,0.1262002743484225,5103.0,2.0,63.666666666666664,7.8986637407151905,43.0,62.25,66.0,68.5,72.0,63.54545454545455,8.23919277117978,43.0,61.5,67.0,69.0,72.0,,,,,,,,,,644.0,,,4459.0,,,,,,5103.0,,,,,,,,,,0.1262002743484225,,,0.8737997256515775,,,,,,1.0,,,,,,,,,,0.1262002743484225,,,0.07943633869559795,,,,,,,,,,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,1.0,,,10.0,,,,,
度会町議会議員選挙（2019年06月09日投票）,度会町議会議員選挙,三重県,度会町,20190609.0,2019.0,6.0,9.0,20190604.0,72.6,11.0,12.0,1.0909090909090908,6946.0,,,,任期満了,73.05,,,,度会町議会議員選挙（2019年06月09日投票）,1.0,12.0,11.0,1.0909090909090908,0.0,0.0,0.0,0.08333333333333333,0.0,0.4166666666666667,0.5,0.08333333333333333,0.36363636363636365,0.5454545454545454,0.09090909090909091,0.3823115577889447,0.5547738693467337,0.0629145728643216,0.07646231155778895,0.09246231155778895,0.0629145728643216,4975.0,2.0,64.5,11.586630226256467,40.0,61.75,69.5,71.25,77.0,63.54545454545455,11.641334165679842,40.0,59.5,69.0,70.5,77.0,,,,,,,,,,352.0,,,4623.0,,,,,,4975.0,,,,,,,,,,0.0707537688442211,,,0.9292462311557789,,,,,,1.0,,,,,,,,,,0.0707537688442211,,,0.0844769301050708,,,,,,,,,,,,,,,1.0,,,11.0,,,,,,,,,,,,,,,1.0,,,10.0,,,,,
御浜町議会議員選挙（2005年11月13日投票）,御浜町議会議員選挙,三重県,御浜町,20051113.0,2005.0,11.0,13.0,20051108.0,78.5,12.0,13.0,1.0833333333333333,8166.0,,,,任期満了,,,,,御浜町議会議員選挙（2005年11月13日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.3076923076923077,0.3333333333333333,0.8461538461538461,0.15384615384615385,0.0,0.9166666666666666,0.08333333333333333,0.0,0.9226030642868425,0.07739693571315748,,0.0838730058442584,0.03869846785657874,,6331.0,2.0,55.92307692307692,8.721869404958994,41.0,47.0,57.0,63.0,70.0,56.916666666666664,8.341246243151492,41.0,52.25,58.0,63.25,70.0,,,,,,,,,,483.0,,,5848.0,,,,,,6331.0,,,,,,,,,,0.07629126520296951,,,0.9237087347970305,,,,,,1.0,,,,,,,,,,0.07629126520296951,,,0.07697572789975254,,,,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,1.0,,,11.0,,,,,
御浜町議会議員選挙（2009年11月15日投票）,御浜町議会議員選挙,三重県,御浜町,20091115.0,2009.0,11.0,15.0,20091110.0,82.78,12.0,16.0,1.3333333333333333,7960.0,,,-206.0,任期満了,78.5,,,,御浜町議会議員選挙（2009年11月15日投票）,1.0,16.0,12.0,1.3333333333333333,0.0,0.0,0.0,0.25,0.16666666666666666,0.625,0.375,0.0,0.5833333333333334,0.4166666666666667,0.0,0.6170196459528602,0.38298035404713987,,0.06170196459528602,0.06383005900785664,,6523.99,2.0,59.1875,10.0263325174263,35.0,51.75,62.0,64.75,76.0,60.333333333333336,10.29832780385027,35.0,59.5,63.0,64.75,76.0,,,,,,,,,,407.0,,,6116.990000000001,,,,,,6523.990000000001,,,,,,,,,,0.06238513547690906,,,0.937614864523091,,,,,,1.0,,,,,,,,,,0.06238513547690906,,,0.06250765763487273,,,,,,,,,,,,,,,1.0,,,15.0,,,,,,,,,,,,,,,1.0,,,11.0,,,,,
御浜町議会議員選挙（2013年11月17日投票）,御浜町議会議員選挙,三重県,御浜町,20131117.0,2013.0,11.0,17.0,20131112.0,,12.0,13.0,1.0833333333333333,,,,,任期満了,82.78,,,,御浜町議会議員選挙（2013年11月17日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.08333333333333333,0.6923076923076923,0.07692307692307693,0.23076923076923078,0.6666666666666666,0.08333333333333333,0.25,0.6552414871438499,0.07912265462126476,0.26563585823488534,0.07280460968264998,0.07912265462126476,0.08854528607829511,5756.0,2.0,61.92307692307692,11.282808832375428,39.0,54.0,67.0,68.0,80.0,61.166666666666664,11.42244379378696,39.0,52.75,65.5,68.0,80.0,,,,,,,,,,382.0,,,5374.0,,,,,,5756.0,,,,,,,,,,0.06636553161917999,,,0.93363446838082,,,,,,1.0,,,,,,,,,,0.06636553161917999,,,0.07780287236506833,,,,,,,,,,,,,,,1.0,,,12.0,,,,,,,,,,,,,,,1.0,,,11.0,,,,,
御浜町議会議員選挙（2017年11月19日投票）,御浜町議会議員選挙,三重県,御浜町,20171119.0,2017.0,11.0,19.0,20171114.0,69.41,10.0,11.0,1.1,7460.0,,,,任期満了,,,,,御浜町議会議員選挙（2017年11月19日投票）,1.0,11.0,10.0,1.1,0.0,0.0,0.0,0.09090909090909091,0.1,0.9090909090909091,0.09090909090909091,0.0,1.0,0.0,0.0,0.9659068770699396,0.03409312293006039,,0.09659068770699396,0.03409312293006039,,5133.0,0.0,62.63636363636363,9.489446073236282,43.0,55.5,68.0,71.0,72.0,62.0,9.726253132630262,43.0,54.25,63.5,71.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
志摩市議会議員補欠選挙（2016年10月23日投票）,志摩市議会議員補欠選挙,三重県,志摩市,20161023.0,2016.0,10.0,23.0,20161016.0,58.01,2.0,3.0,1.5,45542.0,,,,任期満了,,,,,志摩市議会議員補欠選挙（2016年10月23日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,0.0,,0.7962850797496467,0.20371492025035332,,0.39814253987482334,0.20371492025035332,24765.0,0.0,57.333333333333336,11.897712198383164,41.0,51.5,62.0,65.5,69.0,51.5,10.5,41.0,46.25,51.5,56.75,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
志摩市議会議員補欠選挙（2020年10月18日投票）,志摩市議会議員補欠選挙,三重県,志摩市,20201018.0,2020.0,10.0,18.0,20201011.0,63.05,2.0,3.0,1.5,42704.0,,,-2838.0,辞職/橋爪政吉議員、大口秀和議員の市長選出馬に伴う辞職による,58.01,,,,志摩市議会議員補欠選挙（2020年10月18日投票）,1.0,3.0,2.0,1.5,0.0,0.0,0.0,,0.5,,,,0.0,1.0,0.0,,,,,,,25266.0,2.0,,,,,,,,51.5,10.5,41.0,46.25,51.5,56.75,62.0,,,,,,,,,,6936.0,,,18330.0,,,,,,25266.0,,,,,,,,,,0.27451911659938255,,,0.7254808834006174,,,,,,1.0,,,,,,,,,,0.27451911659938255,,,0.3627404417003087,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,
志摩市議会議員選挙（2005年10月23日投票）,志摩市議会議員選挙,三重県,志摩市,20051023.0,2005.0,10.0,23.0,20051016.0,81.62,26.0,47.0,1.807692307692308,49962.0,,,,任期満了,,,,,志摩市議会議員選挙（2005年10月23日投票）,1.0,47.0,26.0,1.8076923076923077,0.0,0.0,0.0,0.0851063829787234,0.11538461538461539,0.723404255319149,0.1276595744680851,0.14893617021276595,0.6923076923076923,0.11538461538461539,0.19230769230769232,0.6821962420680971,0.1621122935236167,0.1556914644082862,0.020064595354944034,0.02701871558726945,0.022241637772612316,40501.00000000001,3.0,57.191489361702125,7.280514062608785,30.0,55.0,57.0,62.5,69.0,57.11538461538461,5.2280818888657805,44.0,55.0,57.0,60.0,65.0,,,,,,1811.0,,,,817.0,,,37873.00000000001,,,,,,40501.00000000001,,,,,,0.044714945309992336,,,,0.020172341423668548,,,0.9351127132663392,,,,,,1.0,,,,,,0.022357472654996168,,,,0.020172341423668548,,,0.02125256166514407,,,,,,,,,,,2.0,,,,1.0,,,44.0,,,,,,,,,,,2.0,,,,1.0,,,23.0,,,,,
志摩市議会議員選挙（2009年10月25日投票）,志摩市議会議員選挙,三重県,志摩市,20091025.0,2009.0,10.0,25.0,20091018.0,76.03,22.0,29.0,1.318181818181818,48600.0,,,-1362.0,任期満了,81.62,,,,志摩市議会議員選挙（2009年10月25日投票）,1.0,29.0,22.0,1.3181818181818181,0.0,0.0,0.0,0.10344827586206896,0.09090909090909091,0.6551724137931034,0.13793103448275862,0.20689655172413793,0.7727272727272727,0.13636363636363635,0.09090909090909091,0.690511227381731,0.1356278613472858,0.17386091127098321,0.03634269617798584,0.03390696533682145,0.02897681854516387,36696.0,3.0,58.51724137931034,7.889848080593155,34.0,55.0,61.0,63.0,69.0,59.31818181818182,6.858215800552077,37.0,56.0,61.0,63.0,69.0,,,,,,1985.0,,,,1335.0,,,33376.0,,,,,,36696.0,,,,,,0.05409308916503161,,,,0.03637998691955527,,,0.9095269239154131,,,,,,1.0,,,,,,0.05409308916503161,,,,0.03637998691955527,,,0.03368618236723752,,,,,,,,,,,1.0,,,,1.0,,,27.0,,,,,,,,,,,1.0,,,,1.0,,,20.0,,,,,
志摩市議会議員選挙（2013年10月20日投票）,志摩市議会議員選挙,三重県,志摩市,20131020.0,2013.0,10.0,20.0,20131013.0,67.13,20.0,23.0,1.15,46441.0,,,-2159.0,任期満了,76.03,,,,志摩市議会議員選挙（2013年10月20日投票）,1.0,23.0,20.0,1.15,0.0,0.0,0.0,0.2608695652173913,0.25,0.5652173913043478,0.2608695652173913,0.17391304347826086,0.6,0.2,0.2,0.5266351845263124,0.2630921499498658,0.21027266552382184,0.04051039880971634,0.04384869165831096,0.05256816638095546,30917.0,4.0,59.04347826086956,8.395020578318853,38.0,55.0,63.0,65.5,68.0,59.05,8.470389601429206,38.0,55.5,63.0,65.25,68.0,,,,,,2054.0,,,,1107.0,,,23784.05,,,,,3971.95,30917.0,,,,,,0.06643594139146748,,,,0.03580554387553773,,,0.769287123588964,,,,,0.12847139114403078,1.0,,,,,,0.06643594139146748,,,,0.03580554387553773,,,0.04273817353272022,,,,,0.04282379704801026,,,,,,1.0,,,,1.0,,,18.0,,,,,3.0,,,,,,1.0,,,,1.0,,,15.0,,,,,3.0
