,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_　,得票数_かしま志民党,得票数_つくば　維新の会,得票数_つくば・市民ネットワーク,得票数_とりで生活者ネットワーク,得票数_みんなの党,得票数_公明党,得票数_再建党,得票数_国民民主党,得票数_幸福実現党,得票数_新党もりや,得票数_新社会党,得票数_日本共産党,得票数_日本維新の会,得票数_明るい平和と立憲取手民主市民連合会,得票数_東海第2原発の再稼働を止める会 ,得票数_民主党,得票数_民進党,得票数_消費税を廃止する市民の党,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_２１世紀倶楽部,得票数_sum_v,得票率_NHKから国民を守る党,得票率_　,得票率_かしま志民党,得票率_つくば　維新の会,得票率_つくば・市民ネットワーク,得票率_とりで生活者ネットワーク,得票率_みんなの党,得票率_公明党,得票率_再建党,得票率_国民民主党,得票率_幸福実現党,得票率_新党もりや,得票率_新社会党,得票率_日本共産党,得票率_日本維新の会,得票率_明るい平和と立憲取手民主市民連合会,得票率_東海第2原発の再稼働を止める会 ,得票率_民主党,得票率_民進党,得票率_消費税を廃止する市民の党,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_２１世紀倶楽部,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_　,一人あたり得票率_かしま志民党,一人あたり得票率_つくば　維新の会,一人あたり得票率_つくば・市民ネットワーク,一人あたり得票率_とりで生活者ネットワーク,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_再建党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_新党もりや,一人あたり得票率_新社会党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_明るい平和と立憲取手民主市民連合会,一人あたり得票率_東海第2原発の再稼働を止める会 ,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_消費税を廃止する市民の党,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,一人あたり得票率_２１世紀倶楽部,立候補者数_NHKから国民を守る党,立候補者数_　,立候補者数_かしま志民党,立候補者数_つくば　維新の会,立候補者数_つくば・市民ネットワーク,立候補者数_とりで生活者ネットワーク,立候補者数_みんなの党,立候補者数_公明党,立候補者数_再建党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_新党もりや,立候補者数_新社会党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_明るい平和と立憲取手民主市民連合会,立候補者数_東海第2原発の再稼働を止める会 ,立候補者数_民主党,立候補者数_民進党,立候補者数_消費税を廃止する市民の党,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,立候補者数_２１世紀倶楽部,当選者数_NHKから国民を守る党,当選者数_　,当選者数_かしま志民党,当選者数_つくば　維新の会,当選者数_つくば・市民ネットワーク,当選者数_とりで生活者ネットワーク,当選者数_みんなの党,当選者数_公明党,当選者数_再建党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_新党もりや,当選者数_新社会党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_明るい平和と立憲取手民主市民連合会,当選者数_東海第2原発の再稼働を止める会 ,当選者数_民主党,当選者数_民進党,当選者数_消費税を廃止する市民の党,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党,当選者数_２１世紀倶楽部
結城市議会議員選挙（2007年04月22日投票）,結城市議会議員選挙,茨城県,結城市,20070422.0,2007.0,4.0,22.0,20070415.0,無投票,21.0,21.0,1.0,43060.0,,,912.0,任期満了,70.27,,,,結城市議会議員選挙（2007年04月22日投票）,1.0,21.0,21.0,1.0,1.0,1.0,0.0,0.09523809523809523,0.09523809523809523,0.8095238095238095,0.14285714285714285,0.047619047619047616,0.8095238095238095,0.14285714285714285,0.047619047619047616,,,,,,,0.0,3.0,59.76190476190476,8.788004605330533,33.0,58.0,62.0,66.0,72.0,59.76190476190476,8.788004605330533,33.0,58.0,62.0,66.0,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,19.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,19.0,,,,,
結城市議会議員選挙（2011年04月24日投票）,結城市議会議員選挙,茨城県,結城市,20110424.0,2011.0,4.0,24.0,20110417.0,57.76,19.0,22.0,1.1578947368421053,42345.0,,,-715.0,任期満了,,,,,結城市議会議員選挙（2011年04月24日投票）,1.0,22.0,19.0,1.1578947368421053,0.0,0.0,0.0,0.13636363636363635,0.10526315789473684,0.6818181818181818,0.22727272727272727,0.09090909090909091,0.7368421052631579,0.21052631578947367,0.05263157894736842,0.7297353099062642,0.1812363215922699,0.08902836850146591,0.04864902066041762,0.03624726431845398,0.044514184250732954,24217.0,3.0,,,,,,,,,,,,,,,,,,,,,,1669.0,,,,,,840.0,,,,,,,21708.0,,,,,,24217.0,,,,,,,,0.0689185283065615,,,,,,0.03468637733823347,,,,,,,0.896395094355205,,,,,,1.0,,,,,,,,0.0689185283065615,,,,,,0.03468637733823347,,,,,,,0.04481975471776025,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,20.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,17.0,,,,,
結城市議会議員選挙（2015年04月26日投票）,結城市議会議員選挙,茨城県,結城市,20150426.0,2015.0,4.0,26.0,20150419.0,56.08,18.0,21.0,1.1666666666666667,41662.0,,,-683.0,任期満了,57.76,,,,結城市議会議員選挙（2015年04月26日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.09523809523809523,0.1111111111111111,0.6190476190476191,0.2857142857142857,0.09523809523809523,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.7022537526495652,0.23692520655794436,0.06082104079249037,0.05401951943458194,0.03948753442632406,0.030410520396245186,23117.0,3.0,62.142857142857146,9.32117770142253,40.0,56.0,65.0,68.0,74.0,62.55555555555556,9.598739629197981,40.0,56.75,65.5,70.25,74.0,,,,,,,,1528.0,,,,,,1079.0,,,,,,,20510.0,,,,,,23117.0,,,,,,,,0.06609854219838214,,,,,,0.046675606696370636,,,,,,,0.8872258511052472,,,,,,1.0,,,,,,,,0.06609854219838214,,,,,,0.046675606696370636,,,,,,,0.046696097426591955,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,19.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,16.0,,,,,
結城市議会議員選挙（2019年04月21日投票）,結城市議会議員選挙,茨城県,結城市,20190421.0,2019.0,4.0,21.0,20190414.0,無投票,18.0,18.0,1.0,,,,,任期満了,56.08,,,,結城市議会議員選挙（2019年04月21日投票）,1.0,18.0,18.0,1.0,1.0,1.0,0.0,0.1111111111111111,0.1111111111111111,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,16.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,16.0,,,,,
美浦村議会議員選挙（2003年08月10日投票）,美浦村議会議員選挙,茨城県,美浦村,20030810.0,2003.0,8.0,10.0,20030805.0,67.45,16.0,21.0,1.3125,14567.0,,,,任期満了,,,,,美浦村議会議員選挙（2003年08月10日投票）,1.0,21.0,16.0,1.3125,0.0,0.0,0.0,0.09523809523809523,0.125,0.6190476190476191,0.3333333333333333,0.047619047619047616,0.625,0.375,0.0,0.5805524181127426,0.4041482698428997,0.015299312044357737,0.044657878316364814,0.05773546712041424,0.015299312044357737,9739.0,3.0,,,,,,,,,,,,,,,,,,,,,,1916.0,,,,,,472.0,,,,,,,7351.0,,,,,,9739.0,,,,,,,,0.19673477769791559,,,,,,0.048464934798233904,,,,,,,0.7548002875038505,,,,,,1.0,,,,,,,,0.09836738884895779,,,,,,0.048464934798233904,,,,,,,0.041933349305769474,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,18.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,13.0,,,,,
美浦村議会議員選挙（2007年08月26日投票）,美浦村議会議員選挙,茨城県,美浦村,20070826.0,2007.0,8.0,26.0,20070821.0,65.81,15.0,19.0,1.2666666666666666,14506.0,,,-61.0,任期満了,67.45,,,,美浦村議会議員選挙（2007年08月26日投票）,1.0,19.0,15.0,1.2666666666666666,0.0,0.0,0.0,0.15789473684210525,0.2,0.5789473684210527,0.3684210526315789,0.0,0.6,0.3333333333333333,0.0,0.5752193677978644,0.3734009937625542,,0.05229266979980585,0.05334299910893631,,9459.0,3.0,57.21052631578947,8.648571207634127,34.0,50.5,58.0,61.0,74.0,58.6,9.068627239003709,34.0,55.5,60.0,63.5,74.0,,,,,,,,1506.0,,,,,,374.0,,,,,,,7579.0,,,,,,9459.0,,,,,,,,0.15921344751030764,,,,,,0.039539063325932974,,,,,,,0.8012474891637594,,,,,,1.0,,,,,,,,0.07960672375515382,,,,,,0.039539063325932974,,,,,,,0.050077968072734964,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,16.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,12.0,,,,,
美浦村議会議員選挙（2011年08月28日投票）,美浦村議会議員選挙,茨城県,美浦村,20110828.0,2011.0,8.0,28.0,20110823.0,61.77,14.0,16.0,1.1428571428571428,14143.0,,,-363.0,任期満了,65.81,,,,美浦村議会議員選挙（2011年08月28日投票）,1.0,16.0,14.0,1.1428571428571428,0.0,0.0,0.0,0.1875,0.21428571428571427,0.5625,0.4375,0.0,0.5714285714285714,0.42857142857142855,0.0,0.6040588099097014,0.39594119009029866,,0.06711764554552238,0.05656302715575695,,8638.0,3.0,58.25,6.8053287944081,38.0,54.0,60.0,64.0,64.0,58.142857142857146,7.0189248551647125,38.0,55.0,60.0,63.75,64.0,,,,,,,,1706.0,,,,,,421.0,,,,,,,6511.000000000001,,,,,,8638.0,,,,,,,,0.1974994211623061,,,,,,0.048738133827274835,,,,,,,0.7537624450104192,,,,,,1.0,,,,,,,,0.09874971058115305,,,,,,0.048738133827274835,,,,,,,0.05798172653926302,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,13.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,11.0,,,,,
美浦村議会議員選挙（2015年08月23日投票）,美浦村議会議員選挙,茨城県,美浦村,20150823.0,2015.0,8.0,23.0,20150818.0,無投票,14.0,14.0,1.0,,,,,任期満了,61.77,,,,美浦村議会議員選挙（2015年08月23日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.0,,,,,,,0.0,3.0,60.42857142857143,7.60370478981215,42.0,58.0,62.5,67.0,68.0,60.42857142857143,7.60370478981215,42.0,58.0,62.5,67.0,68.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,11.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,11.0,,,,,
美浦村議会議員選挙（2019年04月21日投票）,美浦村議会議員選挙,茨城県,美浦村,20190421.0,2019.0,4.0,21.0,20190416.0,,12.0,13.0,1.0833333333333333,,,,,任期満了,,,,,美浦村議会議員選挙（2019年04月21日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.15384615384615385,0.16666666666666666,0.0,0.07692307692307693,0.0,0.0,0.08333333333333333,0.0,,0.10685785009099914,,,0.10685785009099914,,6765.998,3.0,62.61538461538461,7.312144392809936,46.0,60.0,62.0,68.0,72.0,62.666666666666664,7.608474807008885,46.0,59.5,63.5,68.5,72.0,,,,,,,,1446.558,,,,,,275.0,,,,,,,5044.44,,,,,,6765.998,,,,,,,,0.21379817138580295,,,,,,0.04064441047721268,,,,,,,0.7455574181369844,,,,,,1.0,,,,,,,,0.10689908569290148,,,,,,0.04064441047721268,,,,,,,0.07455574181369844,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,10.0,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,9.0,,,,,
茨城町議会議員補欠選挙（2011年04月24日投票）,茨城町議会議員補欠選挙,茨城県,茨城町,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,2.0,2.0,1.0,28860.0,,,,その他,,,,,茨城町議会議員補欠選挙（2011年04月24日投票）,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,,,,,,,0.0,1.0,62.5,0.5,62.0,62.25,62.5,62.75,63.0,62.5,0.5,62.0,62.25,62.5,62.75,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
茨城町議会議員補欠選挙（2015年04月26日投票）,茨城町議会議員補欠選挙,茨城県,茨城町,20150426.0,2015.0,4.0,26.0,20150421.0,20.71,1.0,2.0,2.0,,,,,その他,,,,,茨城町議会議員補欠選挙（2015年04月26日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.5,,5471.0,1.0,53.0,6.0,47.0,50.0,53.0,56.0,59.0,47.0,0.0,47.0,47.0,47.0,47.0,47.0,,,,,,,,,,,,,,,,,,,,,5471.0,,,,,,5471.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
茨城町議会議員補欠選挙（2019年04月21日投票）,茨城町議会議員補欠選挙,茨城県,茨城町,20190421.0,2019.0,4.0,21.0,20190416.0,16.57,1.0,2.0,2.0,,,,,その他,20.71,,,,茨城町議会議員補欠選挙（2019年04月21日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,1.0,,0.4755145493257629,0.524485450674237,,0.4755145493257629,0.524485450674237,4227.0,1.0,66.5,4.5,62.0,64.25,66.5,68.75,71.0,71.0,0.0,71.0,71.0,71.0,71.0,71.0,,,,,,,,,,,,,,,,,,,,,4227.0,,,,,,4227.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
茨城町議会議員選挙（2007年12月02日投票）,茨城町議会議員選挙,茨城県,茨城町,20071202.0,2007.0,12.0,2.0,20071127.0,63.85,16.0,17.0,1.0625,28863.0,,,,任期満了,,,,,茨城町議会議員選挙（2007年12月02日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.058823529411764705,0.0625,0.8823529411764706,0.058823529411764705,0.058823529411764705,0.875,0.0625,0.0625,0.8595168656798547,0.07934848401474716,0.061134650305398115,0.05730112437865698,0.07934848401474716,0.061134650305398115,18173.0,4.0,60.588235294117645,7.700716723934451,39.0,58.0,60.0,65.0,74.0,60.6875,7.927158617688939,39.0,57.25,60.5,65.5,74.0,,,,,,,,1442.0,,,,,,1332.0,,,,,,,13866.0,,,,1533.0,,18173.0,,,,,,,,0.07934848401474716,,,,,,0.07329554834094536,,,,,,,0.763000055026688,,,,0.08435591261761954,,1.0,,,,,,,,0.07934848401474716,,,,,,0.07329554834094536,,,,,,,0.054500003930477714,,,,0.08435591261761954,,,,,,,,,1.0,,,,,,1.0,,,,,,,14.0,,,,1.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,13.0,,,,1.0,
茨城町議会議員選挙（2011年12月04日投票）,茨城町議会議員選挙,茨城県,茨城町,20111204.0,2011.0,12.0,4.0,20111129.0,65.1,16.0,18.0,1.125,28445.0,,,-418.0,任期満了,63.85,,,,茨城町議会議員選挙（2011年12月04日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.8333333333333334,0.16666666666666666,0.0,0.8125,0.1875,0.0,0.8114700425624796,0.18852995743752046,,0.05409800283749864,0.06284331914584015,,18326.0,3.0,61.111111111111114,7.788088403944469,41.0,59.0,63.0,64.75,73.0,60.875,8.230089610690762,41.0,58.75,62.5,65.25,73.0,,,,,,,,1336.0,,,,,,1027.0,,,,,,,15963.0,,,,,,18326.0,,,,,,,,0.07290188802793844,,,,,,0.05604059805740478,,,,,,,0.8710575139146568,,,,,,1.0,,,,,,,,0.07290188802793844,,,,,,0.05604059805740478,,,,,,,0.05444109461966605,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,16.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,14.0,,,,,
茨城町議会議員選挙（2015年11月29日投票）,茨城町議会議員選挙,茨城県,茨城町,20151129.0,2015.0,11.0,29.0,20151124.0,59.2,16.0,18.0,1.125,,,,,任期満了,65.1,,,,茨城町議会議員選挙（2015年11月29日投票）,1.0,18.0,16.0,1.125,0.0,0.0,0.0,0.05555555555555555,0.0625,0.6666666666666666,0.2777777777777778,0.05555555555555555,0.6875,0.3125,0.0,0.6525218686022706,0.3249581239530988,0.02252000744463056,0.054376822383522545,0.06499162479061976,0.02252000744463056,16119.0,3.0,61.833333333333336,8.281505499203229,45.0,60.5,63.5,67.0,75.0,60.6875,7.958633284050723,45.0,58.5,63.0,66.25,70.0,,,,,,,,1243.0,,,,,,1017.0,,,,,,,13859.0,,,,,,16119.0,,,,,,,,0.0771139648861592,,,,,,0.06309324399776661,,,,,,,0.8597927911160742,,,,,,1.0,,,,,,,,0.0771139648861592,,,,,,0.06309324399776661,,,,,,,0.05373704944475464,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,16.0,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,14.0,,,,,
茨城町議会議員選挙（2019年12月01日投票）,茨城町議会議員選挙,茨城県,茨城町,20191201.0,2019.0,12.0,1.0,20191126.0,無投票,16.0,16.0,1.0,,,,,任期満了,59.2,,,,茨城町議会議員選挙（2019年12月01日投票）,1.0,16.0,16.0,1.0,1.0,1.0,0.0,0.125,0.125,0.625,0.375,0.0,0.625,0.375,0.0,,,,,,,0.0,4.0,60.6875,8.780082217724388,47.0,53.5,63.0,67.25,72.0,60.6875,8.780082217724388,47.0,53.5,63.0,67.25,72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,12.0,,,,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,12.0,,,,2.0,
行方市議会議員補欠選挙（2013年09月08日投票）,行方市議会議員補欠選挙,茨城県,行方市,20130908.0,2013.0,9.0,8.0,20130901.0,72.38,2.0,4.0,2.0,,,,,その他,,,,,行方市議会議員補欠選挙（2013年09月08日投票）,1.0,4.0,2.0,2.0,0.0,0.0,0.0,0.25,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.25,,20896.0,1.0,58.25,4.322904116447646,51.0,57.0,60.0,61.25,62.0,55.0,4.0,51.0,53.0,55.0,57.0,59.0,,,,,,,,,,,,,,,,,,,,,20896.0,,,,,,20896.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,
行方市議会議員選挙（2007年04月22日投票）,行方市議会議員選挙,茨城県,行方市,20070422.0,2007.0,4.0,22.0,20070415.0,80.06,24.0,32.0,1.3333333333333333,32693.0,,,,任期満了,,,,,行方市議会議員選挙（2007年04月22日投票）,1.0,32.0,24.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.875,0.09375,0.03125,0.9166666666666666,0.08333333333333333,0.0,0.8678309189852074,0.11795125316164635,0.014217827853146316,0.030993961392328833,0.03931708438721545,0.014217827853146316,26094.0,2.0,58.0,5.488624600025037,43.0,55.75,58.0,60.75,67.0,57.875,5.8474531493064,43.0,55.0,58.0,60.75,67.0,,,,,,,,1173.0,,,,,,,,,,,,,24921.0,,,,,,26094.0,,,,,,,,0.04495286272706369,,,,,,,,,,,,,0.9550471372729363,,,,,,1.0,,,,,,,,0.04495286272706369,,,,,,,,,,,,,0.03080797217009472,,,,,,,,,,,,,1.0,,,,,,,,,,,,,31.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,23.0,,,,,
行方市議会議員選挙（2011年04月24日投票）,行方市議会議員選挙,茨城県,行方市,20110424.0,2011.0,4.0,24.0,20110417.0,70.42,20.0,23.0,1.15,31788.0,,,-905.0,任期満了,80.06,,,,行方市議会議員選挙（2011年04月24日投票）,1.0,23.0,21.0,1.0952380952380953,0.0,0.0,0.0,0.0,0.0,0.6521739130434783,0.2608695652173913,0.08695652173913043,0.7142857142857143,0.23809523809523808,0.047619047619047616,0.6554617025766913,0.26930145937339994,0.07523683804990874,0.04369744683844609,0.044883576562233324,0.03761841902495437,22127.989999999998,2.0,,,,,,,,,,,,,,,,,,,,,,1216.0,,,,,,,,,,,,,20911.989999999998,,,,,,22127.989999999998,,,,,,,,0.05495302555722414,,,,,,,,,,,,,0.9450469744427759,,,,,,1.0,,,,,,,,0.05495302555722414,,,,,,,,,,,,,0.04295668065648981,,,,,,,,,,,,,1.0,,,,,,,,,,,,,22.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,20.0,,,,,
行方市議会議員選挙（2015年04月26日投票）,行方市議会議員選挙,茨城県,行方市,20150426.0,2015.0,4.0,26.0,20150419.0,71.05,20.0,24.0,1.2,,,,,任期満了,70.42,,,,行方市議会議員選挙（2015年04月26日投票）,1.0,24.0,20.0,1.2,0.0,0.0,0.0,0.0,0.0,0.75,0.20833333333333334,0.041666666666666664,0.85,0.15,0.0,0.801732116915785,0.1726124403616294,0.025655442722585547,0.04454067316198806,0.03452248807232588,0.025655442722585547,21359.989999999998,2.0,59.416666666666664,8.190017636665313,36.0,54.5,60.5,66.0,73.0,59.4,8.788629017087933,36.0,54.5,60.0,66.0,73.0,,,,,,,,1285.0,,,,,,,,,,,,,20074.99,,,,,,21359.99,,,,,,,,0.06015920419438398,,,,,,,,,,,,,0.939840795805616,,,,,,1.0,,,,,,,,0.06015920419438398,,,,,,,,,,,,,0.040862643295896346,,,,,,,,,,,,,1.0,,,,,,,,,,,,,23.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,19.0,,,,,
行方市議会議員選挙（2019年04月21日投票）,行方市議会議員選挙,茨城県,行方市,20190421.0,2019.0,4.0,21.0,20190414.0,64.1,18.0,21.0,1.1666666666666667,29236.0,,,,任期満了,71.05,,,,行方市議会議員選挙（2019年04月21日投票）,1.0,21.0,18.0,1.1666666666666667,0.0,0.0,0.0,0.047619047619047616,0.05555555555555555,0.7619047619047619,0.14285714285714285,0.09523809523809523,0.8333333333333334,0.16666666666666666,0.0,0.8164287539148265,0.1392943786315313,0.0442768674536422,0.051026797119676656,0.04643145954384376,0.0221384337268211,18564.999,2.0,62.333333333333336,8.184383115673837,40.0,59.0,62.0,68.0,77.0,61.5,8.5,40.0,57.5,61.5,67.75,77.0,,,,,,,,1286.0,,,,,,,,,,,,,17278.999,,,,,,18564.999,,,,,,,,0.06927013569998038,,,,,,,,,,,,,0.9307298643000196,,,,,,1.0,,,,,,,,0.06927013569998038,,,,,,,,,,,,,0.04653649321500098,,,,,,,,,,,,,1.0,,,,,,,,,,,,,20.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,17.0,,,,,
那珂市議会議員補欠選挙（2011年01月30日投票）,那珂市議会議員補欠選挙,茨城県,那珂市,20110130.0,2011.0,1.0,30.0,20110123.0,無投票,4.0,4.0,1.0,,,,,その他,,,,,那珂市議会議員補欠選挙（2011年01月30日投票）,1.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.75,0.25,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
那珂市議会議員補欠選挙（2018年12月09日投票）,那珂市議会議員補欠選挙,茨城県,那珂市,20181209.0,2018.0,12.0,9.0,20181202.0,47.37,4.0,6.0,1.5,46211.0,,,,その他,,,,,那珂市議会議員補欠選挙（2018年12月09日投票）,1.0,6.0,4.0,1.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.16666666666666666,,20279.0,1.0,55.166666666666664,7.335227028221795,44.0,49.0,57.5,61.5,63.0,56.75,6.417748826496718,47.0,53.0,58.5,62.25,63.0,,,,,,,,,,,,,,,,,,,,,20279.0,,,,,,20279.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,0.16666666666666666,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,
